REGION_CORTO;COD_COMUNA_FINAL;FECHA_INMUNIZACION;SUM_of_SUM_of_1aDOSIS;SUM_of_SUM_of_2aDOSIS;SUM_of_SUM_of_ÚnicaDOSIS;SUM_of_Refuerzo_DOSIS;SUM_of_4_Dosis
" Tarapacá";1101;;;;;;
" Tarapacá";1107;;;;;;
" Tarapacá";1401;;;;;;
" Tarapacá";1402;;;;;;
" Tarapacá";1403;;;;;;
" Tarapacá";1404;;;;;;
" Tarapacá";1405;;;;;;
" Antofagasta";2101;;;;;;
" Antofagasta";2102;;;;;;
" Antofagasta";2103;;;;;;
" Antofagasta";2104;;;;;;
" Antofagasta";2201;;;;;;
" Antofagasta";2202;;;;;;
" Antofagasta";2203;;;;;;
" Antofagasta";2301;;;;;;
" Antofagasta";2302;;;;;;
" Atacama";3101;;;;;;
" Atacama";3102;;;;;;
" Atacama";3103;;;;;;
" Atacama";3201;;;;;;
" Atacama";3202;;;;;;
" Atacama";3301;;;;;;
" Atacama";3302;;;;;;
" Atacama";3303;;;;;;
" Atacama";3304;;;;;;
" Coquimbo";4101;;;;;;
" Coquimbo";4102;;;;;;
" Coquimbo";4103;;;;;;
" Coquimbo";4104;;;;;;
" Coquimbo";4105;;;;;;
" Coquimbo";4106;;;;;;
" Coquimbo";4201;;;;;;
" Coquimbo";4202;;;;;;
" Coquimbo";4203;;;;;;
" Coquimbo";4204;;;;;;
" Coquimbo";4301;;;;;;
" Coquimbo";4302;;;;;;
" Coquimbo";4303;;;;;;
" Coquimbo";4304;;;;;;
" Coquimbo";4305;;;;;;
" Valparaíso";5101;;;;;;
" Valparaíso";5102;;;;;;
" Valparaíso";5103;;;;;;
" Valparaíso";5104;;;;;;
" Valparaíso";5105;;;;;;
" Valparaíso";5107;;;;;;
" Valparaíso";5109;;;;;;
" Valparaíso";5201;;;;;;
" Valparaíso";5301;;;;;;
" Valparaíso";5302;;;;;;
" Valparaíso";5303;;;;;;
" Valparaíso";5304;;;;;;
" Valparaíso";5401;;;;;;
" Valparaíso";5402;;;;;;
" Valparaíso";5403;;;;;;
" Valparaíso";5404;;;;;;
" Valparaíso";5405;;;;;;
" Valparaíso";5501;;;;;;
" Valparaíso";5502;;;;;;
" Valparaíso";5503;;;;;;
" Valparaíso";5504;;;;;;
" Valparaíso";5506;;;;;;
" Valparaíso";5601;;;;;;
" Valparaíso";5602;;;;;;
" Valparaíso";5603;;;;;;
" Valparaíso";5604;;;;;;
" Valparaíso";5605;;;;;;
" Valparaíso";5606;;;;;;
" Valparaíso";5701;;;;;;
" Valparaíso";5702;;;;;;
" Valparaíso";5703;;;;;;
" Valparaíso";5704;;;;;;
" Valparaíso";5705;;;;;;
" Valparaíso";5706;;;;;;
" Valparaíso";5801;;;;;;
" Valparaíso";5802;;;;;;
" Valparaíso";5803;;;;;;
" Valparaíso";5804;;;;;;
Libertador B. O'Higgins;6101;;;;;;
Libertador B. O'Higgins;6102;;;;;;
Libertador B. O'Higgins;6103;;;;;;
Libertador B. O'Higgins;6104;;;;;;
Libertador B. O'Higgins;6105;;;;;;
Libertador B. O'Higgins;6106;;;;;;
Libertador B. O'Higgins;6107;;;;;;
Libertador B. O'Higgins;6108;;;;;;
Libertador B. O'Higgins;6109;;;;;;
Libertador B. O'Higgins;6110;;;;;;
Libertador B. O'Higgins;6111;;;;;;
Libertador B. O'Higgins;6112;;;;;;
Libertador B. O'Higgins;6113;;;;;;
Libertador B. O'Higgins;6114;;;;;;
Libertador B. O'Higgins;6115;;;;;;
Libertador B. O'Higgins;6116;;;;;;
Libertador B. O'Higgins;6117;;;;;;
Libertador B. O'Higgins;6201;;;;;;
Libertador B. O'Higgins;6202;;;;;;
Libertador B. O'Higgins;6203;;;;;;
Libertador B. O'Higgins;6204;;;;;;
Libertador B. O'Higgins;6205;;;;;;
Libertador B. O'Higgins;6206;;;;;;
Libertador B. O'Higgins;6301;;;;;;
Libertador B. O'Higgins;6302;;;;;;
Libertador B. O'Higgins;6303;;;;;;
Libertador B. O'Higgins;6304;;;;;;
Libertador B. O'Higgins;6305;;;;;;
Libertador B. O'Higgins;6306;;;;;;
Libertador B. O'Higgins;6307;;;;;;
Libertador B. O'Higgins;6308;;;;;;
Libertador B. O'Higgins;6309;;;;;;
Libertador B. O'Higgins;6310;;;;;;
Maule;7101;;;;;;
Maule;7102;;;;;;
Maule;7103;;;;;;
Maule;7104;;;;;;
Maule;7105;;;;;;
Maule;7106;;;;;;
Maule;7107;;;;;;
Maule;7108;;;;;;
Maule;7109;;;;;;
Maule;7110;;;;;;
Maule;7201;;;;;;
Maule;7202;;;;;;
Maule;7203;;;;;;
Maule;7301;;;;;;
Maule;7302;;;;;;
Maule;7303;;;;;;
Maule;7304;;;;;;
Maule;7305;;;;;;
Maule;7306;;;;;;
Maule;7307;;;;;;
Maule;7308;;;;;;
Maule;7309;;;;;;
Maule;7401;;;;;;
Maule;7402;;;;;;
Maule;7403;;;;;;
Maule;7404;;;;;;
Maule;7405;;;;;;
Maule;7406;;;;;;
Maule;7407;;;;;;
Maule;7408;;;;;;
Bíobío;8101;;;;;;
Bíobío;8102;;;;;;
Bíobío;8103;;;;;;
Bíobío;8104;;;;;;
Bíobío;8105;;;;;;
Bíobío;8106;;;;;;
Bíobío;8107;;;;;;
Bíobío;8108;;;;;;
Bíobío;8109;;;;;;
Bíobío;8110;;;;;;
Bíobío;8111;;;;;;
Bíobío;8112;;;;;;
Bíobío;8201;;;;;;
Bíobío;8202;;;;;;
Bíobío;8203;;;;;;
Bíobío;8204;;;;;;
Bíobío;8205;;;;;;
Bíobío;8206;;;;;;
Bíobío;8207;;;;;;
Bíobío;8301;;;;;;
Bíobío;8302;;;;;;
Bíobío;8303;;;;;;
Bíobío;8304;;;;;;
Bíobío;8305;;;;;;
Bíobío;8306;;;;;;
Bíobío;8307;;;;;;
Bíobío;8308;;;;;;
Bíobío;8309;;;;;;
Bíobío;8310;;;;;;
Bíobío;8311;;;;;;
Bíobío;8312;;;;;;
Bíobío;8313;;;;;;
Bíobío;8314;;;;;;
" La Araucanía";9101;;;;;;
" La Araucanía";9102;;;;;;
" La Araucanía";9103;;;;;;
" La Araucanía";9104;;;;;;
" La Araucanía";9105;;;;;;
" La Araucanía";9106;;;;;;
" La Araucanía";9107;;;;;;
" La Araucanía";9108;;;;;;
" La Araucanía";9109;;;;;;
" La Araucanía";9110;;;;;;
" La Araucanía";9111;;;;;;
" La Araucanía";9112;;;;;;
" La Araucanía";9113;;;;;;
" La Araucanía";9114;;;;;;
" La Araucanía";9115;;;;;;
" La Araucanía";9116;;;;;;
" La Araucanía";9117;;;;;;
" La Araucanía";9118;;;;;;
" La Araucanía";9119;;;;;;
" La Araucanía";9120;;;;;;
" La Araucanía";9121;;;;;;
" La Araucanía";9201;;;;;;
" La Araucanía";9202;;;;;;
" La Araucanía";9203;;;;;;
" La Araucanía";9204;;;;;;
" La Araucanía";9205;;;;;;
" La Araucanía";9206;;;;;;
" La Araucanía";9207;;;;;;
" La Araucanía";9208;;;;;;
" La Araucanía";9209;;;;;;
" La Araucanía";9210;;;;;;
" La Araucanía";9211;;;;;;
" Los Lagos";10101;;;;;;
" Los Lagos";10102;;;;;;
" Los Lagos";10103;;;;;;
" Los Lagos";10104;;;;;;
" Los Lagos";10105;;;;;;
" Los Lagos";10106;;;;;;
" Los Lagos";10107;;;;;;
" Los Lagos";10108;;;;;;
" Los Lagos";10109;;;;;;
" Los Lagos";10201;;;;;;
" Los Lagos";10202;;;;;;
" Los Lagos";10203;;;;;;
" Los Lagos";10204;;;;;;
" Los Lagos";10205;;;;;;
" Los Lagos";10206;;;;;;
" Los Lagos";10207;;;;;;
" Los Lagos";10208;;;;;;
" Los Lagos";10209;;;;;;
" Los Lagos";10210;;;;;;
" Los Lagos";10301;;;;;;
" Los Lagos";10302;;;;;;
" Los Lagos";10303;;;;;;
" Los Lagos";10304;;;;;;
" Los Lagos";10305;;;;;;
" Los Lagos";10306;;;;;;
" Los Lagos";10307;;;;;;
" Los Lagos";10401;;;;;;
" Los Lagos";10402;;;;;;
" Los Lagos";10403;;;;;;
" Los Lagos";10404;;;;;;
" Aisén Gral. C. Ibáñez Campo";11101;;;;;;
" Aisén Gral. C. Ibáñez Campo";11102;;;;;;
" Aisén Gral. C. Ibáñez Campo";11201;;;;;;
" Aisén Gral. C. Ibáñez Campo";11202;;;;;;
" Aisén Gral. C. Ibáñez Campo";11203;;;;;;
" Aisén Gral. C. Ibáñez Campo";11301;;;;;;
" Aisén Gral. C. Ibáñez Campo";11302;;;;;;
" Aisén Gral. C. Ibáñez Campo";11303;;;;;;
" Aisén Gral. C. Ibáñez Campo";11401;;;;;;
" Aisén Gral. C. Ibáñez Campo";11402;;;;;;
" Magallanes y  La Antártica Chilena";12101;;;;;;
" Magallanes y  La Antártica Chilena";12102;;;;;;
" Magallanes y  La Antártica Chilena";12103;;;;;;
" Magallanes y  La Antártica Chilena";12104;;;;;;
" Magallanes y  La Antártica Chilena";12201;;;;;;
" Magallanes y  La Antártica Chilena";12301;;;;;;
" Magallanes y  La Antártica Chilena";12303;;;;;;
" Magallanes y  La Antártica Chilena";12401;;;;;;
" Magallanes y  La Antártica Chilena";12402;;;;;;
Metropolitana  Santiago;13101;;;;;;
Metropolitana  Santiago;13102;;;;;;
Metropolitana  Santiago;13103;;;;;;
Metropolitana  Santiago;13104;;;;;;
Metropolitana  Santiago;13105;;;;;;
Metropolitana  Santiago;13106;;;;;;
Metropolitana  Santiago;13107;;;;;;
Metropolitana  Santiago;13108;;;;;;
Metropolitana  Santiago;13109;;;;;;
Metropolitana  Santiago;13110;;;;;;
Metropolitana  Santiago;13111;;;;;;
Metropolitana  Santiago;13112;;;;;;
Metropolitana  Santiago;13113;;;;;;
Metropolitana  Santiago;13114;;;;;;
Metropolitana  Santiago;13115;;;;;;
Metropolitana  Santiago;13116;;;;;;
Metropolitana  Santiago;13117;;;;;;
Metropolitana  Santiago;13118;;;;;;
Metropolitana  Santiago;13119;;;;;;
Metropolitana  Santiago;13120;;;;;;
Metropolitana  Santiago;13121;;;;;;
Metropolitana  Santiago;13122;;;;;;
Metropolitana  Santiago;13123;;;;;;
Metropolitana  Santiago;13124;;;;;;
Metropolitana  Santiago;13125;;;;;;
Metropolitana  Santiago;13126;;;;;;
Metropolitana  Santiago;13127;;;;;;
Metropolitana  Santiago;13128;;;;;;
Metropolitana  Santiago;13129;;;;;;
Metropolitana  Santiago;13130;;;;;;
Metropolitana  Santiago;13131;;;;;;
Metropolitana  Santiago;13132;;;;;;
Metropolitana  Santiago;13201;;;;;;
Metropolitana  Santiago;13202;;;;;;
Metropolitana  Santiago;13203;;;;;;
Metropolitana  Santiago;13301;;;;;;
Metropolitana  Santiago;13302;;;;;;
Metropolitana  Santiago;13303;;;;;;
Metropolitana  Santiago;13401;;;;;;
Metropolitana  Santiago;13402;;;;;;
Metropolitana  Santiago;13403;;;;;;
Metropolitana  Santiago;13404;;;;;;
Metropolitana  Santiago;13501;;;;;;
Metropolitana  Santiago;13502;;;;;;
Metropolitana  Santiago;13503;;;;;;
Metropolitana  Santiago;13504;;;;;;
Metropolitana  Santiago;13505;;;;;;
Metropolitana  Santiago;13601;;;;;;
Metropolitana  Santiago;13602;;;;;;
Metropolitana  Santiago;13603;;;;;;
Metropolitana  Santiago;13604;;;;;;
Metropolitana  Santiago;13605;;;;;;
" Los Ríos";14101;;;;;;
" Los Ríos";14102;;;;;;
" Los Ríos";14103;;;;;;
" Los Ríos";14104;;;;;;
" Los Ríos";14105;;;;;;
" Los Ríos";14106;;;;;;
" Los Ríos";14107;;;;;;
" Los Ríos";14108;;;;;;
" Los Ríos";14201;;;;;;
" Los Ríos";14202;;;;;;
" Los Ríos";14203;;;;;;
" Los Ríos";14204;;;;;;
" Arica y Parinacota";15101;;;;;;
" Arica y Parinacota";15102;;;;;;
" Arica y Parinacota";15201;;;;;;
" Arica y Parinacota";15202;;;;;;
" Ñuble";16101;;;;;;
" Ñuble";16102;;;;;;
" Ñuble";16103;;;;;;
" Ñuble";16104;;;;;;
" Ñuble";16105;;;;;;
" Ñuble";16106;;;;;;
" Ñuble";16107;;;;;;
" Ñuble";16108;;;;;;
" Ñuble";16109;;;;;;
" Ñuble";16201;;;;;;
" Ñuble";16202;;;;;;
" Ñuble";16203;;;;;;
" Ñuble";16204;;;;;;
" Ñuble";16205;;;;;;
" Ñuble";16206;;;;;;
" Ñuble";16207;;;;;;
" Ñuble";16301;;;;;;
" Ñuble";16302;;;;;;
" Ñuble";16303;;;;;;
" Ñuble";16304;;;;;;
" Ñuble";16305;;;;;;
" Aisén Gral. C. Ibáñez Campo";11101;18/01/2021;2;;;;
" Arica y Parinacota";15101;18/01/2021;10;;;;
" Atacama";3101;19/01/2021;3;;;;
" Aisén Gral. C. Ibáñez Campo";11101;19/01/2021;2;;;;
" Atacama";3101;20/01/2021;1;;;;
" Aisén Gral. C. Ibáñez Campo";11101;20/01/2021;2;;;;
" Valparaíso";5706;03/02/2021;1;;;;
Maule;7101;03/02/2021;1;;;;
Bíobío;8101;03/02/2021;1;;;;
" La Araucanía";9109;03/02/2021;1;;;;
" La Araucanía";9208;03/02/2021;1;;;;
Metropolitana  Santiago;13106;03/02/2021;1;;;;
Metropolitana  Santiago;13127;03/02/2021;2;;;;
Metropolitana  Santiago;13401;03/02/2021;2;;;;
" Los Ríos";14101;03/02/2021;1;;;;
" Antofagasta";2101;04/02/2021;2;;;;
" Valparaíso";5109;04/02/2021;1;;;;
Libertador B. O'Higgins;6101;04/02/2021;1;;;;
Libertador B. O'Higgins;6108;04/02/2021;1;;;;
Maule;7401;04/02/2021;1;;;;
Bíobío;8110;04/02/2021;1;;;;
Bíobío;8111;04/02/2021;1;;;;
" Magallanes y  La Antártica Chilena";12101;04/02/2021;1;;;;
Metropolitana  Santiago;13106;04/02/2021;1;;;;
Metropolitana  Santiago;13110;04/02/2021;3;;;;
" Ñuble";16301;04/02/2021;1;;;;
" Tarapacá";1101;05/02/2021;1;;;;
" Antofagasta";2101;05/02/2021;1;;;;
Maule;7301;05/02/2021;1;;;;
Metropolitana  Santiago;13105;05/02/2021;1;;;;
Metropolitana  Santiago;13115;05/02/2021;1;;;;
Metropolitana  Santiago;13118;05/02/2021;1;;;;
Metropolitana  Santiago;13123;05/02/2021;1;;;;
Metropolitana  Santiago;13128;05/02/2021;1;;;;
Metropolitana  Santiago;13602;05/02/2021;1;;;;
" Tarapacá";1107;06/02/2021;1;;;;
" Tarapacá";1101;08/02/2021;1;;;;
Maule;7104;08/02/2021;1;;;;
" La Araucanía";9120;08/02/2021;1;;;;
" Los Lagos";10101;08/02/2021;1;;;;
Metropolitana  Santiago;13112;08/02/2021;2;;;;
Metropolitana  Santiago;13113;08/02/2021;1;;;;
Metropolitana  Santiago;13120;08/02/2021;2;;;;
Metropolitana  Santiago;13401;08/02/2021;1;;;;
Metropolitana  Santiago;13501;08/02/2021;1;;;;
" Arica y Parinacota";15101;08/02/2021;;7;;;
" Atacama";3101;09/02/2021;;4;;;
" Aisén Gral. C. Ibáñez Campo";11101;09/02/2021;;1;;;
Metropolitana  Santiago;13101;09/02/2021;1;;;;
Metropolitana  Santiago;13119;09/02/2021;3;;;;
Metropolitana  Santiago;13127;09/02/2021;2;;;;
Metropolitana  Santiago;13132;09/02/2021;1;;;;
Metropolitana  Santiago;13401;09/02/2021;1;;;;
" Arica y Parinacota";15101;09/02/2021;;1;;;
" Tarapacá";1101;10/02/2021;1;;;;
" Valparaíso";5109;10/02/2021;1;;;;
Libertador B. O'Higgins;6101;10/02/2021;1;;;;
Maule;7307;10/02/2021;1;;;;
" Aisén Gral. C. Ibáñez Campo";11101;10/02/2021;;3;;;
" Magallanes y  La Antártica Chilena";12301;10/02/2021;1;;;;
Metropolitana  Santiago;13112;10/02/2021;1;;;;
Metropolitana  Santiago;13129;10/02/2021;3;;;;
" Los Ríos";14108;10/02/2021;2;;;;
" Valparaíso";5109;11/02/2021;1;;;;
Bíobío;8110;11/02/2021;1;;;;
Bíobío;8301;11/02/2021;1;;;;
" La Araucanía";9205;11/02/2021;1;;;;
" Los Lagos";10101;11/02/2021;1;;;;
" Los Lagos";10201;11/02/2021;1;;;;
" Los Lagos";10401;11/02/2021;1;;;;
" Aisén Gral. C. Ibáñez Campo";11101;11/02/2021;;2;;;
Metropolitana  Santiago;13123;11/02/2021;1;;;;
Metropolitana  Santiago;13126;11/02/2021;1;;;;
Metropolitana  Santiago;13127;11/02/2021;1;;;;
Metropolitana  Santiago;13303;11/02/2021;1;;;;
" Ñuble";16107;11/02/2021;1;;;;
" Antofagasta";2101;12/02/2021;1;;;;
" Atacama";3202;12/02/2021;1;;;;
Maule;7306;12/02/2021;1;;;;
" La Araucanía";9118;12/02/2021;1;;;;
" Los Lagos";10101;12/02/2021;1;;;;
Metropolitana  Santiago;13119;12/02/2021;3;;;;
Metropolitana  Santiago;13602;12/02/2021;1;;;;
" Los Ríos";14101;12/02/2021;1;;;;
" Ñuble";16101;12/02/2021;1;;;;
Metropolitana  Santiago;13130;13/02/2021;1;;;;
Metropolitana  Santiago;13605;13/02/2021;1;;;;
" Los Ríos";14101;13/02/2021;1;;;;
" Antofagasta";2101;15/02/2021;1;;;;
" La Araucanía";9205;15/02/2021;1;;;;
Metropolitana  Santiago;13110;15/02/2021;1;;;;
Metropolitana  Santiago;13113;15/02/2021;1;;;;
Metropolitana  Santiago;13123;15/02/2021;5;;;;
" Atacama";3103;16/02/2021;1;;;;
" Valparaíso";5109;16/02/2021;1;;;;
" Valparaíso";5602;16/02/2021;1;;;;
" Valparaíso";5701;16/02/2021;1;;;;
" Magallanes y  La Antártica Chilena";12103;16/02/2021;1;;;;
Metropolitana  Santiago;13105;16/02/2021;1;;;;
Metropolitana  Santiago;13110;16/02/2021;1;;;;
Metropolitana  Santiago;13126;16/02/2021;1;;;;
Metropolitana  Santiago;13603;16/02/2021;1;;;;
" Valparaíso";5109;17/02/2021;1;;;;
Libertador B. O'Higgins;6201;17/02/2021;1;;;;
" Los Lagos";10105;17/02/2021;1;;;;
" Magallanes y  La Antártica Chilena";12101;17/02/2021;1;;;;
Metropolitana  Santiago;13119;17/02/2021;1;;;;
Metropolitana  Santiago;13120;17/02/2021;1;;;;
Metropolitana  Santiago;13123;17/02/2021;1;;;;
" Arica y Parinacota";15101;17/02/2021;1;;;;
" Valparaíso";5404;18/02/2021;1;;;;
Bíobío;8108;18/02/2021;1;;;;
" Los Lagos";10101;18/02/2021;1;;;;
" Los Lagos";10205;18/02/2021;1;;;;
Metropolitana  Santiago;13110;18/02/2021;1;;;;
Metropolitana  Santiago;13114;18/02/2021;1;;;;
Metropolitana  Santiago;13120;18/02/2021;1;;;;
Metropolitana  Santiago;13201;18/02/2021;1;;;;
Metropolitana  Santiago;13105;19/02/2021;1;;;;
Metropolitana  Santiago;13110;22/02/2021;1;;;;
" La Araucanía";9101;23/02/2021;1;;;;
Metropolitana  Santiago;13119;23/02/2021;1;;;;
" Atacama";3101;24/02/2021;1;;;;
Metropolitana  Santiago;13114;24/02/2021;1;;;;
" Los Ríos";14101;24/02/2021;1;;;;
" Coquimbo";4105;25/02/2021;1;;;;
Maule;7101;25/02/2021;1;;;;
Bíobío;8101;25/02/2021;1;;;;
" La Araucanía";9101;25/02/2021;2;;;;
" Magallanes y  La Antártica Chilena";12101;25/02/2021;1;;;;
Metropolitana  Santiago;13123;25/02/2021;1;;;;
Metropolitana  Santiago;13201;25/02/2021;1;;;;
" Coquimbo";4102;26/02/2021;1;;;;
" Valparaíso";5109;26/02/2021;3;;;;
" Valparaíso";5501;26/02/2021;1;;;;
" Valparaíso";5601;26/02/2021;1;;;;
" Valparaíso";5701;26/02/2021;1;;;;
" Valparaíso";5801;26/02/2021;1;;;;
Bíobío;8103;26/02/2021;1;;;;
" La Araucanía";9101;26/02/2021;2;;;;
" Los Lagos";10301;26/02/2021;1;;;;
Metropolitana  Santiago;13101;26/02/2021;2;;;;
Metropolitana  Santiago;13113;26/02/2021;1;;;;
Metropolitana  Santiago;13115;26/02/2021;1;;;;
Metropolitana  Santiago;13119;26/02/2021;2;;;;
Metropolitana  Santiago;13122;26/02/2021;2;;;;
Metropolitana  Santiago;13123;26/02/2021;1;;;;
Metropolitana  Santiago;13132;26/02/2021;1;;;;
Metropolitana  Santiago;13605;26/02/2021;1;;;;
" Valparaíso";5109;27/02/2021;33;;;;
" Valparaíso";5701;27/02/2021;1;;;;
" Valparaíso";5804;27/02/2021;2;;;;
Metropolitana  Santiago;13101;27/02/2021;27;;;;
Metropolitana  Santiago;13401;27/02/2021;1;;;;
" Tarapacá";1101;01/03/2021;1;;;;
" Antofagasta";2101;01/03/2021;1;;;;
" Antofagasta";2201;01/03/2021;1;;;;
" Coquimbo";4101;01/03/2021;2;;;;
" Coquimbo";4301;01/03/2021;1;;;;
" Valparaíso";5301;01/03/2021;2;;;;
Libertador B. O'Higgins;6101;01/03/2021;1;;;;
Maule;7401;01/03/2021;2;;;;
Bíobío;8101;01/03/2021;2;;;;
Bíobío;8103;01/03/2021;2;;;;
Bíobío;8108;01/03/2021;1;;;;
Bíobío;8111;01/03/2021;1;;;;
Bíobío;8112;01/03/2021;1;;;;
Bíobío;8301;01/03/2021;1;;;;
" La Araucanía";9101;01/03/2021;3;;;;
" Los Lagos";10101;01/03/2021;6;;;;
" Aisén Gral. C. Ibáñez Campo";11101;01/03/2021;1;;;;
Metropolitana  Santiago;13101;01/03/2021;2;;;;
Metropolitana  Santiago;13104;01/03/2021;1;;;;
Metropolitana  Santiago;13108;01/03/2021;1;;;;
Metropolitana  Santiago;13110;01/03/2021;2;;;;
Metropolitana  Santiago;13113;01/03/2021;5;;;;
Metropolitana  Santiago;13114;01/03/2021;6;;;;
Metropolitana  Santiago;13115;01/03/2021;3;;;;
Metropolitana  Santiago;13120;01/03/2021;3;;;;
Metropolitana  Santiago;13130;01/03/2021;2;;;;
Metropolitana  Santiago;13132;01/03/2021;1;;;;
" Los Ríos";14101;01/03/2021;3;;;;
" Arica y Parinacota";15101;01/03/2021;2;;;;
" Antofagasta";2101;02/03/2021;1;;;;
" Antofagasta";2201;02/03/2021;1;;;;
" Atacama";3101;02/03/2021;2;;;;
" Coquimbo";4102;02/03/2021;1;;;;
" Valparaíso";5101;02/03/2021;2;;;;
" Valparaíso";5109;02/03/2021;2;;;;
" Valparaíso";5301;02/03/2021;1;;;;
" Valparaíso";5502;02/03/2021;1;;;;
" Valparaíso";5601;02/03/2021;2;;;;
" Valparaíso";5801;02/03/2021;1;;;;
Libertador B. O'Higgins;6101;02/03/2021;2;;;;
Libertador B. O'Higgins;6301;02/03/2021;1;;;;
Maule;7101;02/03/2021;3;;;;
Maule;7301;02/03/2021;2;;;;
Bíobío;8101;02/03/2021;5;;;;
Bíobío;8103;02/03/2021;1;;;;
Bíobío;8301;02/03/2021;1;;;;
" La Araucanía";9101;02/03/2021;3;;;;
" La Araucanía";9201;02/03/2021;2;;;;
" Los Lagos";10101;02/03/2021;2;;;;
" Los Lagos";10301;02/03/2021;1;;;;
" Magallanes y  La Antártica Chilena";12101;02/03/2021;1;;;;
Metropolitana  Santiago;13101;02/03/2021;3;;;;
Metropolitana  Santiago;13102;02/03/2021;2;;;;
Metropolitana  Santiago;13105;02/03/2021;1;;;;
Metropolitana  Santiago;13106;02/03/2021;2;;;;
Metropolitana  Santiago;13108;02/03/2021;1;;;;
Metropolitana  Santiago;13109;02/03/2021;3;;;;
Metropolitana  Santiago;13110;02/03/2021;2;;;;
Metropolitana  Santiago;13112;02/03/2021;2;;;;
Metropolitana  Santiago;13113;02/03/2021;2;;;;
Metropolitana  Santiago;13114;02/03/2021;3;;;;
Metropolitana  Santiago;13115;02/03/2021;2;;;;
Metropolitana  Santiago;13118;02/03/2021;1;;;;
Metropolitana  Santiago;13119;02/03/2021;2;;;;
Metropolitana  Santiago;13120;02/03/2021;1;;;;
Metropolitana  Santiago;13122;02/03/2021;3;;;;
Metropolitana  Santiago;13123;02/03/2021;2;;;;
Metropolitana  Santiago;13130;02/03/2021;1;;;;
Metropolitana  Santiago;13131;02/03/2021;1;;;;
Metropolitana  Santiago;13201;02/03/2021;5;;;;
Metropolitana  Santiago;13601;02/03/2021;2;;;;
" Los Ríos";14101;02/03/2021;3;;;;
" Los Ríos";14201;02/03/2021;2;;;;
" Arica y Parinacota";15101;02/03/2021;1;;;;
" Ñuble";16101;02/03/2021;1;;;;
" Tarapacá";1101;03/03/2021;3;;;;
" Antofagasta";2101;03/03/2021;5;;;;
" Antofagasta";2201;03/03/2021;1;;;;
" Coquimbo";4102;03/03/2021;1;;;;
" Valparaíso";5101;03/03/2021;1;;;;
" Valparaíso";5109;03/03/2021;2;;;;
" Valparaíso";5502;03/03/2021;1;;;;
" Valparaíso";5706;03/03/2021;;1;;;
Libertador B. O'Higgins;6101;03/03/2021;2;;;;
Libertador B. O'Higgins;6301;03/03/2021;1;;;;
Maule;7101;03/03/2021;1;1;;;
Maule;7301;03/03/2021;1;;;;
Maule;7401;03/03/2021;1;;;;
Bíobío;8108;03/03/2021;1;;;;
Bíobío;8112;03/03/2021;1;;;;
Bíobío;8301;03/03/2021;3;;;;
" La Araucanía";9101;03/03/2021;1;;;;
" Los Lagos";10101;03/03/2021;1;;;;
" Aisén Gral. C. Ibáñez Campo";11101;03/03/2021;2;;;;
" Magallanes y  La Antártica Chilena";12101;03/03/2021;1;;;;
Metropolitana  Santiago;13101;03/03/2021;2;;;;
Metropolitana  Santiago;13104;03/03/2021;2;;;;
Metropolitana  Santiago;13106;03/03/2021;;1;;;
Metropolitana  Santiago;13112;03/03/2021;1;;;;
Metropolitana  Santiago;13113;03/03/2021;2;;;;
Metropolitana  Santiago;13114;03/03/2021;3;;;;
Metropolitana  Santiago;13115;03/03/2021;1;;;;
Metropolitana  Santiago;13122;03/03/2021;2;;;;
Metropolitana  Santiago;13123;03/03/2021;3;;;;
Metropolitana  Santiago;13130;03/03/2021;1;;;;
Metropolitana  Santiago;13132;03/03/2021;1;;;;
Metropolitana  Santiago;13201;03/03/2021;2;;;;
Metropolitana  Santiago;13401;03/03/2021;;2;;;
Metropolitana  Santiago;13402;03/03/2021;1;;;;
Metropolitana  Santiago;13601;03/03/2021;2;;;;
Metropolitana  Santiago;13605;03/03/2021;1;;;;
" Los Ríos";14101;03/03/2021;;1;;;
" Los Ríos";14204;03/03/2021;1;;;;
" Arica y Parinacota";15101;03/03/2021;1;;;;
" Antofagasta";2101;04/03/2021;1;2;;;
" Antofagasta";2201;04/03/2021;1;;;;
" Atacama";3101;04/03/2021;1;;;;
" Valparaíso";5101;04/03/2021;1;;;;
" Valparaíso";5109;04/03/2021;1;1;;;
" Valparaíso";5605;04/03/2021;1;;;;
Libertador B. O'Higgins;6101;04/03/2021;1;;;;
Libertador B. O'Higgins;6301;04/03/2021;1;;;;
Maule;7301;04/03/2021;10;;;;
Bíobío;8110;04/03/2021;;1;;;
Bíobío;8301;04/03/2021;6;;;;
" La Araucanía";9101;04/03/2021;5;;;;
" Los Lagos";10101;04/03/2021;6;;;;
Metropolitana  Santiago;13106;04/03/2021;;1;;;
Metropolitana  Santiago;13110;04/03/2021;;3;;;
Metropolitana  Santiago;13112;04/03/2021;1;;;;
Metropolitana  Santiago;13113;04/03/2021;1;;;;
Metropolitana  Santiago;13115;04/03/2021;2;;;;
Metropolitana  Santiago;13119;04/03/2021;3;;;;
Metropolitana  Santiago;13123;04/03/2021;8;;;;
Metropolitana  Santiago;13127;04/03/2021;;1;;;
Metropolitana  Santiago;13201;04/03/2021;;1;;;
Metropolitana  Santiago;13501;04/03/2021;2;;;;
" Ñuble";16301;04/03/2021;;1;;;
" Atacama";3101;05/03/2021;2;;;;
