REGION_CORTO;COD_COMUNA_FINAL;FECHA_INMUNIZACION;SUM_of_SUM_of_1aDOSIS;SUM_of_SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
Bíobío;8203;05/07/2021;;;106
Bíobío;8204;05/07/2021;2;11;
Bíobío;8204;05/07/2021;;;19
Bíobío;8205;05/07/2021;90;71;
Bíobío;8205;05/07/2021;;;2
Bíobío;8206;05/07/2021;26;69;
Bíobío;8206;05/07/2021;;;47
Bíobío;8207;05/07/2021;10;27;
Bíobío;8207;05/07/2021;;;31
Bíobío;8301;05/07/2021;331;626;
Bíobío;8301;05/07/2021;;;43
Bíobío;8302;05/07/2021;5;23;
Bíobío;8302;05/07/2021;;;10
Bíobío;8303;05/07/2021;65;97;
Bíobío;8304;05/07/2021;42;84;
Bíobío;8304;05/07/2021;;;6
Bíobío;8305;05/07/2021;52;94;
Bíobío;8306;05/07/2021;62;116;
Bíobío;8306;05/07/2021;;;2
Bíobío;8307;05/07/2021;;44;
Bíobío;8307;05/07/2021;;;13
Bíobío;8308;05/07/2021;;3;
Bíobío;8308;05/07/2021;;;6
Bíobío;8309;05/07/2021;4;36;
Bíobío;8309;05/07/2021;;;11
Bíobío;8310;05/07/2021;2;11;
Bíobío;8310;05/07/2021;;;4
Bíobío;8311;05/07/2021;25;47;
Bíobío;8311;05/07/2021;;;4
Bíobío;8312;05/07/2021;9;72;
Bíobío;8312;05/07/2021;;;15
Bíobío;8313;05/07/2021;26;60;
Bíobío;8313;05/07/2021;;;33
Bíobío;8314;05/07/2021;13;17;
Bíobío;8314;05/07/2021;;;21
" La Araucanía";9101;05/07/2021;706;1305;
" La Araucanía";9101;05/07/2021;;;32
" La Araucanía";9102;05/07/2021;75;58;
" La Araucanía";9102;05/07/2021;;;8
" La Araucanía";9103;05/07/2021;18;53;
" La Araucanía";9103;05/07/2021;;;9
" La Araucanía";9104;05/07/2021;15;20;
" La Araucanía";9104;05/07/2021;;;14
" La Araucanía";9105;05/07/2021;60;48;
" La Araucanía";9105;05/07/2021;;;8
" La Araucanía";9106;05/07/2021;36;67;
" La Araucanía";9107;05/07/2021;46;27;
" La Araucanía";9107;05/07/2021;;;22
" La Araucanía";9108;05/07/2021;86;192;
" La Araucanía";9108;05/07/2021;;;23
" La Araucanía";9109;05/07/2021;104;82;
" La Araucanía";9110;05/07/2021;5;17;
" La Araucanía";9110;05/07/2021;;;15
" La Araucanía";9111;05/07/2021;54;175;
" La Araucanía";9112;05/07/2021;222;254;
" La Araucanía";9112;05/07/2021;;;7
" La Araucanía";9113;05/07/2021;4;22;
" La Araucanía";9113;05/07/2021;;;8
" La Araucanía";9114;05/07/2021;72;120;
" La Araucanía";9114;05/07/2021;;;5
" La Araucanía";9115;05/07/2021;87;208;
" La Araucanía";9116;05/07/2021;25;27;
" La Araucanía";9116;05/07/2021;;;31
" La Araucanía";9117;05/07/2021;31;33;
" La Araucanía";9117;05/07/2021;;;2
" La Araucanía";9118;05/07/2021;24;3;
" La Araucanía";9118;05/07/2021;;;4
" La Araucanía";9119;05/07/2021;21;100;
" La Araucanía";9119;05/07/2021;;;45
" La Araucanía";9120;05/07/2021;319;326;
" La Araucanía";9121;05/07/2021;38;19;
" La Araucanía";9121;05/07/2021;;;7
" La Araucanía";9201;05/07/2021;68;263;
" La Araucanía";9201;05/07/2021;;;3
" La Araucanía";9202;05/07/2021;72;122;
" La Araucanía";9202;05/07/2021;;;7
" La Araucanía";9203;05/07/2021;14;50;
" La Araucanía";9203;05/07/2021;;;29
" La Araucanía";9204;05/07/2021;2;29;
" La Araucanía";9204;05/07/2021;;;24
" La Araucanía";9205;05/07/2021;7;46;
" La Araucanía";9205;05/07/2021;;;23
" La Araucanía";9206;05/07/2021;;13;
" La Araucanía";9207;05/07/2021;9;28;
" La Araucanía";9207;05/07/2021;;;15
" La Araucanía";9208;05/07/2021;4;25;
" La Araucanía";9209;05/07/2021;14;46;
" La Araucanía";9209;05/07/2021;;;11
" La Araucanía";9210;05/07/2021;35;64;
" La Araucanía";9210;05/07/2021;;;3
" La Araucanía";9211;05/07/2021;53;91;
" La Araucanía";9211;05/07/2021;;;5
" Los Lagos";10101;05/07/2021;624;1609;
" Los Lagos";10101;05/07/2021;;;35
" Los Lagos";10102;05/07/2021;96;114;
" Los Lagos";10102;05/07/2021;;;14
" Los Lagos";10103;05/07/2021;8;1;
" Los Lagos";10103;05/07/2021;;;13
" Los Lagos";10104;05/07/2021;42;49;
" Los Lagos";10104;05/07/2021;;;5
" Los Lagos";10105;05/07/2021;4;92;
" Los Lagos";10105;05/07/2021;;;28
" Los Lagos";10106;05/07/2021;36;73;
" Los Lagos";10107;05/07/2021;39;69;
" Los Lagos";10108;05/07/2021;2;47;
" Los Lagos";10108;05/07/2021;;;23
" Los Lagos";10109;05/07/2021;106;238;
" Los Lagos";10109;05/07/2021;;;21
" Los Lagos";10201;05/07/2021;22;506;
" Los Lagos";10201;05/07/2021;;;110
" Los Lagos";10202;05/07/2021;20;247;
" Los Lagos";10202;05/07/2021;;;83
" Los Lagos";10203;05/07/2021;15;109;
" Los Lagos";10203;05/07/2021;;;28
" Los Lagos";10204;05/07/2021;3;12;
" Los Lagos";10204;05/07/2021;;;4
" Los Lagos";10205;05/07/2021;6;103;
" Los Lagos";10205;05/07/2021;;;35
" Los Lagos";10206;05/07/2021;2;3;
" Los Lagos";10206;05/07/2021;;;3
" Los Lagos";10207;05/07/2021;2;36;
" Los Lagos";10207;05/07/2021;;;20
" Los Lagos";10208;05/07/2021;36;194;
" Los Lagos";10208;05/07/2021;;;149
" Los Lagos";10209;05/07/2021;3;31;
" Los Lagos";10209;05/07/2021;;;17
" Los Lagos";10210;05/07/2021;3;32;
" Los Lagos";10210;05/07/2021;;;7
" Los Lagos";10301;05/07/2021;472;1135;
" Los Lagos";10301;05/07/2021;;;80
" Los Lagos";10302;05/07/2021;11;36;
" Los Lagos";10302;05/07/2021;;;35
" Los Lagos";10303;05/07/2021;14;132;
" Los Lagos";10303;05/07/2021;;;42
" Los Lagos";10304;05/07/2021;5;90;
" Los Lagos";10304;05/07/2021;;;27
" Los Lagos";10305;05/07/2021;22;86;
" Los Lagos";10305;05/07/2021;;;18
" Los Lagos";10306;05/07/2021;3;16;
" Los Lagos";10306;05/07/2021;;;37
" Los Lagos";10307;05/07/2021;7;41;
" Los Lagos";10307;05/07/2021;;;21
" Los Lagos";10401;05/07/2021;5;6;
" Los Lagos";10402;05/07/2021;9;26;
" Los Lagos";10403;05/07/2021;10;23;
" Los Lagos";10403;05/07/2021;;;22
" Los Lagos";10404;05/07/2021;9;1;
" Aisén Gral. C. Ibáñez Campo";11101;05/07/2021;47;274;
" Aisén Gral. C. Ibáñez Campo";11101;05/07/2021;;;50
" Aisén Gral. C. Ibáñez Campo";11201;05/07/2021;24;136;
" Aisén Gral. C. Ibáñez Campo";11201;05/07/2021;;;36
" Aisén Gral. C. Ibáñez Campo";11202;05/07/2021;2;10;
" Aisén Gral. C. Ibáñez Campo";11202;05/07/2021;;;7
" Aisén Gral. C. Ibáñez Campo";11301;05/07/2021;1;16;
" Aisén Gral. C. Ibáñez Campo";11301;05/07/2021;;;8
" Aisén Gral. C. Ibáñez Campo";11401;05/07/2021;4;16;
" Aisén Gral. C. Ibáñez Campo";11401;05/07/2021;;;7
" Aisén Gral. C. Ibáñez Campo";11402;05/07/2021;;1;
" Aisén Gral. C. Ibáñez Campo";11402;05/07/2021;;;1
" Magallanes y  La Antártica Chilena";12101;05/07/2021;25;146;
" Magallanes y  La Antártica Chilena";12101;05/07/2021;;;136
" Magallanes y  La Antártica Chilena";12201;05/07/2021;1;5;
" Magallanes y  La Antártica Chilena";12201;05/07/2021;;;1
" Magallanes y  La Antártica Chilena";12301;05/07/2021;;8;
" Magallanes y  La Antártica Chilena";12301;05/07/2021;;;8
" Magallanes y  La Antártica Chilena";12303;05/07/2021;;1;
" Magallanes y  La Antártica Chilena";12401;05/07/2021;10;63;
" Magallanes y  La Antártica Chilena";12401;05/07/2021;;;18
" Magallanes y  La Antártica Chilena";12402;05/07/2021;;1;
Metropolitana  Santiago;13101;05/07/2021;490;776;
Metropolitana  Santiago;13101;05/07/2021;;;173
Metropolitana  Santiago;13102;05/07/2021;180;201;
Metropolitana  Santiago;13103;05/07/2021;330;439;
Metropolitana  Santiago;13104;05/07/2021;351;306;
Metropolitana  Santiago;13105;05/07/2021;416;555;
Metropolitana  Santiago;13106;05/07/2021;413;379;
Metropolitana  Santiago;13106;05/07/2021;;;34
Metropolitana  Santiago;13107;05/07/2021;219;381;
Metropolitana  Santiago;13108;05/07/2021;461;549;
Metropolitana  Santiago;13108;05/07/2021;;;21
Metropolitana  Santiago;13109;05/07/2021;129;187;
Metropolitana  Santiago;13109;05/07/2021;;;37
Metropolitana  Santiago;13110;05/07/2021;635;1508;
Metropolitana  Santiago;13110;05/07/2021;;;2
Metropolitana  Santiago;13111;05/07/2021;331;439;
Metropolitana  Santiago;13112;05/07/2021;545;437;
Metropolitana  Santiago;13113;05/07/2021;199;475;
Metropolitana  Santiago;13113;05/07/2021;;;12
Metropolitana  Santiago;13114;05/07/2021;490;1364;
Metropolitana  Santiago;13114;05/07/2021;;;22
Metropolitana  Santiago;13115;05/07/2021;156;622;
Metropolitana  Santiago;13115;05/07/2021;;;18
Metropolitana  Santiago;13116;05/07/2021;213;255;
Metropolitana  Santiago;13117;05/07/2021;338;264;
Metropolitana  Santiago;13118;05/07/2021;109;424;
Metropolitana  Santiago;13118;05/07/2021;;;98
Metropolitana  Santiago;13119;05/07/2021;1211;1003;
Metropolitana  Santiago;13119;05/07/2021;;;3
Metropolitana  Santiago;13120;05/07/2021;306;986;
Metropolitana  Santiago;13120;05/07/2021;;;47
Metropolitana  Santiago;13121;05/07/2021;285;250;
Metropolitana  Santiago;13122;05/07/2021;418;669;
Metropolitana  Santiago;13122;05/07/2021;;;10
Metropolitana  Santiago;13123;05/07/2021;383;827;
Metropolitana  Santiago;13123;05/07/2021;;;44
Metropolitana  Santiago;13124;05/07/2021;400;808;
Metropolitana  Santiago;13125;05/07/2021;42;482;
Metropolitana  Santiago;13125;05/07/2021;;;355
Metropolitana  Santiago;13126;05/07/2021;270;348;
Metropolitana  Santiago;13127;05/07/2021;280;541;
Metropolitana  Santiago;13127;05/07/2021;;;63
Metropolitana  Santiago;13128;05/07/2021;347;559;
Metropolitana  Santiago;13129;05/07/2021;228;294;
Metropolitana  Santiago;13130;05/07/2021;201;297;
Metropolitana  Santiago;13131;05/07/2021;175;184;
Metropolitana  Santiago;13132;05/07/2021;25;403;
Metropolitana  Santiago;13132;05/07/2021;;;66
Metropolitana  Santiago;13201;05/07/2021;1242;1139;
Metropolitana  Santiago;13201;05/07/2021;;;23
Metropolitana  Santiago;13202;05/07/2021;7;139;
Metropolitana  Santiago;13202;05/07/2021;;;32
Metropolitana  Santiago;13203;05/07/2021;13;86;
Metropolitana  Santiago;13203;05/07/2021;;;23
Metropolitana  Santiago;13301;05/07/2021;426;615;
Metropolitana  Santiago;13301;05/07/2021;;;11
Metropolitana  Santiago;13302;05/07/2021;311;288;
Metropolitana  Santiago;13303;05/07/2021;13;45;
Metropolitana  Santiago;13303;05/07/2021;;;47
Metropolitana  Santiago;13401;05/07/2021;686;698;
Metropolitana  Santiago;13402;05/07/2021;233;383;
Metropolitana  Santiago;13403;05/07/2021;10;127;
Metropolitana  Santiago;13403;05/07/2021;;;42
Metropolitana  Santiago;13404;05/07/2021;202;228;
Metropolitana  Santiago;13501;05/07/2021;331;401;
Metropolitana  Santiago;13501;05/07/2021;;;4
Metropolitana  Santiago;13502;05/07/2021;5;77;
Metropolitana  Santiago;13502;05/07/2021;;;24
Metropolitana  Santiago;13503;05/07/2021;11;65;
Metropolitana  Santiago;13503;05/07/2021;;;77
Metropolitana  Santiago;13504;05/07/2021;8;85;
Metropolitana  Santiago;13504;05/07/2021;;;14
Metropolitana  Santiago;13505;05/07/2021;6;25;
Metropolitana  Santiago;13505;05/07/2021;;;29
Metropolitana  Santiago;13601;05/07/2021;138;302;
Metropolitana  Santiago;13602;05/07/2021;8;139;
Metropolitana  Santiago;13602;05/07/2021;;;69
Metropolitana  Santiago;13603;05/07/2021;9;94;
Metropolitana  Santiago;13603;05/07/2021;;;49
Metropolitana  Santiago;13604;05/07/2021;217;221;
Metropolitana  Santiago;13605;05/07/2021;20;112;
Metropolitana  Santiago;13605;05/07/2021;;;93
" Los Ríos";14101;05/07/2021;378;665;
" Los Ríos";14101;05/07/2021;;;63
" Los Ríos";14102;05/07/2021;6;37;
" Los Ríos";14102;05/07/2021;;;6
" Los Ríos";14103;05/07/2021;11;34;
" Los Ríos";14103;05/07/2021;;;35
" Los Ríos";14104;05/07/2021;62;93;
" Los Ríos";14104;05/07/2021;;;7
" Los Ríos";14105;05/07/2021;22;40;
" Los Ríos";14106;05/07/2021;39;121;
" Los Ríos";14106;05/07/2021;;;19
" Los Ríos";14107;05/07/2021;14;146;
" Los Ríos";14107;05/07/2021;;;28
" Los Ríos";14108;05/07/2021;99;94;
" Los Ríos";14108;05/07/2021;;;64
" Los Ríos";14201;05/07/2021;82;200;
" Los Ríos";14201;05/07/2021;;;2
" Los Ríos";14202;05/07/2021;56;17;
" Los Ríos";14202;05/07/2021;;;10
" Los Ríos";14203;05/07/2021;26;46;
" Los Ríos";14203;05/07/2021;;;12
" Los Ríos";14204;05/07/2021;12;136;
" Los Ríos";14204;05/07/2021;;;64
" Arica y Parinacota";15101;05/07/2021;182;618;
" Arica y Parinacota";15101;05/07/2021;;;561
" Arica y Parinacota";15102;05/07/2021;1;2;
" Arica y Parinacota";15201;05/07/2021;8;7;
" Ñuble";16101;05/07/2021;172;767;
" Ñuble";16101;05/07/2021;;;167
" Ñuble";16102;05/07/2021;48;110;
" Ñuble";16102;05/07/2021;;;5
" Ñuble";16103;05/07/2021;40;142;
" Ñuble";16103;05/07/2021;;;6
" Ñuble";16104;05/07/2021;16;17;
" Ñuble";16104;05/07/2021;;;2
" Ñuble";16105;05/07/2021;2;17;
" Ñuble";16105;05/07/2021;;;2
" Ñuble";16106;05/07/2021;2;15;
" Ñuble";16106;05/07/2021;;;12
" Ñuble";16107;05/07/2021;20;76;
" Ñuble";16107;05/07/2021;;;33
" Ñuble";16108;05/07/2021;27;56;
" Ñuble";16109;05/07/2021;7;91;
" Ñuble";16109;05/07/2021;;;24
" Ñuble";16201;05/07/2021;29;26;
" Ñuble";16201;05/07/2021;;;2
" Ñuble";16202;05/07/2021;20;18;
" Ñuble";16202;05/07/2021;;;3
" Ñuble";16203;05/07/2021;12;57;
" Ñuble";16203;05/07/2021;;;10
" Ñuble";16204;05/07/2021;11;25;
" Ñuble";16205;05/07/2021;1;18;
" Ñuble";16205;05/07/2021;;;1
" Ñuble";16206;05/07/2021;4;42;
" Ñuble";16206;05/07/2021;;;3
" Ñuble";16207;05/07/2021;;20;
" Ñuble";16207;05/07/2021;;;4
" Ñuble";16301;05/07/2021;53;170;
" Ñuble";16301;05/07/2021;;;53
" Ñuble";16302;05/07/2021;36;66;
" Ñuble";16302;05/07/2021;;;9
" Ñuble";16303;05/07/2021;15;52;
" Ñuble";16303;05/07/2021;;;4
" Ñuble";16304;05/07/2021;6;16;
" Ñuble";16304;05/07/2021;;;8
" Ñuble";16305;05/07/2021;12;45;
" Ñuble";16305;05/07/2021;;;14
" Tarapacá";1101;06/07/2021;344;961;
" Tarapacá";1101;06/07/2021;;;208
" Tarapacá";1107;06/07/2021;213;530;
" Tarapacá";1107;06/07/2021;;;254
" Tarapacá";1401;06/07/2021;4;56;
" Tarapacá";1401;06/07/2021;;;39
" Tarapacá";1402;06/07/2021;8;8;
" Tarapacá";1403;06/07/2021;2;2;
" Tarapacá";1404;06/07/2021;5;5;
" Tarapacá";1405;06/07/2021;27;23;
" Antofagasta";2101;06/07/2021;851;1764;
" Antofagasta";2101;06/07/2021;;;8
" Antofagasta";2102;06/07/2021;25;33;
" Antofagasta";2103;06/07/2021;;7;
" Antofagasta";2103;06/07/2021;;;7
" Antofagasta";2104;06/07/2021;60;42;
" Antofagasta";2201;06/07/2021;446;1238;
" Antofagasta";2201;06/07/2021;;;287
" Antofagasta";2203;06/07/2021;;7;
" Antofagasta";2203;06/07/2021;;;29
" Antofagasta";2301;06/07/2021;53;112;
" Antofagasta";2302;06/07/2021;2;41;
" Antofagasta";2302;06/07/2021;;;10
" Atacama";3101;06/07/2021;717;932;
" Atacama";3101;06/07/2021;;;24
" Atacama";3102;06/07/2021;13;85;
" Atacama";3102;06/07/2021;;;52
" Atacama";3103;06/07/2021;92;82;
" Atacama";3201;06/07/2021;11;65;
" Atacama";3201;06/07/2021;;;59
" Atacama";3202;06/07/2021;14;85;
" Atacama";3202;06/07/2021;;;34
" Atacama";3301;06/07/2021;17;335;
" Atacama";3301;06/07/2021;;;106
" Atacama";3302;06/07/2021;12;23;
" Atacama";3303;06/07/2021;28;47;
" Atacama";3304;06/07/2021;13;58;
" Atacama";3304;06/07/2021;;;12
" Coquimbo";4101;06/07/2021;590;1043;
" Coquimbo";4101;06/07/2021;;;70
" Coquimbo";4102;06/07/2021;610;1022;
" Coquimbo";4102;06/07/2021;;;49
" Coquimbo";4103;06/07/2021;6;55;
" Coquimbo";4103;06/07/2021;;;30
" Coquimbo";4104;06/07/2021;10;23;
" Coquimbo";4104;06/07/2021;;;6
" Coquimbo";4105;06/07/2021;3;4;
" Coquimbo";4105;06/07/2021;;;10
" Coquimbo";4106;06/07/2021;51;104;
" Coquimbo";4106;06/07/2021;;;22
" Coquimbo";4201;06/07/2021;34;160;
" Coquimbo";4201;06/07/2021;;;41
" Coquimbo";4202;06/07/2021;31;29;
" Coquimbo";4203;06/07/2021;47;103;
" Coquimbo";4203;06/07/2021;;;4
" Coquimbo";4204;06/07/2021;20;177;
" Coquimbo";4204;06/07/2021;;;43
" Coquimbo";4301;06/07/2021;352;661;
" Coquimbo";4302;06/07/2021;2;29;
" Coquimbo";4302;06/07/2021;;;18
" Coquimbo";4303;06/07/2021;75;162;
" Coquimbo";4303;06/07/2021;;;50
" Coquimbo";4304;06/07/2021;43;58;
" Coquimbo";4305;06/07/2021;8;20;
" Coquimbo";4305;06/07/2021;;;2
" Valparaíso";5101;06/07/2021;422;1008;
" Valparaíso";5101;06/07/2021;;;129
" Valparaíso";5102;06/07/2021;13;48;
" Valparaíso";5102;06/07/2021;;;22
" Valparaíso";5103;06/07/2021;67;92;
" Valparaíso";5103;06/07/2021;;;22
" Valparaíso";5104;06/07/2021;1;;
" Valparaíso";5105;06/07/2021;87;29;
" Valparaíso";5107;06/07/2021;62;78;
" Valparaíso";5109;06/07/2021;536;1119;
" Valparaíso";5109;06/07/2021;;;34
" Valparaíso";5201;06/07/2021;9;18;
" Valparaíso";5301;06/07/2021;112;311;
" Valparaíso";5301;06/07/2021;;;43
" Valparaíso";5302;06/07/2021;4;28;
" Valparaíso";5302;06/07/2021;;;10
" Valparaíso";5303;06/07/2021;10;43;
" Valparaíso";5303;06/07/2021;;;13
" Valparaíso";5304;06/07/2021;15;25;
" Valparaíso";5304;06/07/2021;;;20
" Valparaíso";5401;06/07/2021;150;137;
" Valparaíso";5402;06/07/2021;69;9;
" Valparaíso";5402;06/07/2021;;;5
" Valparaíso";5403;06/07/2021;31;16;
" Valparaíso";5404;06/07/2021;22;4;
" Valparaíso";5405;06/07/2021;3;17;
" Valparaíso";5405;06/07/2021;;;19
" Valparaíso";5501;06/07/2021;196;562;
" Valparaíso";5501;06/07/2021;;;30
" Valparaíso";5502;06/07/2021;122;68;
" Valparaíso";5502;06/07/2021;;;2
" Valparaíso";5503;06/07/2021;14;41;
" Valparaíso";5503;06/07/2021;;;21
" Valparaíso";5504;06/07/2021;31;84;
" Valparaíso";5504;06/07/2021;;;41
" Valparaíso";5506;06/07/2021;36;74;
" Valparaíso";5506;06/07/2021;;;10
" Valparaíso";5601;06/07/2021;83;492;
" Valparaíso";5601;06/07/2021;;;128
" Valparaíso";5602;06/07/2021;5;35;
" Valparaíso";5602;06/07/2021;;;16
" Valparaíso";5603;06/07/2021;40;100;
" Valparaíso";5603;06/07/2021;;;35
" Valparaíso";5604;06/07/2021;5;73;
" Valparaíso";5604;06/07/2021;;;32
" Valparaíso";5605;06/07/2021;21;68;
" Valparaíso";5605;06/07/2021;;;28
" Valparaíso";5606;06/07/2021;47;42;
" Valparaíso";5701;06/07/2021;79;313;
" Valparaíso";5701;06/07/2021;;;57
" Valparaíso";5702;06/07/2021;56;81;
" Valparaíso";5703;06/07/2021;13;28;
" Valparaíso";5703;06/07/2021;;;28
" Valparaíso";5704;06/07/2021;4;43;
" Valparaíso";5705;06/07/2021;17;55;
" Valparaíso";5705;06/07/2021;;;31
" Valparaíso";5706;06/07/2021;6;43;
" Valparaíso";5706;06/07/2021;;;16
" Valparaíso";5801;06/07/2021;250;497;
" Valparaíso";5801;06/07/2021;;;68
" Valparaíso";5802;06/07/2021;99;82;
" Valparaíso";5803;06/07/2021;39;19;
" Valparaíso";5804;06/07/2021;155;512;
" Valparaíso";5804;06/07/2021;;;82
Libertador B. O'Higgins;6101;06/07/2021;491;1725;
Libertador B. O'Higgins;6101;06/07/2021;;;36
Libertador B. O'Higgins;6102;06/07/2021;39;172;
Libertador B. O'Higgins;6103;06/07/2021;1;35;
Libertador B. O'Higgins;6103;06/07/2021;;;8
Libertador B. O'Higgins;6104;06/07/2021;14;65;
Libertador B. O'Higgins;6104;06/07/2021;;;19
Libertador B. O'Higgins;6105;06/07/2021;49;162;
Libertador B. O'Higgins;6106;06/07/2021;13;97;
Libertador B. O'Higgins;6106;06/07/2021;;;64
Libertador B. O'Higgins;6107;06/07/2021;58;165;
Libertador B. O'Higgins;6108;06/07/2021;42;247;
Libertador B. O'Higgins;6108;06/07/2021;;;35
Libertador B. O'Higgins;6109;06/07/2021;6;57;
Libertador B. O'Higgins;6109;06/07/2021;;;21
Libertador B. O'Higgins;6110;06/07/2021;42;158;
Libertador B. O'Higgins;6110;06/07/2021;;;12
Libertador B. O'Higgins;6111;06/07/2021;30;60;
Libertador B. O'Higgins;6111;06/07/2021;;;2
Libertador B. O'Higgins;6112;06/07/2021;21;27;
Libertador B. O'Higgins;6112;06/07/2021;;;4
Libertador B. O'Higgins;6113;06/07/2021;18;78;
Libertador B. O'Higgins;6113;06/07/2021;;;16
Libertador B. O'Higgins;6114;06/07/2021;8;83;
Libertador B. O'Higgins;6114;06/07/2021;;;13
Libertador B. O'Higgins;6115;06/07/2021;65;358;
Libertador B. O'Higgins;6115;06/07/2021;;;93
Libertador B. O'Higgins;6116;06/07/2021;51;90;
Libertador B. O'Higgins;6117;06/07/2021;87;201;
Libertador B. O'Higgins;6201;06/07/2021;20;57;
Libertador B. O'Higgins;6201;06/07/2021;;;11
Libertador B. O'Higgins;6202;06/07/2021;4;10;
Libertador B. O'Higgins;6202;06/07/2021;;;4
Libertador B. O'Higgins;6203;06/07/2021;6;15;
Libertador B. O'Higgins;6203;06/07/2021;;;8
Libertador B. O'Higgins;6204;06/07/2021;12;16;
Libertador B. O'Higgins;6205;06/07/2021;3;41;
Libertador B. O'Higgins;6205;06/07/2021;;;11
Libertador B. O'Higgins;6206;06/07/2021;7;30;
Libertador B. O'Higgins;6206;06/07/2021;;;3
Libertador B. O'Higgins;6301;06/07/2021;129;461;
Libertador B. O'Higgins;6302;06/07/2021;25;47;
Libertador B. O'Higgins;6303;06/07/2021;106;178;
Libertador B. O'Higgins;6304;06/07/2021;24;51;
Libertador B. O'Higgins;6304;06/07/2021;;;1
Libertador B. O'Higgins;6305;06/07/2021;8;83;
Libertador B. O'Higgins;6305;06/07/2021;;;17
Libertador B. O'Higgins;6306;06/07/2021;21;21;
Libertador B. O'Higgins;6307;06/07/2021;16;36;
Libertador B. O'Higgins;6308;06/07/2021;15;65;
Libertador B. O'Higgins;6309;06/07/2021;2;3;
Libertador B. O'Higgins;6309;06/07/2021;;;1
Libertador B. O'Higgins;6310;06/07/2021;91;171;
Maule;7101;06/07/2021;221;1215;
Maule;7101;06/07/2021;;;166
Maule;7102;06/07/2021;85;172;
Maule;7102;06/07/2021;;;13
Maule;7103;06/07/2021;7;41;
Maule;7103;06/07/2021;;;21
Maule;7104;06/07/2021;9;19;
Maule;7105;06/07/2021;20;234;
Maule;7105;06/07/2021;;;55
Maule;7106;06/07/2021;;22;
Maule;7106;06/07/2021;;;9
Maule;7107;06/07/2021;13;28;
Maule;7108;06/07/2021;25;76;
Maule;7109;06/07/2021;36;203;
Maule;7109;06/07/2021;;;59
Maule;7110;06/07/2021;6;30;
Maule;7110;06/07/2021;;;7
Maule;7201;06/07/2021;89;187;
Maule;7202;06/07/2021;8;58;
Maule;7203;06/07/2021;65;47;
Maule;7203;06/07/2021;;;8
Maule;7301;06/07/2021;184;617;
Maule;7301;06/07/2021;;;61
Maule;7302;06/07/2021;41;38;
Maule;7303;06/07/2021;17;33;
Maule;7304;06/07/2021;45;206;
Maule;7304;06/07/2021;;;38
Maule;7305;06/07/2021;17;32;
Maule;7305;06/07/2021;;;1
Maule;7306;06/07/2021;15;96;
Maule;7307;06/07/2021;46;59;
Maule;7308;06/07/2021;42;144;
Maule;7308;06/07/2021;;;24
Maule;7309;06/07/2021;;19;
Maule;7401;06/07/2021;198;548;
Maule;7402;06/07/2021;87;88;
Maule;7403;06/07/2021;59;281;
Maule;7403;06/07/2021;;;6
Maule;7404;06/07/2021;155;238;
Maule;7405;06/07/2021;30;85;
Maule;7406;06/07/2021;20;117;
Maule;7406;06/07/2021;;;58
Maule;7407;06/07/2021;3;63;
Maule;7407;06/07/2021;;;19
Maule;7408;06/07/2021;41;97;
Bíobío;8101;06/07/2021;401;918;
Bíobío;8101;06/07/2021;;;147
Bíobío;8102;06/07/2021;142;502;
Bíobío;8102;06/07/2021;;;59
Bíobío;8103;06/07/2021;118;227;
Bíobío;8104;06/07/2021;4;11;
Bíobío;8104;06/07/2021;;;14
Bíobío;8105;06/07/2021;47;56;
Bíobío;8105;06/07/2021;;;3
Bíobío;8106;06/07/2021;41;183;
Bíobío;8106;06/07/2021;;;33
Bíobío;8107;06/07/2021;37;135;
Bíobío;8107;06/07/2021;;;32
Bíobío;8108;06/07/2021;59;363;
Bíobío;8108;06/07/2021;;;129
Bíobío;8109;06/07/2021;16;25;
Bíobío;8109;06/07/2021;;;30
Bíobío;8110;06/07/2021;157;410;
Bíobío;8110;06/07/2021;;;40
Bíobío;8111;06/07/2021;18;131;
Bíobío;8111;06/07/2021;;;56
Bíobío;8112;06/07/2021;150;398;
Bíobío;8112;06/07/2021;;;42
Bíobío;8201;06/07/2021;204;57;
Bíobío;8201;06/07/2021;;;10
Bíobío;8202;06/07/2021;21;89;
Bíobío;8202;06/07/2021;;;68
Bíobío;8203;06/07/2021;26;118;
Bíobío;8203;06/07/2021;;;47
Bíobío;8204;06/07/2021;1;9;
Bíobío;8204;06/07/2021;;;19
Bíobío;8205;06/07/2021;67;43;
Bíobío;8206;06/07/2021;15;34;
Bíobío;8206;06/07/2021;;;27
Bíobío;8207;06/07/2021;9;10;
Bíobío;8207;06/07/2021;;;18
Bíobío;8301;06/07/2021;273;510;
Bíobío;8301;06/07/2021;;;29
Bíobío;8302;06/07/2021;1;18;
Bíobío;8302;06/07/2021;;;5
Bíobío;8303;06/07/2021;56;86;
Bíobío;8304;06/07/2021;26;74;
Bíobío;8304;06/07/2021;;;5
Bíobío;8305;06/07/2021;59;108;
Bíobío;8306;06/07/2021;49;70;
Bíobío;8306;06/07/2021;;;3
Bíobío;8307;06/07/2021;6;26;
Bíobío;8307;06/07/2021;;;12
Bíobío;8308;06/07/2021;3;2;
Bíobío;8308;06/07/2021;;;8
Bíobío;8309;06/07/2021;4;19;
