REGION_CORTO;COD_COMUNA_FINAL;FECHA_INMUNIZACION;SUM_of_SUM_of_1aDOSIS;SUM_of_SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
" Los Ríos";14106;13/02/2021;90;;
" Los Ríos";14201;13/02/2021;114;;
" Los Ríos";14202;13/02/2021;18;;
" Los Ríos";14203;13/02/2021;111;;
" Los Ríos";14204;13/02/2021;26;;
" Arica y Parinacota";15101;13/02/2021;117;;
" Ñuble";16101;13/02/2021;85;;
" Ñuble";16103;13/02/2021;57;;
" Ñuble";16204;13/02/2021;45;;
" Ñuble";16301;13/02/2021;48;;
" Ñuble";16302;13/02/2021;30;;
" Ñuble";16303;13/02/2021;31;;
" Antofagasta";2201;14/02/2021;5;;
Libertador B. O'Higgins;6306;14/02/2021;20;;
Maule;7101;14/02/2021;341;;
Maule;7102;14/02/2021;149;;
Maule;7105;14/02/2021;98;;
Bíobío;8101;14/02/2021;428;;
Bíobío;8102;14/02/2021;33;;
Bíobío;8103;14/02/2021;92;;
Bíobío;8112;14/02/2021;164;;
Bíobío;8301;14/02/2021;339;;
Bíobío;8304;14/02/2021;219;;
Bíobío;8312;14/02/2021;4;;
" La Araucanía";9101;14/02/2021;1;;
" Los Lagos";10104;14/02/2021;20;;
" Los Lagos";10105;14/02/2021;10;;
" Los Lagos";10107;14/02/2021;1;;
" Los Lagos";10202;14/02/2021;25;;
" Los Lagos";10305;14/02/2021;16;;
" Los Lagos";10306;14/02/2021;52;;
" Aisén Gral. C. Ibáñez Campo";11202;14/02/2021;8;;
" Magallanes y  La Antártica Chilena";12103;14/02/2021;6;;
Metropolitana  Santiago;13109;14/02/2021;76;;
Metropolitana  Santiago;13111;14/02/2021;481;;
Metropolitana  Santiago;13112;14/02/2021;508;;
Metropolitana  Santiago;13116;14/02/2021;113;;
Metropolitana  Santiago;13130;14/02/2021;262;;
Metropolitana  Santiago;13131;14/02/2021;181;;
Metropolitana  Santiago;13201;14/02/2021;121;;
" Los Ríos";14101;14/02/2021;312;;
" Los Ríos";14102;14/02/2021;1;;
" Los Ríos";14106;14/02/2021;18;;
" Los Ríos";14107;14/02/2021;1;;
" Los Ríos";14201;14/02/2021;111;;
" Ñuble";16101;14/02/2021;68;;
" Ñuble";16301;14/02/2021;183;;
" Tarapacá";1101;15/02/2021;3809;;
" Tarapacá";1107;15/02/2021;1048;;
" Tarapacá";1401;15/02/2021;180;;
" Tarapacá";1402;15/02/2021;10;;
" Tarapacá";1403;15/02/2021;4;;
" Tarapacá";1404;15/02/2021;49;;
" Tarapacá";1405;15/02/2021;132;;
" Antofagasta";2101;15/02/2021;4524;;
" Antofagasta";2102;15/02/2021;138;;
" Antofagasta";2103;15/02/2021;105;;
" Antofagasta";2104;15/02/2021;159;;
" Antofagasta";2201;15/02/2021;1751;;
" Antofagasta";2203;15/02/2021;78;;
" Antofagasta";2301;15/02/2021;313;;
" Antofagasta";2302;15/02/2021;132;;
" Atacama";3101;15/02/2021;1171;;
" Atacama";3102;15/02/2021;219;;
" Atacama";3103;15/02/2021;65;;
" Atacama";3201;15/02/2021;83;;
" Atacama";3202;15/02/2021;33;;
" Atacama";3301;15/02/2021;319;;
" Atacama";3302;15/02/2021;26;;
" Atacama";3303;15/02/2021;96;;
" Atacama";3304;15/02/2021;105;;
" Coquimbo";4101;15/02/2021;4070;;
" Coquimbo";4102;15/02/2021;2955;;
" Coquimbo";4103;15/02/2021;297;;
" Coquimbo";4104;15/02/2021;112;;
" Coquimbo";4105;15/02/2021;83;;
" Coquimbo";4106;15/02/2021;351;;
" Coquimbo";4201;15/02/2021;450;;
" Coquimbo";4202;15/02/2021;245;;
" Coquimbo";4203;15/02/2021;364;;
" Coquimbo";4204;15/02/2021;293;;
" Coquimbo";4301;15/02/2021;1277;;
" Coquimbo";4302;15/02/2021;244;;
" Coquimbo";4303;15/02/2021;235;;
" Coquimbo";4304;15/02/2021;152;;
" Coquimbo";4305;15/02/2021;66;;
" Valparaíso";5101;15/02/2021;4552;;
" Valparaíso";5102;15/02/2021;450;;
" Valparaíso";5103;15/02/2021;1066;;
" Valparaíso";5104;15/02/2021;2;;
" Valparaíso";5105;15/02/2021;682;;
" Valparaíso";5107;15/02/2021;644;;
" Valparaíso";5109;15/02/2021;6798;;
" Valparaíso";5201;15/02/2021;164;;
" Valparaíso";5301;15/02/2021;1008;;
" Valparaíso";5302;15/02/2021;388;;
" Valparaíso";5303;15/02/2021;144;;
" Valparaíso";5304;15/02/2021;209;;
" Valparaíso";5401;15/02/2021;335;;
" Valparaíso";5402;15/02/2021;193;;
" Valparaíso";5403;15/02/2021;189;;
" Valparaíso";5404;15/02/2021;245;;
" Valparaíso";5405;15/02/2021;234;;
" Valparaíso";5501;15/02/2021;1759;;
" Valparaíso";5502;15/02/2021;765;;
" Valparaíso";5503;15/02/2021;272;;
" Valparaíso";5504;15/02/2021;460;;
" Valparaíso";5506;15/02/2021;341;;
" Valparaíso";5601;15/02/2021;1155;;
" Valparaíso";5602;15/02/2021;830;;
" Valparaíso";5603;15/02/2021;591;;
" Valparaíso";5604;15/02/2021;699;;
" Valparaíso";5605;15/02/2021;707;;
" Valparaíso";5606;15/02/2021;378;;
" Valparaíso";5701;15/02/2021;1304;;
" Valparaíso";5702;15/02/2021;228;;
" Valparaíso";5703;15/02/2021;351;;
" Valparaíso";5704;15/02/2021;79;;
" Valparaíso";5705;15/02/2021;187;;
" Valparaíso";5706;15/02/2021;183;;
" Valparaíso";5801;15/02/2021;3138;;
" Valparaíso";5802;15/02/2021;884;;
" Valparaíso";5803;15/02/2021;359;;
" Valparaíso";5804;15/02/2021;1826;;
Libertador B. O'Higgins;6101;15/02/2021;3955;;
Libertador B. O'Higgins;6102;15/02/2021;203;;
Libertador B. O'Higgins;6103;15/02/2021;94;;
Libertador B. O'Higgins;6104;15/02/2021;251;;
Libertador B. O'Higgins;6105;15/02/2021;252;;
Libertador B. O'Higgins;6106;15/02/2021;517;;
Libertador B. O'Higgins;6107;15/02/2021;691;;
Libertador B. O'Higgins;6108;15/02/2021;617;;
Libertador B. O'Higgins;6109;15/02/2021;414;;
Libertador B. O'Higgins;6110;15/02/2021;383;;
Libertador B. O'Higgins;6111;15/02/2021;191;;
Libertador B. O'Higgins;6112;15/02/2021;252;;
Libertador B. O'Higgins;6113;15/02/2021;215;;
Libertador B. O'Higgins;6114;15/02/2021;225;;
Libertador B. O'Higgins;6115;15/02/2021;779;;
Libertador B. O'Higgins;6116;15/02/2021;348;;
Libertador B. O'Higgins;6117;15/02/2021;1036;;
Libertador B. O'Higgins;6201;15/02/2021;385;;
Libertador B. O'Higgins;6202;15/02/2021;83;;
Libertador B. O'Higgins;6203;15/02/2021;145;;
Libertador B. O'Higgins;6204;15/02/2021;152;;
Libertador B. O'Higgins;6205;15/02/2021;289;;
Libertador B. O'Higgins;6206;15/02/2021;151;;
Libertador B. O'Higgins;6301;15/02/2021;1009;;
Libertador B. O'Higgins;6302;15/02/2021;202;;
Libertador B. O'Higgins;6303;15/02/2021;416;;
Libertador B. O'Higgins;6304;15/02/2021;51;;
Libertador B. O'Higgins;6305;15/02/2021;170;;
Libertador B. O'Higgins;6306;15/02/2021;215;;
Libertador B. O'Higgins;6307;15/02/2021;251;;
Libertador B. O'Higgins;6308;15/02/2021;164;;
Libertador B. O'Higgins;6309;15/02/2021;77;;
Libertador B. O'Higgins;6310;15/02/2021;1024;;
Maule;7101;15/02/2021;2364;;
Maule;7102;15/02/2021;557;;
Maule;7103;15/02/2021;97;;
Maule;7104;15/02/2021;50;;
Maule;7105;15/02/2021;301;;
Maule;7106;15/02/2021;158;;
Maule;7107;15/02/2021;135;;
Maule;7108;15/02/2021;191;;
Maule;7109;15/02/2021;486;;
Maule;7110;15/02/2021;175;;
Maule;7201;15/02/2021;716;;
Maule;7202;15/02/2021;135;;
Maule;7203;15/02/2021;197;;
Maule;7301;15/02/2021;2057;;
Maule;7302;15/02/2021;215;;
Maule;7303;15/02/2021;126;;
Maule;7304;15/02/2021;639;;
Maule;7305;15/02/2021;154;;
Maule;7306;15/02/2021;208;;
Maule;7307;15/02/2021;264;;
Maule;7308;15/02/2021;363;;
Maule;7309;15/02/2021;97;;
Maule;7401;15/02/2021;1561;;
Maule;7402;15/02/2021;375;;
Maule;7403;15/02/2021;374;;
Maule;7404;15/02/2021;636;;
Maule;7405;15/02/2021;284;;
Maule;7406;15/02/2021;752;;
Maule;7407;15/02/2021;157;;
Maule;7408;15/02/2021;262;;
Bíobío;8101;15/02/2021;3507;;
Bíobío;8102;15/02/2021;1213;;
Bíobío;8103;15/02/2021;613;;
Bíobío;8104;15/02/2021;149;;
Bíobío;8105;15/02/2021;186;;
Bíobío;8106;15/02/2021;677;;
Bíobío;8107;15/02/2021;651;;
Bíobío;8108;15/02/2021;1111;;
Bíobío;8109;15/02/2021;263;;
Bíobío;8110;15/02/2021;2128;;
Bíobío;8111;15/02/2021;694;;
Bíobío;8112;15/02/2021;935;;
Bíobío;8201;15/02/2021;484;;
Bíobío;8202;15/02/2021;460;;
Bíobío;8203;15/02/2021;479;;
Bíobío;8204;15/02/2021;242;;
Bíobío;8205;15/02/2021;517;;
Bíobío;8206;15/02/2021;230;;
Bíobío;8207;15/02/2021;83;;
Bíobío;8301;15/02/2021;3340;;
Bíobío;8302;15/02/2021;80;;
Bíobío;8303;15/02/2021;343;;
Bíobío;8304;15/02/2021;556;;
Bíobío;8305;15/02/2021;461;;
Bíobío;8306;15/02/2021;361;;
Bíobío;8307;15/02/2021;122;;
Bíobío;8308;15/02/2021;66;;
Bíobío;8309;15/02/2021;196;;
Bíobío;8310;15/02/2021;30;;
Bíobío;8311;15/02/2021;298;;
Bíobío;8312;15/02/2021;365;;
Bíobío;8313;15/02/2021;352;;
Bíobío;8314;15/02/2021;71;;
" La Araucanía";9101;15/02/2021;4992;;
" La Araucanía";9102;15/02/2021;460;;
" La Araucanía";9103;15/02/2021;487;;
" La Araucanía";9104;15/02/2021;120;;
" La Araucanía";9105;15/02/2021;347;;
" La Araucanía";9106;15/02/2021;156;;
" La Araucanía";9107;15/02/2021;301;;
" La Araucanía";9108;15/02/2021;482;;
" La Araucanía";9109;15/02/2021;522;;
" La Araucanía";9110;15/02/2021;128;;
" La Araucanía";9111;15/02/2021;526;;
" La Araucanía";9112;15/02/2021;794;;
" La Araucanía";9113;15/02/2021;89;;
" La Araucanía";9114;15/02/2021;695;;
" La Araucanía";9115;15/02/2021;625;;
" La Araucanía";9116;15/02/2021;170;;
" La Araucanía";9117;15/02/2021;212;;
" La Araucanía";9118;15/02/2021;199;;
" La Araucanía";9119;15/02/2021;460;;
" La Araucanía";9120;15/02/2021;996;;
" La Araucanía";9121;15/02/2021;210;;
" La Araucanía";9201;15/02/2021;678;;
" La Araucanía";9202;15/02/2021;275;;
" La Araucanía";9203;15/02/2021;368;;
" La Araucanía";9204;15/02/2021;125;;
" La Araucanía";9205;15/02/2021;150;;
" La Araucanía";9206;15/02/2021;100;;
" La Araucanía";9207;15/02/2021;189;;
" La Araucanía";9208;15/02/2021;181;;
" La Araucanía";9209;15/02/2021;281;;
" La Araucanía";9210;15/02/2021;294;;
" La Araucanía";9211;15/02/2021;791;;
" Los Lagos";10101;15/02/2021;3427;;
" Los Lagos";10102;15/02/2021;187;;
" Los Lagos";10103;15/02/2021;62;;
" Los Lagos";10104;15/02/2021;344;;
" Los Lagos";10105;15/02/2021;651;;
" Los Lagos";10106;15/02/2021;324;;
" Los Lagos";10107;15/02/2021;565;;
" Los Lagos";10108;15/02/2021;77;;
" Los Lagos";10109;15/02/2021;1260;;
" Los Lagos";10201;15/02/2021;638;;
" Los Lagos";10202;15/02/2021;757;;
" Los Lagos";10203;15/02/2021;283;;
" Los Lagos";10204;15/02/2021;44;;
" Los Lagos";10205;15/02/2021;133;;
" Los Lagos";10206;15/02/2021;38;;
" Los Lagos";10207;15/02/2021;96;;
" Los Lagos";10208;15/02/2021;342;;
" Los Lagos";10209;15/02/2021;114;;
" Los Lagos";10210;15/02/2021;112;;
" Los Lagos";10301;15/02/2021;2791;;
" Los Lagos";10302;15/02/2021;146;;
" Los Lagos";10303;15/02/2021;521;;
" Los Lagos";10304;15/02/2021;166;;
" Los Lagos";10305;15/02/2021;261;;
" Los Lagos";10306;15/02/2021;177;;
" Los Lagos";10307;15/02/2021;119;;
" Los Lagos";10401;15/02/2021;130;;
" Los Lagos";10402;15/02/2021;51;;
" Los Lagos";10403;15/02/2021;193;;
" Los Lagos";10404;15/02/2021;92;;
" Aisén Gral. C. Ibáñez Campo";11101;15/02/2021;880;;
" Aisén Gral. C. Ibáñez Campo";11102;15/02/2021;38;;
" Aisén Gral. C. Ibáñez Campo";11201;15/02/2021;280;;
" Aisén Gral. C. Ibáñez Campo";11202;15/02/2021;79;;
" Aisén Gral. C. Ibáñez Campo";11203;15/02/2021;29;;
" Aisén Gral. C. Ibáñez Campo";11301;15/02/2021;70;;
" Aisén Gral. C. Ibáñez Campo";11303;15/02/2021;29;;
" Aisén Gral. C. Ibáñez Campo";11401;15/02/2021;43;;
" Aisén Gral. C. Ibáñez Campo";11402;15/02/2021;71;;
" Magallanes y  La Antártica Chilena";12101;15/02/2021;2908;;
" Magallanes y  La Antártica Chilena";12103;15/02/2021;2;;
" Magallanes y  La Antártica Chilena";12104;15/02/2021;5;;
" Magallanes y  La Antártica Chilena";12201;15/02/2021;55;;
" Magallanes y  La Antártica Chilena";12301;15/02/2021;81;;
" Magallanes y  La Antártica Chilena";12303;15/02/2021;12;;
" Magallanes y  La Antártica Chilena";12401;15/02/2021;547;;
Metropolitana  Santiago;13101;15/02/2021;5966;;
Metropolitana  Santiago;13102;15/02/2021;1003;;
Metropolitana  Santiago;13103;15/02/2021;1642;;
Metropolitana  Santiago;13104;15/02/2021;2161;;
Metropolitana  Santiago;13105;15/02/2021;1845;;
Metropolitana  Santiago;13106;15/02/2021;2020;;
Metropolitana  Santiago;13107;15/02/2021;1610;;
Metropolitana  Santiago;13108;15/02/2021;1443;;
Metropolitana  Santiago;13109;15/02/2021;1257;;
Metropolitana  Santiago;13110;15/02/2021;8160;;
Metropolitana  Santiago;13111;15/02/2021;1603;;
Metropolitana  Santiago;13112;15/02/2021;1641;;
Metropolitana  Santiago;13113;15/02/2021;2368;;
Metropolitana  Santiago;13114;15/02/2021;5891;;
Metropolitana  Santiago;13115;15/02/2021;2084;;
Metropolitana  Santiago;13116;15/02/2021;1259;;
Metropolitana  Santiago;13117;15/02/2021;1608;;
Metropolitana  Santiago;13118;15/02/2021;2070;;
Metropolitana  Santiago;13119;15/02/2021;5916;;
Metropolitana  Santiago;13120;15/02/2021;4245;;
Metropolitana  Santiago;13121;15/02/2021;1391;;
Metropolitana  Santiago;13122;15/02/2021;2977;;
Metropolitana  Santiago;13123;15/02/2021;3931;;
Metropolitana  Santiago;13124;15/02/2021;2588;;
Metropolitana  Santiago;13125;15/02/2021;2485;;
Metropolitana  Santiago;13126;15/02/2021;1883;;
Metropolitana  Santiago;13127;15/02/2021;2016;;
Metropolitana  Santiago;13128;15/02/2021;1953;;
Metropolitana  Santiago;13129;15/02/2021;1631;;
Metropolitana  Santiago;13130;15/02/2021;1748;;
Metropolitana  Santiago;13131;15/02/2021;894;;
Metropolitana  Santiago;13132;15/02/2021;2317;;
Metropolitana  Santiago;13201;15/02/2021;6002;;
Metropolitana  Santiago;13202;15/02/2021;557;;
Metropolitana  Santiago;13203;15/02/2021;388;;
Metropolitana  Santiago;13301;15/02/2021;1269;;
Metropolitana  Santiago;13302;15/02/2021;1182;;
Metropolitana  Santiago;13303;15/02/2021;366;;
Metropolitana  Santiago;13401;15/02/2021;2960;;
Metropolitana  Santiago;13402;15/02/2021;1127;;
Metropolitana  Santiago;13403;15/02/2021;522;;
Metropolitana  Santiago;13404;15/02/2021;1080;;
Metropolitana  Santiago;13501;15/02/2021;2145;;
Metropolitana  Santiago;13502;15/02/2021;116;;
Metropolitana  Santiago;13503;15/02/2021;558;;
Metropolitana  Santiago;13504;15/02/2021;211;;
Metropolitana  Santiago;13505;15/02/2021;148;;
Metropolitana  Santiago;13601;15/02/2021;971;;
Metropolitana  Santiago;13602;15/02/2021;422;;
Metropolitana  Santiago;13603;15/02/2021;726;;
Metropolitana  Santiago;13604;15/02/2021;1038;;
Metropolitana  Santiago;13605;15/02/2021;1000;;
" Los Ríos";14101;15/02/2021;2603;;
" Los Ríos";14102;15/02/2021;73;;
" Los Ríos";14103;15/02/2021;207;;
" Los Ríos";14104;15/02/2021;321;;
" Los Ríos";14105;15/02/2021;96;;
" Los Ríos";14106;15/02/2021;305;;
" Los Ríos";14107;15/02/2021;284;;
" Los Ríos";14108;15/02/2021;534;;
" Los Ríos";14201;15/02/2021;505;;
" Los Ríos";14202;15/02/2021;213;;
" Los Ríos";14203;15/02/2021;203;;
" Los Ríos";14204;15/02/2021;254;;
" Arica y Parinacota";15101;15/02/2021;2605;;
" Arica y Parinacota";15102;15/02/2021;35;;
" Arica y Parinacota";15201;15/02/2021;8;;
" Arica y Parinacota";15202;15/02/2021;1;;
" Ñuble";16101;15/02/2021;2729;;
" Ñuble";16102;15/02/2021;235;;
" Ñuble";16103;15/02/2021;406;;
" Ñuble";16104;15/02/2021;161;;
" Ñuble";16105;15/02/2021;146;;
" Ñuble";16106;15/02/2021;224;;
" Ñuble";16107;15/02/2021;456;;
" Ñuble";16108;15/02/2021;214;;
" Ñuble";16109;15/02/2021;301;;
" Ñuble";16201;15/02/2021;23;;
" Ñuble";16202;15/02/2021;63;;
" Ñuble";16203;15/02/2021;210;;
" Ñuble";16204;15/02/2021;242;;
" Ñuble";16205;15/02/2021;87;;
" Ñuble";16206;15/02/2021;106;;
" Ñuble";16207;15/02/2021;73;;
" Ñuble";16301;15/02/2021;814;;
" Ñuble";16302;15/02/2021;312;;
" Ñuble";16303;15/02/2021;251;;
" Ñuble";16304;15/02/2021;141;;
" Ñuble";16305;15/02/2021;301;;
" Tarapacá";1101;16/02/2021;3595;;
" Tarapacá";1107;16/02/2021;933;;
" Tarapacá";1401;16/02/2021;139;;
" Tarapacá";1402;16/02/2021;19;;
" Tarapacá";1403;16/02/2021;37;;
" Tarapacá";1404;16/02/2021;29;;
" Tarapacá";1405;16/02/2021;83;;
" Antofagasta";2101;16/02/2021;3365;;
" Antofagasta";2102;16/02/2021;135;;
" Antofagasta";2104;16/02/2021;145;;
" Antofagasta";2201;16/02/2021;1355;;
" Antofagasta";2203;16/02/2021;66;;
" Antofagasta";2301;16/02/2021;273;;
" Antofagasta";2302;16/02/2021;83;;
" Atacama";3101;16/02/2021;831;1;
" Atacama";3102;16/02/2021;190;;
" Atacama";3103;16/02/2021;156;;
" Atacama";3201;16/02/2021;89;;
" Atacama";3202;16/02/2021;24;;
" Atacama";3301;16/02/2021;354;;
" Atacama";3302;16/02/2021;63;;
" Atacama";3303;16/02/2021;85;;
" Atacama";3304;16/02/2021;92;;
" Coquimbo";4101;16/02/2021;3236;;
" Coquimbo";4102;16/02/2021;2448;;
" Coquimbo";4103;16/02/2021;114;;
" Coquimbo";4104;16/02/2021;46;;
" Coquimbo";4105;16/02/2021;103;;
" Coquimbo";4106;16/02/2021;374;;
" Coquimbo";4201;16/02/2021;339;;
" Coquimbo";4202;16/02/2021;48;;
" Coquimbo";4203;16/02/2021;348;;
" Coquimbo";4204;16/02/2021;332;;
" Coquimbo";4301;16/02/2021;888;;
" Coquimbo";4302;16/02/2021;121;;
" Coquimbo";4303;16/02/2021;246;;
" Coquimbo";4304;16/02/2021;131;;
" Coquimbo";4305;16/02/2021;67;;
" Valparaíso";5101;16/02/2021;3753;;
" Valparaíso";5102;16/02/2021;369;;
" Valparaíso";5103;16/02/2021;821;;
" Valparaíso";5104;16/02/2021;84;;
" Valparaíso";5105;16/02/2021;583;;
" Valparaíso";5107;16/02/2021;575;;
" Valparaíso";5109;16/02/2021;6987;;
" Valparaíso";5201;16/02/2021;103;;
" Valparaíso";5301;16/02/2021;793;;
" Valparaíso";5302;16/02/2021;206;;
" Valparaíso";5303;16/02/2021;136;;
" Valparaíso";5304;16/02/2021;143;;
" Valparaíso";5401;16/02/2021;435;;
" Valparaíso";5402;16/02/2021;223;;
" Valparaíso";5403;16/02/2021;124;;
" Valparaíso";5404;16/02/2021;110;;
" Valparaíso";5405;16/02/2021;351;;
" Valparaíso";5501;16/02/2021;1391;;
" Valparaíso";5502;16/02/2021;779;;
" Valparaíso";5503;16/02/2021;279;;
" Valparaíso";5504;16/02/2021;458;;
" Valparaíso";5506;16/02/2021;234;;
" Valparaíso";5601;16/02/2021;957;;
" Valparaíso";5602;16/02/2021;785;;
" Valparaíso";5603;16/02/2021;408;;
" Valparaíso";5604;16/02/2021;596;;
" Valparaíso";5605;16/02/2021;779;;
" Valparaíso";5606;16/02/2021;417;;
" Valparaíso";5701;16/02/2021;944;;
" Valparaíso";5702;16/02/2021;167;;
" Valparaíso";5703;16/02/2021;220;;
" Valparaíso";5704;16/02/2021;70;;
" Valparaíso";5705;16/02/2021;135;;
" Valparaíso";5706;16/02/2021;181;;
" Valparaíso";5801;16/02/2021;2662;;
" Valparaíso";5802;16/02/2021;908;;
" Valparaíso";5803;16/02/2021;235;;
" Valparaíso";5804;16/02/2021;1368;;
Libertador B. O'Higgins;6101;16/02/2021;3419;;
Libertador B. O'Higgins;6102;16/02/2021;184;;
Libertador B. O'Higgins;6103;16/02/2021;112;;
Libertador B. O'Higgins;6104;16/02/2021;233;;
Libertador B. O'Higgins;6105;16/02/2021;186;;
Libertador B. O'Higgins;6106;16/02/2021;532;;
Libertador B. O'Higgins;6107;16/02/2021;448;;
Libertador B. O'Higgins;6108;16/02/2021;439;;
Libertador B. O'Higgins;6109;16/02/2021;262;;
Libertador B. O'Higgins;6110;16/02/2021;383;;
Libertador B. O'Higgins;6111;16/02/2021;191;;
Libertador B. O'Higgins;6112;16/02/2021;254;;
Libertador B. O'Higgins;6113;16/02/2021;261;;
Libertador B. O'Higgins;6114;16/02/2021;320;;
Libertador B. O'Higgins;6115;16/02/2021;601;;
Libertador B. O'Higgins;6116;16/02/2021;415;;
Libertador B. O'Higgins;6117;16/02/2021;791;;
Libertador B. O'Higgins;6201;16/02/2021;403;;
Libertador B. O'Higgins;6202;16/02/2021;90;;
Libertador B. O'Higgins;6203;16/02/2021;186;;
Libertador B. O'Higgins;6204;16/02/2021;215;;
Libertador B. O'Higgins;6205;16/02/2021;310;;
Libertador B. O'Higgins;6206;16/02/2021;131;;
Libertador B. O'Higgins;6301;16/02/2021;884;;
Libertador B. O'Higgins;6302;16/02/2021;149;;
Libertador B. O'Higgins;6303;16/02/2021;414;;
Libertador B. O'Higgins;6304;16/02/2021;125;;
Libertador B. O'Higgins;6305;16/02/2021;198;;
Libertador B. O'Higgins;6306;16/02/2021;224;;
Libertador B. O'Higgins;6308;16/02/2021;117;;
Libertador B. O'Higgins;6309;16/02/2021;101;;
Libertador B. O'Higgins;6310;16/02/2021;478;;
Maule;7101;16/02/2021;2483;;
Maule;7102;16/02/2021;391;;
Maule;7103;16/02/2021;161;;
Maule;7104;16/02/2021;40;;
Maule;7105;16/02/2021;279;;
Maule;7106;16/02/2021;133;;
Maule;7107;16/02/2021;131;;
Maule;7108;16/02/2021;131;;
Maule;7109;16/02/2021;486;;
Maule;7110;16/02/2021;72;;
Maule;7201;16/02/2021;608;;
Maule;7202;16/02/2021;117;;
Maule;7203;16/02/2021;162;;
Maule;7301;16/02/2021;1895;;
Maule;7302;16/02/2021;238;;
Maule;7303;16/02/2021;117;;
Maule;7304;16/02/2021;548;;
Maule;7305;16/02/2021;112;;
Maule;7306;16/02/2021;132;;
Maule;7307;16/02/2021;200;;
Maule;7308;16/02/2021;321;;
Maule;7309;16/02/2021;50;;
Maule;7401;16/02/2021;1451;;
Maule;7402;16/02/2021;354;;
Maule;7403;16/02/2021;302;;
Maule;7404;16/02/2021;543;;
Maule;7405;16/02/2021;327;;
Maule;7406;16/02/2021;655;;
Maule;7407;16/02/2021;292;;
Maule;7408;16/02/2021;266;;
Bíobío;8101;16/02/2021;2581;;
Bíobío;8102;16/02/2021;1215;;
Bíobío;8103;16/02/2021;496;;
Bíobío;8104;16/02/2021;124;;
Bíobío;8105;16/02/2021;157;;
Bíobío;8106;16/02/2021;400;;
Bíobío;8107;16/02/2021;722;;
Bíobío;8108;16/02/2021;849;;
Bíobío;8109;16/02/2021;175;;
Bíobío;8110;16/02/2021;1905;;
Bíobío;8111;16/02/2021;467;;
Bíobío;8112;16/02/2021;776;;
Bíobío;8201;16/02/2021;260;;
Bíobío;8202;16/02/2021;308;;
Bíobío;8203;16/02/2021;417;;
Bíobío;8204;16/02/2021;203;;
Bíobío;8205;16/02/2021;342;;
Bíobío;8206;16/02/2021;291;;
Bíobío;8207;16/02/2021;137;;
Bíobío;8301;16/02/2021;2500;;
Bíobío;8302;16/02/2021;67;;
Bíobío;8303;16/02/2021;264;;
Bíobío;8304;16/02/2021;375;;
Bíobío;8305;16/02/2021;324;;
Bíobío;8306;16/02/2021;260;;
Bíobío;8307;16/02/2021;83;;
Bíobío;8308;16/02/2021;155;;
Bíobío;8309;16/02/2021;174;;
Bíobío;8310;16/02/2021;28;;
Bíobío;8311;16/02/2021;226;;
Bíobío;8312;16/02/2021;275;;
Bíobío;8313;16/02/2021;286;;
Bíobío;8314;16/02/2021;45;;
" La Araucanía";9101;16/02/2021;5086;;
" La Araucanía";9102;16/02/2021;303;;
" La Araucanía";9103;16/02/2021;259;;
" La Araucanía";9104;16/02/2021;95;;
" La Araucanía";9105;16/02/2021;328;;
" La Araucanía";9106;16/02/2021;137;;
" La Araucanía";9107;16/02/2021;207;;
" La Araucanía";9108;16/02/2021;440;;
" La Araucanía";9109;16/02/2021;443;;
" La Araucanía";9110;16/02/2021;125;;
" La Araucanía";9111;16/02/2021;467;;
" La Araucanía";9112;16/02/2021;706;;
" La Araucanía";9113;16/02/2021;34;;
" La Araucanía";9114;16/02/2021;185;;
" La Araucanía";9115;16/02/2021;464;;
" La Araucanía";9116;16/02/2021;150;;
" La Araucanía";9117;16/02/2021;111;;
" La Araucanía";9118;16/02/2021;292;;
" La Araucanía";9119;16/02/2021;441;;
" La Araucanía";9120;16/02/2021;861;;
" La Araucanía";9121;16/02/2021;100;;
" La Araucanía";9201;16/02/2021;702;;
" La Araucanía";9202;16/02/2021;188;;
" La Araucanía";9203;16/02/2021;334;;
" La Araucanía";9204;16/02/2021;170;;
" La Araucanía";9205;16/02/2021;88;;
" La Araucanía";9206;16/02/2021;85;;
" La Araucanía";9207;16/02/2021;173;;
" La Araucanía";9208;16/02/2021;154;;
" La Araucanía";9209;16/02/2021;56;;
" La Araucanía";9210;16/02/2021;253;;
" La Araucanía";9211;16/02/2021;660;;
" Los Lagos";10101;16/02/2021;2593;;
" Los Lagos";10102;16/02/2021;388;;
" Los Lagos";10103;16/02/2021;21;;
" Los Lagos";10104;16/02/2021;192;;
" Los Lagos";10105;16/02/2021;202;;
" Los Lagos";10106;16/02/2021;276;;
" Los Lagos";10107;16/02/2021;380;;
" Los Lagos";10108;16/02/2021;547;;
" Los Lagos";10109;16/02/2021;735;;
" Los Lagos";10201;16/02/2021;382;;
" Los Lagos";10202;16/02/2021;712;;
" Los Lagos";10203;16/02/2021;328;;
" Los Lagos";10204;16/02/2021;46;;
" Los Lagos";10205;16/02/2021;107;;
" Los Lagos";10206;16/02/2021;27;;
" Los Lagos";10207;16/02/2021;70;;
" Los Lagos";10208;16/02/2021;258;;
" Los Lagos";10209;16/02/2021;76;;
" Los Lagos";10210;16/02/2021;97;;
" Los Lagos";10301;16/02/2021;1830;;
" Los Lagos";10302;16/02/2021;130;;
" Los Lagos";10303;16/02/2021;352;;
