FECHA_INMUNIZACION;EDAD_ANOS;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_SUM_of_ÚnicaDOSIS;SUM_of_Refuerzo_DOSIS;SUM_of_4aDOSIS
24/02/2022;13;144;194;;4888;1
24/02/2022;14;93;139;;2945;1
24/02/2022;15;74;138;;1761;1
24/02/2022;16;88;137;;1230;3
24/02/2022;17;62;100;;830;2
25/02/2022;3;1420;1776;;;
25/02/2022;4;1412;2003;;;
25/02/2022;5;1378;2090;;;
25/02/2022;6;899;1058;;4;
25/02/2022;7;464;611;;5;
25/02/2022;8;365;472;;4;
25/02/2022;9;336;390;;3;
25/02/2022;10;287;429;;2;
25/02/2022;11;250;384;;144;
25/02/2022;12;175;255;;4051;5
25/02/2022;13;128;195;;4513;2
25/02/2022;14;107;156;;2807;1
25/02/2022;15;90;132;;1743;
25/02/2022;16;65;117;;1303;2
25/02/2022;17;60;104;;828;4
26/02/2022;3;153;144;;;
26/02/2022;4;129;165;;;
26/02/2022;5;120;194;;;
26/02/2022;6;77;87;;;
26/02/2022;7;43;42;;;
26/02/2022;8;36;39;;;
26/02/2022;9;25;38;;1;
26/02/2022;10;24;27;;;
26/02/2022;11;28;34;;18;
26/02/2022;12;12;18;;292;
26/02/2022;13;12;11;;345;
26/02/2022;14;12;16;;215;
26/02/2022;15;16;10;;140;
26/02/2022;16;10;3;;94;
26/02/2022;17;7;11;;61;
27/02/2022;3;9;6;;;
27/02/2022;4;10;11;;;
27/02/2022;5;11;6;;;
27/02/2022;6;9;2;;;
27/02/2022;7;4;1;;;
27/02/2022;8;2;2;;1;
27/02/2022;9;5;2;;;
27/02/2022;10;1;1;;;
27/02/2022;11;1;;;1;
27/02/2022;12;1;1;;14;
27/02/2022;13;1;2;;18;
27/02/2022;14;;;;10;
27/02/2022;15;1;;;6;
27/02/2022;16;2;;;9;
27/02/2022;17;;1;;3;
28/02/2022;3;1738;2141;;;
28/02/2022;4;1702;2353;;;
28/02/2022;5;1742;2631;;;
28/02/2022;6;1087;1345;;388;
28/02/2022;7;607;762;;428;
28/02/2022;8;507;624;;512;
28/02/2022;9;490;615;;476;
28/02/2022;10;383;553;;574;
28/02/2022;11;398;488;;2587;1
28/02/2022;12;257;347;;6263;2
28/02/2022;13;182;278;;6325;
28/02/2022;14;147;231;;4028;
28/02/2022;15;124;189;;2479;2
28/02/2022;16;126;161;;1731;9
28/02/2022;17;81;111;;1126;5
01/03/2022;3;1374;1667;;;
01/03/2022;4;1241;1797;;;
01/03/2022;5;1309;2068;;;
01/03/2022;6;867;1123;;952;1
01/03/2022;7;485;640;;1236;
01/03/2022;8;439;541;;1306;
01/03/2022;9;384;531;;1416;
01/03/2022;10;388;493;;1522;
01/03/2022;11;337;470;;2572;
01/03/2022;12;217;320;;4929;1
01/03/2022;13;162;264;;4830;
01/03/2022;14;138;233;;3238;3
01/03/2022;15;119;184;;2012;1
01/03/2022;16;108;152;;1459;1
01/03/2022;17;79;119;;1045;
02/03/2022;3;1024;1151;;;
02/03/2022;4;653;996;;;
02/03/2022;5;735;1134;;;
02/03/2022;6;481;601;;716;
02/03/2022;7;315;366;;810;
02/03/2022;8;246;306;;925;
02/03/2022;9;237;326;;1038;1
02/03/2022;10;204;289;;1131;
02/03/2022;11;212;259;;1306;
02/03/2022;12;140;196;;2008;
02/03/2022;13;118;132;;1691;1
02/03/2022;14;85;112;;1169;1
02/03/2022;15;72;99;;800;
02/03/2022;16;63;88;;553;2
02/03/2022;17;51;83;;628;6
03/03/2022;3;874;1090;;;
03/03/2022;4;633;838;;;
03/03/2022;5;649;1076;;;
03/03/2022;6;447;498;;664;
03/03/2022;7;248;353;;894;
03/03/2022;8;237;263;;933;
03/03/2022;9;217;260;;1048;
03/03/2022;10;184;253;;1135;
03/03/2022;11;180;244;;1213;
03/03/2022;12;126;156;;1767;1
03/03/2022;13;97;127;;1557;2
03/03/2022;14;64;90;;987;
03/03/2022;15;63;90;;626;1
03/03/2022;16;56;69;;538;7
03/03/2022;17;61;66;;610;2
04/03/2022;3;1115;1547;;;1
04/03/2022;4;817;1489;;;
04/03/2022;5;828;1485;;;
04/03/2022;6;556;793;;1384;
04/03/2022;7;308;401;;1618;
04/03/2022;8;246;344;;1882;
04/03/2022;9;221;311;;1929;1
04/03/2022;10;201;292;;2018;
04/03/2022;11;197;261;;2431;1
04/03/2022;12;119;169;;3371;
04/03/2022;13;93;135;;2781;
04/03/2022;14;73;119;;1669;1
04/03/2022;15;62;114;;988;
04/03/2022;16;63;102;;760;1
04/03/2022;17;63;87;;641;5
05/03/2022;3;107;158;;;
05/03/2022;4;93;169;;;
05/03/2022;5;71;142;;;
05/03/2022;6;51;83;;209;
05/03/2022;7;41;48;;285;
05/03/2022;8;22;34;;302;
05/03/2022;9;21;22;;319;
05/03/2022;10;12;33;;300;
05/03/2022;11;19;26;;331;
05/03/2022;12;12;21;;448;
05/03/2022;13;4;14;;439;
05/03/2022;14;4;5;;273;
05/03/2022;15;8;9;;143;
05/03/2022;16;8;8;;89;
05/03/2022;17;3;2;;61;
06/03/2022;3;2;3;;;
06/03/2022;4;4;5;;;
06/03/2022;5;1;2;;;
06/03/2022;6;4;2;;7;
06/03/2022;7;1;1;;7;
06/03/2022;8;3;2;;4;
06/03/2022;9;;2;;6;
06/03/2022;10;1;3;;2;
06/03/2022;11;;1;;11;
06/03/2022;12;2;2;;16;
06/03/2022;13;;2;;19;
06/03/2022;14;;;;8;
06/03/2022;15;;1;;7;
06/03/2022;16;;2;;3;
06/03/2022;17;;1;;2;
07/03/2022;3;762;1032;;;
07/03/2022;4;435;877;;;
07/03/2022;5;418;900;;;
07/03/2022;6;276;401;;822;1
07/03/2022;7;179;247;;867;1
07/03/2022;8;133;201;;1037;
07/03/2022;9;123;189;;1136;
07/03/2022;10;123;210;;1128;
07/03/2022;11;107;169;;1213;1
07/03/2022;12;92;123;;1252;
07/03/2022;13;67;86;;1060;1
07/03/2022;14;60;84;;770;
07/03/2022;15;46;64;;456;1
07/03/2022;16;39;72;;360;3
07/03/2022;17;36;64;;553;9
08/03/2022;3;531;932;;;
08/03/2022;4;299;755;;;
08/03/2022;5;301;821;;;
08/03/2022;6;197;408;;914;
08/03/2022;7;124;213;;1028;
08/03/2022;8;125;161;;1265;
08/03/2022;9;101;153;;1168;
08/03/2022;10;84;168;;1237;
08/03/2022;11;94;120;;1280;
08/03/2022;12;67;101;;1249;
08/03/2022;13;41;89;;1008;1
08/03/2022;14;42;65;;648;1
08/03/2022;15;31;64;;417;2
08/03/2022;16;23;46;;299;4
08/03/2022;17;38;50;;451;6
09/03/2022;3;536;911;;;
09/03/2022;4;266;718;;;
09/03/2022;5;294;783;;1;
09/03/2022;6;179;391;;1140;
09/03/2022;7;107;214;;1254;
09/03/2022;8;76;164;;1419;
09/03/2022;9;73;185;;1491;
09/03/2022;10;64;151;;1539;
09/03/2022;11;81;131;;1464;1
09/03/2022;12;42;101;;1257;2
09/03/2022;13;32;83;;1051;
09/03/2022;14;26;66;;682;
09/03/2022;15;26;48;;416;3
09/03/2022;16;32;57;;312;1
09/03/2022;17;21;47;;439;7
10/03/2022;3;519;874;;;
10/03/2022;4;279;695;;;
10/03/2022;5;277;720;;;
10/03/2022;6;187;357;;1153;
10/03/2022;7;76;181;;1290;
10/03/2022;8;89;164;;1517;
10/03/2022;9;67;180;;1526;
10/03/2022;10;69;124;;1587;
10/03/2022;11;55;123;;1458;
10/03/2022;12;38;107;;1244;2
10/03/2022;13;24;81;;1043;
10/03/2022;14;16;52;;644;1
10/03/2022;15;35;67;;416;1
10/03/2022;16;24;52;;350;1
10/03/2022;17;26;42;;427;3
11/03/2022;3;772;1276;;;
11/03/2022;4;527;1168;;;
11/03/2022;5;430;1198;;2;
11/03/2022;6;310;636;;2295;
11/03/2022;7;140;363;;2695;
11/03/2022;8;142;286;;2961;
11/03/2022;9;124;285;;2928;
11/03/2022;10;110;225;;2944;
11/03/2022;11;103;213;;3089;2
11/03/2022;12;58;137;;2850;
11/03/2022;13;45;106;;2411;
11/03/2022;14;27;87;;1471;
11/03/2022;15;36;58;;807;1
11/03/2022;16;45;58;;588;
11/03/2022;17;23;51;;528;5
12/03/2022;3;103;141;;;
12/03/2022;4;51;149;;;
12/03/2022;5;51;134;;1;
12/03/2022;6;37;97;;486;
12/03/2022;7;13;40;;551;
12/03/2022;8;17;26;;646;
12/03/2022;9;12;34;;689;
12/03/2022;10;18;31;;671;
12/03/2022;11;15;26;;640;
12/03/2022;12;8;15;;537;
12/03/2022;13;8;13;;465;
12/03/2022;14;6;7;;316;
12/03/2022;15;3;7;;154;
12/03/2022;16;5;4;;106;
12/03/2022;17;4;6;;101;2
13/03/2022;3;9;7;;;
13/03/2022;4;1;;;;
13/03/2022;5;1;10;;;
13/03/2022;6;2;4;;12;
13/03/2022;7;;1;;15;
13/03/2022;8;;2;;17;
13/03/2022;9;1;;;19;
13/03/2022;10;1;;;11;
13/03/2022;11;;1;;23;
13/03/2022;12;1;2;;36;
13/03/2022;13;;;;17;
13/03/2022;14;;;;8;
13/03/2022;15;;1;;13;
13/03/2022;16;;;;1;1
13/03/2022;17;;2;;2;
14/03/2022;3;465;794;;;
14/03/2022;4;296;672;;;
14/03/2022;5;286;742;;1;
14/03/2022;6;182;355;;1056;
14/03/2022;7;114;233;;1169;
14/03/2022;8;77;190;;1261;
14/03/2022;9;107;153;;1406;
14/03/2022;10;61;173;;1439;
14/03/2022;11;69;138;;1399;
14/03/2022;12;57;100;;1258;1
14/03/2022;13;37;73;;1073;
14/03/2022;14;28;63;;721;1
14/03/2022;15;35;58;;507;
14/03/2022;16;28;41;;375;3
14/03/2022;17;30;52;;445;7
15/03/2022;3;444;742;;;
15/03/2022;4;236;586;;;
15/03/2022;5;233;685;;;
15/03/2022;6;154;331;;1336;
15/03/2022;7;76;192;;1478;
15/03/2022;8;66;149;;1655;
15/03/2022;9;71;150;;1685;
15/03/2022;10;59;135;;1691;
15/03/2022;11;57;139;;1625;
15/03/2022;12;46;103;;1290;
15/03/2022;13;40;67;;1047;2
15/03/2022;14;25;63;;741;
15/03/2022;15;26;48;;451;
15/03/2022;16;24;49;;356;1
15/03/2022;17;25;45;;379;3
16/03/2022;3;398;660;;;
16/03/2022;4;215;592;;;
16/03/2022;5;211;631;;;
16/03/2022;6;149;333;;1441;
16/03/2022;7;67;214;;1624;
16/03/2022;8;58;157;;1708;
16/03/2022;9;61;146;;1776;
16/03/2022;10;49;129;;1813;
16/03/2022;11;54;124;;1675;
16/03/2022;12;30;101;;1315;
16/03/2022;13;37;84;;1114;
16/03/2022;14;25;45;;730;
16/03/2022;15;20;43;;480;
16/03/2022;16;7;42;;345;7
16/03/2022;17;17;55;;373;6
17/03/2022;3;391;616;;;
17/03/2022;4;206;562;;;
17/03/2022;5;215;586;;2;
17/03/2022;6;123;319;;1337;
17/03/2022;7;86;182;;1649;
17/03/2022;8;64;147;;1662;1
17/03/2022;9;69;144;;1684;
17/03/2022;10;56;142;;1738;
17/03/2022;11;61;109;;1658;
17/03/2022;12;28;99;;1321;
17/03/2022;13;31;70;;984;1
17/03/2022;14;19;60;;670;
17/03/2022;15;28;38;;467;
17/03/2022;16;25;54;;348;2
17/03/2022;17;28;44;;367;4
18/03/2022;3;563;954;;;
18/03/2022;4;287;910;;;1
18/03/2022;5;315;927;;1;
18/03/2022;6;219;547;;2477;
18/03/2022;7;121;287;;2675;
18/03/2022;8;91;222;;3030;
18/03/2022;9;89;194;;3086;
18/03/2022;10;84;191;;3104;
18/03/2022;11;75;183;;3104;2
18/03/2022;12;59;129;;2658;1
18/03/2022;13;45;121;;2355;2
18/03/2022;14;24;85;;1407;
18/03/2022;15;23;66;;794;1
18/03/2022;16;29;61;;576;5
18/03/2022;17;30;55;;459;5
19/03/2022;3;73;116;;;
19/03/2022;4;28;104;;;
19/03/2022;5;26;118;;;
19/03/2022;6;21;72;;669;
19/03/2022;7;11;27;;779;
19/03/2022;8;8;18;;744;
19/03/2022;9;13;25;;808;
19/03/2022;10;10;19;;807;
19/03/2022;11;7;22;;739;1
19/03/2022;12;6;14;;499;1
19/03/2022;13;7;15;;445;
19/03/2022;14;7;14;;256;1
19/03/2022;15;7;7;;155;
19/03/2022;16;3;9;;89;2
19/03/2022;17;2;2;;59;2
20/03/2022;3;1;3;;;
20/03/2022;4;3;3;;;
20/03/2022;5;1;4;;;
20/03/2022;6;1;3;;17;
20/03/2022;7;3;1;;9;
20/03/2022;8;;2;;28;
20/03/2022;9;;2;;18;
20/03/2022;10;;1;;13;
20/03/2022;11;1;;;23;
20/03/2022;12;1;2;;16;
20/03/2022;13;;1;;18;
20/03/2022;14;;;;9;
20/03/2022;15;;1;;3;
20/03/2022;16;;1;;10;
20/03/2022;17;2;;;2;
21/03/2022;3;405;773;;;
21/03/2022;4;211;642;;1;
21/03/2022;5;216;688;;;
21/03/2022;6;148;397;;1093;
21/03/2022;7;75;224;;1271;
21/03/2022;8;76;159;;1276;1
21/03/2022;9;58;183;;1369;
21/03/2022;10;55;154;;1450;
21/03/2022;11;42;156;;1424;3
21/03/2022;12;35;96;;1116;2
21/03/2022;13;27;87;;1002;1
21/03/2022;14;24;69;;734;1
21/03/2022;15;24;59;;461;2
21/03/2022;16;18;61;;387;2
21/03/2022;17;32;47;;414;8
22/03/2022;3;399;741;;;
22/03/2022;4;187;683;;;
22/03/2022;5;212;712;;2;
22/03/2022;6;118;376;;1364;
22/03/2022;7;77;226;;1516;
22/03/2022;8;58;191;;1554;
22/03/2022;9;60;166;;1697;
22/03/2022;10;78;154;;1709;
22/03/2022;11;57;128;;1572;1
22/03/2022;12;35;101;;1137;1
22/03/2022;13;22;77;;939;
22/03/2022;14;22;80;;593;2
22/03/2022;15;23;64;;408;2
22/03/2022;16;25;51;;292;1
22/03/2022;17;17;49;;321;7
23/03/2022;3;339;755;;;
23/03/2022;4;217;596;;;
23/03/2022;5;213;730;;;
23/03/2022;6;127;389;;1336;
23/03/2022;7;82;214;;1555;
23/03/2022;8;52;164;;1697;
23/03/2022;9;64;186;;1709;2
23/03/2022;10;65;122;;1728;
23/03/2022;11;36;126;;1568;1
23/03/2022;12;44;106;;1084;1
23/03/2022;13;18;73;;946;1
23/03/2022;14;34;56;;651;1
23/03/2022;15;19;59;;418;
23/03/2022;16;20;55;;302;
23/03/2022;17;20;34;;318;1
24/03/2022;3;357;692;;;
24/03/2022;4;215;656;;;
24/03/2022;5;226;670;;;
24/03/2022;6;140;363;;1338;
24/03/2022;7;50;203;;1405;2
24/03/2022;8;61;160;;1482;
24/03/2022;9;49;152;;1593;
24/03/2022;10;45;160;;1634;
24/03/2022;11;41;118;;1521;
24/03/2022;12;31;82;;990;
24/03/2022;13;28;59;;886;
24/03/2022;14;19;52;;610;
24/03/2022;15;18;43;;385;1
24/03/2022;16;18;49;;316;1
24/03/2022;17;26;58;;292;1
25/03/2022;3;584;1124;;;
25/03/2022;4;345;1027;;;
25/03/2022;5;309;1080;;3;
25/03/2022;6;223;604;;2207;
25/03/2022;7;99;352;;2489;1
25/03/2022;8;83;274;;2567;
25/03/2022;9;83;245;;2659;
25/03/2022;10;69;249;;2686;
25/03/2022;11;62;225;;2757;
25/03/2022;12;33;139;;2194;
25/03/2022;13;40;108;;1748;3
25/03/2022;14;24;73;;1129;1
25/03/2022;15;27;68;;703;2
25/03/2022;16;26;54;;479;
25/03/2022;17;19;42;;410;5
26/03/2022;3;70;170;;;
26/03/2022;4;50;152;;;
26/03/2022;5;50;118;;2;
26/03/2022;6;28;75;;626;
26/03/2022;7;16;33;;690;
26/03/2022;8;9;40;;678;
26/03/2022;9;14;24;;694;
26/03/2022;10;5;28;;721;
26/03/2022;11;6;29;;660;
26/03/2022;12;8;26;;478;
26/03/2022;13;5;13;;376;1
26/03/2022;14;5;9;;273;1
26/03/2022;15;9;8;;166;
26/03/2022;16;4;8;;89;
26/03/2022;17;4;9;;64;2
27/03/2022;3;2;7;;;
27/03/2022;4;4;6;;;
27/03/2022;5;2;7;;;
27/03/2022;6;;5;;4;
27/03/2022;7;2;5;;7;
27/03/2022;8;;1;;9;
27/03/2022;9;;3;;11;
27/03/2022;10;;3;;18;
27/03/2022;11;;;;19;
27/03/2022;12;;;;16;
27/03/2022;13;;;;18;1
27/03/2022;14;;;;5;
27/03/2022;15;;;;10;
27/03/2022;16;;1;;5;
27/03/2022;17;2;;;4;
28/03/2022;3;473;865;;;
28/03/2022;4;237;823;;;1
28/03/2022;5;231;855;;;
28/03/2022;6;127;474;;962;
28/03/2022;7;71;252;;1087;
28/03/2022;8;60;194;;970;
28/03/2022;9;55;200;;1167;
28/03/2022;10;50;192;;1104;1
28/03/2022;11;52;176;;1028;
28/03/2022;12;42;150;;1043;1
28/03/2022;13;25;97;;867;
28/03/2022;14;25;104;;626;
28/03/2022;15;25;73;;447;
28/03/2022;16;23;79;;363;2
28/03/2022;17;26;71;;351;2
29/03/2022;3;328;765;;;
29/03/2022;4;213;693;;;
29/03/2022;5;193;691;;3;
29/03/2022;6;96;366;;1002;
29/03/2022;7;60;235;;1188;
29/03/2022;8;49;183;;1203;
29/03/2022;9;36;182;;1258;
29/03/2022;10;43;155;;1256;
29/03/2022;11;38;152;;1187;
29/03/2022;12;39;83;;938;
29/03/2022;13;33;96;;800;2
29/03/2022;14;25;77;;631;
29/03/2022;15;18;64;;392;
29/03/2022;16;10;63;;316;2
29/03/2022;17;12;36;;326;3
30/03/2022;3;361;685;;;
30/03/2022;4;265;565;;1;
30/03/2022;5;236;646;;2;
30/03/2022;6;129;362;;1120;
30/03/2022;7;50;204;;1227;
30/03/2022;8;63;156;;1249;
30/03/2022;9;50;150;;1311;1
30/03/2022;10;46;151;;1261;
30/03/2022;11;37;134;;1204;
30/03/2022;12;37;102;;956;2
30/03/2022;13;27;87;;773;
30/03/2022;14;20;52;;579;1
30/03/2022;15;19;52;;360;
30/03/2022;16;18;50;;318;2
30/03/2022;17;16;43;;309;4
31/03/2022;3;338;649;;;
31/03/2022;4;198;529;;1;
31/03/2022;5;184;559;;2;
31/03/2022;6;118;310;;924;
31/03/2022;7;57;163;;1094;
31/03/2022;8;55;130;;1218;
31/03/2022;9;50;126;;1151;
31/03/2022;10;37;137;;1203;
31/03/2022;11;31;88;;1102;
31/03/2022;12;30;80;;839;1
31/03/2022;13;21;51;;697;1
31/03/2022;14;19;36;;502;
31/03/2022;15;14;51;;358;
31/03/2022;16;11;33;;268;6
31/03/2022;17;14;39;;306;2
01/04/2022;3;418;922;;;
01/04/2022;4;258;834;;;
01/04/2022;5;265;793;;2;
01/04/2022;6;169;516;;1580;
01/04/2022;7;66;299;;1782;
01/04/2022;8;57;220;;1838;
01/04/2022;9;55;221;;1832;
01/04/2022;10;53;155;;1923;
01/04/2022;11;55;189;;1890;2
01/04/2022;12;41;108;;1601;2
01/04/2022;13;31;90;;1340;1
01/04/2022;14;25;72;;926;
01/04/2022;15;15;65;;555;
01/04/2022;16;12;70;;375;1
01/04/2022;17;17;55;;333;10
02/04/2022;3;62;120;;;
02/04/2022;4;35;98;;;
02/04/2022;5;18;89;;;
02/04/2022;6;18;56;;432;
02/04/2022;7;9;35;;479;
02/04/2022;8;6;21;;496;
02/04/2022;9;5;23;;534;
02/04/2022;10;7;14;;518;
02/04/2022;11;4;18;;468;
02/04/2022;12;2;5;;278;
02/04/2022;13;3;8;;276;
02/04/2022;14;3;3;;183;
02/04/2022;15;1;9;;105;
02/04/2022;16;1;10;;82;
02/04/2022;17;2;3;;55;2
03/04/2022;3;1;3;;;
03/04/2022;4;3;1;;;
03/04/2022;5;;2;;;
03/04/2022;6;;3;;7;
03/04/2022;7;;;;15;
03/04/2022;8;;;;15;
03/04/2022;9;;1;;16;
03/04/2022;10;;;;10;
03/04/2022;11;;2;;14;
03/04/2022;12;;2;;7;
03/04/2022;13;;;;14;
03/04/2022;14;1;;;9;
03/04/2022;15;;;;2;
03/04/2022;16;;;;4;
03/04/2022;17;;;;4;
04/04/2022;3;358;696;;;
04/04/2022;4;235;537;;;
04/04/2022;5;210;555;;3;
04/04/2022;6;119;320;;820;1
04/04/2022;7;59;177;;875;
04/04/2022;8;57;119;;903;
04/04/2022;9;49;149;;940;
04/04/2022;10;38;118;;967;
04/04/2022;11;34;109;;947;
04/04/2022;12;34;95;;880;2
04/04/2022;13;23;59;;707;3
04/04/2022;14;18;48;;526;1
04/04/2022;15;18;44;;363;1
04/04/2022;16;19;38;;323;4
04/04/2022;17;20;52;;335;7
05/04/2022;3;346;558;;;
05/04/2022;4;194;424;;;
05/04/2022;5;205;463;;2;
05/04/2022;6;132;268;;1102;
05/04/2022;7;56;160;;1234;
05/04/2022;8;61;134;;1151;
05/04/2022;9;43;114;;1242;
05/04/2022;10;43;108;;1104;
05/04/2022;11;36;84;;1106;1
05/04/2022;12;36;85;;872;1
05/04/2022;13;26;52;;689;1
05/04/2022;14;12;40;;459;2
05/04/2022;15;9;30;;294;
05/04/2022;16;20;29;;246;5
05/04/2022;17;24;39;;300;3
06/04/2022;3;341;576;;;
06/04/2022;4;182;401;;;
06/04/2022;5;157;411;;;
06/04/2022;6;104;227;;1130;
06/04/2022;7;51;145;;1340;
06/04/2022;8;63;90;;1302;
06/04/2022;9;37;81;;1269;
06/04/2022;10;35;76;;1305;
06/04/2022;11;34;98;;1186;
06/04/2022;12;24;52;;829;2
06/04/2022;13;24;47;;713;1
06/04/2022;14;14;44;;537;
06/04/2022;15;13;36;;341;3
06/04/2022;16;15;33;;270;2
06/04/2022;17;28;35;;292;6
07/04/2022;3;335;478;;;
07/04/2022;4;182;360;;;
07/04/2022;5;150;391;;1;
07/04/2022;6;103;205;;979;
07/04/2022;7;45;135;;1186;
07/04/2022;8;45;103;;1220;
07/04/2022;9;35;92;;1284;
07/04/2022;10;34;100;;1312;
07/04/2022;11;34;75;;1055;
07/04/2022;12;22;44;;778;
07/04/2022;13;20;39;;670;1
07/04/2022;14;17;49;;532;1
07/04/2022;15;16;42;;344;
07/04/2022;16;16;41;;232;1
07/04/2022;17;17;33;;289;2
08/04/2022;3;440;742;;;
08/04/2022;4;262;594;;;
08/04/2022;5;206;602;;1;
08/04/2022;6;153;366;;1434;1
08/04/2022;7;53;202;;1389;
08/04/2022;8;35;164;;1592;2
08/04/2022;9;53;142;;1612;
08/04/2022;10;32;114;;1651;
08/04/2022;11;34;118;;1725;1
08/04/2022;12;28;81;;1435;1
08/04/2022;13;26;75;;1222;
08/04/2022;14;25;48;;803;
08/04/2022;15;21;50;;473;2
08/04/2022;16;21;51;;329;5
08/04/2022;17;12;38;;337;9
09/04/2022;3;69;114;;;
09/04/2022;4;27;87;;;
09/04/2022;5;25;96;;1;
09/04/2022;6;24;48;;494;2
09/04/2022;7;12;26;;533;
09/04/2022;8;9;23;;541;
09/04/2022;9;10;22;;541;
09/04/2022;10;9;23;;528;
09/04/2022;11;11;21;;531;
09/04/2022;12;5;15;;360;1
09/04/2022;13;4;13;;331;
09/04/2022;14;1;6;;235;
09/04/2022;15;6;8;;134;
09/04/2022;16;2;6;;94;
09/04/2022;17;2;8;;68;4
10/04/2022;3;;4;;;
10/04/2022;4;1;1;;;
10/04/2022;5;1;3;;;
10/04/2022;6;;4;;3;
10/04/2022;7;;;;10;
10/04/2022;8;;;;5;
10/04/2022;9;1;;;10;
10/04/2022;10;;;;13;
10/04/2022;11;;;;7;
10/04/2022;12;;;;13;
10/04/2022;13;;;;7;
10/04/2022;14;;;;5;
10/04/2022;15;;1;;1;
10/04/2022;16;;1;;2;
10/04/2022;17;;;;4;
11/04/2022;3;353;489;;;
11/04/2022;4;153;391;;;
11/04/2022;5;191;434;;1;
11/04/2022;6;94;253;;928;1
11/04/2022;7;62;129;;890;
11/04/2022;8;36;118;;949;
11/04/2022;9;26;104;;997;
11/04/2022;10;19;80;;1022;
11/04/2022;11;17;85;;964;1
11/04/2022;12;37;68;;810;
11/04/2022;13;17;48;;713;
11/04/2022;14;11;38;;539;
11/04/2022;15;19;31;;353;4
11/04/2022;16;23;33;;248;6
11/04/2022;17;28;38;;332;11
12/04/2022;3;273;412;;;
12/04/2022;4;123;322;;;
12/04/2022;5;150;353;;2;
12/04/2022;6;94;190;;1337;
12/04/2022;7;59;111;;1486;1
12/04/2022;8;43;95;;1414;
12/04/2022;9;25;92;;1293;
12/04/2022;10;34;59;;1268;
12/04/2022;11;26;71;;1094;
12/04/2022;12;18;52;;786;3
12/04/2022;13;25;32;;659;1
12/04/2022;14;9;28;;506;
12/04/2022;15;12;25;;292;1
12/04/2022;16;16;24;;235;2
12/04/2022;17;16;35;;299;11
13/04/2022;3;333;397;;;
13/04/2022;4;125;304;;1;
13/04/2022;5;137;328;;2;
13/04/2022;6;83;196;;1149;
13/04/2022;7;49;91;;1220;
13/04/2022;8;31;101;;1344;
13/04/2022;9;25;83;;1309;
13/04/2022;10;31;72;;1275;
13/04/2022;11;19;63;;1075;
13/04/2022;12;17;45;;762;1
13/04/2022;13;20;35;;614;
13/04/2022;14;14;36;;431;
13/04/2022;15;17;31;;346;
13/04/2022;16;10;23;;226;6
13/04/2022;17;18;32;;256;15
14/04/2022;3;358;516;;;
14/04/2022;4;167;372;;;
14/04/2022;5;144;373;;3;
14/04/2022;6;104;252;;1591;
14/04/2022;7;46;108;;1661;
14/04/2022;8;49;112;;1647;1
14/04/2022;9;46;112;;1686;
14/04/2022;10;39;104;;1819;
14/04/2022;11;31;81;;1747;2
14/04/2022;12;27;77;;1384;
14/04/2022;13;19;42;;1222;1
14/04/2022;14;15;38;;882;1
14/04/2022;15;15;49;;544;2
14/04/2022;16;14;38;;373;9
14/04/2022;17;15;33;;335;29
15/04/2022;3;1;3;;;
15/04/2022;4;;3;;;
15/04/2022;5;1;1;;;
15/04/2022;6;1;;;8;
15/04/2022;7;;3;;5;
15/04/2022;8;;1;;10;
15/04/2022;9;;;;14;
15/04/2022;10;;1;;5;
15/04/2022;11;;1;;10;
15/04/2022;12;;;;6;
15/04/2022;13;;1;;9;
15/04/2022;14;1;1;;4;
15/04/2022;15;;;;2;
15/04/2022;17;1;;;2;
16/04/2022;3;;2;;;
16/04/2022;4;2;6;;;
16/04/2022;6;;1;;6;
16/04/2022;7;;1;;14;
16/04/2022;8;;;;11;
16/04/2022;9;;;;8;
16/04/2022;10;;2;;14;
16/04/2022;11;;1;;14;
16/04/2022;12;;1;;12;
16/04/2022;13;1;1;;14;
16/04/2022;14;;1;;7;
16/04/2022;15;;;;4;
16/04/2022;16;;;;2;
16/04/2022;17;1;1;;2;1
17/04/2022;3;1;3;;;
17/04/2022;6;;1;;2;
17/04/2022;7;;2;;2;
17/04/2022;8;1;1;;;
17/04/2022;9;;;;2;
17/04/2022;10;;;;3;
17/04/2022;11;;;;2;
17/04/2022;12;;;;3;
17/04/2022;14;;;;1;
17/04/2022;15;;;;1;
17/04/2022;16;;;;1;
17/04/2022;17;;;;4;
18/04/2022;3;310;443;;;
18/04/2022;4;149;297;;;
18/04/2022;5;157;371;;3;
18/04/2022;6;80;169;;880;
18/04/2022;7;46;132;;857;
18/04/2022;8;38;84;;812;
18/04/2022;9;25;84;;824;
18/04/2022;10;43;77;;806;
18/04/2022;11;25;61;;845;
18/04/2022;12;21;59;;690;
18/04/2022;13;21;33;;649;1
18/04/2022;14;13;36;;503;1
18/04/2022;15;19;34;;341;6
18/04/2022;16;21;24;;281;30
18/04/2022;17;18;41;;314;144
19/04/2022;3;246;388;;;
19/04/2022;4;130;260;;;
19/04/2022;5;138;277;;3;
19/04/2022;6;92;176;;1114;1
19/04/2022;7;45;105;;1205;
19/04/2022;8;34;87;;1140;
19/04/2022;9;35;93;;1177;
19/04/2022;10;28;64;;1156;
19/04/2022;11;17;68;;948;1
19/04/2022;12;13;39;;705;1
