Fecha,Casos totales acumulados,Casos activos confirmados,Fallecidos,Casos confirmados recuperados,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas,Casos nuevos reportados por laboratorio,Casos probables acumulados,Casos activos probables,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos nuevos confirmados por antigeno
21-02-2022,2876455,131408,41491,2696204,23254,12869,2643,7742,354099,42,367638,12883,5575
22-02-2022,2895931,114795,41526,2732239,18380,11517,1697,5166,354096,29,372663,12912,5028
23-02-2022,2921131,105912,41571,2766256,24700,15817,2921,5962,354087,30,383291,13186,10631
24-02-2022,2953895,106133,41795,2798492,30675,17240,4210,9225,354091,24,393172,13483,9892
25-02-2022,2985873,108299,41919,2828136,29135,16636,4062,8437,354088,22,402285,13764,9121
26-02-2022,3015630,109416,42070,2856569,27739,16216,3797,7726,354085,22,411055,13877,8773
27-02-2022,3041400,112826,42200,2878743,23821,13514,3475,6832,354087,25,418792,14221,7745
28-02-2022,3061019,112966,42353,2898013,18148,10261,1898,5989,354096,30,423762,14301,4979
01-03-2022,3076291,98421,42381,2927793,13928,9239,1172,3517,354106,30,428341,14307,4583
02-03-2022,3098110,91717,42411,2956270,20400,13074,2418,4908,354110,33,437844,14793,9508
03-03-2022,3122802,91035,42683,2981315,23395,13531,3606,6258,354105,27,445594,15008,7754
04-03-2022,3147434,90479,42809,3006337,23132,13195,3245,6692,354099,32,453136,15231,7553
05-03-2022,3168335,88933,42955,3028599,20503,11882,2847,5774,354100,26,460150,15463,7018
06-03-2022,3188448,91410,43077,3046064,19353,11174,2832,5347,354098,24,466571,15645,6426
07-03-2022,3202562,89973,43226,3061410,13820,8218,1507,4095,354102,23,470583,15809,4015
08-03-2022,3214326,76783,43260,3086309,10815,7330,970,2515,354102,23,474410,15889,3830
