"fecha";"region";"r.estimado";"r.liminf";"r.lisup"
"2021-06-23";4;0.802194710731795;0.714978003347067;0.889411418116523
"2021-06-24";4;0.774422935338471;0.678418690915533;0.870427179761409
"2021-06-25";4;0.763688114794455;0.661374219059189;0.866002010529721
"2021-06-26";4;0.763403727973541;0.656462281587828;0.870345174359253
"2021-06-27";4;0.775455835307734;0.664774285330522;0.886137385284947
"2021-06-28";4;0.767245390382354;0.656333503633507;0.878157277131201
"2021-06-29";4;0.769190238977504;0.655937245582914;0.882443232372095
"2021-06-30";4;0.775573169355742;0.663480276260772;0.887666062450712
"2021-07-01";4;0.757818614954702;0.648032948887097;0.867604281022307
"2021-07-02";4;0.746496233899988;0.635401131214677;0.857591336585299
"2021-07-03";4;0.749114829060551;0.63486665645814;0.863363001662961
"2021-07-04";4;0.75813294378726;0.642745540204412;0.873520347370108
"2021-07-05";4;0.799479556103116;0.67788948645203;0.921069625754202
"2021-07-06";4;0.798372016375833;0.678194109188041;0.918549923563624
"2021-07-07";4;0.800071759006856;0.680825594357248;0.919317923656465
"2021-07-08";4;0.817654984995273;0.699371580266976;0.935938389723569
"2021-07-09";4;0.81929941286149;0.704953580326835;0.933645245396145
"2021-07-10";4;0.828259527610168;0.714284897636413;0.942234157583921
"2021-07-11";4;0.838633694390185;0.725245197317066;0.952022191463304
"2021-07-12";4;0.79106742523886;0.681770923922906;0.900363926554814
"2021-07-13";4;0.769089241534668;0.655356928545166;0.88282155452417
"2021-07-14";4;0.763753228288706;0.641447855005793;0.886058601571619
"2021-07-15";4;0.757786419056996;0.628902940225321;0.886669897888671
"2021-07-16";4;0.750507118278275;0.616670009494753;0.884344227061797
"2021-07-17";4;0.752100373919035;0.614438835215907;0.889761912622163
"2021-07-18";4;0.755492147148347;0.616841436302757;0.894142857993938
"2021-07-19";4;0.780743579515946;0.632116040296159;0.929371118735732
"2021-07-20";4;0.799639518550525;0.652327500886658;0.946951536214393
"2021-07-21";4;0.818819455287319;0.669471483990294;0.968167426584344
"2021-07-22";4;0.827713097153999;0.679736532515602;0.975689661792396
"2021-07-23";4;0.84095831397;0.69578549808775;0.98613112985225
"2021-07-24";4;0.848634726323689;0.708642483219396;0.988626969427982
"2021-07-25";4;0.852755859593572;0.715760542299839;0.989751176887306
"2021-07-26";4;0.824615980513402;0.686329619311735;0.96290234171507
"2021-07-27";4;0.810856694333917;0.671092933182164;0.95062045548567
"2021-07-28";4;0.770973296375394;0.628189672015102;0.913756920735686
"2021-07-29";4;0.77531403445717;0.620066814684223;0.930561254230115
"2021-07-30";4;0.778169149818889;0.618102743817609;0.938235555820168
"2021-07-31";4;0.772893979350409;0.607143286351034;0.938644672349784
"2021-08-01";4;0.777581945936331;0.611037903254114;0.944125988618548
"2021-08-02";4;0.791189109839596;0.619567135142136;0.962811084537056
"2021-08-03";4;0.806529130940301;0.629095834511528;0.983962427369073
"2021-08-04";4;0.828938333429217;0.65386088933702;1.00401577752141
"2021-08-05";4;0.824313803048784;0.647413606557125;1.00121399954044
"2021-08-06";4;0.830912980891838;0.650800945653649;1.01102501613003
"2021-08-07";4;0.844995959625787;0.661277488185391;1.02871443106618
"2021-08-08";4;0.864375785647839;0.678965922938843;1.04978564835684
"2021-08-09";4;0.872658971203065;0.677334343034945;1.06798359937118
"2021-08-10";4;0.87077118815297;0.667676675800374;1.07386570050557
"2021-08-11";4;0.885305136020308;0.681280940440759;1.08932933159986
"2021-08-12";4;0.896288866701762;0.688562810647243;1.10401492275628
"2021-08-13";4;0.889568220055831;0.694966298291093;1.08417014182057
"2021-08-14";4;0.877795671306637;0.691204618722002;1.06438672389127
"2021-08-15";4;0.867592125384504;0.681816895431965;1.05336735533704
"2021-08-16";4;0.840325934893867;0.644852770169397;1.03579909961834
"2021-08-17";4;0.809022241305147;0.611745227814829;1.00629925479546
"2021-08-18";4;0.770951517097905;0.569701924278474;0.972201109917336
"2021-08-19";4;0.751456664766235;0.542079220899737;0.960834108632732
"2021-08-20";4;0.742097091888832;0.530559109376964;0.953635074400701
"2021-08-21";4;0.7486395503919;0.531944733413636;0.965334367370164
"2021-08-22";4;0.749891157394171;0.534299764601631;0.96548255018671
"2021-08-23";4;0.749861609328671;0.515976611092875;0.983746607564468
