"fecha";"r.estimado";"r.liminf";"r.lisup";"r.liminf80";"r.lisup80"
"2020-10-16";0.977700241467383;0.943051025340363;1.0123494575944;0.955068503538164;1.0003319793966
"2020-10-17";0.974102720091923;0.940796098746075;1.00740934143777;0.95234533497299;0.995860105210856
"2020-10-18";0.986687539628489;0.954246515435738;1.01912856382124;0.965492866850487;1.00788221240649
"2020-10-19";1.02667012613554;0.992729157635153;1.06061109463592;1.00449919387028;1.0488410584008
"2020-10-20";0.994736177918764;0.961154862191975;1.02831749364555;0.972797511858615;1.01667484397891
"2020-10-21";0.976068140451877;0.946502526661557;1.0056337542422;0.95675064853718;0.995385632366575
"2020-10-22";0.956500815690159;0.927112594017228;0.98588903736309;0.937299978509762;0.975701652870556
"2020-10-23";0.954752623262324;0.923627048707461;0.985878197817186;0.934412297612962;0.975092948911686
"2020-10-24";0.950345204146427;0.917083356622433;0.983607051670421;0.928607800888953;0.972082607403901
"2020-10-25";0.95133370323119;0.916409442767208;0.986257963695173;0.928508229835979;0.974159176626402
"2020-10-26";0.950259999782745;0.91329577134746;0.987224228218031;0.926103454052506;0.974416545512984
"2020-10-27";0.964354873727236;0.926630623722676;1.0020791237318;0.939701142743762;0.98900860471071
"2020-10-28";0.980223721702431;0.942216918758248;1.01823052464661;0.955390737804106;1.00505670560076
"2020-10-29";0.979242942933225;0.943923826948848;1.0145620589176;0.956168398612379;1.00231748725407
"2020-10-30";0.983842092013224;0.952146969748946;1.0155372142775;0.963131196074755;1.00455298795169
"2020-10-31";0.980058384867774;0.947977412923698;1.01213935681185;0.959098333725567;1.00101843600998
"2020-11-01";0.988803103703076;0.956464773739394;1.02114143366676;0.96767531107533;1.00993089633082
"2020-11-02";1.0043893113637;0.973616292917002;1.0351623298104;0.984282240099982;1.02449638262742
"2020-11-03";0.997449983900559;0.967983169303933;1.02691679849719;0.978194671079478;1.01670529672164
"2020-11-04";0.982066929749493;0.953304336912618;1.01082952258637;0.963271758015335;1.00086210148365
"2020-11-05";0.994429370284566;0.966257869725328;1.0226008708438;0.976019256605823;1.01283948396331
"2020-11-06";0.99619000722568;0.966863659952038;1.02551635449932;0.97702792003507;1.01535209441629
"2020-11-07";1.00891148099511;0.977935344601268;1.03988761738896;0.988674264013362;1.02914869797686
"2020-11-08";1.00553158341329;0.975329453631494;1.03573371319508;0.985797679679065;1.02526548714751
"2020-11-09";0.994924938339583;0.964467174597814;1.02538270208135;0.975024776565382;1.01482510011378
"2020-11-10";1.00308661091785;0.97112143861953;1.03505178321616;0.982205085198985;1.02396813663671
"2020-11-11";1.0056338908597;0.97460486330565;1.03666291841376;0.98536202466532;1.02590575705409
"2020-11-12";1.00154291130067;0.969243799543662;1.03384202305768;0.980443419326518;1.02264240327483
"2020-11-13";0.99602494523956;0.963987110679862;1.02806277979926;0.9750960484835;1.01695384199562
"2020-11-14";0.992698019325876;0.963108567532118;1.02228747111963;0.973364700836709;1.01203133781504
"2020-11-15";0.990112851769232;0.962624263887806;1.01760143965066;0.972148787762594;1.00807691577587
"2020-11-16";0.98482065176732;0.954947494765823;1.01469380876882;0.965302674302185;1.00433862923246
"2020-11-17";0.973006564557059;0.942960212946911;1.00305291616721;0.95337485516117;0.992638273952949
"2020-11-18";0.981652318895235;0.950849297485399;1.01245534030507;0.961523698801316;1.00178093898915
"2020-11-19";0.991223906215793;0.959042948674671;1.02340486375692;0.970197930587918;1.01224988184367
"2020-11-20";1.01077003443115;0.977736532638297;1.043803536224;0.989190111118947;1.03234995774335
"2020-11-21";1.00904342358976;0.976669863423838;1.04141698375567;0.987894436137637;1.03019241104188
"2020-11-22";1.0114669657317;0.979960795485691;1.0429731359777;0.990882616981132;1.03205131448226
"2020-11-23";1.02246179280119;0.989664557769627;1.05525902783274;1.00103530326611;1.04388828233626
"2020-11-24";1.03173878486076;0.998210015348987;1.06526755437254;1.00983235017189;1.05364521954963
"2020-11-25";1.02946802824775;0.992963043331037;1.06597301316446;1.00561798284575;1.05331807364975
"2020-11-26";1.02764820779108;0.988712448274323;1.06658396730783;1.00221344056255;1.0530829750196
"2020-11-27";1.01211389274678;0.976669035942162;1.04755874955141;0.988954667598197;1.03527311789537
"2020-11-28";1.01385113402048;0.979570975492125;1.04813129254884;0.991456240464499;1.03624602757646
"2020-11-29";1.00963217046738;0.979815936124865;1.03944840480989;0.990147794637291;1.02911654629746
"2020-11-30";1.0162376608672;0.985931248903539;1.04654407283086;0.996435476561246;1.03603984517316
"2020-12-01";1.03858519205972;1.00797914851384;1.06919123560559;1.01858686443149;1.05858351968794
"2020-12-02";1.0568471822431;1.02243051140073;1.09126385308546;1.034358342136;1.07933602235019
"2020-12-03";1.07360978068148;1.03515880019438;1.11206076116858;1.04847927721529;1.09874028414768
"2020-12-04";1.08845300459471;1.04686196889488;1.13004404029454;1.06126282189094;1.11564318729847
"2020-12-05";1.09373675949001;1.04669213728866;1.14078138169135;1.06297932097232;1.1244941980077
"2020-12-06";1.09049122341917;1.04075889697796;1.14022354986038;1.05797535984745;1.12300708699089
"2020-12-07";1.09453105843464;1.04451200072886;1.14455011614043;1.06182748192304;1.12723463494624
"2020-12-08";1.06073995010571;1.01054372149425;1.11093617871717;1.0279213277798;1.09355857243162
"2020-12-09";1.06627767237185;1.02279606802033;1.10975927672336;1.03785080884799;1.09470453589571
"2020-12-10";1.07157112075675;1.02824428035778;1.11489796115571;1.04324861231177;1.09989362920173
"2020-12-11";1.07705529157249;1.03297385744894;1.12113672569604;1.04824022407159;1.1058703590734
"2020-12-12";1.08162853242085;1.03719368528273;1.12606337955897;1.05258082037878;1.11067624446291
"2020-12-13";1.09095059603705;1.04618598347936;1.13571520859474;1.06168511927164;1.12021607280246
"2020-12-14";1.09909128154259;1.05201518423704;1.14616737884814;1.06831345303248;1.1298691100527
"2020-12-15";1.12872659069957;1.07679660951075;1.18065657188839;1.09477566206597;1.16267751933317
"2020-12-16";1.11184091754165;1.05430512614647;1.16937670893683;1.07422172094757;1.14946011413573
"2020-12-17";1.09469179701033;1.03814145760829;1.15124213641236;1.05771748399232;1.13166611002834
"2020-12-18";1.08481253525849;1.0332702696576;1.13635480085939;1.05111295817132;1.11851211234567
"2020-12-19";1.07745475290209;1.03076480056628;1.1241447052379;1.04692782516258;1.10798168064161
"2020-12-20";1.07836529806849;1.03503175280029;1.12169884333668;1.05003337841182;1.10669721772515
"2020-12-21";1.08500350803452;1.0436059433854;1.12640107268365;1.05793686485314;1.11207015121591
"2020-12-22";1.07952359661036;1.03760472409642;1.12144246912431;1.05211612625922;1.10693106696151
