"semana_epidemiologica","grupo_edad","tasa_incidencia","tasa_incidencia_categoria"
66,"30 - 39 años",328.852420837414,"> 250"
66,"40 - 49 años",299.902234850221,"> 250"
66,"50 - 59 años",300.392294868013,"> 250"
66,"60 - 69 años",207.427707951543,"(150, 250]"
66,"70 - 79 años",130.970121563539,"(70, 150]"
66,"80 años o más",140.26194420976,"(70, 150]"
67,"00 - 09 años",85.9360498291591,"(70, 150]"
67,"10 - 19 años",189.955296949192,"(150, 250]"
67,"20 - 29 años",351.967837823155,"> 250"
67,"30 - 39 años",359.794698974188,"> 250"
67,"40 - 49 años",325.107312527687,"> 250"
67,"50 - 59 años",328.325951168424,"> 250"
67,"60 - 69 años",203.325716933795,"(150, 250]"
67,"70 - 79 años",134.981457599175,"(70, 150]"
67,"80 años o más",146.662424062878,"(70, 150]"
68,"00 - 09 años",85.6125258768611,"(70, 150]"
68,"10 - 19 años",181.322765213748,"(150, 250]"
68,"20 - 29 años",327.714265757061,"> 250"
68,"30 - 39 años",328.126695763844,"> 250"
68,"40 - 49 años",301.620762873684,"> 250"
68,"50 - 59 años",297.396389131867,"> 250"
68,"60 - 69 años",167.738173239276,"(150, 250]"
68,"70 - 79 años",127.460202532356,"(70, 150]"
68,"80 años o más",134.958689474319,"(70, 150]"
69,"00 - 09 años",83.7927036451848,"(70, 150]"
69,"10 - 19 años",172.096251936875,"(150, 250]"
69,"20 - 29 años",308.667127161155,"> 250"
69,"30 - 39 años",312.259706655328,"> 250"
69,"40 - 49 años",280.387394406,"> 250"
69,"50 - 59 años",247.098929448952,"(150, 250]"
69,"60 - 69 años",149.500942903611,"(70, 150]"
69,"70 - 79 años",119.638097262865,"(70, 150]"
69,"80 años o más",127.826726209416,"(70, 150]"
70,"00 - 09 años",76.4325337304051,"(70, 150]"
70,"10 - 19 años",162.552948504572,"(150, 250]"
70,"20 - 29 años",273.256911944658,"> 250"
70,"30 - 39 años",279.173240801187,"> 250"
70,"40 - 49 años",246.322350029788,"(150, 250]"
70,"50 - 59 años",200.21933405657,"(150, 250]"
70,"60 - 69 años",133.869031187327,"(70, 150]"
70,"70 - 79 años",120.941781474447,"(70, 150]"
70,"80 años o más",122.340600621029,"(70, 150]"
71,"00 - 09 años",72.9950917372387,"(70, 150]"
71,"10 - 19 años",158.83066417828,"(150, 250]"
71,"20 - 29 años",269.149973741466,"> 250"
71,"30 - 39 años",280.789628465049,"> 250"
71,"40 - 49 años",231.313871958205,"(150, 250]"
71,"50 - 59 años",183.087816748463,"(150, 250]"
71,"60 - 69 años",130.76482176849,"(70, 150]"
71,"70 - 79 años",113.821660011192,"(70, 150]"
71,"80 años o más",103.504902767567,"(70, 150]"
72,"00 - 09 años",81.406714496987,"(70, 150]"
72,"10 - 19 años",171.225079009445,"(150, 250]"
72,"20 - 29 años",295.537860149376,"> 250"
72,"30 - 39 años",299.98835541132,"> 250"
72,"40 - 49 años",241.395903029192,"(150, 250]"
72,"50 - 59 años",178.108705806698,"(150, 250]"
72,"60 - 69 años",145.066358019559,"(70, 150]"
72,"70 - 79 años",136.58599201343,"(70, 150]"
72,"80 años o más",126.546630238793,"(70, 150]"
73,"00 - 09 años",85.2081209364886,"(70, 150]"
73,"10 - 19 años",178.194462428886,"(150, 250]"
73,"20 - 29 años",327.229194315739,"> 250"
73,"30 - 39 años",330.50179600462,"> 250"
73,"40 - 49 años",265.837190474008,"> 250"
73,"50 - 59 años",184.058321423553,"(150, 250]"
73,"60 - 69 años",163.081859111021,"(150, 250]"
73,"70 - 79 años",151.026801741722,"(150, 250]"
73,"80 años o más",145.930940651093,"(70, 150]"
74,"00 - 09 años",95.0756014815779,"(70, 150]"
74,"10 - 19 años",217.040855238383,"(150, 250]"
74,"20 - 29 años",387.669095904445,"> 250"
74,"30 - 39 años",382.62205128831,"> 250"
74,"40 - 49 años",289.705635244337,"> 250"
74,"50 - 59 años",216.591325966781,"(150, 250]"
74,"60 - 69 años",194.179385610437,"(150, 250]"
74,"70 - 79 años",179.306720792961,"(150, 250]"
74,"80 años o más",170.618505798835,"(150, 250]"
75,"00 - 09 años",91.9616834407096,"(70, 150]"
75,"10 - 19 años",217.832830626955,"(150, 250]"
75,"20 - 29 años",390.741215032817,"> 250"
75,"30 - 39 años",386.481589179571,"> 250"
75,"40 - 49 años",287.223316988222,"> 250"
75,"50 - 59 años",228.828124044,"(150, 250]"
75,"60 - 69 años",207.316843329442,"(150, 250]"
75,"70 - 79 años",193.44668031858,"(150, 250]"
75,"80 años o más",186.345399152211,"(150, 250]"
76,"00 - 09 años",83.0647747525143,"(70, 150]"
76,"10 - 19 años",197.201871754633,"(150, 250]"
76,"20 - 29 años",352.291218784036,"> 250"
76,"30 - 39 años",329.611133414329,"> 250"
76,"40 - 49 años",258.542993752196,"> 250"
76,"50 - 59 años",217.983789196258,"(150, 250]"
76,"60 - 69 años",211.307969725089,"(150, 250]"
76,"70 - 79 años",187.630243066907,"(150, 250]"
76,"80 años o más",176.287502240168,"(150, 250]"
77,"00 - 09 años",73.1568537133877,"(70, 150]"
77,"10 - 19 años",173.284215019734,"(150, 250]"
77,"20 - 29 años",271.413640467635,"> 250"
77,"30 - 39 años",264.328864296339,"> 250"
77,"40 - 49 años",206.681636955227,"(150, 250]"
77,"50 - 59 años",188.277906967422,"(150, 250]"
77,"60 - 69 años",185.254783531282,"(150, 250]"
77,"70 - 79 años",174.593400951088,"(150, 250]"
77,"80 años o más",177.384727357845,"(150, 250]"
78,"00 - 09 años",55.2012743608481,"(35, 70]"
78,"10 - 19 años",124.023345850504,"(70, 150]"
78,"20 - 29 años",189.145524019444,"(150, 250]"
78,"30 - 39 años",185.224831277167,"(150, 250]"
78,"40 - 49 años",145.883934436246,"(70, 150]"
78,"50 - 59 años",141.946857695743,"(70, 150]"
78,"60 - 69 años",145.232654952711,"(70, 150]"
78,"70 - 79 años",149.321983926577,"(70, 150]"
78,"80 años o más",150.502711974749,"(150, 250]"
79,"00 - 09 años",45.1720318396098,"(35, 70]"
79,"10 - 19 años",95.6706269395972,"(70, 150]"
79,"20 - 29 años",132.65087015349,"(70, 150]"
79,"30 - 39 años",132.114950893153,"(70, 150]"
79,"40 - 49 años",112.544490781052,"(70, 150]"
79,"50 - 59 años",111.565841779889,"(70, 150]"
79,"60 - 69 años",113.081914543332,"(70, 150]"
79,"70 - 79 años",114.824494020101,"(70, 150]"
79,"80 años o más",118.134571003266,"(70, 150]"
80,"00 - 09 años",37.4478974784948,"(35, 70]"
80,"10 - 19 años",73.7725074455586,"(70, 150]"
80,"20 - 29 años",98.8252216453106,"(70, 150]"
80,"30 - 39 años",97.7419724085924,"(70, 150]"
80,"40 - 49 años",83.5586514519652,"(70, 150]"
80,"50 - 59 años",89.7083886626488,"(70, 150]"
80,"60 - 69 años",92.959985631945,"(70, 150]"
80,"70 - 79 años",91.6590284142988,"(70, 150]"
80,"80 años o más",101.493323385159,"(70, 150]"
81,"00 - 09 años",21.7974262860785,"(7, 35]"
81,"10 - 19 años",42.5686771357893,"(35, 70]"
81,"20 - 29 años",66.8428446141548,"(35, 70]"
81,"30 - 39 años",67.0306067952278,"(35, 70]"
81,"40 - 49 años",57.3606464720529,"(35, 70]"
81,"50 - 59 años",58.525651493459,"(35, 70]"
81,"60 - 69 años",61.5298652662248,"(35, 70]"
81,"70 - 79 años",63.1785425612782,"(35, 70]"
81,"80 años o más",63.8219276782351,"(35, 70]"
82,"00 - 09 años",21.9187477681902,"(7, 35]"
82,"10 - 19 años",34.6093244806324,"(7, 35]"
82,"20 - 29 años",52.5817442392916,"(35, 70]"
82,"30 - 39 años",55.814855658231,"(35, 70]"
82,"40 - 49 años",48.8061958663673,"(35, 70]"
82,"50 - 59 años",55.698529179067,"(35, 70]"
82,"60 - 69 años",57.9267650479323,"(35, 70]"
82,"70 - 79 años",58.1643725167323,"(35, 70]"
82,"80 años o más",64.9191527959125,"(35, 70]"
83,"00 - 09 años",16.0548761327888,"(7, 35]"
83,"10 - 19 años",28.9071016829081,"(7, 35]"
83,"20 - 29 años",42.9773297011184,"(35, 70]"
83,"30 - 39 años",43.609479420911,"(35, 70]"
83,"40 - 49 años",38.9914913768083,"(35, 70]"
83,"50 - 59 años",44.0524730779893,"(35, 70]"
83,"60 - 69 años",44.8447396399782,"(35, 70]"
83,"70 - 79 años",52.44821866595,"(35, 70]"
83,"80 años o más",53.9469016191385,"(35, 70]"
84,"00 - 09 años",13.0622795740322,"(7, 35]"
84,"10 - 19 años",20.749755180608,"(7, 35]"
84,"20 - 29 años",33.4699294512096,"(7, 35]"
84,"30 - 39 años",39.8159165363385,"(35, 70]"
84,"40 - 49 años",35.478056306616,"(35, 70]"
84,"50 - 59 años",37.3011362077994,"(35, 70]"
84,"60 - 69 años",40.2992901338247,"(35, 70]"
84,"70 - 79 años",41.417044567949,"(35, 70]"
84,"80 años o más",49.7408720013752,"(35, 70]"
85,"00 - 09 años",12.2130291992499,"(7, 35]"
85,"10 - 19 años",18.4926253231755,"(7, 35]"
85,"20 - 29 años",27.3580292905539,"(7, 35]"
85,"30 - 39 años",34.6038910079695,"(7, 35]"
85,"40 - 49 años",29.9787666315323,"(7, 35]"
85,"50 - 59 años",33.4613133628789,"(7, 35]"
85,"60 - 69 años",36.0864344939751,"(35, 70]"
85,"70 - 79 años",39.2108097483488,"(35, 70]"
85,"80 años o más",45.3519715306656,"(35, 70]"
86,"00 - 09 años",10.4740879556481,"(7, 35]"
86,"10 - 19 años",13.9783656083104,"(7, 35]"
86,"20 - 29 años",24.5769530269751,"(7, 35]"
86,"30 - 39 años",28.6001653993418,"(7, 35]"
86,"40 - 49 años",25.1286986542016,"(7, 35]"
86,"50 - 59 años",28.6509858428685,"(7, 35]"
86,"60 - 69 años",32.9822250751385,"(7, 35]"
86,"70 - 79 años",32.7926720913301,"(7, 35]"
86,"80 años o más",28.7107239125585,"(7, 35]"
87,"00 - 09 años",8.77558720608354,"(7, 35]"
87,"10 - 19 años",12.4340136005933,"(7, 35]"
87,"20 - 29 años",20.8904100729289,"(7, 35]"
87,"30 - 39 años",25.0705025415222,"(7, 35]"
87,"40 - 49 años",21.3097474909491,"(7, 35]"
87,"50 - 59 años",23.5030914793487,"(7, 35]"
87,"60 - 69 años",24.4456491733379,"(7, 35]"
87,"70 - 79 años",22.6640486013474,"(7, 35]"
87,"80 años o más",30.1736907361283,"(7, 35]"
88,"00 - 09 años",8.20942028956203,"(7, 35]"
88,"10 - 19 años",9.38490835458797,"(7, 35]"
88,"20 - 29 años",16.3954147166795,"(7, 35]"
88,"30 - 39 años",19.3306769596474,"(7, 35]"
88,"40 - 49 años",18.2927760719796,"(7, 35]"
88,"50 - 59 años",18.7771556702158,"(7, 35]"
88,"60 - 69 años",18.846985757222,"(7, 35]"
88,"70 - 79 años",18.9535627683835,"(7, 35]"
88,"80 años o más",18.6528270005157,"(7, 35]"
89,"00 - 09 años",7.3197294207425,"(7, 35]"
89,"10 - 19 años",9.66209974058846,"(7, 35]"
89,"20 - 29 años",17.3332195032351,"(7, 35]"
89,"30 - 39 años",20.749139603444,"(7, 35]"
89,"40 - 49 años",17.9108809556543,"(7, 35]"
89,"50 - 59 años",16.8361463200362,"(7, 35]"
89,"60 - 69 años",16.4633963820439,"(7, 35]"
89,"70 - 79 años",13.5382591202739,"(7, 35]"
89,"80 años o más",12.4352180003438,"(7, 35]"
90,"00 - 09 años",8.85646819415805,"(7, 35]"
90,"10 - 19 años",10.929260362305,"(7, 35]"
90,"20 - 29 años",19.4351957489632,"(7, 35]"
90,"30 - 39 años",23.7510024077579,"(7, 35]"
90,"40 - 49 años",20.6987153048287,"(7, 35]"
90,"50 - 59 años",18.0176302723194,"(7, 35]"
90,"60 - 69 años",13.8580777626632,"(7, 35]"
90,"70 - 79 años",10.93089069711,"(7, 35]"
90,"80 años o más",10.6065094708815,"(7, 35]"
91,"00 - 09 años",12.6578746336597,"(7, 35]"
91,"10 - 19 años",17.8590450123172,"(7, 35]"
91,"20 - 29 años",32.1764056076846,"(7, 35]"
91,"30 - 39 años",36.0553411551102,"(35, 70]"
91,"40 - 49 años",28.9476498174541,"(7, 35]"
91,"50 - 59 años",25.8238635284765,"(7, 35]"
91,"60 - 69 años",17.1285841146518,"(7, 35]"
91,"70 - 79 años",13.3376923184921,"(7, 35]"
91,"80 años o más",13.7153139709674,"(7, 35]"
92,"00 - 09 años",14.6798993355222,"(7, 35]"
92,"10 - 19 años",18.7698167091759,"(7, 35]"
92,"20 - 29 años",31.8530246468033,"(7, 35]"
92,"30 - 39 años",35.7584536250132,"(35, 70]"
92,"40 - 49 años",30.1315246780624,"(7, 35]"
92,"50 - 59 años",24.8955547088254,"(7, 35]"
92,"60 - 69 años",17.2948810478037,"(7, 35]"
92,"70 - 79 años",12.5354251113647,"(7, 35]"
92,"80 años o más",12.0694762944513,"(7, 35]"
93,"00 - 09 años",16.5401620612358,"(7, 35]"
93,"10 - 19 años",19.2846007117483,"(7, 35]"
93,"20 - 29 años",42.6539487402371,"(35, 70]"
93,"30 - 39 años",44.4671545078578,"(35, 70]"
93,"40 - 49 años",39.335196981501,"(35, 70]"
93,"50 - 59 años",33.039354808492,"(7, 35]"
93,"60 - 69 años",19.013282690374,"(7, 35]"
93,"70 - 79 años",16.0453441425468,"(7, 35]"
93,"80 años o más",18.6528270005157,"(7, 35]"
94,"00 - 09 años",21.0290568993707,"(7, 35]"
94,"10 - 19 años",27.7191386000489,"(7, 35]"
94,"20 - 29 años",64.6761921762504,"(35, 70]"
94,"30 - 39 años",70.8241696798002,"(70, 150]"
94,"40 - 49 años",55.5657394253242,"(35, 70]"
94,"50 - 59 años",43.1241642583382,"(35, 70]"
94,"60 - 69 años",27.7161555253265,"(7, 35]"
94,"70 - 79 años",21.0595141870927,"(7, 35]"
94,"80 años o más",25.967661118365,"(7, 35]"
95,"00 - 09 años",27.5804169334054,"(7, 35]"
95,"10 - 19 años",38.1732137292101,"(35, 70]"
95,"20 - 29 años",90.2232880858693,"(70, 150]"
95,"30 - 39 años",85.5695836746166,"(70, 150]"
95,"40 - 49 años",67.6336251012022,"(35, 70]"
95,"50 - 59 años",54.0106949615195,"(35, 70]"
95,"60 - 69 años",39.0797792907103,"(35, 70]"
95,"70 - 79 años",28.7813360556934,"(7, 35]"
95,"80 años o más",30.5394324420208,"(7, 35]"
96,"00 - 09 años",33.7273720270676,"(7, 35]"
96,"10 - 19 años",45.1029983792224,"(35, 70]"
96,"20 - 29 años",104.840107517702,"(70, 150]"
96,"30 - 39 años",104.405448084102,"(70, 150]"
96,"40 - 49 años",80.121595405038,"(70, 150]"
96,"50 - 59 años",61.0574028197802,"(35, 70]"
96,"60 - 69 años",44.8447396399782,"(35, 70]"
96,"70 - 79 años",39.4113765501307,"(35, 70]"
96,"80 años o más",40.5973293540636,"(35, 70]"
97,"00 - 09 años",36.8008495738987,"(35, 70]"
97,"10 - 19 años",50.6468260992321,"(35, 70]"
97,"20 - 29 años",127.347422395037,"(70, 150]"
97,"30 - 39 años",112.850248940194,"(70, 150]"
97,"40 - 49 años",87.1484655454226,"(70, 150]"
97,"50 - 59 años",65.6989469180358,"(35, 70]"
97,"60 - 69 años",47.2283290151563,"(35, 70]"
97,"70 - 79 años",47.0329150178404,"(35, 70]"
97,"80 años o más",45.1691006777194,"(35, 70]"
98,"00 - 09 años",39.5912436624691,"(35, 70]"
98,"10 - 19 años",58.3685861378172,"(35, 70]"
98,"20 - 29 años",148.043803891437,"(70, 150]"
98,"30 - 39 años",124.725750144073,"(70, 150]"
98,"40 - 49 años",93.9843881276446,"(70, 150]"
98,"50 - 59 años",72.3658920773484,"(70, 150]"
98,"60 - 69 años",56.0974987832608,"(35, 70]"
98,"70 - 79 años",50.3422672472407,"(35, 70]"
98,"80 años o más",58.5186729427943,"(35, 70]"
99,"00 - 09 años",43.1904476317845,"(35, 70]"
99,"10 - 19 años",56.9034316689575,"(35, 70]"
99,"20 - 29 años",133.394646363516,"(70, 150]"
99,"30 - 39 años",114.598586617432,"(70, 150]"
99,"40 - 49 años",86.95751798726,"(70, 150]"
99,"50 - 59 años",70.2139034499753,"(70, 150]"
99,"60 - 69 años",58.9799789578947,"(35, 70]"
99,"70 - 79 años",56.3592713006958,"(35, 70]"
99,"80 años o más",63.0904442664501,"(35, 70]"
100,"00 - 09 años",45.4551152978705,"(35, 70]"
100,"10 - 19 años",61.5760864615371,"(35, 70]"
100,"20 - 29 años",127.412098587213,"(70, 150]"
100,"30 - 39 años",110.706061222827,"(70, 150]"
100,"40 - 49 años",77.4865191023937,"(70, 150]"
100,"50 - 59 años",67.4711728464607,"(35, 70]"
100,"60 - 69 años",55.5986079838049,"(35, 70]"
100,"70 - 79 años",57.1615385078231,"(35, 70]"
100,"80 años o más",60.8959940310954,"(35, 70]"
101,"00 - 09 años",41.7750303404807,"(35, 70]"
101,"10 - 19 años",48.5084925500855,"(35, 70]"
101,"20 - 29 años",97.9520930509312,"(70, 150]"
101,"30 - 39 años",84.3490460508846,"(70, 150]"
101,"40 - 49 años",60.6831339840826,"(35, 70]"
101,"50 - 59 años",54.3060659495903,"(35, 70]"
101,"60 - 69 años",51.9955077655124,"(35, 70]"
101,"70 - 79 años",48.737732832986,"(35, 70]"
101,"80 años o más",64.9191527959125,"(35, 70]"
102,"00 - 09 años",31.6244663371306,"(7, 35]"
102,"10 - 19 años",39.3215780426407,"(35, 70]"
102,"20 - 29 años",79.7780830494049,"(70, 150]"
102,"30 - 39 años",69.4057070360035,"(35, 70]"
102,"40 - 49 años",46.2856880986206,"(35, 70]"
102,"50 - 59 años",43.1241642583382,"(35, 70]"
102,"60 - 69 años",41.4079363548377,"(35, 70]"
102,"70 - 79 años",38.0074089376578,"(35, 70]"
102,"80 años o más",50.2894845602139,"(35, 70]"
103,"00 - 09 años",26.0436781599899,"(7, 35]"
103,"10 - 19 años",37.2624420323514,"(35, 70]"
103,"20 - 29 años",68.6537779950898,"(35, 70]"
103,"30 - 39 años",58.9156809725772,"(35, 70]"
103,"40 - 49 años",43.1541481447535,"(35, 70]"
103,"50 - 59 años",36.415023243587,"(35, 70]"
103,"60 - 69 años",34.3680328514048,"(7, 35]"
103,"70 - 79 años",34.5977733073666,"(7, 35]"
103,"80 años o más",42.6089087364721,"(35, 70]"
104,"00 - 09 años",22.4444741906745,"(7, 35]"
104,"10 - 19 años",35.2429047914907,"(35, 70]"
104,"20 - 29 años",62.8005826031391,"(35, 70]"
104,"30 - 39 años",54.0995054843374,"(35, 70]"
104,"40 - 49 años",39.1442494233384,"(35, 70]"
104,"50 - 59 años",33.8832719172657,"(7, 35]"
104,"60 - 69 años",29.6562864120993,"(7, 35]"
104,"70 - 79 años",32.4918218886573,"(7, 35]"
104,"80 años o más",35.2940746186228,"(35, 70]"
105,"00 - 09 años",27.0142500168839,"(7, 35]"
105,"10 - 19 años",49.6172580940875,"(35, 70]"
105,"20 - 29 años",83.1089069464818,"(70, 150]"
105,"30 - 39 años",66.2718942183133,"(35, 70]"
105,"40 - 49 años",47.8132685639216,"(35, 70]"
105,"50 - 59 años",42.617813993074,"(35, 70]"
105,"60 - 69 años",37.4722422702414,"(35, 70]"
105,"70 - 79 años",38.3082591403306,"(35, 70]"
105,"80 años o más",43.1575212953108,"(35, 70]"
106,"00 - 09 años",55.4439173250716,"(35, 70]"
106,"10 - 19 años",122.874981537074,"(70, 150]"
106,"20 - 29 años",230.796991780949,"(150, 250]"
106,"30 - 39 años",180.837493332401,"(150, 250]"
106,"40 - 49 años",119.342223851641,"(70, 150]"
106,"50 - 59 años",94.8140871707299,"(70, 150]"
106,"60 - 69 años",84.0353835527899,"(70, 150]"
106,"70 - 79 años",75.2125506681883,"(70, 150]"
106,"80 años o más",64.3705402370738,"(35, 70]"
107,"00 - 09 años",132.766141924296,"(70, 150]"
107,"10 - 19 años",251.293790794157,"> 250"
107,"20 - 29 años",471.618793349218,"> 250"
107,"30 - 39 años",420.92054267082,"> 250"
107,"40 - 49 años",293.180880802896,"> 250"
107,"50 - 59 años",242.372993639819,"(150, 250]"
107,"60 - 69 años",215.299096120736,"(150, 250]"
107,"70 - 79 años",171.083481919906,"(150, 250]"
107,"80 años o más",131.667014121287,"(70, 150]"
108,"00 - 09 años",270.385143133063,"> 250"
108,"10 - 19 años",433.923315399051,"> 250"
108,"20 - 29 años",797.360435244903,"> 250"
108,"30 - 39 años",775.140353579853,"> 250"
108,"40 - 49 años",593.808716374135,"> 250"
108,"50 - 59 años",497.109372923173,"> 250"
108,"60 - 69 años",451.551605818619,"> 250"
108,"70 - 79 años",365.633279648286,"> 250"
108,"80 años o más",301.188294802445,"> 250"
109,"00 - 09 años",549.464992484134,"> 250"
109,"10 - 19 años",811.101594206858,"> 250"
109,"20 - 29 años",1331.48876833247,"> 250"
109,"30 - 39 años",1335.26816036281,"> 250"
109,"40 - 49 años",1042.68823610284,"> 250"
109,"50 - 59 años",963.373575520665,"> 250"
109,"60 - 69 años",919.677472641383,"> 250"
109,"70 - 79 años",793.141417646268,"> 250"
109,"80 años o más",677.902251871683,"> 250"
110,"00 - 09 años",732.660430472883,"> 250"
110,"10 - 19 años",1033.76547470411,"> 250"
110,"20 - 29 años",1569.27078886845,"> 250"
110,"30 - 39 años",1642.4148039998,"> 250"
110,"40 - 49 años",1348.77717183753,"> 250"
110,"50 - 59 años",1279.96907887713,"> 250"
110,"60 - 69 años",1213.52415352089,"> 250"
110,"70 - 79 años",1087.573482662,"> 250"
110,"80 años o más",969.76413317387,"> 250"
111,"00 - 09 años",743.134518428531,"> 250"
111,"10 - 19 años",1015.43124445865,"> 250"
111,"20 - 29 años",1484.41562473321,"> 250"
111,"30 - 39 años",1580.72817274632,"> 250"
111,"40 - 49 años",1339.87901562715,"> 250"
111,"50 - 59 años",1294.73762828067,"> 250"
111,"60 - 69 años",1240.46425669151,"> 250"
111,"70 - 79 años",1151.75485923219,"> 250"
111,"80 años o más",1068.69726461778,"> 250"
112,"00 - 09 años",660.271946146203,"> 250"
112,"10 - 19 años",862.975982158378,"> 250"
112,"20 - 29 años",1219.17856061841,"> 250"
112,"30 - 39 años",1363.20857569527,"> 250"
112,"40 - 49 años",1193.72775460947,"> 250"
112,"50 - 59 años",1138.95053000104,"> 250"
112,"60 - 69 años",1108.97881487936,"> 250"
112,"70 - 79 años",1027.40344212745,"> 250"
112,"80 años o más",991.342893821525,"> 250"
113,"00 - 09 años",525.726422484268,"> 250"
113,"10 - 19 años",710.639516166396,"> 250"
113,"20 - 29 años",953.133044101402,"> 250"
113,"30 - 39 años",1105.67513708782,"> 250"
113,"40 - 49 años",998.312023585842,"> 250"
113,"50 - 59 años",961.93891643575,"> 250"
113,"60 - 69 años",911.307193672734,"> 250"
113,"70 - 79 años",796.049636272105,"> 250"
113,"80 años o más",803.168786139852,"> 250"
114,"00 - 09 años",512.542821428124,"> 250"
114,"10 - 19 años",661.735035922024,"> 250"
114,"20 - 29 años",709.045094828233,"> 250"
114,"30 - 39 años",881.98687691142,"> 250"
114,"40 - 49 años",800.528542840994,"> 250"
114,"50 - 59 años",745.853940734233,"> 250"
114,"60 - 69 años",679.98815965836,"> 250"
114,"70 - 79 años",559.882227173994,"> 250"
114,"80 años o más",586.283954545621,"> 250"
115,"00 - 09 años",574.214574834932,"> 250"
115,"10 - 19 años",719.430442979554,"> 250"
115,"20 - 29 años",535.454195027177,"> 250"
115,"30 - 39 años",688.317244778161,"> 250"
115,"40 - 49 años",605.647464980218,"> 250"
115,"50 - 59 años",518.333888208832,"> 250"
115,"60 - 69 años",451.108147330214,"> 250"
115,"70 - 79 años",323.915384877664,"> 250"
115,"80 años o más",385.308887157711,"> 250"
116,"00 - 09 años",433.88606052567,"> 250"
116,"10 - 19 años",614.889691687941,"> 250"
116,"20 - 29 años",404.808286831151,"> 250"
116,"30 - 39 años",543.897955137655,"> 250"
116,"40 - 49 años",476.146831034325,"> 250"
116,"50 - 59 años",384.657418179072,"> 250"
116,"60 - 69 años",302.660418336565,"> 250"
116,"70 - 79 años",229.247854436638,"(150, 250]"
116,"80 años o más",258.396515213026,"> 250"
117,"00 - 09 años",182.184425637817,"(150, 250]"
117,"10 - 19 años",379.475007434669,"> 250"
117,"20 - 29 años",288.779198066958,"> 250"
117,"30 - 39 años",328.555533307317,"> 250"
117,"40 - 49 años",291.538731802698,"> 250"
117,"50 - 59 años",242.879343905083,"(150, 250]"
117,"60 - 69 años",176.330181452127,"(150, 250]"
117,"70 - 79 años",150.124251133704,"(150, 250]"
117,"80 años o más",162.937929975093,"(150, 250]"
118,"00 - 09 años",92.6896123333801,"(70, 150]"
118,"10 - 19 años",236.840239952703,"(150, 250]"
118,"20 - 29 años",205.023529198714,"(150, 250]"
118,"30 - 39 años",216.925821990855,"(150, 250]"
118,"40 - 49 años",197.592533186686,"(150, 250]"
118,"50 - 59 años",172.538852888792,"(150, 250]"
118,"60 - 69 años",117.682796360536,"(70, 150]"
118,"70 - 79 años",102.890769314082,"(70, 150]"
118,"80 años o más",122.340600621029,"(70, 150]"
119,"00 - 09 años",61.7121939008456,"(35, 70]"
119,"10 - 19 años",149.564552131978,"(70, 150]"
119,"20 - 29 años",139.053813178938,"(70, 150]"
119,"30 - 39 años",145.639827264237,"(70, 150]"
119,"40 - 49 años",140.34645524953,"(70, 150]"
119,"50 - 59 años",124.140206700617,"(70, 150]"
119,"60 - 69 años",82.8158727096755,"(70, 150]"
119,"70 - 79 años",71.6023482361153,"(70, 150]"
119,"80 años o más",89.6067179436538,"(70, 150]"
120,"00 - 09 años",38.5802313115378,"(35, 70]"
120,"10 - 19 años",94.2054724707375,"(70, 150]"
120,"20 - 29 años",97.0142882643756,"(70, 150]"
120,"30 - 39 años",102.62412290352,"(70, 150]"
120,"40 - 49 años",104.868398942914,"(70, 150]"
120,"50 - 59 años",87.8095751679079,"(70, 150]"
120,"60 - 69 años",60.698380600465,"(35, 70]"
120,"70 - 79 años",54.9553036882229,"(35, 70]"
120,"80 años o más",72.0511160608155,"(70, 150]"
121,"00 - 09 años",40.3596130491769,"(35, 70]"
121,"10 - 19 años",95.7894232478831,"(70, 150]"
121,"20 - 29 años",99.69835023969,"(70, 150]"
121,"30 - 39 años",113.839874040517,"(70, 150]"
121,"40 - 49 años",102.615217756595,"(70, 150]"
121,"50 - 59 años",88.6112964212429,"(70, 150]"
121,"60 - 69 años",61.1418390888702,"(35, 70]"
121,"70 - 79 años",51.3451012561499,"(35, 70]"
121,"80 años o más",61.9932191487728,"(35, 70]"
122,"00 - 09 años",37.5287784665693,"(35, 70]"
122,"10 - 19 años",83.4346071861471,"(70, 150]"
122,"20 - 29 años",82.5914974090717,"(70, 150]"
122,"30 - 39 años",99.6882351058948,"(70, 150]"
122,"40 - 49 años",86.3464858011396,"(70, 150]"
122,"50 - 59 años",72.5768713545418,"(70, 150]"
122,"60 - 69 años",55.4877433617036,"(35, 70]"
122,"70 - 79 años",48.9382996347679,"(35, 70]"
122,"80 años o más",45.5348423836118,"(35, 70]"
123,"00 - 09 años",44.4845434409765,"(35, 70]"
123,"10 - 19 años",112.222912560769,"(70, 150]"
123,"20 - 29 años",112.245531521883,"(70, 150]"
123,"30 - 39 años",137.854776475028,"(70, 150]"
123,"40 - 49 años",119.533171409804,"(70, 150]"
123,"50 - 59 años",93.7169949293241,"(70, 150]"
123,"60 - 69 años",76.1085630725465,"(70, 150]"
123,"70 - 79 años",62.5768421559327,"(35, 70]"
123,"80 años o más",66.5649904724286,"(35, 70]"
124,"00 - 09 años",55.5652388071834,"(35, 70]"
124,"10 - 19 años",160.533411263712,"(150, 250]"
124,"20 - 29 años",178.441614214275,"(150, 250]"
124,"30 - 39 años",199.079582681693,"(150, 250]"
124,"40 - 49 años",170.172463834532,"(150, 250]"
