"codigo_region","region_residencia","semana_epidemiologica","grupo_edad","tasa_incidencia","tasa_incidencia_categoria"
"01","Región de Tarapacá",46,"50 - 59 años",84.9289684990735,"(70, 150]"
"01","Región de Tarapacá",46,"60 - 69 años",57.1306148682425,"(35, 70]"
"01","Región de Tarapacá",46,"70 - 79 años",54.3267365153279,"(35, 70]"
"01","Región de Tarapacá",46,"80 años o más",81.2875955129247,"(70, 150]"
"01","Región de Tarapacá",47,"00 - 09 años",10.1197503794906,"(7, 35]"
"01","Región de Tarapacá",47,"10 - 19 años",29.4068995938172,"(7, 35]"
"01","Región de Tarapacá",47,"20 - 29 años",70.871722182849,"(70, 150]"
"01","Región de Tarapacá",47,"30 - 39 años",66.0623751728376,"(35, 70]"
"01","Región de Tarapacá",47,"40 - 49 años",71.4881448826403,"(70, 150]"
"01","Región de Tarapacá",47,"50 - 59 años",74.6345480749434,"(70, 150]"
"01","Región de Tarapacá",47,"60 - 69 años",28.5653074341213,"(7, 35]"
"01","Región de Tarapacá",47,"70 - 79 años",38.8048117966628,"(35, 70]"
"01","Región de Tarapacá",47,"80 años o más",48.7725573077548,"(35, 70]"
"01","Región de Tarapacá",48,"00 - 09 años",5.05987518974532,"(0, 7]"
"01","Región de Tarapacá",48,"10 - 19 años",29.4068995938172,"(7, 35]"
"01","Región de Tarapacá",48,"20 - 29 años",103.354594849988,"(70, 150]"
"01","Región de Tarapacá",48,"30 - 39 años",92.1800583807036,"(70, 150]"
"01","Región de Tarapacá",48,"40 - 49 años",95.3175265101871,"(70, 150]"
"01","Región de Tarapacá",48,"50 - 59 años",64.3401276508133,"(35, 70]"
"01","Región de Tarapacá",48,"60 - 69 años",53.5599514389774,"(35, 70]"
"01","Región de Tarapacá",48,"70 - 79 años",54.3267365153279,"(35, 70]"
"01","Región de Tarapacá",48,"80 años o más",16.2575191025849,"(7, 35]"
"01","Región de Tarapacá",49,"00 - 09 años",13.4930005059875,"(7, 35]"
"01","Región de Tarapacá",49,"10 - 19 años",29.4068995938172,"(7, 35]"
"01","Región de Tarapacá",49,"20 - 29 años",78.2541932435625,"(70, 150]"
"01","Región de Tarapacá",49,"30 - 39 años",96.7890612997388,"(70, 150]"
"01","Región de Tarapacá",49,"40 - 49 años",97.3033083124826,"(70, 150]"
"01","Región de Tarapacá",49,"50 - 59 años",87.502573605106,"(70, 150]"
"01","Región de Tarapacá",49,"60 - 69 años",89.2665857316289,"(70, 150]"
"01","Región de Tarapacá",49,"70 - 79 años",93.1315483119907,"(70, 150]"
"01","Región de Tarapacá",49,"80 años o más",16.2575191025849,"(7, 35]"
"01","Región de Tarapacá",50,"00 - 09 años",8.4331253162422,"(7, 35]"
"01","Región de Tarapacá",50,"10 - 19 años",49.6241430645665,"(35, 70]"
"01","Región de Tarapacá",50,"20 - 29 años",134.360973304985,"(70, 150]"
"01","Región de Tarapacá",50,"30 - 39 años",110.616070056844,"(70, 150]"
"01","Región de Tarapacá",50,"40 - 49 años",113.189562730847,"(70, 150]"
"01","Región de Tarapacá",50,"50 - 59 años",105.517809347334,"(70, 150]"
"01","Región de Tarapacá",50,"60 - 69 años",82.1252588730986,"(70, 150]"
"01","Región de Tarapacá",50,"70 - 79 años",69.848661233993,"(35, 70]"
"01","Región de Tarapacá",50,"80 años o más",81.2875955129247,"(70, 150]"
"01","Región de Tarapacá",51,"00 - 09 años",8.4331253162422,"(7, 35]"
"01","Región de Tarapacá",51,"10 - 19 años",66.1655240860887,"(35, 70]"
"01","Región de Tarapacá",51,"20 - 29 años",144.696432789983,"(70, 150]"
"01","Región de Tarapacá",51,"30 - 39 años",192.041788293133,"(150, 250]"
"01","Región de Tarapacá",51,"40 - 49 años",178.720362206601,"(150, 250]"
"01","Región de Tarapacá",51,"50 - 59 años",203.31480337657,"(150, 250]"
"01","Región de Tarapacá",51,"60 - 69 años",132.114546882811,"(70, 150]"
"01","Región de Tarapacá",51,"70 - 79 años",147.458284827319,"(70, 150]"
