"fecha";"region";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-04-01";15;4.06568561342271;1.98326127484035;7.56614176351593
"2020-04-02";15;3.89710840506128;1.58660901987228;7.57605806989014
"2020-04-03";15;4.15493237079053;1.97334496846615;6.35635238586332
"2020-04-04";15;4.47225417476498;2.36999722343422;7.54630915076752
"2020-04-05";15;4.15493237079053;1.95351235571774;7.57605806989014
"2020-04-06";15;4.91848796160406;2.37991352980842;7.53639284439332
"2020-04-07";15;4.69041291499742;1.58660901987228;6.36626869223752
"2020-04-08";15;4.5912498512554;1.98326127484035;7.94296140573559
"2020-04-09";15;3.13355281424775;1.18004045853001;5.56304787592718
"2020-04-10";15;3.15338542699615;0.783388203561937;5.58288048867558
"2020-04-11";15;2.56832335091825;0.783388203561937;4.77965967236524
"2020-04-12";15;2.43941136805363;0.793304509936139;4.80940859148785
"2020-04-13";15;3.79794534131927;2.37991352980842;5.97953274364365
"2020-04-14";15;2.79639839752489;0.783388203561937;4.40284003014558
"2020-04-15";15;2.99472452500892;1.18995676490421;5.58288048867558
"2020-04-16";15;3.39137677997699;1.55686010074967;5.59279679504979
"2020-04-17";15;3.48062353734481;1.56677640712387;5.56304787592718
"2020-04-18";15;3.46079092459641;1.57669271349808;5.58288048867558
"2020-04-19";15;3.58970290746103;0.793304509936139;6.75300464083139
"2020-04-20";15;5.47380111855936;2.36999722343422;9.16266708976241
"2020-04-21";15;4.38300741739717;1.57669271349808;6.76292094720559
"2020-04-22";15;3.69878227757725;1.18004045853001;5.95970013089525
"2020-04-23";15;3.22279957161556;1.18004045853001;5.55313156955297
"2020-04-24";15;2.92531038038951;0.783388203561937;5.96961643726945
"2020-04-25";15;2.58815596366665;0.793304509936139;4.77965967236524
"2020-04-26";15;2.2807504660664;0.793304509936139;3.9863551624291
"2020-04-27";15;3.4508746182222;1.57669271349808;5.60271310142399
"2020-04-28";15;3.60953552020943;1.56677640712387;7.14965689579946
"2020-04-29";15;3.11372020149935;0.396652254968069;5.59279679504979
"2020-04-30";15;2.92531038038951;1.18004045853001;4.76974336599104
"2020-05-01";15;2.59807227004086;0.783388203561937;4.75982705961683
"2020-05-02";15;1.98326127484035;0.386735948593868;3.57978660108683
"2020-05-03";15;2.43941136805363;0.783388203561937;4.38300741739717
"2020-05-04";15;2.77656578477649;1.18004045853001;5.16639562095911
"2020-05-05";15;2.80631470389909;1.18004045853001;4.78957597873945
"2020-05-06";15;2.67740272103447;1.18004045853001;5.16639562095911
"2020-05-07";15;2.50882551267304;1.18995676490421;4.36317480464876
"2020-05-08";15;2.8360636230217;1.18995676490421;5.56304787592718
"2020-05-09";15;2.66748641466027;1.18995676490421;5.17631192733331
"2020-05-10";15;3.22279957161556;1.57669271349808;5.16639562095911
"2020-05-11";15;5.18622823370751;2.76664947840229;9.16266708976241
"2020-05-12";15;5.1465630082107;2.77656578477649;7.59589068263854
"2020-05-13";15;4.86890642973305;2.76664947840229;8.32969735432946
"2020-05-14";15;5.37463805481734;2.76664947840229;7.962794018484
"2020-05-15";15;5.77129030978541;3.56987029471263;8.38919519257468
"2020-05-16";15;5.93986751814684;3.13355281424775;10.3129586291698
"2020-05-17";15;5.1366467018365;2.36999722343422;8.35944627345207
"2020-05-18";15;9.57915195747888;5.92995121177264;13.4960929752886
"2020-05-19";15;8.68668438380072;5.1267303954623;11.1855935900996
"2020-05-20";15;8.48835825631669;4.75982705961683;11.502915394074
"2020-05-21";15;9.28166276625283;6.2968545476181;12.6928721589782
"2020-05-22";15;8.80568006029114;5.1267303954623;13.4861766689144
"2020-05-23";15;8.39911149894887;4.32350957915196;12.3061362103844
"2020-05-24";15;7.72480266550315;3.17321803974456;12.3458014358812
"2020-05-25";15;9.77747808496291;5.55313156955297;14.3191464043473
"2020-05-26";15;9.23208123438182;5.1366467018365;13.8927452302566
"2020-05-27";15;10.7591924160089;6.71333941533458;16.2825750664393
"2020-05-28";15;11.4136686367062;7.10999167030265;15.925588036968
"2020-05-29";15;13.3870136051723;9.47998889373686;18.2658363412796
"2020-05-30";15;13.0994407203205;7.92312879298719;17.8592677799373
"2020-05-31";15;11.1260957518543;7.09015905755424;16.2726587600651
"2020-06-01";15;19.9615247312681;14.646384514696;25.068422513982
"2020-06-02";15;15.9553369560906;10.3129586291698;21.8357066359922
"2020-06-03";15;15.5289357819999;10.9971837689897;21.4390543810242
"2020-06-04";15;14.3488953234699;7.50664392527072;20.24909761612
"2020-06-05";15;12.2763872912618;8.70651699654912;16.6990599341557
"2020-06-06";15;14.4282257744635;9.09325294514299;20.2391813097457
"2020-06-07";15;11.8896513426679;7.13974058942525;15.4793542501289
"2020-06-08";15;15.826424973226;11.0864305263575;22.6290111459284
"2020-06-09";15;16.3123239855619;11.4830827813256;22.2521915037087
"2020-06-10";15;18.483995081512;12.633374320733;24.6221887271429
"2020-06-11";15;12.9705287374559;8.31978104795526;18.2658363412796
"2020-06-12";15;14.4778073063345;8.30986474158106;18.7319027408671
"2020-06-13";15;18.1765895839118;13.0696918011979;26.5856173892349
"2020-06-14";15;14.7257149656896;11.0963468327317;20.3085954543652
"2020-06-15";15;19.9912736503907;12.682955852604;26.5856173892349
"2020-06-16";15;17.2444567847368;11.0765142199833;22.6686763714252
"2020-06-17";15;16.3619055174329;10.6798619650153;20.7151640157075
"2020-06-18";15;15.4496053310063;9.50973781285947;23.0157470945222
"2020-06-19";15;16.8279719170203;10.6897782713895;23.0950775455159
"2020-06-20";15;14.9736226250446;9.85680853595653;19.8425290547777
