fecha_notificacion;region;provincia;prop1d
2020-10-10;15;151;0.569815084984883
2020-10-11;15;151;0.632127246876287
2020-10-12;15;151;0.66248438973343
2020-10-13;15;151;0.670908184783365
2020-10-14;15;151;0.706230005819472
2020-10-15;15;151;0.766454095455326
2020-10-16;15;151;0.824599458863848
2020-10-17;15;151;0.812344556903063
2020-10-18;15;151;0.817790723639553
2020-10-19;15;151;0.819576437925267
2020-10-20;15;151;0.843063589071992
2020-10-21;15;151;0.856869111280876
2020-10-22;15;151;0.867691622103387
2020-10-23;15;151;0.85680726836189
2020-10-24;15;151;0.861230090122173
2020-10-25;15;151;0.874217103109186
2020-10-26;15;151;0.886230090122173
2020-10-27;15;151;0.89272359661568
2020-10-28;15;151;0.902011522312274
2020-10-29;15;151;0.904009524310276
2020-10-30;15;151;0.891450654608549
2020-10-31;15;151;0.929044639570955
2020-11-01;15;151;0.929044639570955
2020-11-02;15;151;0.931449641975958
2020-11-03;15;151;0.932448642974959
2020-11-04;15;151;0.932030932030932
2020-11-05;15;151;0.943019943019943
2020-11-06;15;151;0.960949382002014
2020-11-07;15;151;0.960949382002014
2020-11-08;15;151;0.960949382002014
2020-11-09;15;151;0.964388535441167
2020-11-10;15;151;0.939270796037713
2020-11-11;15;151;0.920421589688507
2020-11-12;15;151;0.912485081751999
2020-11-13;15;151;0.85609410430839
2020-11-14;15;151;0.802522675736961
2020-11-15;15;151;0.802522675736961
2020-11-16;15;151;0.767998866213152
2020-11-17;15;151;0.767998866213152
2020-11-18;15;151;0.753968253968254
2020-11-19;15;151;0.666666666666667
2020-11-20;15;151;0.738095238095238
2020-11-21;15;151;0.720238095238095
2020-11-22;15;151;0.699829931972789
2020-11-23;15;151;0.723639455782313
2020-11-24;15;151;0.706632653061224
2020-11-25;15;151;0.735544217687075
2020-11-26;15;151;0.810374149659864
2020-11-27;15;151;0.798469387755102
2020-11-28;15;151;0.869897959183673
2020-11-29;15;151;0.89030612244898
2020-11-30;15;151;0.908163265306122
2020-12-01;15;151;0.935374149659864
2020-12-02;15;151;0.93140589569161
2020-12-03;15;151;0.951814058956916
2020-12-04;15;151;0.963718820861678
2020-12-05;15;151;0.892290249433107
2020-12-06;15;151;0.892290249433107
2020-12-07;15;151;0.892290249433107
2020-12-08;15;151;0.89484126984127
2020-12-09;15;151;0.910714285714286
2020-12-10;15;151;0.910714285714286
2020-12-11;15;151;0.886904761904762
2020-12-12;15;151;0.919372294372294
2020-12-13;15;151;0.887626262626263
2020-12-14;15;151;0.769613840266014
2020-12-15;15;151;0.787470983123157
2020-12-16;15;151;0.765492961145135
2020-12-17;15;151;0.736921532573707
2020-12-18;15;151;0.649619945272119
2020-12-19;15;151;0.64096193661411
2020-12-20;15;151;0.646733942386116
2020-12-21;15;151;0.757943643657929
2020-12-22;15;151;0.746954632668918
2020-12-23;15;151;0.76893265464694
2020-12-24;15;151;0.797504083218369
2020-12-25;15;151;0.872900908615194
2020-12-26;15;151;0.897662813377099
2020-12-27;15;151;0.923636839351125
2020-12-28;15;151;0.903228676085819
2020-12-29;15;151;0.902312925170068
2020-12-30;15;151;0.885829408686552
2020-12-31;15;151;0.87831061169407
2021-01-01;15;151;0.914024897408356
2021-01-02;15;151;0.899288055303093
2021-01-03;15;151;0.892485334214657
2021-01-04;15;151;0.90064859952078
2021-01-05;15;151;0.88080732967951
2021-01-06;15;151;0.869416281703096
2021-01-07;15;151;0.815710588899659
2021-01-08;15;151;0.769282017471088
2021-01-09;15;151;0.766059675902881
2021-01-10;15;151;0.690155630074024
2021-01-11;15;151;0.660685728906009
2021-01-12;15;151;0.632114300334581
2021-01-13;15;151;0.577571282376929
2021-01-14;15;151;0.580486734271972
2021-01-15;15;151;0.590180611822993
2021-01-16;15;151;0.62168016816727
2021-01-17;15;151;0.652438883136511
2021-01-18;15;151;0.647384974780716
2021-01-19;15;151;0.660083387479128
2021-01-20;15;151;0.68970593884081
2021-01-21;15;151;0.68970593884081
2021-01-22;15;151;0.664328831476125
2021-01-23;15;151;0.587179436248927
2021-01-24;15;151;0.581435180504671
2021-01-25;15;151;0.577437312700833
2021-01-26;15;151;0.569033951356295
2021-01-27;15;151;0.550400410983624
2021-01-28;15;151;0.553998202683891
2021-01-29;15;151;0.565316353132476
2021-01-30;15;151;0.591632142606161
2021-01-31;15;151;0.596414397388415
2021-02-01;15;151;0.603983693763682
2021-02-02;15;151;0.589925240193575
2021-02-03;15;151;0.605147722629172
2021-02-04;15;151;0.607661166631978
2021-02-05;15;151;0.625487784458595
2021-02-06;15;151;0.661247916496006
2021-02-07;15;151;0.691601578428615
2021-02-08;15;151;0.70651385913037
2021-02-09;15;151;0.756661166846787
2021-02-10;15;151;0.756744806860169
2021-02-11;15;151;0.760473221302869
2021-02-12;15;151;0.766084631169598
2021-02-13;15;151;0.777487862085024
2021-02-14;15;151;0.769969065092543
2021-02-15;15;151;0.761247260581265
2021-02-16;15;151;0.746895101112826
2021-02-17;15;151;0.761145628910152
2021-02-18;15;151;0.762967786344554
2021-02-19;15;151;0.772466266587716
2021-02-20;15;151;0.750365560276483
2021-02-21;15;151;0.745808713614373
2021-02-22;15;151;0.766199033676824
2021-02-23;15;151;0.773012220490011
2021-02-24;15;151;0.782814170826796
2021-02-25;15;151;0.794712366398461
2021-02-26;15;151;0.763589917418869
2021-02-27;15;151;0.787094625134103
2021-02-28;15;151;0.779709853043449
2021-03-01;15;151;0.76137081503228
2021-03-02;15;151;0.765033818695283
2021-03-03;15;151;0.771893705507151
2021-03-04;15;151;0.740197557531933
2021-03-05;15;151;0.767199127390646
2021-03-06;15;151;0.73116309135461
2021-03-07;15;151;0.699105824003225
2021-03-08;15;151;0.691513416410817
2021-03-09;15;151;0.685247752250416
2021-03-10;15;151;0.679098951266608
2021-03-11;15;151;0.692634081080808
2021-03-12;15;151;0.693448081894808
2021-03-13;15;151;0.713711506413552
2021-03-14;15;151;0.737592530294576
2021-03-15;15;151;0.750725875822288
2021-03-16;15;151;0.733182016173165
2021-03-17;15;151;0.746359083008768
2021-03-18;15;151;0.771913512818517
2021-03-19;15;151;0.778791819696824
2021-03-20;15;151;0.759563591865451
2021-03-21;15;151;0.745470927772787
2021-03-22;15;151;0.738831088738582
2021-03-23;15;151;0.743896944868268
2021-03-24;15;151;0.728465317671935
2021-03-25;15;151;0.73763912259042
2021-03-26;15;151;0.725685769820741
2021-03-27;15;151;0.731453294221806
2021-03-28;15;151;0.754385625048874
2021-03-29;15;151;0.777762248425497
2021-03-30;15;151;0.793221843855745
2021-03-31;15;151;0.75064481304342
2021-04-01;15;151;0.709527439850576
2021-04-02;15;151;0.705691318936044
2021-04-03;15;151;0.684007645466656
2021-04-04;15;151;0.675910479474754
2021-04-05;15;151;0.657295760860035
2021-04-06;15;151;0.645218850006706
2021-04-07;15;151;0.675695040482896
2021-04-08;15;151;0.696532693396021
2021-04-09;15;151;0.70063385539192
2021-04-10;15;151;0.721117048669231
2021-04-11;15;151;0.702710455262637
2021-04-12;15;151;0.69732743248831
2021-04-13;15;151;0.684738105032223
2021-04-14;15;151;0.712908531097386
2021-04-15;15;151;0.724791996469223
2021-04-16;15;151;0.734593515704705
2021-04-17;15;151;0.703883049700121
2021-04-18;15;151;0.694520115337186
2021-04-19;15;151;0.710601115932779
2021-04-20;15;151;0.719070907011266
2021-04-21;15;151;0.706930165547216
2021-04-22;15;151;0.710951847659474
2021-04-23;15;151;0.707419920900481
2021-04-24;15;151;0.735034411672867
2021-04-25;15;151;0.764635441273896
2021-04-26;15;151;0.740604130119297
2021-04-27;15;151;0.762155042974558
2021-04-28;15;151;0.749822837365042
2021-04-29;15;151;0.733638308245633
2021-04-30;15;151;0.727628456028884
2021-05-01;15;151;0.73547415723843
2021-05-02;15;151;0.741281358167582
2021-05-03;15;151;0.764991379489543
2021-05-04;15;151;0.772444795638612
2021-05-05;15;151;0.773645275830689
2021-05-06;15;151;0.785432018029967
2021-05-07;15;151;0.799404620769693
2021-05-08;15;151;0.804925669769003
2021-05-09;15;151;0.78882245854384
2021-05-10;15;151;0.783838771128935
2021-05-11;15;151;0.76547142419016
2021-05-12;15;151;0.783178507023293
2021-05-13;15;151;0.77811298048737
2021-05-14;15;151;0.749481992654476
2021-05-15;15;151;0.731034974207458
2021-05-16;15;151;0.744993988166471
2021-05-17;15;151;0.7419819399737
2021-05-18;15;151;0.748920715483904
2021-05-19;15;151;0.750238191626904
2021-05-20;15;151;0.760731477273709
2021-05-21;15;151;0.74498169910157
2021-05-22;15;151;0.752048064658502
2021-05-23;15;151;0.753533066143503
2021-05-24;15;151;0.765128613453336
2021-05-25;15;151;0.757112740437463
2021-05-26;15;151;0.749886650849086
2021-05-27;15;151;0.740525038747748
2021-05-28;15;151;0.783460674540526
2021-05-29;15;151;0.790267746585846
2021-05-30;15;151;0.788782745100844
2021-05-31;15;151;0.785986369633661
2021-06-01;15;151;0.790362320927421
2021-06-02;15;151;0.789901720020391
2021-06-03;15;151;0.791233100662117
2021-06-04;15;151;0.799407382520609
2021-06-05;15;151;0.793519202903616
2021-06-06;15;151;0.796266455650869
2021-06-07;15;151;0.794610140951076
2021-06-08;15;151;0.795392919816047
2021-06-09;15;151;0.811046493073307
2021-06-10;15;151;0.78917457189104
2021-06-11;15;151;0.777623956221432
2021-06-12;15;151;0.79727535745178
2021-06-13;15;151;0.795357464024453
2021-06-14;15;151;0.790198733865723
2021-06-15;15;151;0.799289642956632
2021-06-16;15;151;0.782757384892116
2021-06-17;15;151;0.808368400382649
2021-06-18;15;151;0.819100643590491
2021-06-19;15;151;0.818615559913557
2021-06-20;15;151;0.821742244549676
2021-06-21;15;151;0.827822633694581
2021-06-22;15;151;0.819830625702573
2021-06-23;15;151;0.811226729598677
2021-06-24;15;151;0.792226358365846
2021-06-25;15;151;0.792342976441648
2021-06-26;15;151;0.776922912634488
2021-06-27;15;151;0.780056553187483
2021-06-28;15;151;0.771992037058451
2021-06-29;15;151;0.770052799825096
2021-06-30;15;151;0.792207116097059
2021-07-01;15;151;0.807924514167398
2021-07-02;15;151;0.772822473351072
2021-07-03;15;151;0.763664964193563
2021-07-04;15;151;0.740380947700718
2021-07-05;15;151;0.74125202784009
2021-07-06;15;151;0.734033755915936
2021-07-07;15;151;0.728284087627568
2021-07-08;15;151;0.723098902442383
2021-07-09;15;151;0.736265459387742
2021-07-10;15;151;0.731936455058738
2021-07-11;15;151;0.736186209880575
2021-07-12;15;151;0.75583184706643
2021-07-13;15;151;0.758848438318315
2021-07-14;15;151;0.745690543581473
2021-07-15;15;151;0.779976257867187
2021-07-16;15;151;0.781652001478415
2021-07-17;15;151;0.797885767712181
2021-07-18;15;151;0.812970062299581
2021-07-19;15;151;0.828167630688639
2021-07-20;15;151;0.850792065077779
2021-07-21;15;151;0.886506350792065
2021-07-22;15;151;0.864528328814043
2021-07-23;15;151;0.877515341801056
2021-07-24;15;151;0.858284572570287
2021-07-25;15;151;0.881243756243756
2021-07-26;15;151;0.841561216561217
2021-07-27;15;151;0.832142064284921
2021-07-28;15;151;0.814284921427779
2021-07-29;15;151;0.836262943405801
2021-07-30;15;151;0.828841793127507
2021-07-31;15;151;0.863378684807256
2021-08-01;15;151;0.833616780045351
2021-08-02;15;151;0.873299319727891
2021-08-03;15;151;0.881802721088435
2021-08-04;15;151;0.899659863945578
2021-08-05;15;151;0.880612244897959
2021-08-06;15;151;0.883163265306122
2021-08-07;15;151;0.871825396825397
2021-08-08;15;151;0.919444444444444
2021-08-09;15;151;0.867496392496393
2021-08-10;15;151;0.843686868686869
2021-08-11;15;151;0.827813852813853
2021-08-12;15;151;0.829004329004329
2021-08-13;15;151;0.829004329004329
2021-08-14;15;151;0.717893217893218
2021-08-15;15;151;0.717893217893218
2021-08-16;15;151;0.76984126984127
2021-08-17;15;151;0.766594516594517
2021-08-18;15;151;0.782467532467532
2021-08-19;15;151;0.728896103896104
2021-08-20;15;151;0.746753246753247
2021-08-21;15;151;0.88961038961039
2021-08-22;15;151;0.88961038961039
2021-08-23;15;151;0.88961038961039
2021-08-24;15;151;0.880952380952381
2021-08-25;15;151;0.880952380952381
2021-08-26;15;151;0.952380952380952
2021-08-27;15;151;0.923809523809524
2021-08-28;15;151;0.923809523809524
2021-08-29;15;151;0.923809523809524
2021-08-30;15;151;0.923809523809524
2021-08-31;15;151;0.971428571428571
2021-09-01;15;151;0.971428571428571
2021-09-02;15;151;0.971428571428571
2021-09-03;15;151;1
2021-09-04;15;151;1
2021-09-05;15;151;1
2021-09-06;15;151;1
2021-09-07;15;151;0.983516483516483
2021-09-08;15;151;0.983516483516483
2021-09-09;15;151;0.949903038138332
2021-09-10;15;151;0.940974466709761
2021-09-11;15;151;0.940974466709761
2021-09-12;15;151;0.92998545572075
2021-09-13;15;151;0.92998545572075
2021-09-14;15;151;0.938532464267758
2021-09-15;15;151;0.938532464267758
2021-09-16;15;151;0.97214590964591
2021-09-17;15;151;0.970870399441828
2021-09-18;15;151;0.92325135182278
2021-09-19;15;151;0.922335600907029
2021-09-20;15;151;0.922335600907029
2021-09-21;15;151;0.915234514858575
2021-09-22;15;151;0.915234514858575
2021-09-23;15;151;0.90843179377014
2021-09-24;15;151;0.857411385606874
2021-09-25;15;151;0.895506623702112
2021-09-26;15;151;0.899474877670366
2021-09-27;15;151;0.899474877670366
2021-09-28;15;151;0.887301587301587
2021-09-29;15;151;0.887301587301587
2021-09-30;15;151;0.860490863011871
2021-10-01;15;151;0.903858209950647
2021-10-02;15;151;0.865762971855409
2021-10-03;15;151;0.802270908363345
2021-10-04;15;151;0.802270908363345
2021-10-05;15;151;0.809073629451781
2021-10-06;15;151;0.796086616464768
2021-10-07;15;151;0.809291898577613
2021-10-08;15;151;0.79143475572047
2021-10-09;15;151;0.839053803339518
2021-10-10;15;151;0.897495361781076
2021-10-11;15;151;0.897495361781076
2021-10-12;15;151;0.917903525046382
2021-10-13;15;151;0.930890538033395
2021-10-14;15;151;0.932251082251082
2021-10-15;15;151;0.941991341991342
2021-10-16;15;151;0.913419913419913
2021-10-17;15;151;0.926406926406926
2021-10-18;15;151;0.926406926406926
2021-10-19;15;151;0.926406926406926
2021-10-20;15;151;0.917478354978355
2021-10-21;15;151;0.928122612681436
2021-10-22;15;151;0.910140594699418
2021-10-23;15;151;0.905744990303814
2021-10-24;15;151;0.88193546649429
2021-10-25;15;151;0.873998958557782
2021-10-26;15;151;0.873998958557782
2021-10-27;15;151;0.863879910938735
2021-10-28;15;151;0.842208084313347
2021-10-29;15;151;0.821229063334327
2021-10-30;15;151;0.833787933036053
2021-10-31;15;151;0.821883171131291
2021-11-01;15;151;0.829819679067799
2021-11-02;15;151;0.829819679067799
2021-11-03;15;151;0.848867298115418
2021-11-04;15;151;0.878942486085343
2021-11-05;15;151;0.91282165039929
2021-11-06;15;151;0.873079437724747
2021-11-07;15;151;0.897365152010461
2021-11-08;15;151;0.868793723439032
2021-11-09;15;151;0.855188281262162
2021-11-10;15;151;0.855188281262162
2021-11-11;15;151;0.824132380641044
2021-11-12;15;151;0.826616852690733
2021-11-13;15;151;0.848671990535345
2021-11-14;15;151;0.850576752440106
2021-11-15;15;151;0.846680648544003
2021-11-16;15;151;0.860286090720873
2021-11-17;15;151;0.852767293728392
2021-11-18;15;151;0.88382319434951
2021-11-19;15;151;0.869537480063796
2021-11-20;15;151;0.891759702286018
2021-11-21;15;151;0.901283511809828
2021-11-22;15;151;0.93375104427736
2021-11-23;15;151;0.93375104427736
2021-11-24;15;151;0.941269841269841
2021-11-25;15;151;0.93028083028083
2021-11-26;15;151;0.932321646607361
2021-11-27;15;151;0.948194662480377
2021-11-28;15;151;0.948194662480377
2021-11-29;15;151;0.948194662480377
2021-11-30;15;151;0.948194662480377
2021-12-01;15;151;0.948194662480377
2021-12-02;15;151;0.959183673469388
2021-12-03;15;151;1
2021-12-04;15;151;0.928571428571429
2021-12-05;15;151;0.9
2021-12-06;15;151;0.880952380952381
2021-12-07;15;151;0.880952380952381
2021-12-08;15;151;0.858974358974359
2021-12-09;15;151;0.787545787545788
2021-12-10;15;151;0.787545787545788
2021-12-11;15;151;0.858974358974359
2021-12-12;15;151;0.887545787545788
2021-12-13;15;151;0.892307692307692
2021-12-14;15;151;0.88040293040293
2021-12-15;15;151;0.89047619047619
2021-12-16;15;151;0.961904761904762
2021-12-17;15;151;0.938095238095238
2021-12-18;15;151;0.938095238095238
2021-12-19;15;151;0.914285714285714
2021-12-20;15;151;0.908163265306122
2021-12-21;15;151;0.920068027210884
2021-12-22;15;151;0.921768707482993
2021-12-23;15;151;0.921768707482993
2021-12-24;15;151;0.897959183673469
2021-12-25;15;151;0.869387755102041
2021-12-26;15;151;0.893197278911565
2021-12-27;15;151;0.913605442176871
2021-12-28;15;151;0.913605442176871
2021-12-29;15;151;0.923809523809524
2021-12-30;15;151;0.918315018315018
2021-12-31;15;151;0.928666985188724
2022-01-01;15;151;0.93172820967852
2022-01-02;15;151;0.921013923964235
2022-01-03;15;151;0.914045282849252
2022-01-04;15;151;0.888937057741027
2022-01-05;15;151;0.85412922597888
2022-01-06;15;151;0.82812766848126
2022-01-07;15;151;0.835319561256677
2022-01-08;15;151;0.833976918936591
2022-01-09;15;151;0.825016268808276
2022-01-10;15;151;0.806694410948549
2022-01-11;15;151;0.802245985810469
2022-01-12;15;151;0.805997916951497
2022-01-13;15;151;0.808203126911763
2022-01-14;15;151;0.814043621004137
2022-01-15;15;151;0.824621603029725
2022-01-16;15;151;0.828491067747706
2022-01-17;15;151;0.842644853972799
2022-01-18;15;151;0.857003935830047
2022-01-19;15;151;0.885941192383368
2022-01-20;15;151;0.912403191101226
2022-01-21;15;151;0.934221696516076
2022-01-22;15;151;0.947647558043204
2022-01-23;15;151;0.958811461349361
2022-01-24;15;151;0.967425310648961
2022-01-25;15;151;0.978564437479577
2022-01-26;15;151;0.979231281315086
2022-01-27;15;151;0.978418679046456
2022-01-28;15;151;0.978751534175822
2022-01-29;15;151;0.980182600123017
2022-01-30;15;151;0.984383250833897
2022-01-31;15;151;0.983692558923118
2022-02-01;15;151;0.985734871449301
2022-02-02;15;151;0.98469497732943
2022-02-03;15;151;0.986749132324761
2022-02-04;15;151;0.986144293615084
2022-02-05;15;151;0.984575670039042
2022-02-06;15;151;0.981897435555859
2022-02-07;15;151;0.984273119111039
2022-02-08;15;151;0.985887964034148
2022-02-09;15;151;0.986228195391471
2022-02-10;15;151;0.987815496978773
2022-02-11;15;151;0.988180788650123
2022-02-12;15;151;0.991167349127972
2022-02-13;15;151;0.99428650071874
2022-02-14;15;151;0.995124372524353
2022-02-15;15;151;0.992308153415999
2022-02-16;15;151;0.994459616410836
2022-02-17;15;151;0.994459616410836
2022-02-18;15;151;0.995724295724296
2022-02-19;15;151;0.995724295724296
2022-02-20;15;151;0.995724295724296
2022-02-21;15;151;0.99482582312771
2022-02-22;15;151;0.99697722826419
2022-02-23;15;151;0.99697722826419
2022-02-24;15;151;0.995562801107188
2022-02-25;15;151;0.996621002165389
2022-02-26;15;151;0.996621002165389
2022-02-27;15;151;0.996621002165389
2022-02-28;15;151;0.997519474761975
2022-03-01;15;151;0.997225028625311
2022-03-02;15;151;0.995672233594256
2022-03-03;15;151;0.995231373181684
2022-03-04;15;151;0.992999230324541
2022-03-05;15;151;0.990251977577288
2022-03-06;15;151;0.987275787101098
2022-03-07;15;151;0.987275787101098
2022-03-08;15;151;0.988636331318785
2022-03-09;15;151;0.990189126349841
2022-03-10;15;151;0.987903627169932
2022-03-11;15;151;0.990135770027074
2022-03-12;15;151;0.990081902326148
2022-03-13;15;151;0.990310840055086
2022-03-14;15;151;0.990310840055086
2022-03-15;15;151;0.990310840055086
2022-03-16;15;151;0.990310840055086
2022-03-17;15;151;0.991204873557815
2022-03-18;15;151;0.991204873557815
2022-03-19;15;151;0.988053613053613
2022-03-20;15;151;0.990800865800866
2022-03-21;15;151;0.988636363636364
2022-03-22;15;151;0.988636363636364
2022-03-23;15;151;0.988636363636364
2022-03-24;15;151;0.991883116883117
2022-03-25;15;151;0.991883116883117
