"fecha";"region";"provincia";"carga.estimada";"carga.liminf";"carga.lisup"
"2021-11-20";8;83;17.5961772396477;12.5130208640893;22.6757905229368
"2021-11-21";8;83;17.2879282122265;13.2216393179311;21.7486813791605
"2021-11-22";8;83;20.7707879128588;16.2923192845788;26.2247879459277
"2021-11-23";8;83;20.3267203484513;15.589605984519;25.9826766408651
"2021-11-24";8;83;21.1569849702026;16.5344305896414;27.1696125510501
"2021-11-25";8;83;22.1183440059146;16.758826433358;27.6361196998292
"2021-11-26";8;83;16.8037056021013;12.5130208640893;22.2033782203756
"2021-11-27";8;83;14.2514981375145;10.387165502564;18.9023972562293
"2021-11-28";8;83;12.6535635241013;8.96992859488047;16.5403357434234
"2021-11-29";8;83;19.9629628754792;14.6388762256147;25.5279797996499
"2021-11-30";8;83;18.9732591016135;13.9302577717729;24.5713448869636
"2021-12-01";8;83;16.460025651988;11.7984972564656;20.7861413126921
"2021-12-02";8;83;11.9602984700928;8.26721529482071;15.1230988357399
"2021-12-03";8;83;12.3630299580262;8.73962759738189;16.3041295921428
"2021-12-04";8;83;13.0267692431246;9.44234089744165;16.776541894704
"2021-12-05";8;83;11.1512924019567;7.55269168719692;14.6506865331787
"2021-12-06";8;83;13.1885704567518;8.96992859488047;17.7154613460444
"2021-12-07";8;83;11.4666276139163;8.25540498725668;15.6014162920831
"2021-12-08";8;83;9.84625341613146;6.61377223585657;13.4696557767757
"2021-12-09";8;83;10.8938276970609;7.55859684097893;15.3533998332385
"2021-12-10";8;83;10.3174846879362;7.31648553591633;13.9420680793369
"2021-12-11";8;83;7.83968216100284;4.95442402311041;11.3378952614684
"2021-12-12";8;83;6.07522221093682;4.00369426420603;8.97583374866248
"2021-12-13";8;83;8.57428329148548;5.43274147945361;11.580006566531
"2021-12-14";8;83;7.0259519698412;4.24580556926864;10.1627696588475
"2021-12-15";8;83;6.24410960910244;3.77339326670745;9.21203989994307
"2021-12-16";8;83;5.86027461327148;3.30688611792828;8.5034214461013
"2021-12-17";8;83;5.28038851187763;3.07067996664769;7.80070814604154
