fecha_primeros_sintomas;region;provincia;prop3d
2020-08-09;15;151;0.357978250425128
2020-08-10;15;151;0.375640588087466
2020-08-11;15;151;0.382404213077692
2020-08-12;15;151;0.402786608460088
2020-08-13;15;151;0.434670666431102
2020-08-14;15;151;0.458544714695394
2020-08-15;15;151;0.450246890071039
2020-08-16;15;151;0.466716635864093
2020-08-17;15;151;0.474292393439851
2020-08-18;15;151;0.500348914051725
2020-08-19;15;151;0.513019170624421
2020-08-20;15;151;0.502935137010975
2020-08-21;15;151;0.499855970006681
2020-08-22;15;151;0.524637311114552
2020-08-23;15;151;0.520555678461491
2020-08-24;15;151;0.542200700106513
2020-08-25;15;151;0.527521144073573
2020-08-26;15;151;0.519985287984115
2020-08-27;15;151;0.533640750168989
2020-08-28;15;151;0.517101677512626
2020-08-29;15;151;0.519032179443128
2020-08-30;15;151;0.504973222527029
2020-08-31;15;151;0.476069199720567
2020-09-01;15;151;0.45846215690344
2020-09-02;15;151;0.431306299616137
2020-09-03;15;151;0.407954651264488
2020-09-04;15;151;0.417119929252672
2020-09-05;15;151;0.372332284465027
2020-09-06;15;151;0.355268792401535
2020-09-07;15;151;0.363794257595397
2020-09-08;15;151;0.362154577333048
2020-09-09;15;151;0.370293365082031
2020-09-10;15;151;0.341396336185002
2020-09-11;15;151;0.334908291008984
2020-09-12;15;151;0.34108589718659
2020-09-13;15;151;0.316978754329447
2020-09-14;15;151;0.308820059720584
2020-09-15;15;151;0.282017593893728
2020-09-16;15;151;0.253692470741019
2020-09-17;15;151;0.226859515336635
2020-09-18;15;151;0.20507095906532
2020-09-19;15;151;0.194952466188206
2020-09-20;15;151;0.218713986925534
2020-09-21;15;151;0.198549940445698
2020-09-22;15;151;0.226571918467676
2020-09-23;15;151;0.260355702251459
2020-09-24;15;151;0.314061395054897
2020-09-25;15;151;0.336714180865577
2020-09-26;15;151;0.368206087973248
2020-09-27;15;151;0.391247562627626
2020-09-28;15;151;0.450424235011845
2020-09-29;15;151;0.479789314376925
2020-09-30;15;151;0.470199078980238
2020-10-01;15;151;0.49895339720824
2020-10-02;15;151;0.495160130257078
2020-10-03;15;151;0.52550384669102
2020-10-04;15;151;0.54978601613448
2020-10-05;15;151;0.547427525568442
2020-10-06;15;151;0.532101855070358
2020-10-07;15;151;0.518112388315914
2020-10-08;15;151;0.520686390889917
2020-10-09;15;151;0.563024295296787
2020-10-10;15;151;0.555129558454682
2020-10-11;15;151;0.560624063949187
2020-10-12;15;151;0.57660150755821
2020-10-13;15;151;0.616957703086819
2020-10-14;15;151;0.676859441559986
2020-10-15;15;151;0.656155507812574
2020-10-16;15;151;0.638914128502229
2020-10-17;15;151;0.637562777150878
2020-10-18;15;151;0.605328344916446
2020-10-19;15;151;0.590012276968799
2020-10-20;15;151;0.592759529716052
2020-10-21;15;151;0.583713617444333
2020-10-22;15;151;0.580608027382221
2020-10-23;15;151;0.587750884525078
2020-10-24;15;151;0.590887950162144
2020-10-25;15;151;0.616058018189355
2020-10-26;15;151;0.654682356813693
2020-10-27;15;151;0.649580315997367
2020-10-28;15;151;0.633163265306122
2020-10-29;15;151;0.633163265306122
2020-10-30;15;151;0.626020408163265
2020-10-31;15;151;0.60280612244898
2020-11-01;15;151;0.630017006802721
2020-11-02;15;151;0.605841182626897
2020-11-03;15;151;0.599038461538462
2020-11-04;15;151;0.625824175824176
2020-11-05;15;151;0.697252747252747
2020-11-06;15;151;0.713736263736264
2020-11-07;15;151;0.732783882783883
2020-11-08;15;151;0.718498168498168
2020-11-09;15;151;0.713003663003663
2020-11-10;15;151;0.746336996336996
2020-11-11;15;151;0.761643118785976
2020-11-12;15;151;0.709695066837924
2020-11-13;15;151;0.685275042417899
2020-11-14;15;151;0.694798851941709
2020-11-15;15;151;0.697179804322661
2020-11-16;15;151;0.699119041556016
2020-11-17;15;151;0.700417742854718
2020-11-18;15;151;0.720825906120024
2020-11-19;15;151;0.731957631537464
2020-11-20;15;151;0.750098221106624
2020-11-21;15;151;0.750098221106624
2020-11-22;15;151;0.742955363963767
2020-11-23;15;151;0.713543599257885
2020-11-24;15;151;0.690816326530612
2020-11-25;15;151;0.664842300556586
2020-11-26;15;151;0.65208719851577
2020-11-27;15;151;0.656168831168831
2020-11-28;15;151;0.68474025974026
2020-11-29;15;151;0.70974025974026
2020-11-30;15;151;0.763311688311688
2020-12-01;15;151;0.737801484230056
2020-12-02;15;151;0.739965986394558
2020-12-03;15;151;0.752721088435374
2020-12-04;15;151;0.769047619047619
2020-12-05;15;151;0.740476190476191
2020-12-06;15;151;0.672619047619048
2020-12-07;15;151;0.652380952380952
2020-12-08;15;151;0.713605442176871
2020-12-09;15;151;0.685466914038343
2020-12-10;15;151;0.659616573902288
2020-12-11;15;151;0.636940836940837
2020-12-12;15;151;0.606171606171606
2020-12-13;15;151;0.677600177600178
2020-12-14;15;151;0.687123987123987
2020-12-15;15;151;0.670317264434911
2020-12-16;15;151;0.69845579257344
2020-12-17;15;151;0.710177404295051
2020-12-18;15;151;0.707002801120448
2020-12-19;15;151;0.783010127127774
2020-12-20;15;151;0.783010127127774
2020-12-21;15;151;0.79654396171424
2020-12-22;15;151;0.794303065355697
2020-12-23;15;151;0.782398303450935
2020-12-24;15;151;0.782398303450935
2020-12-25;15;151;0.807048163394913
2020-12-26;15;151;0.754913516432679
2020-12-27;15;151;0.721580183099346
2020-12-28;15;151;0.716209613819002
2020-12-29;15;151;0.711447709057098
2020-12-30;15;151;0.707479455088844
2020-12-31;15;151;0.714805462414851
2021-01-01;15;151;0.66634607866135
2021-01-02;15;151;0.688718820861678
2021-01-03;15;151;0.675113378684807
2021-01-04;15;151;0.65062358276644
2021-01-05;15;151;0.623151055293912
2021-01-06;15;151;0.603827383796328
2021-01-07;15;151;0.610093047956729
2021-01-08;15;151;0.641961179824861
2021-01-09;15;151;0.62648498934867
2021-01-10;15;151;0.621775413210523
2021-01-11;15;151;0.605048722534252
2021-01-12;15;151;0.613473630959161
2021-01-13;15;151;0.639826780914795
2021-01-14;15;151;0.650567919475483
2021-01-15;15;151;0.641715660623224
2021-01-16;15;151;0.661264532803675
2021-01-17;15;151;0.669283540822683
2021-01-18;15;151;0.679695252677236
2021-01-19;15;151;0.671957157439141
2021-01-20;15;151;0.656991171044583
2021-01-21;15;151;0.633695060147394
2021-01-22;15;151;0.64972680617914
2021-01-23;15;151;0.641866245687
2021-01-24;15;151;0.626832975334581
2021-01-25;15;151;0.638875406427529
2021-01-26;15;151;0.642767347819471
2021-01-27;15;151;0.643957824009947
2021-01-28;15;151;0.669294751233667
2021-01-29;15;151;0.667567176482836
2021-01-30;15;151;0.66107366998933
2021-01-31;15;151;0.692210151566911
2021-02-01;15;151;0.66975600861941
2021-02-02;15;151;0.687358776222178
2021-02-03;15;151;0.699304589030059
2021-02-04;15;151;0.681292166669811
2021-02-05;15;151;0.700682079082979
2021-02-06;15;151;0.705011083411983
2021-02-07;15;151;0.715934899213848
2021-02-08;15;151;0.720836859998162
2021-02-09;15;151;0.721926184616898
2021-02-10;15;151;0.731564222740693
2021-02-11;15;151;0.737775402864917
2021-02-12;15;151;0.721707749587961
2021-02-13;15;151;0.721707749587961
2021-02-14;15;151;0.70064772852794
2021-02-15;15;151;0.728798989032142
2021-02-16;15;151;0.725381622085363
2021-02-17;15;151;0.720151154612333
2021-02-18;15;151;0.747234788874936
2021-02-19;15;151;0.759474690955719
2021-02-20;15;151;0.761175371227828
2021-02-21;15;151;0.775856342430538
2021-02-22;15;151;0.768713485287681
2021-02-23;15;151;0.769329731786281
2021-02-24;15;151;0.767658888010174
2021-02-25;15;151;0.729927516391759
2021-02-26;15;151;0.714889922406796
2021-02-27;15;151;0.701574840276383
2021-02-28;15;151;0.715800446367347
2021-03-01;15;151;0.730238136336952
2021-03-02;15;151;0.716606016822479
2021-03-03;15;151;0.721566334282797
2021-03-04;15;151;0.739933681221572
2021-03-05;15;151;0.743585668332206
2021-03-06;15;151;0.751798709646293
2021-03-07;15;151;0.743481299283249
2021-03-08;15;151;0.736186466456501
2021-03-09;15;151;0.756821387091422
2021-03-10;15;151;0.756821387091422
2021-03-11;15;151;0.763500422341886
2021-03-12;15;151;0.776765728464335
2021-03-13;15;151;0.792071850913314
2021-03-14;15;151;0.799040492028297
2021-03-15;15;151;0.807611920599726
2021-03-16;15;151;0.820707158694964
2021-03-17;15;151;0.832455278995715
2021-03-18;15;151;0.812836599802568
2021-03-19;15;151;0.79234479652388
2021-03-20;15;151;0.77311402729311
2021-03-21;15;151;0.770148648095246
2021-03-22;15;151;0.747737933809531
2021-03-23;15;151;0.728377031553892
2021-03-24;15;151;0.720858234561411
2021-03-25;15;151;0.735200939728584
2021-03-26;15;151;0.73783560015013
2021-03-27;15;151;0.767717998453581
2021-03-28;15;151;0.757806540808543
2021-03-29;15;151;0.763672404595918
2021-03-30;15;151;0.753880482931292
2021-03-31;15;151;0.741687839159701
2021-04-01;15;151;0.718750647041474
2021-04-02;15;151;0.718750647041474
2021-04-03;15;151;0.684700003190467
2021-04-04;15;151;0.69339565536438
2021-04-05;15;151;0.695308471230685
2021-04-06;15;151;0.711798957488613
2021-04-07;15;151;0.716472804267723
2021-04-08;15;151;0.738517139243092
2021-04-09;15;151;0.745385271111224
2021-04-10;15;151;0.751866992656466
2021-04-11;15;151;0.75036323325797
2021-04-12;15;151;0.760782192829472
2021-04-13;15;151;0.759605244777524
2021-04-14;15;151;0.776693419760436
2021-04-15;15;151;0.765709592267174
2021-04-16;15;151;0.747037586307033
2021-04-17;15;151;0.73813070371594
2021-04-18;15;151;0.729515415495388
2021-04-19;15;151;0.731353275409621
2021-04-20;15;151;0.73416771640341
2021-04-21;15;151;0.739362521598215
2021-04-22;15;151;0.751012208655642
2021-04-23;15;151;0.775571184788468
2021-04-24;15;151;0.814700682741495
2021-04-25;15;151;0.800759579984603
2021-04-26;15;151;0.785540810168496
2021-04-27;15;151;0.79270268112806
2021-04-28;15;151;0.779218293175587
2021-04-29;15;151;0.759901639960629
2021-04-30;15;151;0.74289483723954
2021-05-01;15;151;0.740093716791361
2021-05-02;15;151;0.744338198964536
2021-05-03;15;151;0.742971144965903
2021-05-04;15;151;0.734171781064498
2021-05-05;15;151;0.723255217855457
2021-05-06;15;151;0.759763154363393
2021-05-07;15;151;0.767699662299901
2021-05-08;15;151;0.764959435774509
2021-05-09;15;151;0.780608437310607
2021-05-10;15;151;0.795179232369207
2021-05-11;15;151;0.799820492748172
2021-05-12;15;151;0.816140635828879
2021-05-13;15;151;0.776854921543164
2021-05-14;15;151;0.762601601167395
2021-05-15;15;151;0.737556520021332
2021-05-16;15;151;0.747253140605049
2021-05-17;15;151;0.737714813078917
2021-05-18;15;151;0.727038411370693
2021-05-19;15;151;0.717968116586112
2021-05-20;15;151;0.723920497538493
2021-05-21;15;151;0.733638670521972
2021-05-22;15;151;0.743581224653656
2021-05-23;15;151;0.718051270736605
2021-05-24;15;151;0.724668917795429
