"fecha";"carga.estimada";"carga.liminf";"carga.lisup"
"2022-07-18";9020;8735;9211
"2022-07-19";7914;7688;8178
"2022-07-20";7601;7399;7884
"2022-07-21";7160;6925;7378
"2022-07-22";7430;7179;7703
"2022-07-23";6907;6698;7117
"2022-07-24";6605;6424;6792
"2022-07-25";10444;10199;10732
"2022-07-26";8935;8689;9190
"2022-07-27";8580;8361;8804
"2022-07-28";7888;7687;8088
"2022-07-29";8150;7939;8472
"2022-07-30";7662;7410;7936
"2022-07-31";7625;7369;7869
"2022-08-01";12628;12385;12939
"2022-08-02";10642;10339;10939
"2022-08-03";10136;9925;10338
"2022-08-04";9459;9117;9727
"2022-08-05";9645;9357;9925
"2022-08-06";9246;8966;9575
"2022-08-07";8659;8410;8931
"2022-08-08";13978;13664;14246
"2022-08-09";12004;11703;12346
"2022-08-10";11107;10825;11360
"2022-08-11";9710;9482;9987
"2022-08-12";9231;9000;9469
"2022-08-13";7644;7454;7922
"2022-08-14";6935;6720;7131
"2022-08-15";8431;8211;8680
"2022-08-16";11408;11123;11669
"2022-08-17";9406;9139;9741
"2022-08-18";8405;8170;8645
"2022-08-19";8472;8240;8778
"2022-08-20";7996;7684;8306
"2022-08-21";7438;7020;7966
