"fecha";"region";"servicio.salud";"r.estimado";"r.liminf";"r.lisup"
"2020-10-31";8;81012;1.11786858660333;0.906149317941001;1.32958785526566
"2020-11-01";8;81012;1.14033292877818;0.919025202836064;1.36164065472029
"2020-11-02";8;81012;1.1836359094316;0.967671859385786;1.39959995947742
"2020-11-03";8;81012;1.18862926526603;0.982786661600367;1.39447186893168
"2020-11-04";8;81012;1.18589695637942;0.981907642950764;1.38988626980808
"2020-11-05";8;81012;1.19155127748582;0.978911787400701;1.40419076757094
"2020-11-06";8;81012;1.18664159887953;0.981980965387057;1.39130223237201
"2020-11-07";8;81012;1.16792090900431;0.964043300331975;1.37179851767665
"2020-11-08";8;81012;1.16583631885384;0.971484706877117;1.36018793083057
"2020-11-09";8;81012;1.17235568050936;0.976761691100463;1.36794966991826
"2020-11-10";8;81012;1.20301352706959;1.00164738833045;1.40437966580873
"2020-11-11";8;81012;1.22392753418954;1.01654525681231;1.43130981156678
"2020-11-12";8;81012;1.20426742119266;1.00657668033299;1.40195816205234
"2020-11-13";8;81012;1.20256852214562;1.00549465119999;1.39964239309126
"2020-11-14";8;81012;1.19343408745491;1.0106270759183;1.37624109899151
"2020-11-15";8;81012;1.15746380103844;0.979747285766709;1.33518031631018
"2020-11-16";8;81012;1.13043269688582;0.956503202484364;1.30436219128728
"2020-11-17";8;81012;1.07245818502317;0.902044985136883;1.24287138490946
"2020-11-18";8;81012;1.03155009444562;0.866874914170873;1.19622527472036
"2020-11-19";8;81012;1.00876373360366;0.840288822997091;1.17723864421023
"2020-11-20";8;81012;0.981516243449444;0.824030629486999;1.13900185741189
"2020-11-21";8;81012;0.976722128981212;0.826491514173163;1.12695274378926
"2020-11-22";8;81012;0.977422984682391;0.82872358821576;1.12612238114902
"2020-11-23";8;81012;1.00275299276835;0.853895836988396;1.1516101485483
"2020-11-24";8;81012;1.01680735079183;0.868754306684042;1.16486039489962
"2020-11-25";8;81012;1.00967282407321;0.864389462167057;1.15495618597936
"2020-11-26";8;81012;1.02653706672621;0.874954676870051;1.17811945658236
"2020-11-27";8;81012;1.03718030435287;0.892227127071783;1.18213348163396
"2020-11-28";8;81012;1.01641922972404;0.877557679681656;1.15528077976643
"2020-11-29";8;81012;1.03274223999382;0.899975572391924;1.16550890759571
"2020-11-30";8;81012;1.02506914368069;0.875703303125619;1.17443498423575
"2020-12-01";8;81012;1.05501972818561;0.909917425082111;1.2001220312891
"2020-12-02";8;81012;1.08093844570766;0.931730639896427;1.23014625151888
"2020-12-03";8;81012;1.07045453867041;0.922791162976358;1.21811791436446
"2020-12-04";8;81012;1.0666744860751;0.910201029048312;1.22314794310188
"2020-12-05";8;81012;1.07914029495845;0.926677347222467;1.23160324269443
"2020-12-06";8;81012;1.05410171508694;0.903464912494544;1.20473851767934
"2020-12-07";8;81012;1.03244904535261;0.888339371943162;1.17655871876206
"2020-12-08";8;81012;0.978433592331901;0.845411940904184;1.11145524375962
"2020-12-09";8;81012;0.957022460662152;0.822458198738804;1.0915867225855
"2020-12-10";8;81012;0.964551304909745;0.82268396025894;1.10641864956055
"2020-12-11";8;81012;0.986992839503641;0.840633500415521;1.13335217859176
"2020-12-12";8;81012;0.992373057261021;0.838205629409274;1.14654048511277
"2020-12-13";8;81012;1.00622376159947;0.850189550127325;1.16225797307162
"2020-12-14";8;81012;1.02358049987465;0.872028229587721;1.17513277016157
"2020-12-15";8;81012;1.0697883401173;0.917408621929067;1.22216805830553
"2020-12-16";8;81012;1.07649205877476;0.92820489311268;1.22477922443684
"2020-12-17";8;81012;1.06826202763842;0.922039262243491;1.21448479303335
"2020-12-18";8;81012;1.03741606997284;0.903164474089182;1.17166766585649
"2020-12-19";8;81012;1.02766242903096;0.890944835612304;1.16438002244961
"2020-12-20";8;81012;1.04408125475802;0.906010908736812;1.18215160077922
"2020-12-21";8;81012;1.07267465680799;0.917106914225584;1.22824239939039
"2020-12-22";8;81012;1.07864833053076;0.906613441791845;1.25068321926968
"2020-12-23";8;81012;1.08421008499766;0.913803947331684;1.25461622266363
"2020-12-24";8;81012;1.0942386955735;0.929746407356335;1.25873098379067
"2020-12-25";8;81012;1.10913414365895;0.956732626392791;1.26153566092511
"2020-12-26";8;81012;1.14459009046455;0.992880220160426;1.29629996076868
"2020-12-27";8;81012;1.17386654783643;1.02455098222032;1.32318211345255
"2020-12-28";8;81012;1.19361703439583;1.03663227852699;1.35060179026467
"2020-12-29";8;81012;1.16574486012066;0.999930646870543;1.33155907337078
"2020-12-30";8;81012;1.14668524751018;0.996618413739506;1.29675208128086
"2020-12-31";8;81012;1.13387285988295;0.992072583782081;1.27567313598381
"2021-01-01";8;81012;1.14125553618001;0.999366982985532;1.28314408937449
"2021-01-02";8;81012;1.14657254040274;1.00109402547034;1.29205105533514
"2021-01-03";8;81012;1.13392365555004;0.994285430183036;1.27356188091704
"2021-01-04";8;81012;1.12732781398234;0.998435318500881;1.2562203094638
"2021-01-05";8;81012;1.15669138579518;1.02573743604203;1.28764533554834
"2021-01-06";8;81012;1.16799326310056;1.03576430082723;1.3002222253739
"2021-01-07";8;81012;1.18783314014291;1.05183528877073;1.32383099151509
"2021-01-08";8;81012;1.17143302629152;1.02777508774412;1.31509096483891
"2021-01-09";8;81012;1.13214767346491;0.998102874869008;1.26619247206081
"2021-01-10";8;81012;1.07380388406742;0.955636122648608;1.19197164548624
"2021-01-11";8;81012;1.04046484534675;0.939591752080675;1.14133793861282
"2021-01-12";8;81012;1.0440865284657;0.93682260609873;1.15135045083266
"2021-01-13";8;81012;1.03944436877474;0.932882990171799;1.14600574737767
"2021-01-14";8;81012;1.01163175010962;0.904084501630761;1.11917899858849
"2021-01-15";8;81012;0.999198981027376;0.889641141589391;1.10875682046536
"2021-01-16";8;81012;0.982856735310555;0.879747796815736;1.08596567380537
"2021-01-17";8;81012;0.979848733805157;0.880208549763324;1.07948891784699
"2021-01-18";8;81012;0.968347026783303;0.873353966110975;1.06334008745563
"2021-01-19";8;81012;0.935975607836232;0.841917393501595;1.03003382217087
"2021-01-20";8;81012;0.926007966062935;0.829006379857437;1.02300955226843
"2021-01-21";8;81012;0.935464657325845;0.83427597375936;1.03665334089233
"2021-01-22";8;81012;0.949849082054627;0.844808375963739;1.05488978814551
"2021-01-23";8;81012;0.966792663252296;0.856060115845347;1.07752521065925
"2021-01-24";8;81012;0.970062524414399;0.861718919745742;1.07840612908306
"2021-01-25";8;81012;0.965578475031917;0.861442482044366;1.06971446801947
"2021-01-26";8;81012;0.960730379546997;0.855978805125661;1.06548195396833
"2021-01-27";8;81012;0.942911590350895;0.840019016037742;1.04580416466405
"2021-01-28";8;81012;0.921082822755799;0.821226209955113;1.02093943555649
"2021-01-29";8;81012;0.898901855945889;0.795619641230491;1.00218407066129
"2021-01-30";8;81012;0.892091633643818;0.786025831061576;0.998157436226061
"2021-01-31";8;81012;0.901320043973646;0.795434176207935;1.00720591173936
"2021-02-01";8;81012;0.909029785014046;0.796477926621525;1.02158164340657
"2021-02-02";8;81012;0.902564836664118;0.788015837551826;1.01711383577641
"2021-02-03";8;81012;0.907060979220582;0.797838112241713;1.01628384619945
"2021-02-04";8;81012;0.932415545731572;0.825444353345358;1.03938673811779
"2021-02-05";8;81012;0.942831954600781;0.829662842692528;1.05600106650903
"2021-02-06";8;81012;0.955949517331811;0.844328317217904;1.06757071744572
"2021-02-07";8;81012;0.965999386123849;0.859400793068793;1.0725979791789
"2021-02-08";8;81012;0.993479487532866;0.876643550413755;1.11031542465198
"2021-02-09";8;81012;1.04771270706934;0.930500845806072;1.1649245683326
"2021-02-10";8;81012;1.07808118942895;0.959964177456127;1.19619820140177
"2021-02-11";8;81012;1.06251026122694;0.93569036302585;1.18933015942803
