"fecha";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-04-01";2.1330218297478;1.90599800290981;2.38702641699099
"2020-04-02";2.03576261247765;1.85961679097517;2.27165154630592
"2020-04-03";1.99593387092713;1.71559092233601;2.29272223538426
"2020-04-04";1.88068748005351;1.67987353475199;2.09242220932856
"2020-04-05";1.69143671778279;1.46197177452718;1.86642622098219
"2020-04-06";2.32599850655067;2.1173472927505;2.57088102718068
"2020-04-07";2.05413522551547;1.82852467660347;2.24094487136858
"2020-04-08";2.05670482174454;1.7868972176926;2.26779715196232
"2020-04-09";2.17580560696176;1.93490596048681;2.34552743789158
"2020-04-10";2.1561481958094;1.95147985616428;2.40167311549667
"2020-04-11";1.85036624455053;1.65083709736354;2.07315023761056
"2020-04-12";1.83199363151271;1.58788198975142;2.08882477460787
"2020-04-13";2.82591345291549;2.60557057627307;3.11692022585723
"2020-04-14";2.69267988843841;2.40899646474951;2.94514271794416
"2020-04-15";3.07850476223269;2.74882556604351;3.38223103650831
"2020-04-16";2.9623590126789;2.68355782182523;3.31555001436404
"2020-04-17";2.90878293130287;2.6825299833336;3.12475749435588
"2020-04-18";2.74227309565939;2.48492803331841;3.018504690284
"2020-04-19";2.74021741867613;2.41503501588781;3.10420072452335
"2020-04-20";5.15589483362121;4.80488798873078;5.51229783059269
"2020-04-21";4.0052296422454;3.74608586254407;4.33824931353237
"2020-04-22";4.17161099807743;3.78167477031664;4.53199686920396
"2020-04-23";4.56116178640386;4.13602209030486;4.93889243207658
"2020-04-24";5.45897870883956;5.03165485594587;5.79957868900228
"2020-04-25";5.44137697467046;5.08086262373248;5.87075650454741
"2020-04-26";5.44214785353918;5.04103388218196;5.75191267895311
"2020-04-27";8.52103805520623;8.12390695800406;8.87846889066934
"2020-04-28";8.56215159487129;8.00159417750051;8.98934696795354
"2020-04-29";9.12412229016806;8.71054577709986;9.60540766387214
"2020-04-30";11.1001417903199;10.4811260587379;11.6045535300856
"2020-05-01";14.7244287916063;14.2441712563938;15.4279842391246
"2020-05-02";13.6412155012434;13.0494374896895;14.3009593330562
"2020-05-03";14.2204024912749;13.5330354999997;14.8233582464253
"2020-05-04";20.0366835557661;19.2799374663062;20.7821234218182
"2020-05-05";19.148374139378;18.2311567654128;19.8900880908979
"2020-05-06";18.6524420671682;17.7858457389157;19.2503871096719
"2020-05-07";18.9827636624147;18.3096579302108;19.6716724114273
"2020-05-08";21.738912577711;21.1076912640409;22.4490204956134
"2020-05-09";20.6022516857836;19.8217368312048;21.2955287483857
"2020-05-10";22.4907764343358;21.8901333157916;23.2116766564003
"2020-05-11";27.8982347387826;27.0650431615079;28.6121970510286
"2020-05-12";25.405340957154;24.4710357682656;26.0256414868506
"2020-05-13";22.4149733455783;21.635743289114;23.3329615984122
"2020-05-14";22.0921035793962;21.2948863493284;22.8261087422289
"2020-05-15";27.5395191052049;26.6925801881047;28.6065439393246
"2020-05-16";24.1114207760078;22.94289689084;24.9389592415785
"2020-05-17";23.5660239763885;22.7869223997356;24.2265386870699
"2020-05-18";31.1034205951082;30.039093837029;31.7880895103429
"2020-05-19";26.7094110434051;25.9349347399646;27.6796905795005
"2020-05-20";30.9157115905749;29.9983657367983;32.1555417710993
"2020-05-21";24.5054683577351;23.6550604857256;25.5352340465333
"2020-05-22";29.9701001782786;28.9373794538169;30.7502295934231
"2020-05-23";27.0938226392734;26.3180615377183;28.0459865219539
"2020-05-24";23.7105637642735;22.6549736333731;24.5531343677842
"2020-05-25";33.233872828627;31.8970403904553;34.2347305598482
"2020-05-26";25.8700524351807;25.0977602885348;26.7908672438665
"2020-05-27";26.5585757447589;25.5940778001789;27.572409936937
"2020-05-28";26.9632871508368;25.9945493724789;27.8608471136496
"2020-05-29";27.4296688664123;26.6075265529226;28.6730964816575
"2020-05-30";25.4927072289423;24.6902223266049;26.6058563153737
"2020-05-31";23.1100491255407;22.1044376412957;23.8962170918235
"2020-06-01";37.3167042769901;35.9704928125824;38.3221872814237
"2020-06-02";25.5970328358424;24.8792161292527;26.5295393073705
"2020-06-03";24.6924064833996;23.5297926695587;25.7086817919953
"2020-06-04";25.5697951158143;24.7459825647757;26.8028158663317
"2020-06-05";27.6347226454918;26.3500530107702;28.872497149033
"2020-06-06";23.6356600341962;22.9563872710426;24.3257251015119
"2020-06-07";21.0613100521063;20.5324871481645;22.2360009682239
"2020-06-08";28.1847447183234;27.3987052318521;29.0514695263874
"2020-06-09";22.8376719252597;22.0147587329013;23.8437973287505
"2020-06-10";23.8100071383383;22.7970723048405;24.5735626578053
"2020-06-11";21.1268347559475;20.2602384276949;21.8987414631589
"2020-06-12";24.4482948416384;23.5125763748239;25.1443984600924
"2020-06-13";22.0793840780623;21.1658926186293;22.9229825200647
"2020-06-14";19.4127855913489;18.5586518048073;20.1681184028829
"2020-06-15";26.2832435088145;25.3390453744441;27.08380121398
"2020-06-16";22.0083347423286;21.2231946145374;22.6516331582753
"2020-06-17";20.2109021800968;19.1829352086589;21.0047789350668
"2020-06-18";21.0451215958632;20.3626368374232;21.9760863096538
"2020-06-19";21.3713318371431;20.2479043657954;22.2448660752141
"2020-06-20";20.0648206344744;19.3702587737578;21.0727447553256
"2020-06-21";16.5106836102416;15.4987766152353;17.1174937597356
"2020-06-22";20.0370689952005;19.3894022656644;20.6640504750926
"2020-06-23";18.3940691663356;17.6677727921901;19.2627211715714
"2020-06-24";16.9824614778981;16.1028886886888;17.6414344308421
"2020-06-25";16.7251164155572;15.9661861693025;17.4191643570279
