region_residencia,comuna_residencia,Fecha defunciones,confirmados,sospechosos,totales
Metropolitana de Santiago,Las Condes,2022-06-15,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-06-21,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-06-23,2.0,,2.0
Metropolitana de Santiago,Las Condes,2022-06-25,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-06-28,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-07-01,2.0,,2.0
Metropolitana de Santiago,Las Condes,2022-07-02,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-07-04,2.0,,2.0
Metropolitana de Santiago,Las Condes,2022-07-07,3.0,,3.0
Metropolitana de Santiago,Las Condes,2022-07-11,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-07-12,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-07-15,,1.0,1.0
Metropolitana de Santiago,Las Condes,2022-07-16,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-07-17,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-07-18,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-07-24,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-07-31,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-02,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-04,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-10,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-12,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-13,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-15,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-18,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-19,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-23,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-25,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-26,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-08-31,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-09-01,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-09-04,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-09-08,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-09-11,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-09-12,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-09-14,2.0,,2.0
Metropolitana de Santiago,Las Condes,2022-09-15,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-09-17,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-09-18,1.0,,1.0
Metropolitana de Santiago,Las Condes,2022-09-20,2.0,,2.0
Metropolitana de Santiago,Las Condes,2022-09-30,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2020-04-07,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-04-18,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-04-28,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-05-05,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-12,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-05-13,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-14,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-15,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-17,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-20,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-24,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-25,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-26,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-27,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-29,6.0,,6.0
Metropolitana de Santiago,Lo Barnechea,2020-05-30,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-05-31,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-01,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-02,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-06-04,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-06-05,2.0,2.0,4.0
Metropolitana de Santiago,Lo Barnechea,2020-06-07,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-06-08,4.0,2.0,6.0
Metropolitana de Santiago,Lo Barnechea,2020-06-10,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-11,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-12,2.0,2.0,4.0
Metropolitana de Santiago,Lo Barnechea,2020-06-13,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-14,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-06-15,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-16,6.0,,6.0
Metropolitana de Santiago,Lo Barnechea,2020-06-17,6.0,2.0,8.0
Metropolitana de Santiago,Lo Barnechea,2020-06-19,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-22,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-24,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-25,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-06-29,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-06-30,6.0,,6.0
Metropolitana de Santiago,Lo Barnechea,2020-07-02,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-03,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-04,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-05,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-06,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-07-07,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-08,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-09,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-10,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-11,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-07-12,6.0,,6.0
Metropolitana de Santiago,Lo Barnechea,2020-07-13,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-18,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-19,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-23,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-07-24,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-26,2.0,2.0,4.0
Metropolitana de Santiago,Lo Barnechea,2020-07-27,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-30,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-07-31,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-08-02,2.0,2.0,4.0
Metropolitana de Santiago,Lo Barnechea,2020-08-03,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-08-04,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-08-06,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-08-07,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-08-11,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-08-14,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-08-22,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-08-31,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-09-05,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-09-10,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2020-09-13,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-09-14,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-09-17,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-09-19,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-09-21,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-09-25,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-10-13,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2020-10-14,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2020-10-17,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2020-10-26,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-10-31,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-11-16,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-12-06,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2020-12-20,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2020-12-21,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-01-01,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-01-06,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-01-11,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-01-12,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-01-21,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-01-31,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-02-01,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2021-02-03,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-02-04,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2021-02-08,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-02-14,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-02-20,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-02-28,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-03-16,4.0,2.0,6.0
Metropolitana de Santiago,Lo Barnechea,2021-03-18,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2021-03-21,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-03-23,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-03-24,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2021-03-27,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-03-31,4.0,2.0,6.0
Metropolitana de Santiago,Lo Barnechea,2021-04-04,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-04-05,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-04-07,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2021-04-08,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-04-09,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2021-04-10,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2021-04-11,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-04-17,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-04-22,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-04-24,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-05-03,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-05-04,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-05-07,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-05-10,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2021-05-12,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-05-24,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-05-29,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-05-31,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2021-06-02,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-10,2.0,2.0,4.0
Metropolitana de Santiago,Lo Barnechea,2021-06-11,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-15,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-17,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-18,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-19,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-20,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-22,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-23,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2021-06-24,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-26,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-27,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-06-29,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2021-06-30,6.0,,6.0
Metropolitana de Santiago,Lo Barnechea,2021-07-02,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2021-07-03,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-07-04,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-07-05,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-07-09,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-07-16,6.0,,6.0
Metropolitana de Santiago,Lo Barnechea,2021-07-17,4.0,,4.0
Metropolitana de Santiago,Lo Barnechea,2021-07-19,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2021-07-24,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-08-03,,2.0,2.0
Metropolitana de Santiago,Lo Barnechea,2021-08-06,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-09-08,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-10-26,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-11-15,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-11-19,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2021-12-12,2.0,,2.0
Metropolitana de Santiago,Lo Barnechea,2022-02-06,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-07,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-12,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-15,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-17,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-21,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-22,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-23,,1.0,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-24,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-26,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-02-28,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-03-02,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-03-04,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-03-05,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-03-07,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-03-08,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-03-17,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-03-31,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-04-17,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-05-12,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-05-18,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-05-30,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-06-14,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-06-17,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-06-24,,1.0,1.0
Metropolitana de Santiago,Lo Barnechea,2022-06-29,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-07-06,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-07-13,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-07-14,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-07-19,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-08-04,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-08-19,1.0,,1.0
Metropolitana de Santiago,Lo Barnechea,2022-09-11,1.0,,1.0
Metropolitana de Santiago,Lo Espejo,2020-04-19,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-05-05,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-05-12,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-05-14,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-05-15,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-05-17,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-05-18,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-05-19,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-05-20,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-05-21,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-05-23,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-05-24,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-05-25,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-05-26,4.0,2.0,6.0
Metropolitana de Santiago,Lo Espejo,2020-05-27,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-05-28,8.0,,8.0
Metropolitana de Santiago,Lo Espejo,2020-05-29,8.0,2.0,10.0
Metropolitana de Santiago,Lo Espejo,2020-05-30,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-05-31,4.0,2.0,6.0
Metropolitana de Santiago,Lo Espejo,2020-06-01,8.0,,8.0
Metropolitana de Santiago,Lo Espejo,2020-06-02,8.0,4.0,12.0
Metropolitana de Santiago,Lo Espejo,2020-06-03,8.0,2.0,10.0
Metropolitana de Santiago,Lo Espejo,2020-06-04,,2.0,2.0
Metropolitana de Santiago,Lo Espejo,2020-06-05,8.0,2.0,10.0
Metropolitana de Santiago,Lo Espejo,2020-06-06,8.0,,8.0
Metropolitana de Santiago,Lo Espejo,2020-06-07,6.0,2.0,8.0
Metropolitana de Santiago,Lo Espejo,2020-06-08,6.0,4.0,10.0
Metropolitana de Santiago,Lo Espejo,2020-06-09,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-06-10,8.0,4.0,12.0
Metropolitana de Santiago,Lo Espejo,2020-06-11,2.0,2.0,4.0
Metropolitana de Santiago,Lo Espejo,2020-06-12,14.0,,14.0
Metropolitana de Santiago,Lo Espejo,2020-06-13,4.0,2.0,6.0
Metropolitana de Santiago,Lo Espejo,2020-06-14,2.0,4.0,6.0
Metropolitana de Santiago,Lo Espejo,2020-06-15,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-06-16,6.0,2.0,8.0
Metropolitana de Santiago,Lo Espejo,2020-06-17,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-06-18,6.0,2.0,8.0
Metropolitana de Santiago,Lo Espejo,2020-06-19,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-06-20,,4.0,4.0
Metropolitana de Santiago,Lo Espejo,2020-06-21,10.0,4.0,14.0
Metropolitana de Santiago,Lo Espejo,2020-06-22,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-06-23,8.0,2.0,10.0
Metropolitana de Santiago,Lo Espejo,2020-06-24,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-06-25,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-06-26,6.0,2.0,8.0
Metropolitana de Santiago,Lo Espejo,2020-06-27,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-06-28,,4.0,4.0
Metropolitana de Santiago,Lo Espejo,2020-06-29,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-06-30,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-07-01,6.0,2.0,8.0
Metropolitana de Santiago,Lo Espejo,2020-07-02,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-03,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-07-04,6.0,2.0,8.0
Metropolitana de Santiago,Lo Espejo,2020-07-05,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-06,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-07,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-07-08,8.0,,8.0
Metropolitana de Santiago,Lo Espejo,2020-07-09,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-07-10,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-07-11,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-07-12,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-13,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-14,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-15,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-16,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-07-17,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-07-18,,2.0,2.0
Metropolitana de Santiago,Lo Espejo,2020-07-20,2.0,2.0,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-22,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-07-23,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-24,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-07-27,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-07-30,,2.0,2.0
Metropolitana de Santiago,Lo Espejo,2020-07-31,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-08-02,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-08-04,2.0,2.0,4.0
Metropolitana de Santiago,Lo Espejo,2020-08-05,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-08-11,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-08-12,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-08-15,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-08-17,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-08-18,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-08-20,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-08-23,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-08-24,4.0,2.0,6.0
Metropolitana de Santiago,Lo Espejo,2020-08-26,2.0,2.0,4.0
Metropolitana de Santiago,Lo Espejo,2020-08-27,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-08-29,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-09-01,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-09-03,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-09-04,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-09-08,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-09-11,2.0,2.0,4.0
Metropolitana de Santiago,Lo Espejo,2020-09-13,,2.0,2.0
Metropolitana de Santiago,Lo Espejo,2020-09-14,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-09-15,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-09-18,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-09-25,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-09-29,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-10-06,,2.0,2.0
Metropolitana de Santiago,Lo Espejo,2020-10-08,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-10-14,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-10-15,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-10-16,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-10-17,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-10-21,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-10-26,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-10-29,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-10-30,,2.0,2.0
Metropolitana de Santiago,Lo Espejo,2020-10-31,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-11-03,2.0,2.0,4.0
Metropolitana de Santiago,Lo Espejo,2020-11-05,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-11-07,4.0,2.0,6.0
Metropolitana de Santiago,Lo Espejo,2020-11-14,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-11-17,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-11-19,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2020-11-23,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-12-01,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-12-06,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-12-10,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-12-12,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-12-15,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2020-12-16,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-12-25,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2020-12-27,,2.0,2.0
Metropolitana de Santiago,Lo Espejo,2020-12-31,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2021-01-03,,2.0,2.0
Metropolitana de Santiago,Lo Espejo,2021-01-04,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-01-08,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-01-16,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-01-20,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-01-21,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-01-24,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-01-27,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-01-31,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-01,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-04,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2021-02-07,,2.0,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-10,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-12,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-14,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2021-02-16,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-19,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-20,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-22,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-23,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-25,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-02-26,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2021-02-27,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2021-02-28,6.0,,6.0
Metropolitana de Santiago,Lo Espejo,2021-03-02,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2021-03-04,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-03-05,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-03-07,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-03-14,2.0,,2.0
Metropolitana de Santiago,Lo Espejo,2021-03-15,4.0,,4.0
Metropolitana de Santiago,Lo Espejo,2021-03-16,4.0,,4.0
