region_residencia,comuna_residencia,Fecha defunciones,confirmados,sospechosos,totales
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2020-04-08,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2020-12-01,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-01-02,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-01-14,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-01-27,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-01-30,4.0,,4.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-02-03,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-02-04,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-02-24,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-05-31,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-06-02,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-06-06,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-06-08,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-06-14,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-06-17,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-06-22,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-06-25,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-07-08,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-07-19,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-07-21,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-07-28,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-07-29,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-08-25,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-08-26,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-10-07,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-11-23,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-12-07,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-12-15,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2021-12-16,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-01-07,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-01-18,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-01-26,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-01-31,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-02-09,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-02-20,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-03-01,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-03-02,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-03-03,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-03-07,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-03-21,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-03-22,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-04-14,,1.0,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-04-15,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-05-16,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-06-19,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-07-31,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-08-01,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-08-12,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-08-26,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Aisén,2022-09-08,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Chile Chico,2020-06-11,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Chile Chico,2020-09-26,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Chile Chico,2021-01-04,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Chile Chico,2021-06-08,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Chile Chico,2021-06-22,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Chile Chico,2021-11-28,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Chile Chico,2022-01-03,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Chile Chico,2022-02-15,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Chile Chico,2022-08-11,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Cisnes,2020-10-17,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Cisnes,2020-12-26,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Cisnes,2021-03-14,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Cisnes,2021-03-21,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Cisnes,2021-07-03,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Cisnes,2021-08-14,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Cisnes,2021-12-12,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Cisnes,2022-02-18,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Cisnes,2022-03-15,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Cochrane,2021-06-12,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Cochrane,2022-02-12,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Cochrane,2022-03-13,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Cochrane,2022-09-07,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-05-28,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-05-29,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-06-14,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-10-10,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-10-22,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-10-23,4.0,,4.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-10-30,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-11-07,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-11-12,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-11-13,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-11-17,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-11-19,4.0,,4.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2020-11-23,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-01-17,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-01-19,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-01-27,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-02-12,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-02-15,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-02-18,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-02-19,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-02-22,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-03-22,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-04-10,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-04-16,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-05-12,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-05-13,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-05-25,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-05-26,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-05-28,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-05-29,4.0,,4.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-05-30,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-01,4.0,,4.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-07,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-08,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-10,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-11,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-12,4.0,,4.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-16,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-18,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-20,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-21,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-22,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-25,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-26,2.0,2.0,4.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-06-29,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-07-01,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-07-02,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-07-08,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-07-09,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-07-27,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-08-14,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-09-12,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-11-16,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-11-23,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-11-27,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-11-30,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-12-04,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-12-05,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-12-10,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-12-13,6.0,,6.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-12-14,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2021-12-28,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-01-25,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-01-26,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-01,,1.0,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-02,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-04,,1.0,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-05,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-06,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-07,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-08,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-09,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-11,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-12,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-13,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-15,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-18,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-19,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-22,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-23,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-26,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-02-28,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-01,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-05,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-08,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-12,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-13,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-15,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-20,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-26,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-27,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-29,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-03-31,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-04-09,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-04-11,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-04-12,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-06-08,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-07-17,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-08-07,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-08-19,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-08-29,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-09-12,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Coihaique,2022-10-03,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Guaitecas,2020-10-22,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Guaitecas,2021-05-06,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Lago Verde,2021-04-02,,2.0,2.0
De Aisén del Gral. C. Ibáñez del Campo,Río Ibáñez,2020-10-24,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Río Ibáñez,2021-04-02,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Río Ibáñez,2021-06-10,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Río Ibáñez,2021-08-07,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Río Ibáñez,2021-12-22,2.0,,2.0
De Aisén del Gral. C. Ibáñez del Campo,Río Ibáñez,2022-03-01,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Río Ibáñez,2022-03-24,1.0,,1.0
De Aisén del Gral. C. Ibáñez del Campo,Tortel,2022-09-01,1.0,,1.0
De Antofagasta,Antofagasta,2020-03-28,,2.0,2.0
De Antofagasta,Antofagasta,2020-04-06,2.0,,2.0
De Antofagasta,Antofagasta,2020-04-16,,2.0,2.0
De Antofagasta,Antofagasta,2020-04-19,,2.0,2.0
De Antofagasta,Antofagasta,2020-04-21,2.0,,2.0
De Antofagasta,Antofagasta,2020-04-24,2.0,,2.0
De Antofagasta,Antofagasta,2020-04-28,,2.0,2.0
De Antofagasta,Antofagasta,2020-04-29,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-04-30,2.0,,2.0
De Antofagasta,Antofagasta,2020-05-07,2.0,,2.0
De Antofagasta,Antofagasta,2020-05-08,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-05-12,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-05-16,2.0,,2.0
De Antofagasta,Antofagasta,2020-05-17,4.0,,4.0
De Antofagasta,Antofagasta,2020-05-18,,2.0,2.0
De Antofagasta,Antofagasta,2020-05-20,2.0,,2.0
De Antofagasta,Antofagasta,2020-05-21,4.0,,4.0
De Antofagasta,Antofagasta,2020-05-27,4.0,,4.0
De Antofagasta,Antofagasta,2020-05-28,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-05-29,4.0,,4.0
De Antofagasta,Antofagasta,2020-06-01,2.0,,2.0
De Antofagasta,Antofagasta,2020-06-02,2.0,,2.0
De Antofagasta,Antofagasta,2020-06-03,4.0,,4.0
De Antofagasta,Antofagasta,2020-06-04,,2.0,2.0
De Antofagasta,Antofagasta,2020-06-05,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-06-06,4.0,,4.0
De Antofagasta,Antofagasta,2020-06-07,8.0,2.0,10.0
De Antofagasta,Antofagasta,2020-06-08,,2.0,2.0
De Antofagasta,Antofagasta,2020-06-09,2.0,,2.0
De Antofagasta,Antofagasta,2020-06-10,2.0,,2.0
De Antofagasta,Antofagasta,2020-06-11,2.0,,2.0
De Antofagasta,Antofagasta,2020-06-12,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-06-13,2.0,,2.0
De Antofagasta,Antofagasta,2020-06-14,,2.0,2.0
De Antofagasta,Antofagasta,2020-06-16,8.0,4.0,12.0
De Antofagasta,Antofagasta,2020-06-17,4.0,4.0,8.0
De Antofagasta,Antofagasta,2020-06-18,2.0,,2.0
De Antofagasta,Antofagasta,2020-06-19,4.0,,4.0
De Antofagasta,Antofagasta,2020-06-20,6.0,,6.0
De Antofagasta,Antofagasta,2020-06-22,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-06-23,2.0,,2.0
De Antofagasta,Antofagasta,2020-06-25,2.0,,2.0
De Antofagasta,Antofagasta,2020-06-26,4.0,,4.0
De Antofagasta,Antofagasta,2020-06-27,4.0,,4.0
De Antofagasta,Antofagasta,2020-06-28,6.0,,6.0
De Antofagasta,Antofagasta,2020-06-29,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-07-01,6.0,,6.0
De Antofagasta,Antofagasta,2020-07-02,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-07-03,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-07-04,6.0,2.0,8.0
De Antofagasta,Antofagasta,2020-07-05,4.0,,4.0
De Antofagasta,Antofagasta,2020-07-06,8.0,2.0,10.0
De Antofagasta,Antofagasta,2020-07-07,12.0,2.0,14.0
De Antofagasta,Antofagasta,2020-07-08,6.0,,6.0
De Antofagasta,Antofagasta,2020-07-09,8.0,,8.0
De Antofagasta,Antofagasta,2020-07-10,6.0,2.0,8.0
De Antofagasta,Antofagasta,2020-07-11,2.0,,2.0
De Antofagasta,Antofagasta,2020-07-12,,2.0,2.0
De Antofagasta,Antofagasta,2020-07-13,4.0,,4.0
De Antofagasta,Antofagasta,2020-07-14,8.0,,8.0
De Antofagasta,Antofagasta,2020-07-16,10.0,2.0,12.0
De Antofagasta,Antofagasta,2020-07-17,2.0,,2.0
De Antofagasta,Antofagasta,2020-07-18,4.0,,4.0
De Antofagasta,Antofagasta,2020-07-19,8.0,2.0,10.0
De Antofagasta,Antofagasta,2020-07-20,6.0,2.0,8.0
De Antofagasta,Antofagasta,2020-07-21,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-07-22,8.0,2.0,10.0
De Antofagasta,Antofagasta,2020-07-23,6.0,,6.0
De Antofagasta,Antofagasta,2020-07-24,8.0,4.0,12.0
De Antofagasta,Antofagasta,2020-07-25,2.0,,2.0
De Antofagasta,Antofagasta,2020-07-26,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-07-27,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-07-28,4.0,,4.0
De Antofagasta,Antofagasta,2020-07-29,2.0,,2.0
De Antofagasta,Antofagasta,2020-07-30,10.0,2.0,12.0
De Antofagasta,Antofagasta,2020-08-01,4.0,,4.0
De Antofagasta,Antofagasta,2020-08-02,6.0,,6.0
De Antofagasta,Antofagasta,2020-08-03,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-08-04,2.0,,2.0
De Antofagasta,Antofagasta,2020-08-05,2.0,,2.0
De Antofagasta,Antofagasta,2020-08-06,2.0,,2.0
De Antofagasta,Antofagasta,2020-08-07,10.0,,10.0
De Antofagasta,Antofagasta,2020-08-08,8.0,2.0,10.0
De Antofagasta,Antofagasta,2020-08-09,,2.0,2.0
De Antofagasta,Antofagasta,2020-08-10,2.0,,2.0
De Antofagasta,Antofagasta,2020-08-11,4.0,,4.0
De Antofagasta,Antofagasta,2020-08-12,2.0,,2.0
De Antofagasta,Antofagasta,2020-08-13,4.0,,4.0
De Antofagasta,Antofagasta,2020-08-14,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-08-15,2.0,,2.0
De Antofagasta,Antofagasta,2020-08-16,4.0,,4.0
De Antofagasta,Antofagasta,2020-08-17,4.0,,4.0
De Antofagasta,Antofagasta,2020-08-19,2.0,,2.0
De Antofagasta,Antofagasta,2020-08-20,8.0,2.0,10.0
De Antofagasta,Antofagasta,2020-08-21,6.0,2.0,8.0
De Antofagasta,Antofagasta,2020-08-22,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-08-23,4.0,,4.0
De Antofagasta,Antofagasta,2020-08-24,8.0,,8.0
De Antofagasta,Antofagasta,2020-08-25,6.0,4.0,10.0
De Antofagasta,Antofagasta,2020-08-27,6.0,4.0,10.0
De Antofagasta,Antofagasta,2020-08-28,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-08-29,2.0,,2.0
De Antofagasta,Antofagasta,2020-09-01,2.0,,2.0
De Antofagasta,Antofagasta,2020-09-02,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-09-03,2.0,,2.0
De Antofagasta,Antofagasta,2020-09-04,4.0,,4.0
De Antofagasta,Antofagasta,2020-09-05,4.0,,4.0
De Antofagasta,Antofagasta,2020-09-06,4.0,,4.0
De Antofagasta,Antofagasta,2020-09-07,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-09-08,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-09-10,2.0,,2.0
De Antofagasta,Antofagasta,2020-09-11,,2.0,2.0
De Antofagasta,Antofagasta,2020-09-12,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-09-13,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-09-14,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-09-15,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-09-20,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-09-22,2.0,,2.0
De Antofagasta,Antofagasta,2020-09-24,2.0,,2.0
De Antofagasta,Antofagasta,2020-09-26,,2.0,2.0
De Antofagasta,Antofagasta,2020-09-27,2.0,,2.0
De Antofagasta,Antofagasta,2020-09-29,6.0,2.0,8.0
De Antofagasta,Antofagasta,2020-09-30,2.0,,2.0
De Antofagasta,Antofagasta,2020-10-03,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-10-04,2.0,,2.0
De Antofagasta,Antofagasta,2020-10-05,,2.0,2.0
De Antofagasta,Antofagasta,2020-10-06,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-10-07,4.0,,4.0
De Antofagasta,Antofagasta,2020-10-08,2.0,,2.0
De Antofagasta,Antofagasta,2020-10-09,4.0,2.0,6.0
De Antofagasta,Antofagasta,2020-10-10,,2.0,2.0
De Antofagasta,Antofagasta,2020-10-11,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-10-12,2.0,4.0,6.0
De Antofagasta,Antofagasta,2020-10-13,4.0,,4.0
De Antofagasta,Antofagasta,2020-10-14,,6.0,6.0
De Antofagasta,Antofagasta,2020-10-15,,2.0,2.0
De Antofagasta,Antofagasta,2020-10-16,6.0,,6.0
De Antofagasta,Antofagasta,2020-10-18,2.0,,2.0
De Antofagasta,Antofagasta,2020-10-19,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-10-22,8.0,,8.0
De Antofagasta,Antofagasta,2020-10-24,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-10-25,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-10-27,4.0,,4.0
De Antofagasta,Antofagasta,2020-10-28,2.0,,2.0
De Antofagasta,Antofagasta,2020-10-29,4.0,,4.0
De Antofagasta,Antofagasta,2020-10-30,,2.0,2.0
De Antofagasta,Antofagasta,2020-11-02,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-03,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-07,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-12,2.0,4.0,6.0
De Antofagasta,Antofagasta,2020-11-13,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-15,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-16,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-17,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-18,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-20,,2.0,2.0
De Antofagasta,Antofagasta,2020-11-21,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-23,2.0,2.0,4.0
De Antofagasta,Antofagasta,2020-11-26,2.0,,2.0
De Antofagasta,Antofagasta,2020-11-27,2.0,,2.0
De Antofagasta,Antofagasta,2020-12-01,2.0,,2.0
De Antofagasta,Antofagasta,2020-12-07,2.0,,2.0
De Antofagasta,Antofagasta,2020-12-08,2.0,,2.0
De Antofagasta,Antofagasta,2020-12-10,6.0,,6.0
De Antofagasta,Antofagasta,2020-12-15,2.0,,2.0
De Antofagasta,Antofagasta,2020-12-17,2.0,,2.0
De Antofagasta,Antofagasta,2020-12-26,2.0,,2.0
De Antofagasta,Antofagasta,2020-12-27,2.0,,2.0
De Antofagasta,Antofagasta,2020-12-28,,2.0,2.0
De Antofagasta,Antofagasta,2020-12-29,,2.0,2.0
De Antofagasta,Antofagasta,2020-12-30,2.0,,2.0
De Antofagasta,Antofagasta,2020-12-31,2.0,,2.0
De Antofagasta,Antofagasta,2021-01-02,6.0,,6.0
De Antofagasta,Antofagasta,2021-01-04,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-01-05,2.0,,2.0
