Region,Codigo region,Comuna,Codigo comuna,Poblacion,202007,202008,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038
Tarapaca,01,Total,,382773.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,30.0,40.0,54.0,83.0,232.0,503.0,727.0,904.0,888.0,857.0,833.0,705.0,628.0,617.0,541.0,519.0,626.0,679.0,603.0,607.0,503.0,444.0,377.0,281.0,85.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antofagasta,02,Antofagasta,02101,425725.0,0,0.0,0.0,1.0,2.0,27.0,32.0,40.0,56.0,109.0,160.0,214.0,313.0,313.0,303.0,353.0,502.0,599.0,709.0,792.0,910.0,758.0,583.0,576.0,669.0,625.0,524.0,428.0,424.0,349.0,252.0,39.0
Antofagasta,02,Calama,02201,190336.0,0,0.0,1.0,0.0,2.0,3.0,3.0,8.0,16.0,16.0,39.0,52.0,91.0,233.0,281.0,446.0,807.0,985.0,914.0,747.0,673.0,467.0,348.0,269.0,205.0,196.0,178.0,134.0,144.0,113.0,67.0,16.0
Antofagasta,02,Maria Elena,02302,6814.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,16.0,44.0,44.0,30.0,13.0,12.0,11.0,7.0,41.0,29.0,27.0,7.0,14.0,8.0,12.0,7.0,1.0,2.0,3.0,4.0,3.0,0.0
Antofagasta,02,Mejillones,02102,14776.0,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,15.0,17.0,30.0,76.0,46.0,51.0,19.0,19.0,10.0,17.0,39.0,50.0,25.0,16.0,10.0,22.0,24.0,9.0,22.0,16.0,13.0,8.0,19.0,5.0
Antofagasta,02,Ollague,02202,287.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antofagasta,02,San Pedro de Atacama,02203,10434.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,18.0,21.0,33.0,35.0,35.0,36.0,45.0,20.0,20.0,19.0,17.0,13.0,8.0,9.0,4.0,0.0
Antofagasta,02,Sierra Gorda,02103,1746.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,12.0,6.0,8.0,3.0,4.0,2.0,5.0,6.0,6.0,4.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0
Antofagasta,02,Taltal,02104,13657.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,12.0,6.0,9.0,7.0,9.0,12.0,7.0,11.0,21.0,16.0,2.0,10.0,10.0,15.0,9.0,1.0,3.0,3.0,0.0
Antofagasta,02,Tocopilla,02301,28079.0,0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,1.0,2.0,6.0,8.0,8.0,5.0,6.0,25.0,50.0,61.0,43.0,22.0,20.0,7.0,8.0,8.0,9.0,19.0,14.0,2.0,0.0,2.0
Antofagasta,02,Desconocido Antofagasta,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,5.0,10.0,41.0,30.0,27.0,21.0,23.0,21.0,27.0,26.0,14.0,14.0,10.0,4.0,8.0,2.0
Antofagasta,02,Total,,691854.0,0.0,0.0,2.0,1.0,4.0,34.0,37.0,63.0,100.0,154.0,253.0,392.0,509.0,654.0,637.0,860.0,1372.0,1683.0,1848.0,1756.0,1755.0,1358.0,1070.0,931.0,982.0,905.0,780.0,637.0,617.0,493.0,356.0,64.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atacama,03,Alto del Carmen,03302,5729.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,14.0,4.0,1.0,0.0,1.0,0.0
Atacama,03,Caldera,03102,19426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,5.0,14.0,7.0,6.0,19.0,20.0,24.0,57.0,33.0,41.0,23.0,2.0,8.0,1.0
Atacama,03,Chanaral,03201,13164.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,12.0,2.0,4.0,9.0,5.0,12.0,11.0,10.0,19.0,13.0,22.0,34.0,17.0,0.0
Atacama,03,Copiapo,03101,171766.0,0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,12.0,28.0,27.0,14.0,26.0,57.0,114.0,120.0,144.0,152.0,173.0,196.0,301.0,510.0,652.0,638.0,389.0,259.0,149.0,122.0,131.0,19.0
Atacama,03,Diego de Almagro,03202,14358.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,6.0,3.0,9.0,4.0,2.0,10.0,6.0,1.0,5.0,1.0,11.0,44.0,19.0,41.0,6.0,12.0,4.0
Atacama,03,Freirina,03303,7681.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,10.0,23.0,6.0,4.0,7.0,20.0,24.0,16.0,9.0,5.0,8.0,3.0
Atacama,03,Huasco,03304,11264.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,6.0,3.0,0.0,1.0,9.0,9.0,3.0,10.0,16.0,8.0,22.0,14.0,2.0
Atacama,03,Tierra Amarilla,03103,14312.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,10.0,2.0,0.0,1.0,10.0,15.0,11.0,5.0,14.0,22.0,23.0,40.0,49.0,49.0,34.0,17.0,21.0,5.0,4.0,1.0
Atacama,03,Vallenar,03301,57009.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,11.0,10.0,13.0,3.0,6.0,16.0,27.0,54.0,66.0,54.0,73.0,59.0,33.0,35.0,39.0,38.0,61.0,64.0,84.0,126.0,58.0,12.0
Atacama,03,Desconocido Atacama,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,3.0,2.0,0.0,11.0,2.0,3.0,1.0,1.0,1.0,0.0
Atacama,03,Total,,314709.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,3.0,8.0,9.0,25.0,47.0,53.0,24.0,37.0,86.0,169.0,216.0,261.0,239.0,297.0,324.0,393.0,637.0,792.0,843.0,630.0,452.0,359.0,323.0,254.0,42.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coquimbo,04,Andacollo,04103,11791.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,3.0,7.0,6.0,0.0,5.0,7.0,4.0,3.0,3.0,2.0,5.0,5.0,10.0,16.0,15.0,25.0,16.0,3.0
Coquimbo,04,Canela,04202,9546.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,6.0,5.0,0.0,4.0,3.0,2.0,11.0,19.0,11.0,8.0,5.0,2.0,0.0
Coquimbo,04,Combarbala,04302,13884.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,3.0,2.0,7.0,0.0,1.0,3.0,0.0,1.0,4.0,6.0,8.0,10.0,9.0,1.0,2.0,2.0
Coquimbo,04,Coquimbo,04102,256735.0,0,0.0,0.0,0.0,4.0,13.0,3.0,2.0,1.0,6.0,7.0,21.0,84.0,87.0,70.0,150.0,144.0,157.0,181.0,240.0,234.0,341.0,361.0,351.0,336.0,335.0,341.0,342.0,288.0,206.0,155.0,16.0
Coquimbo,04,Illapel,04201,32801.0,0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,1.0,0.0,1.0,0.0,1.0,5.0,21.0,14.0,18.0,20.0,41.0,43.0,63.0,9.0,23.0,49.0,19.0,31.0,20.0,11.0,19.0,17.0,3.0
Coquimbo,04,La Higuera,04104,4450.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,9.0,27.0,9.0,17.0,19.0,3.0,5.0,1.0,2.0,2.0,0.0
Coquimbo,04,La Serena,04101,249656.0,0,0.0,0.0,1.0,0.0,3.0,7.0,4.0,2.0,3.0,6.0,16.0,51.0,49.0,75.0,112.0,115.0,136.0,197.0,187.0,225.0,271.0,273.0,334.0,337.0,292.0,174.0,233.0,179.0,196.0,116.0,11.0
Coquimbo,04,Los Vilos,04203,23374.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,6.0,12.0,26.0,11.0,12.0,17.0,21.0,18.0,26.0,30.0,26.0,17.0,27.0,14.0,4.0
Coquimbo,04,Monte Patria,04303,32527.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,19.0,25.0,27.0,24.0,45.0,22.0,30.0,24.0,14.0,13.0,10.0,22.0,24.0,49.0,43.0,37.0,27.0,19.0,7.0
Coquimbo,04,Ovalle,04301,121269.0,0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,5.0,1.0,14.0,33.0,48.0,58.0,114.0,171.0,180.0,152.0,135.0,90.0,82.0,57.0,81.0,115.0,192.0,224.0,248.0,212.0,163.0,99.0,15.0
Coquimbo,04,Paiguano,04105,4675.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0
Coquimbo,04,Punitaqui,04304,12165.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,4.0,16.0,2.0,7.0,5.0,7.0,5.0,13.0,15.0,5.0,4.0,13.0,18.0,17.0,17.0,12.0,15.0,4.0
Coquimbo,04,Rio Hurtado,04305,4372.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,6.0,1.0,0.0,0.0,5.0,1.0,3.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,0.0
Coquimbo,04,Salamanca,04204,29110.0,0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,15.0,14.0,3.0,6.0,4.0,7.0,11.0,18.0,39.0,24.0,7.0,13.0,10.0,11.0,16.0,6.0,1.0
Coquimbo,04,Vicuna,04106,29741.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,3.0,5.0,4.0,7.0,2.0,1.0,8.0,11.0,33.0,33.0,21.0,14.0,17.0,15.0,20.0,22.0,36.0,17.0,3.0
Coquimbo,04,Desconocido Coquimbo,,,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,10.0,8.0,9.0,17.0,11.0,16.0,10.0,18.0,12.0,2.0,8.0,4.0,2.0,0.0,0.0,2.0,1.0,2.0
Coquimbo,04,Total,,836096.0,0.0,0.0,0.0,2.0,7.0,22.0,20.0,19.0,14.0,18.0,17.0,68.0,199.0,222.0,270.0,494.0,526.0,576.0,620.0,707.0,681.0,876.0,845.0,907.0,958.0,976.0,944.0,1006.0,829.0,740.0,485.0,73.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valparaiso,05,Algarrobo,05602,15174.0,0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,6.0,13.0,10.0,7.0,19.0,21.0,6.0,7.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,10.0,11.0,7.0,1.0,1.0
Valparaiso,05,Cabildo,05402,20663.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,7.0,7.0,17.0,20.0,40.0,50.0,61.0,39.0,44.0,19.0,10.0,4.0,9.0,19.0,20.0,24.0,22.0,15.0,1.0
Valparaiso,05,Calera,05502,53591.0,0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,4.0,7.0,2.0,2.0,7.0,19.0,21.0,21.0,52.0,60.0,87.0,87.0,100.0,98.0,105.0,92.0,92.0,144.0,99.0,74.0,87.0,75.0,35.0,6.0
Valparaiso,05,Calle Larga,05302,16482.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,8.0,29.0,26.0,27.0,24.0,23.0,41.0,20.0,9.0,8.0,12.0,17.0,7.0,29.0,0.0,10.0,8.0,2.0,4.0
Valparaiso,05,Cartagena,05603,25357.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,12.0,7.0,17.0,11.0,19.0,20.0,20.0,15.0,18.0,9.0,15.0,13.0,9.0,5.0,10.0,14.0,6.0,16.0,6.0,2.0
Valparaiso,05,Casablanca,05102,29170.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,9.0,13.0,25.0,27.0,18.0,26.0,28.0,26.0,29.0,34.0,58.0,62.0,35.0,16.0,23.0,11.0,20.0,0.0
Valparaiso,05,Catemu,05702,15213.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,14.0,15.0,14.0,4.0,19.0,8.0,13.0,8.0,15.0,23.0,29.0,16.0,27.0,37.0,20.0,12.0,1.0
Valparaiso,05,Concon,05103,45889.0,0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,10.0,6.0,9.0,16.0,19.0,27.0,53.0,45.0,53.0,83.0,76.0,55.0,36.0,15.0,21.0,24.0,28.0,33.0,17.0,36.0,27.0,2.0
Valparaiso,05,El Quisco,05604,17742.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,5.0,9.0,14.0,15.0,15.0,19.0,11.0,8.0,12.0,23.0,9.0,11.0,7.0,6.0,13.0,13.0,6.0,13.0,39.0,21.0,2.0
Valparaiso,05,El Tabo,05605,14338.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,3.0,4.0,7.0,6.0,16.0,26.0,20.0,20.0,23.0,33.0,19.0,9.0,9.0,26.0,18.0,6.0,4.0,3.0,5.0,20.0,4.0,2.0
Valparaiso,05,Hijuelas,05503,19099.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,14.0,14.0,11.0,20.0,23.0,20.0,30.0,26.0,24.0,29.0,30.0,21.0,17.0,18.0,13.0,9.0,1.0
Valparaiso,05,Isla de Pascua,05201,8277.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
Valparaiso,05,Juan Fernandez,05104,1033.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,La Cruz,05504,25321.0,0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,8.0,7.0,4.0,5.0,14.0,16.0,11.0,14.0,25.0,17.0,23.0,29.0,39.0,23.0,17.0,22.0,19.0,18.0,22.0,19.0,2.0
Valparaiso,05,La Ligua,05401,37739.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,18.0,27.0,34.0,51.0,32.0,43.0,47.0,52.0,55.0,65.0,51.0,57.0,61.0,82.0,60.0,36.0,27.0,2.0
Valparaiso,05,Limache,05802,49931.0,0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,9.0,7.0,1.0,7.0,24.0,33.0,25.0,36.0,87.0,100.0,104.0,89.0,94.0,63.0,57.0,44.0,53.0,91.0,52.0,67.0,61.0,37.0,19.0,5.0
Valparaiso,05,Llaillay,05703,26533.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,29.0,23.0,26.0,33.0,22.0,34.0,28.0,31.0,49.0,21.0,24.0,24.0,30.0,5.0,23.0,32.0,31.0,16.0,3.0
Valparaiso,05,Los Andes,05301,68093.0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,9.0,21.0,57.0,85.0,94.0,135.0,112.0,110.0,99.0,88.0,67.0,68.0,54.0,26.0,34.0,9.0,20.0,36.0,45.0,30.0,7.0
Valparaiso,05,Nogales,05506,23490.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,6.0,7.0,9.0,16.0,20.0,16.0,21.0,21.0,40.0,34.0,27.0,41.0,35.0,57.0,41.0,20.0,20.0,5.0
Valparaiso,05,Olmue,05803,19266.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,11.0,7.0,15.0,22.0,15.0,10.0,21.0,17.0,19.0,16.0,19.0,34.0,37.0,24.0,9.0,15.0,4.0,0.0
Valparaiso,05,Panquehue,05704,7633.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,4.0,11.0,6.0,10.0,8.0,8.0,16.0,23.0,12.0,0.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0
Valparaiso,05,Papudo,05403,6201.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,13.0,13.0,14.0,9.0,6.0,6.0,4.0,3.0,8.0,10.0,6.0,9.0,6.0,6.0,7.0,4.0,5.0
Valparaiso,05,Petorca,05404,10558.0,0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,9.0,4.0,5.0,13.0,10.0,10.0,6.0,10.0,10.0,16.0,10.0,11.0,12.0,16.0,4.0,3.0,0.0
Valparaiso,05,Puchuncavi,05105,20071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,6.0,8.0,29.0,25.0,24.0,18.0,14.0,11.0,6.0,9.0,10.0,10.0,10.0,7.0,9.0,10.0,4.0,0.0
Valparaiso,05,Putaendo,05705,17645.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,7.0,7.0,7.0,15.0,30.0,27.0,27.0,27.0,22.0,18.0,6.0,17.0,14.0,8.0,9.0,3.0,6.0,10.0,14.0,2.0
Valparaiso,05,Quillota,05501,97572.0,0,0.0,0.0,1.0,0.0,3.0,7.0,3.0,8.0,1.0,5.0,3.0,18.0,20.0,47.0,77.0,195.0,188.0,211.0,205.0,223.0,144.0,119.0,126.0,113.0,117.0,147.0,128.0,106.0,74.0,43.0,3.0
Valparaiso,05,Quilpue,05801,167085.0,0,0.0,0.0,1.0,3.0,4.0,9.0,6.0,4.0,5.0,12.0,19.0,46.0,77.0,79.0,110.0,158.0,157.0,222.0,181.0,199.0,146.0,115.0,92.0,91.0,141.0,100.0,99.0,123.0,148.0,107.0,13.0
Valparaiso,05,Quintero,05107,36135.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,2.0,3.0,23.0,23.0,29.0,47.0,54.0,42.0,49.0,45.0,25.0,34.0,35.0,23.0,12.0,11.0,11.0,9.0,26.0,11.0,7.0,2.0
Valparaiso,05,Rinconada,05303,11263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,14.0,18.0,15.0,19.0,20.0,19.0,15.0,11.0,13.0,11.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
Valparaiso,05,San Antonio,05601,96761.0,0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,11.0,22.0,36.0,71.0,58.0,101.0,94.0,137.0,144.0,120.0,92.0,92.0,81.0,59.0,78.0,61.0,55.0,46.0,94.0,59.0,95.0,60.0,23.0,5.0
Valparaiso,05,San Esteban,05304,20643.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,4.0,11.0,16.0,28.0,18.0,18.0,28.0,27.0,28.0,17.0,11.0,11.0,11.0,9.0,6.0,8.0,2.0,6.0,2.0
Valparaiso,05,San Felipe,05701,83494.0,0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,6.0,18.0,59.0,70.0,116.0,182.0,175.0,110.0,132.0,85.0,59.0,39.0,21.0,75.0,98.0,47.0,26.0,34.0,44.0,60.0,10.0
Valparaiso,05,Santa Maria,05706,16367.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,15.0,2.0,5.0,8.0,13.0,18.0,31.0,33.0,23.0,28.0,18.0,17.0,10.0,23.0,8.0,9.0,17.0,6.0,3.0,9.0,4.0
Valparaiso,05,Santo Domingo,05606,11934.0,0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,11.0,7.0,9.0,33.0,21.0,10.0,10.0,6.0,5.0,1.0,1.0,3.0,0.0,8.0,4.0,18.0,7.0,3.0,0.0
Valparaiso,05,Valparaiso,05101,315732.0,0,0.0,0.0,1.0,2.0,11.0,15.0,13.0,20.0,16.0,26.0,82.0,117.0,146.0,235.0,316.0,489.0,546.0,501.0,377.0,325.0,345.0,323.0,315.0,331.0,312.0,335.0,403.0,343.0,401.0,261.0,37.0
Valparaiso,05,Villa Alemana,05804,139310.0,0,0.0,0.0,0.0,1.0,7.0,4.0,3.0,0.0,1.0,5.0,32.0,41.0,53.0,74.0,123.0,185.0,183.0,214.0,140.0,171.0,129.0,101.0,100.0,107.0,121.0,118.0,119.0,120.0,124.0,120.0,10.0
Valparaiso,05,Vina del Mar,05109,361371.0,0,0.0,1.0,0.0,5.0,23.0,28.0,21.0,13.0,20.0,25.0,79.0,141.0,198.0,240.0,306.0,409.0,397.0,461.0,429.0,373.0,283.0,276.0,229.0,267.0,346.0,370.0,372.0,385.0,325.0,244.0,36.0
