Fecha,Serie,Casos
2021-02-28,Casos acumulados,951676.0
2021-03-01,Casos acumulados,955416.0
2021-03-02,Casos acumulados,960446.0
2021-03-03,Casos acumulados,966840.0
2021-03-04,Casos acumulados,973784.0
2021-03-05,Casos acumulados,980135.0
2021-03-06,Casos acumulados,986871.0
2021-03-07,Casos acumulados,992378.0
2021-03-08,Casos acumulados,996778.0
2021-03-09,Casos acumulados,1002965.0
2021-03-10,Casos acumulados,1010767.0
2021-03-11,Casos acumulados,1018678.0
2021-03-12,Casos acumulados,1026214.0
2021-03-13,Casos acumulados,1033602.0
2021-03-14,Casos acumulados,1039623.0
2021-03-15,Casos acumulados,1044964.0
2021-03-16,Casos acumulados,1051802.0
2021-03-17,Casos acumulados,1060498.0
2021-03-18,Casos acumulados,1069462.0
2021-03-19,Casos acumulados,1078396.0
2021-03-20,Casos acumulados,1086943.0
2021-03-21,Casos acumulados,1094033.0
2021-03-22,Casos acumulados,1099655.0
2021-03-23,Casos acumulados,1107297.0
2021-03-24,Casos acumulados,1116297.0
2021-03-25,Casos acumulados,1125521.0
2021-03-26,Casos acumulados,1134973.0
2021-03-27,Casos acumulados,1144005.0
2021-03-28,Casos acumulados,1151717.0
2021-03-29,Casos acumulados,1157234.0
2021-03-30,Casos acumulados,1165423.0
2021-03-31,Casos acumulados,1175562.0
2021-04-01,Casos acumulados,1185269.0
2021-04-02,Casos acumulados,1195313.0
2021-04-03,Casos acumulados,1202982.0
2021-04-04,Casos acumulados,1209424.0
2021-04-05,Casos acumulados,1215128.0
2021-04-06,Casos acumulados,1224533.0
2021-04-07,Casos acumulados,1235408.0
2021-04-08,Casos acumulados,1246637.0
2021-04-09,Casos acumulados,1256422.0
2021-04-10,Casos acumulados,1266116.0
2021-04-11,Casos acumulados,1273284.0
2021-04-12,Casos acumulados,1279524.0
2021-04-13,Casos acumulados,1288590.0
2021-04-14,Casos acumulados,1298607.0
2021-04-15,Casos acumulados,1308291.0
2021-04-16,Casos acumulados,1318140.0
2021-04-17,Casos acumulados,1327493.0
2021-04-18,Casos acumulados,1334626.0
2021-04-19,Casos acumulados,1340285.0
2021-04-20,Casos acumulados,1347217.0
2021-04-21,Casos acumulados,1355996.0
2021-04-22,Casos acumulados,1365268.0
2021-04-23,Casos acumulados,1373860.0
2021-04-24,Casos acumulados,1382337.0
2021-04-25,Casos acumulados,1388770.0
2021-04-26,Casos acumulados,1393493.0
2021-04-27,Casos acumulados,1400536.0
2021-04-28,Casos acumulados,1409248.0
2021-04-29,Casos acumulados,1418062.0
2021-04-30,Casos acumulados,1426268.0
2021-05-01,Casos acumulados,1433851.0
2021-05-02,Casos acumulados,1438936.0
2021-05-03,Casos acumulados,1442680.0
2021-05-04,Casos acumulados,1448934.0
2021-05-05,Casos acumulados,1456918.0
2021-05-06,Casos acumulados,1464991.0
2021-05-07,Casos acumulados,1472716.0
2021-05-08,Casos acumulados,1479595.0
2021-05-09,Casos acumulados,1485349.0
2021-05-10,Casos acumulados,1489429.0
2021-05-11,Casos acumulados,1495717.0
2021-05-12,Casos acumulados,1503800.0
2021-05-13,Casos acumulados,1512239.0
2021-05-14,Casos acumulados,1520708.0
2021-05-15,Casos acumulados,1528836.0
2021-05-16,Casos acumulados,1534744.0
2021-05-17,Casos acumulados,1538891.0
2021-05-18,Casos acumulados,1546273.0
2021-05-19,Casos acumulados,1556208.0
2021-05-20,Casos acumulados,1565693.0
2021-05-21,Casos acumulados,1575028.0
2021-05-22,Casos acumulados,1581942.0
2021-05-23,Casos acumulados,1588031.0
2021-05-24,Casos acumulados,1592823.0
2021-05-25,Casos acumulados,1600699.0
2021-05-26,Casos acumulados,1611124.0
2021-05-27,Casos acumulados,1621748.0
2021-05-28,Casos acumulados,1632040.0
2021-05-29,Casos acumulados,1641473.0
2021-05-30,Casos acumulados,1648680.0
2021-05-31,Casos acumulados,1654335.0
2021-06-01,Casos acumulados,1662685.0
2021-06-02,Casos acumulados,1673134.0
2021-06-03,Casos acumulados,1683481.0
2021-06-04,Casos acumulados,1694496.0
2021-06-05,Casos acumulados,1704236.0
2021-06-06,Casos acumulados,1711734.0
2021-06-07,Casos acumulados,1717792.0
2021-06-08,Casos acumulados,1725712.0
2021-06-09,Casos acumulados,1735847.0
2021-06-10,Casos acumulados,1745761.0
2021-06-11,Casos acumulados,1755295.0
2021-06-12,Casos acumulados,1764507.0
2021-06-13,Casos acumulados,1771285.0
2021-06-14,Casos acumulados,1776500.0
2021-06-15,Casos acumulados,1783428.0
2021-06-16,Casos acumulados,1792143.0
2021-06-17,Casos acumulados,1800673.0
2021-06-18,Casos acumulados,1808584.0
2021-06-19,Casos acumulados,1815921.0
2021-06-20,Casos acumulados,1821465.0
2021-06-21,Casos acumulados,1825383.0
2021-06-22,Casos acumulados,1828821.0
2021-06-23,Casos acumulados,1834622.0
2021-06-24,Casos acumulados,1841804.0
2021-06-25,Casos acumulados,1848283.0
2021-06-26,Casos acumulados,1853921.0
2021-06-27,Casos acumulados,1858307.0
2021-06-28,Casos acumulados,1861258.0
2021-06-29,Casos acumulados,1863861.0
2021-06-30,Casos acumulados,1868292.0
2021-07-01,Casos acumulados,1873649.0
2021-07-02,Casos acumulados,1878558.0
2021-07-03,Casos acumulados,1882841.0
2021-07-04,Casos acumulados,1885804.0
2021-07-05,Casos acumulados,1887927.0
2021-07-06,Casos acumulados,1891299.0
2021-07-07,Casos acumulados,1895484.0
2021-07-08,Casos acumulados,1899123.0
