Region,Codigo region,Comuna,Codigo comuna,Poblacion,202007,202008,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038,202039,202040,202041,202042,202043,202044,202045,202046,202047,202048,202049,202050,202051,202052,202053,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202113,202114,202115,202116,202117,202118,202119,202120,202121,202122,202123,202124,202125,202126
Atacama,03,Chanaral,03201,13164.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,12.0,2.0,4.0,9.0,6.0,12.0,11.0,10.0,19.0,13.0,21.0,35.0,17.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,16.0,21.0,23.0,16.0,8.0,17.0,40.0,32.0,41.0,26.0,34.0,34.0,35.0,30.0,26.0,41.0,54.0,35.0,22.0,11.0,15.0,32.0,21.0,29.0,51.0,5.0
Atacama,03,Copiapo,03101,171766.0,0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,1.0,12.0,30.0,27.0,14.0,26.0,58.0,115.0,118.0,146.0,154.0,173.0,198.0,301.0,512.0,653.0,633.0,391.0,260.0,149.0,124.0,154.0,93.0,62.0,84.0,71.0,93.0,92.0,32.0,12.0,23.0,16.0,25.0,28.0,28.0,43.0,56.0,149.0,255.0,296.0,256.0,290.0,242.0,256.0,243.0,278.0,233.0,255.0,269.0,301.0,396.0,625.0,620.0,602.0,468.0,451.0,457.0,456.0,459.0,433.0,501.0,457.0,382.0,172.0
Atacama,03,Diego de Almagro,03202,14358.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,7.0,3.0,9.0,4.0,2.0,10.0,6.0,1.0,5.0,1.0,11.0,44.0,20.0,40.0,7.0,12.0,15.0,27.0,27.0,33.0,25.0,21.0,11.0,2.0,5.0,5.0,0.0,3.0,1.0,6.0,5.0,7.0,29.0,42.0,47.0,30.0,17.0,16.0,11.0,20.0,22.0,26.0,45.0,33.0,32.0,29.0,37.0,14.0,12.0,20.0,49.0,47.0,79.0,47.0,43.0,45.0,45.0,12.0
Atacama,03,Freirina,03303,7681.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,10.0,23.0,6.0,4.0,8.0,20.0,24.0,15.0,10.0,6.0,7.0,8.0,22.0,10.0,8.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,7.0,2.0,1.0,8.0,6.0,12.0,36.0,24.0,22.0,17.0,13.0,15.0,18.0,18.0,16.0,4.0,16.0,18.0,25.0,16.0,23.0,25.0,23.0,14.0,22.0,21.0,12.0,6.0,2.0
Atacama,03,Huasco,03304,11264.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,6.0,3.0,0.0,1.0,9.0,9.0,3.0,10.0,16.0,8.0,22.0,15.0,28.0,20.0,12.0,9.0,11.0,8.0,16.0,7.0,10.0,27.0,23.0,6.0,1.0,0.0,0.0,1.0,3.0,7.0,12.0,41.0,37.0,26.0,20.0,10.0,29.0,40.0,20.0,19.0,11.0,9.0,5.0,5.0,20.0,10.0,15.0,27.0,27.0,31.0,40.0,17.0,20.0,1.0
Atacama,03,Tierra Amarilla,03103,14312.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,4.0,9.0,2.0,0.0,1.0,10.0,15.0,11.0,5.0,14.0,22.0,23.0,40.0,49.0,49.0,34.0,18.0,22.0,5.0,5.0,2.0,7.0,20.0,26.0,12.0,6.0,1.0,2.0,5.0,6.0,7.0,1.0,5.0,10.0,2.0,6.0,18.0,20.0,38.0,44.0,47.0,37.0,24.0,32.0,46.0,6.0,9.0,7.0,21.0,47.0,36.0,45.0,29.0,31.0,40.0,50.0,82.0,49.0,49.0,16.0,13.0,4.0
Atacama,03,Vallenar,03301,57009.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,10.0,10.0,13.0,3.0,7.0,16.0,27.0,54.0,66.0,56.0,73.0,59.0,33.0,34.0,38.0,37.0,60.0,64.0,85.0,135.0,94.0,136.0,132.0,67.0,50.0,34.0,24.0,17.0,16.0,33.0,24.0,31.0,27.0,27.0,13.0,17.0,22.0,47.0,78.0,66.0,66.0,76.0,61.0,78.0,66.0,55.0,114.0,115.0,114.0,158.0,190.0,236.0,185.0,167.0,121.0,147.0,144.0,207.0,194.0,162.0,143.0,87.0,26.0
Atacama,03,Desconocido Atacama,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,3.0,1.0,0.0,11.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,8.0,6.0,2.0,4.0,2.0,6.0,2.0,5.0,5.0
Atacama,03,Total,,314709.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,9.0,10.0,24.0,47.0,52.0,24.0,38.0,88.0,170.0,214.0,263.0,243.0,297.0,326.0,394.0,637.0,793.0,837.0,629.0,456.0,360.0,338.0,320.0,303.0,280.0,225.0,203.0,182.0,157.0,88.0,40.0,85.0,84.0,92.0,68.0,72.0,108.0,105.0,203.0,399.0,488.0,502.0,559.0,472.0,461.0,479.0,525.0,490.0,565.0,582.0,586.0,733.0,1030.0,1058.0,977.0,795.0,717.0,790.0,824.0,971.0,844.0,910.0,774.0,656.0,235.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coquimbo,04,Andacollo,04103,11791.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,3.0,6.0,6.0,1.0,5.0,7.0,4.0,3.0,3.0,2.0,5.0,5.0,10.0,16.0,16.0,24.0,21.0,14.0,12.0,11.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,7.0,14.0,19.0,23.0,17.0,24.0,18.0,13.0,10.0,16.0,29.0,20.0,4.0,7.0,3.0,11.0,3.0,6.0,12.0,13.0,13.0,32.0,11.0,3.0
Coquimbo,04,Canela,04202,9546.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,6.0,5.0,0.0,4.0,3.0,2.0,11.0,19.0,11.0,9.0,5.0,4.0,10.0,8.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,6.0,8.0,17.0,22.0,7.0,22.0,20.0,9.0,7.0,8.0,8.0,8.0,7.0,7.0,15.0,20.0,20.0,17.0,13.0,6.0,26.0,10.0,9.0,5.0,8.0,6.0,2.0
Coquimbo,04,Combarbala,04302,13884.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,7.0,0.0,1.0,3.0,0.0,1.0,4.0,6.0,8.0,10.0,10.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,0.0,0.0,2.0,4.0,22.0,5.0,3.0,8.0,1.0,5.0,8.0,12.0,6.0,4.0,14.0,21.0,19.0,17.0,15.0,40.0,32.0,14.0,22.0,13.0,20.0,17.0,23.0,31.0,17.0,23.0,26.0,47.0,37.0,31.0,22.0,3.0
