Region,Codigo region,Comuna,Codigo comuna,Poblacion,202007,202008,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038,202039,202040,202041,202042,202043,202044,202045,202046,202047,202048,202049,202050,202051,202052,202053,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202113,202114,202115
Arica y Parinacota,15,Arica,15101,247552.0,0,0.0,0.0,2.0,1.0,2.0,22.0,70.0,66.0,53.0,69.0,51.0,45.0,89.0,148.0,189.0,261.0,259.0,286.0,339.0,411.0,619.0,738.0,725.0,569.0,573.0,443.0,413.0,403.0,344.0,326.0,293.0,414.0,394.0,323.0,302.0,257.0,203.0,203.0,148.0,105.0,94.0,93.0,144.0,136.0,164.0,225.0,436.0,517.0,595.0,579.0,525.0,551.0,549.0,461.0,425.0,502.0,617.0,518.0,522.0,447.0,0.0
Arica y Parinacota,15,Camarones,15102,1233.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,4.0,3.0,0.0
Arica y Parinacota,15,General Lagos,15202,810.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,36.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Arica y Parinacota,15,Putre,15201,2515.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,6.0,9.0,8.0,0.0,9.0,2.0,1.0,1.0,6.0,4.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,14.0,12.0,2.0,0.0,4.0,0.0,1.0,1.0,6.0,11.0,5.0,0.0
Arica y Parinacota,15,Desconocido Arica y Parinacota,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arica y Parinacota,15,Total,,252110.0,0.0,0.0,0.0,2.0,1.0,2.0,22.0,70.0,66.0,53.0,69.0,51.0,45.0,89.0,148.0,189.0,262.0,268.0,286.0,339.0,418.0,640.0,749.0,730.0,597.0,611.0,452.0,416.0,410.0,351.0,328.0,296.0,417.0,398.0,323.0,303.0,258.0,203.0,203.0,148.0,106.0,94.0,93.0,144.0,136.0,164.0,225.0,443.0,524.0,604.0,593.0,537.0,554.0,550.0,467.0,429.0,504.0,619.0,524.0,537.0,457.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarapaca,01,Alto Hospicio,01107,129999.0,0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,14.0,24.0,39.0,112.0,139.0,271.0,317.0,308.0,246.0,193.0,144.0,151.0,109.0,93.0,107.0,113.0,145.0,124.0,171.0,102.0,109.0,78.0,70.0,49.0,49.0,44.0,60.0,56.0,71.0,52.0,74.0,54.0,53.0,57.0,82.0,120.0,178.0,228.0,333.0,464.0,446.0,398.0,312.0,240.0,264.0,242.0,191.0,197.0,237.0,294.0,301.0,312.0,208.0,0.0
Tarapaca,01,Camina,01402,1375.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,2.0,5.0,6.0,3.0,6.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0
Tarapaca,01,Colchane,01403,1583.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,17.0,15.0,15.0,8.0,8.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Tarapaca,01,Huara,01404,3000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,10.0,7.0,8.0,7.0,4.0,6.0,10.0,12.0,8.0,19.0,4.0,3.0,6.0,6.0,3.0,6.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,10.0,10.0,1.0,0.0,5.0,9.0,3.0,1.0,1.0,8.0,16.0,29.0,2.0,8.0,20.0,13.0,6.0,4.0,4.0,3.0,3.0,10.0,7.0,0.0
Tarapaca,01,Iquique,01101,223463.0,0,0.0,0.0,0.0,0.0,9.0,7.0,15.0,11.0,20.0,42.0,103.0,256.0,401.0,501.0,455.0,441.0,443.0,408.0,338.0,328.0,284.0,278.0,334.0,260.0,247.0,207.0,173.0,145.0,138.0,132.0,101.0,99.0,120.0,81.0,104.0,147.0,128.0,142.0,116.0,129.0,157.0,162.0,229.0,314.0,431.0,669.0,989.0,833.0,746.0,584.0,495.0,539.0,495.0,427.0,502.0,591.0,761.0,802.0,801.0,415.0,0.0
