Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,2020-08-31,2020-09-04,2020-09-07,2020-09-11,2020-09-14,2020-09-18,2020-09-21,2020-09-25,2020-09-28,2020-10-02,2020-10-05,2020-10-09,2020-10-12,2020-10-16,2020-10-19,2020-10-24,2020-10-26,2020-10-30,2020-11-02,2020-11-06,2020-11-09,2020-11-13,2020-11-16,2020-11-20,2020-11-23,2020-11-27,2020-11-30,2020-12-04,2020-12-07,2020-12-11,2020-12-14,2020-12-18,2020-12-21,2020-12-25,2020-12-28,2021-01-01,2021-01-04,2021-01-08,2021-01-11,2021-01-15,2021-01-18,2021-01-22,2021-01-25,2021-01-29,2021-02-01,2021-02-05,2021-02-08,2021-02-12,2021-02-15,2021-02-19,2021-02-22,2021-02-26,2021-03-01,2021-03-05,2021-03-08,2021-03-12,2021-03-15,2021-03-19,2021-03-22,2021-03-26,2021-03-29,2021-04-02,2021-04-05,2021-04-09,2021-04-12,2021-04-16,2021-04-19,2021-04-23,2021-04-26,2021-04-30,2021-05-03,2021-05-07,2021-05-10,2021-05-14,2021-05-17,2021-05-21,2021-05-24,2021-05-28,2021-05-31,2021-06-04,2021-06-07,2021-06-11,2021-06-14,2021-06-18,2021-06-21,2021-06-25,2021-06-28,2021-07-02,2021-07-05,2021-07-09
Tarapaca,01,Iquique,01101,223463.0,2.2,4.0,4.5,5.8,7.2,8.1,11.6,11.6,13.9,16.1,26.0,33.6,40.3,54.6,113.2,137.8,196.9,273.0,363.4,425.6,545.1,647.5,760.8,852.0,958.5,1064.6,1207.4,1321.0,1436.5,1485.3,1603.4,1706.8,1760.5,1822.7,1878.6,1970.8,2037.0,2140.0,2187.8,2271.5,2323.9,2413.4,2466.6,2537.8,2598.6,2650.1,2699.3,2748.6,2778.1,2834.0,2880.6,2934.3,2953.5,2999.2,3035.8,3091.8,3120.9,3172.3,3197.4,3236.8,3268.1,3327.6,3350.9,3403.2,3438.2,3479.8,3514.2,3583.6,3607.3,3656.5,3692.8,3751.9,3785.9,3827.9,3863.3,3910.7,3959.5,4065.1,4146.5,4272.7,4356.9,4521.1,4651.8,4915.4,5102.4,5408.1,5616.6,5877.0,6029.6,6256.5,6396.1,6688.8,6817.7,6973.9,7094.2,7266.1,7369.5,7530.1,7628.1,7807.6,7860.8,8080.5,8231.8,8426.0,8579.5,8823.4,8973.3,9239.6,9395.3,9688.9,9845.5,10099.7,10244.2,10431.3,10562.4,10774.9,10880.5,11035.4,11143.7,11286.4,11386.7,11536.1,11623.4,11719.2,11805.1,11908.0,11986.3,12092.4,12168.0,12272.7,12344.3,12424.4,12483.5,12537.6,12590.0,12645.0
Tarapaca,01,Pica,01405,5958.0,0.0,0.0,0.0,0.0,0.0,83.9,167.8,318.9,402.8,470.0,520.3,520.3,520.3,520.3,587.4,621.0,621.0,654.6,621.0,654.6,755.3,856.0,956.7,990.3,1007.0,1124.5,1292.4,1393.1,1510.6,1527.4,1863.0,2735.8,2819.7,2954.0,3222.6,3289.7,3440.8,3977.8,4212.8,4347.1,4464.6,4934.5,5253.4,5706.6,5924.8,6143.0,6294.1,6512.3,6613.0,6680.1,6680.1,6764.0,6831.2,6881.5,6948.6,7066.1,7166.8,7166.8,7200.4,7217.2,7217.2,7234.0,7250.8,7267.5,7334.7,7368.2,7569.7,7687.1,7720.7,7737.5,7737.5,7737.5,7737.5,7771.1,7821.4,7838.2,7838.2,7871.8,7922.1,7989.3,8006.0,8006.0,8022.8,8224.2,8643.8,8946.0,9164.1,9634.1,9835.5,10120.8,10271.9,10523.7,10624.4,10775.4,10842.6,11044.0,11127.9,11430.0,11513.9,11782.5,11849.6,12101.4,12302.8,12521.0,12688.8,12756.0,12772.7,12907.0,13024.5,13158.8,13242.7,13444.1,13528.0,13880.5,13930.8,13947.6,14149.0,14216.2,14266.5,14434.4,14535.1,14669.4,14753.3,15038.6,15122.5,15273.6,15424.6,15710.0,15861.0,16079.2,16129.6,16230.3,16364.6,16431.7,16448.5,16515.6
Tarapaca,01,Pozo Almonte,01401,17395.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,11.5,11.5,11.5,11.5,11.5,11.5,17.2,23.0,28.7,40.2,57.5,115.0,161.0,270.2,396.7,523.1,695.6,1103.8,1379.7,1713.1,1966.1,2167.3,2276.5,2466.2,2724.9,2920.4,2989.4,3138.8,3340.0,3460.8,4116.1,4259.8,4420.8,4564.5,4765.7,4886.5,5047.4,5179.6,5283.1,5346.4,5541.8,5582.1,5674.0,5708.5,5725.8,5760.3,5760.3,5812.0,5875.3,5892.5,5921.2,5944.2,5996.0,6024.7,6088.0,6116.7,6133.9,6156.9,6208.7,6317.9,6519.1,6582.4,6634.1,6645.6,6680.1,6685.8,6685.8,6777.8,6823.8,6864.0,6904.3,6950.3,7007.8,7059.5,7180.2,7237.7,7375.7,7525.2,7663.1,7795.3,8019.5,8146.0,8266.7,8422.0,8559.9,8772.6,8893.4,9065.8,9169.3,9267.0,9433.7,9543.0,9652.2,9698.2,9893.6,9979.9,10014.4,10054.6,10181.1,10232.8,10307.6,10411.0,10560.5,10733.0,10968.7,11072.1,11146.9,11238.9,11440.1,11509.1,11612.5,11635.5,11704.5,11739.0,11785.0,11802.2,11877.0,11992.0,12032.2,12118.4,12273.6,12348.4,12503.6,12572.6,12641.6,12676.1,12727.8,12733.5,12768.0
Tarapaca,01,Total,,382773.0,1.3,2.4,2.6,4.7,5.7,8.6,13.6,16.2,19.1,24.3,34.0,42.6,52.3,75.0,119.9,142.9,201.9,275.1,363.4,425.3,545.2,658.9,772.0,881.5,992.5,1103.3,1332.4,1459.1,1575.3,1629.7,1740.5,1857.5,1917.8,1979.5,2055.3,2138.3,2199.5,2332.5,2389.7,2475.6,2528.4,2635.5,2705.0,2789.9,2859.9,2920.8,2973.8,3036.3,3074.1,3132.4,3182.3,3237.4,3266.4,3309.5,3356.0,3420.0,3462.9,3514.4,3554.6,3601.1,3636.1,3700.4,3727.0,3779.5,3816.4,3857.9,3908.1,3958.0,3981.5,4028.8,4056.7,4107.1,4138.2,4173.5,4214.2,4259.4,4308.6,4410.2,4482.6,4599.1,4677.2,4836.0,4941.6,5183.5,5364.8,5658.7,5843.1,6102.3,6258.3,6471.7,6599.5,6862.3,6986.9,7147.3,7267.5,7419.8,7525.1,7680.8,7770.4,7929.0,7975.7,8176.6,8313.5,8474.0,8599.6,8809.7,8938.7,9164.7,9299.8,9565.5,9718.3,9966.5,10103.6,10300.4,10441.7,10648.1,10769.6,10925.3,11040.7,11193.6,11291.3,11432.1,11512.0,11625.7,11712.9,11816.4,11901.6,12018.4,12092.3,12207.5,12277.3,12356.7,12418.3,12477.4,12528.1,12593.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antofagasta,02,Antofagasta,02101,425725.0,6.8,7.5,10.3,12.7,14.1,19.3,24.9,28.7,34.1,43.2,61.3,71.2,88.8,112.5,141.2,154.6,198.0,234.4,267.8,292.0,327.7,364.1,401.7,440.7,494.7,549.4,638.4,748.6,887.2,955.3,1085.2,1236.2,1338.2,1440.8,1498.2,1583.9,1638.1,1707.7,1776.7,1863.9,1948.7,2024.1,2082.8,2146.7,2199.3,2256.2,2301.3,2348.0,2391.7,2441.7,2473.2,2504.4,2521.6,2563.6,2590.4,2624.0,2650.1,2683.4,2716.8,2745.9,2775.7,2819.4,2837.3,2868.3,2890.4,2911.0,2935.0,2958.5,2975.4,2988.1,3000.3,3013.9,3027.1,3036.0,3051.7,3073.6,3102.2,3139.1,3173.6,3227.0,3262.2,3341.4,3411.4,3539.8,3694.4,3850.8,4082.0,4300.9,4469.1,4666.6,4812.5,5007.9,5146.5,5309.3,5428.2,5550.1,5660.9,5805.2,5912.5,6043.1,6140.8,6281.5,6384.6,6529.3,6636.7,6774.6,6871.8,6992.8,7079.0,7195.7,7288.0,7405.7,7485.8,7598.1,7669.3,7757.1,7814.2,7870.6,7930.0,8000.2,8058.0,8128.0,8182.5,8263.8,8332.1,8412.7,8479.9,8558.8,8623.4,8707.5,8771.6,8825.9,8895.6,8949.4,8990.3,9037.3
Antofagasta,02,Calama,02201,190336.0,0.0,0.0,2.6,3.7,4.2,6.8,10.5,11.0,11.0,13.1,18.4,28.4,37.3,44.1,53.6,59.9,88.3,111.9,133.4,158.7,218.0,255.3,328.9,397.2,597.9,804.9,1247.8,1626.1,2021.2,2227.6,2452.0,2713.6,2863.4,3000.5,3091.4,3192.2,3280.0,3367.2,3401.9,3478.1,3520.6,3590.5,3626.2,3659.8,3697.7,3741.8,3774.9,3813.8,3843.7,3867.9,3887.3,3916.2,3931.5,3957.7,3983.5,4002.9,4026.6,4043.4,4053.9,4060.7,4065.4,4079.6,4085.4,4101.2,4105.9,4115.4,4118.0,4129.0,4139.0,4147.4,4155.8,4166.3,4174.7,4180.0,4186.3,4191.5,4198.9,4205.7,4219.4,4226.7,4235.1,4253.0,4269.8,4321.8,4364.9,4428.5,4485.2,4574.0,4623.9,4693.3,4740.0,4812.0,4874.0,4956.0,5024.3,5090.5,5161.9,5251.2,5333.2,5427.2,5511.3,5604.3,5676.3,5783.5,5861.2,5958.9,6028.8,6139.7,6242.6,6410.2,6523.2,6691.3,6809.5,6959.8,7064.9,7193.1,7281.3,7376.4,7468.4,7619.7,7724.2,7889.7,8000.1,8133.5,8267.5,8397.3,8503.4,8625.8,8702.0,8810.7,8890.6,8984.1,9049.8,9134.9,9184.8,9243.1
Antofagasta,02,Maria Elena,02302,6814.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,29.4,58.7,88.1,102.7,190.8,440.3,513.6,689.8,719.1,1232.8,1643.7,1937.2,2157.3,2260.1,2304.1,2348.1,2465.5,2524.2,2568.2,2876.4,3052.5,3258.0,3624.9,3874.4,4035.8,4270.6,4373.3,4417.4,4490.8,4593.5,4725.6,4813.6,4813.6,4887.0,4916.3,4945.7,4960.4,4975.1,4989.7,5004.4,5092.5,5107.1,5107.1,5121.8,5136.5,5136.5,5136.5,5151.2,5151.2,5151.2,5151.2,5151.2,5151.2,5224.5,5224.5,5253.9,5268.6,5268.6,5268.6,5297.9,5297.9,5312.6,5312.6,5312.6,5312.6,5312.6,5312.6,5327.3,5341.9,5356.6,5459.3,5488.7,5503.4,5518.1,5547.4,5562.1,5576.8,5591.4,5606.1,5650.1,5664.8,5723.5,5826.2,6295.9,6794.8,6868.2,7073.7,7176.4,7279.1,7381.9,7367.2,7396.5,7411.2,7411.2,7455.2,7455.2,7499.3,7558.0,7660.7,7763.4,7792.8,7836.8,7939.5,8027.6,8086.3,8203.7,8277.1,8423.8,8511.9,8541.2,8585.3,8629.3,8644.0,8849.4,8966.8,9025.5,9069.6,9157.6,9201.6,9231.0,9260.3,9304.4,9627.2,9656.6,9685.9,9818.0,9862.0,9891.4,9950.1
Antofagasta,02,Mejillones,02102,14776.0,0.0,0.0,0.0,0.0,0.0,40.6,81.2,94.7,128.6,182.7,291.0,439.9,521.1,852.7,906.9,1015.2,1177.6,1292.6,1529.5,1536.3,1651.3,1773.1,1847.6,1888.2,1895.0,1935.6,1969.4,2138.6,2321.3,2524.4,2761.2,2883.1,2916.9,2971.0,2998.1,3052.2,3140.2,3140.2,3228.2,3363.6,3410.9,3438.0,3519.2,3559.8,3634.3,3688.4,3722.3,3749.3,3789.9,3850.8,3905.0,3972.7,3972.7,4060.6,4087.7,4108.0,4168.9,4182.5,4223.1,4284.0,4331.3,4419.3,4412.6,4466.7,4520.8,4534.4,4541.1,4561.5,4602.1,4622.4,4649.4,4683.3,4710.3,4778.0,4845.7,4899.8,5035.2,5116.4,5163.8,5326.2,5400.6,5454.8,5563.1,5684.9,5908.2,6111.3,6571.5,7126.4,7498.6,7904.7,8283.7,8507.0,8743.9,9062.0,9298.9,9556.0,9725.2,9948.6,10124.5,10259.9,10374.9,10557.7,10632.1,10713.3,10781.0,10889.3,10943.4,11004.3,11051.7,11126.2,11146.5,11268.3,11396.9,11498.4,11545.7,11613.4,11660.8,11674.3,11701.4,11762.3,11802.9,11897.7,11918.0,12012.7,12107.5,12249.6,12344.3,12405.3,12493.2,12608.3,12669.2,12682.7,12709.8,12723.3,12743.6,12763.9
Antofagasta,02,Ollague,02202,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.9,696.9,696.9,2090.6,2090.6,3135.9,4181.2,4181.2,5923.3,7317.1,7317.1,7317.1,7317.1,7317.1,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8362.4,8710.8,9756.1,9756.1,9756.1,9756.1,9756.1,9756.1,9756.1,9756.1,10104.5,10104.5,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11498.3,11498.3,11498.3,11498.3,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11149.8,11846.7,12195.1,12195.1
Antofagasta,02,San Pedro de Atacama,02203,10434.0,0.0,0.0,0.0,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,47.9,47.9,76.7,76.7,86.3,105.4,134.2,249.2,421.7,603.8,853.0,1015.9,1207.6,1428.0,1648.5,1840.1,2098.9,2252.3,2376.8,2491.9,2635.6,2693.1,2789.0,2846.5,2923.1,2980.6,3076.5,3124.4,3172.3,3249.0,3296.9,3316.1,3335.3,3325.7,3335.3,3364.0,3488.6,3498.2,3555.7,3555.7,3574.9,3584.4,3603.6,3632.4,3641.9,3651.5,3651.5,3651.5,3651.5,3661.1,3661.1,3661.1,3661.1,3661.1,3670.7,3670.7,3689.9,3689.9,3680.3,3680.3,3680.3,3680.3,3689.9,3709.0,3756.9,4063.6,4169.1,4293.7,4332.0,4494.9,4552.4,4983.7,5175.4,5367.1,5539.6,5750.4,5922.9,6105.0,6200.9,6296.7,6392.6,6478.8,6584.2,6737.6,6756.8,6795.1,6862.2,6938.9,6948.4,7025.1,7063.4,7092.2,7121.0,7197.6,7331.8,7418.1,7446.8,7504.3,7619.3,7686.4,7801.4,7935.6,7993.1,8041.0,8098.5,8165.6,8194.4,8319.0,8347.7,8405.2,8462.7,8635.2,8779.0,8961.1,9076.1,9239.0,9526.5,9708.6
Antofagasta,02,Sierra Gorda,02103,1746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.5,114.5,400.9,515.5,630.0,744.6,744.6,801.8,916.4,1202.7,1489.1,2004.6,2405.5,2691.9,2520.0,2634.6,2806.4,3092.8,3207.3,3264.6,3436.4,3436.4,3780.1,3951.9,4009.2,4009.2,4238.3,4410.1,4410.1,4410.1,4410.1,4467.4,4524.6,4524.6,4581.9,4639.2,4639.2,4581.9,4639.2,4811.0,4868.3,4925.5,4925.5,4982.8,5211.9,5326.5,5326.5,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5383.7,5498.3,5727.4,5899.2,5899.2,5899.2,5956.5,5956.5,5956.5,6128.3,6128.3,6128.3,6128.3,6128.3,6128.3,6128.3,6185.6,6185.6,6357.4,6414.7,6586.5,6643.8,6701.0,6815.6,6872.9,6987.4,7101.9,7101.9,7101.9,7101.9,7101.9,7101.9,7159.2,7159.2,7159.2,7216.5,7273.8,7331.0,7502.9,7560.1,7617.4,7846.5,8018.3,8419.2,8476.5,8476.5,8533.8,8648.3,8762.9,8762.9,8820.2,8934.7,8934.7,8992.0,9163.8,9163.8,9221.1,9278.4,9392.9,9450.2,9450.2
Antofagasta,02,Taltal,02104,13657.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,51.3,51.3,51.3,51.3,51.3,51.3,58.6,58.6,65.9,117.2,124.5,168.4,183.1,190.4,241.6,270.9,270.9,300.2,307.5,388.1,454.0,475.9,519.9,571.1,637.0,724.9,798.1,827.4,878.7,900.6,908.0,959.2,1032.4,1032.4,1083.7,1120.3,1200.8,1215.5,1230.1,1230.1,1230.1,1230.1,1266.7,1266.7,1281.4,1288.7,1332.6,1361.9,1376.6,1391.2,1398.6,1413.2,1479.1,1501.1,1515.7,1523.0,1523.0,1523.0,1523.0,1523.0,1574.3,1610.9,1610.9,1610.9,1618.2,1618.2,1625.5,1640.2,1647.5,1698.8,1735.4,1757.3,1837.9,1852.5,1918.4,2013.6,2035.6,2064.9,2094.2,2145.4,2204.0,2306.5,2372.4,2423.7,2496.9,2548.1,2599.4,2628.7,2643.3,2687.3,2760.5,2841.0,2987.5,3126.6,3390.2,3624.5,3866.1,4027.2,4173.7,4349.4,4517.8,4598.4,4642.3,4715.5,4818.0,4986.5,5110.9,5198.8,5272.0,5308.6,5440.4,5491.7,5564.9,5586.9,5608.8,5645.5,5740.6,5806.5,5813.9,5843.2,5967.6,6033.5,6062.8,6092.1,6150.7,6267.8,6363.0,6480.2,6538.8
Antofagasta,02,Tocopilla,02301,28079.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,21.4,39.2,39.2,39.2,39.2,42.7,46.3,49.9,53.4,67.7,85.5,89.0,99.7,106.8,114.0,124.6,135.3,156.7,163.8,210.1,270.7,398.9,477.2,694.5,797.7,858.3,893.9,901.0,929.5,972.3,979.4,990.1,1018.6,1025.7,1039.9,1061.3,1075.5,1107.6,1146.8,1182.4,1185.9,1185.9,1193.1,1196.6,1200.2,1203.7,1214.4,1225.1,1225.1,1246.5,1246.5,1257.2,1257.2,1260.7,1278.5,1285.7,1314.1,1324.8,1328.4,1342.6,1349.8,1353.3,1356.9,1360.4,1364.0,1364.0,1364.0,1371.1,1396.1,1406.7,1428.1,1460.2,1492.2,1502.9,1527.8,1552.8,1599.1,1652.5,1688.1,1794.9,2001.5,2193.8,2389.7,2571.3,2785.0,2920.3,3116.2,3262.2,3394.0,3508.0,3646.9,3828.5,3974.5,4088.5,4277.2,4391.2,4544.3,4658.3,4761.6,4839.9,4911.1,4993.1,5103.5,5142.6,5224.5,5299.3,5374.1,5452.5,5502.3,5541.5,5641.2,5708.9,5797.9,5922.6,6011.6,6082.8,6214.6,6278.7,6353.5,6442.5,6496.0,6570.7,6652.7,6731.0,6780.9,6809.4,6841.4,6880.6,6923.3
Antofagasta,02,Total,,691854.0,4.2,4.6,7.1,9.4,10.4,15.2,21.5,25.4,30.5,38.2,53.2,66.1,83.7,108.3,131.8,144.7,190.1,226.6,262.5,287.6,330.3,367.4,414.2,460.5,552.3,648.0,856.1,1036.6,1241.7,1356.9,1525.6,1705.4,1821.3,1934.7,2004.5,2093.1,2157.1,2230.1,2289.6,2372.2,2440.7,2512.4,2564.7,2618.9,2667.6,2717.5,2758.4,2800.9,2838.7,2879.2,2906.2,2935.2,2951.2,2987.9,3015.5,3043.3,3069.4,3095.3,3121.9,3145.2,3167.6,3202.0,3215.3,3241.4,3258.2,3274.0,3290.9,3312.5,3327.9,3338.9,3349.8,3362.0,3373.1,3381.8,3395.9,3413.1,3437.6,3467.8,3496.1,3538.3,3565.1,3623.3,3677.9,3781.4,3898.9,4021.9,4198.7,4382.3,4522.2,4691.3,4821.7,4985.7,5105.7,5250.1,5357.2,5467.5,5567.1,5687.2,5790.8,5914.1,6009.2,6140.2,6239.0,6370.6,6472.2,6594.2,6684.9,6794.1,6882.7,7012.0,7108.9,7235.5,7331.0,7452.3,7535.0,7631.4,7698.6,7770.6,7841.0,7935.5,8010.6,8108.6,8178.9,8278.5,8365.1,8460.5,8539.2,8631.4,8699.5,8794.3,8865.9,8932.2,9000.9,9065.5,9116.5,9167.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atacama,03,Alto del Carmen,03302,5729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,34.9,34.9,69.8,87.3,104.7,104.7,104.7,122.2,139.6,157.1,174.6,174.6,174.6,192.0,192.0,192.0,192.0,192.0,279.3,506.2,610.9,610.9,628.4,628.4,628.4,628.4,628.4,628.4,628.4,663.3,680.7,698.2,715.7,715.7,733.1,733.1,733.1,733.1,733.1,733.1,733.1,733.1,733.1,733.1,733.1,733.1,733.1,733.1,750.6,768.0,768.0,768.0,802.9,802.9,802.9,802.9,802.9,802.9,802.9,802.9,802.9,820.4,820.4,837.8,837.8,907.7,942.6,1047.3,1082.2,1117.1,1152.0,1204.4,1221.9,1466.2,1536.0,1658.2,1728.1,1745.5,1797.9,1850.2,1902.6,2112.1,2181.9,2251.7,2391.3,2426.3,2618.3,2653.2,2688.1,2949.9,2984.8,3107.0,3141.9,3141.9,3159.4,3211.7,3246.6,3246.6,3264.1,3333.9,3491.0,3648.1,3770.3,3822.7,3840.1,4119.4,4206.7,4293.9,4311.4,4346.3,4451.0,4485.9,4503.4
Atacama,03,Caldera,03102,19426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,15.4,20.6,25.7,25.7,25.7,30.9,36.0,46.3,51.5,66.9,72.1,92.7,103.0,133.8,205.9,236.8,247.1,257.4,272.8,303.7,360.3,396.4,417.0,453.0,545.7,648.6,849.4,983.2,1024.4,1199.4,1292.1,1348.7,1379.6,1384.7,1384.7,1400.2,1431.1,1487.7,1528.9,1544.3,1544.3,1544.3,1559.8,1580.4,1590.7,1595.8,1616.4,1616.4,1642.1,1647.3,1667.9,1667.9,1673.0,1673.0,1673.0,1698.8,1698.8,1698.8,1698.8,1703.9,1724.5,1734.8,1755.4,1801.7,1940.7,1997.3,2017.9,2038.5,2079.7,2115.7,2208.4,2223.8,2311.3,2419.4,2476.1,2589.3,2656.2,2697.4,2723.2,2764.3,2821.0,2898.2,3047.5,3165.9,3258.5,3356.3,3562.2,3727.0,3927.7,4061.6,4185.1,4324.1,4452.8,4643.3,4844.0,5044.8,5183.8,5327.9,5513.2,5652.2,5708.8,5770.6,5853.0,5889.0,5935.3,5961.1,6146.4,6275.1,6383.2,6563.4,6635.4,6753.8,6867.1,6939.2,7129.6,7248.0,7371.6,7433.3,7546.6,7613.5,7711.3
Atacama,03,Chanaral,03201,13164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,7.6,7.6,7.6,22.8,22.8,45.6,151.9,167.1,182.3,182.3,197.5,220.3,288.7,288.7,296.3,349.4,372.2,402.6,448.2,501.4,577.3,615.3,660.9,676.1,691.3,805.2,957.2,1063.5,1268.6,1321.8,1359.8,1420.5,1420.5,1435.7,1435.7,1435.7,1443.3,1443.3,1443.3,1443.3,1450.9,1450.9,1458.5,1458.5,1458.5,1458.5,1458.5,1481.3,1488.9,1488.9,1488.9,1496.5,1496.5,1496.5,1496.5,1496.5,1496.5,1496.5,1496.5,1496.5,1504.1,1519.3,1564.9,1564.9,1618.0,1724.4,1808.0,1876.3,1959.9,2028.3,2081.4,2127.0,2134.6,2165.0,2195.4,2400.5,2529.6,2674.0,2818.3,2924.6,3160.1,3281.7,3327.3,3509.6,3631.1,3714.7,3897.0,4018.5,4109.7,4254.0,4383.2,4436.3,4557.9,4603.5,4930.1,5150.4,5363.1,5484.7,5644.2,5689.8,5735.3,5750.5,5841.7,5864.5,5948.0,5986.0,6100.0,6206.3,6343.1,6411.4,6586.1,6707.7,6966.0,7087.5,7247.0
Atacama,03,Copiapo,03101,171766.0,0.0,0.0,2.3,2.3,2.9,4.7,4.7,4.7,4.7,4.7,4.7,4.7,11.1,19.8,27.9,39.0,41.3,47.7,55.9,58.2,67.0,78.6,93.1,120.5,150.8,172.9,231.1,276.0,351.1,390.1,447.1,519.3,576.9,616.5,681.7,777.2,891.9,1062.5,1212.1,1403.1,1626.6,1820.5,1957.3,2064.4,2166.9,2241.4,2290.9,2302.6,2331.1,2369.5,2413.7,2470.2,2499.9,2520.3,2538.9,2567.4,2583.7,2612.3,2630.3,2657.7,2686.2,2724.6,2741.5,2767.7,2775.3,2782.3,2784.6,2788.1,2793.3,2799.7,2801.5,2806.1,2816.0,2817.8,2822.4,2830.0,2836.4,2844.6,2855.0,2874.8,2877.8,2895.8,2941.8,2983.1,3033.2,3123.4,3195.6,3289.4,3354.0,3447.1,3532.7,3617.7,3680.6,3760.9,3828.5,3897.2,3954.2,4060.2,4122.5,4237.2,4302.9,4394.4,4466.0,4553.9,4637.1,4722.7,4790.8,4904.3,5001.6,5184.4,5325.9,5525.5,5690.9,5905.7,6050.7,6239.9,6326.6,6500.1,6602.6,6759.2,6858.7,7030.5,7127.1,7295.4,7408.9,7553.9,7665.7,7787.3,7937.5,8119.2,8228.1,8378.3,8462.1,8626.9,8711.3,8852.2
Atacama,03,Diego de Almagro,03202,14358.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,13.9,13.9,20.9,20.9,20.9,34.8,55.7,83.6,83.6,90.5,104.5,132.3,174.1,215.9,243.8,250.7,257.7,264.7,341.3,341.3,348.2,341.3,362.2,369.1,376.1,376.1,397.0,404.0,473.6,626.8,794.0,877.6,968.1,1086.5,1246.7,1246.7,1295.4,1302.4,1358.1,1358.1,1420.8,1532.2,1643.7,1692.4,1831.7,1971.0,2075.5,2180.0,2263.5,2319.3,2388.9,2430.7,2444.6,2451.6,2458.6,2465.5,2507.3,2521.2,2528.2,2528.2,2528.2,2528.2,2549.1,2549.1,2563.0,2577.0,2597.9,2604.8,2625.7,2625.7,2653.6,2709.3,2890.4,3064.5,3148.1,3259.5,3489.3,3621.7,3691.3,3754.0,3830.6,3865.4,3935.1,3969.9,4025.6,4116.2,4178.9,4276.4,4325.1,4429.6,4561.9,4729.1,4889.3,4958.9,5133.0,5230.5,5335.0,5411.6,5537.0,5662.3,5759.9,5808.6,5822.5,5878.3,5927.0,5975.8,6101.1,6191.7,6421.5,6519.0,6797.6,7055.3,7243.3,7445.3,7626.4,7758.7,7912.0,8051.3,8239.3,8385.6,8587.5,8629.3,8817.4
