fecha_fallecimiento;region_residencia;hospitalizacion;fallecidos
19-03-2020;Región de Antofagasta;FALSO;0
20-03-2020;Región de Antofagasta;FALSO;0
21-03-2020;Región de Antofagasta;FALSO;0
23-03-2020;Región de Antofagasta;FALSO;0
25-03-2020;Región de Antofagasta;FALSO;0
26-03-2020;Región de Antofagasta;FALSO;0
27-03-2020;Región de Antofagasta;FALSO;0
28-03-2020;Región de Antofagasta;FALSO;0
29-03-2020;Región de Antofagasta;FALSO;0
30-03-2020;Región de Antofagasta;FALSO;0
31-03-2020;Región de Antofagasta;FALSO;0
01-04-2020;Región de Antofagasta;FALSO;0
02-04-2020;Región de Antofagasta;FALSO;0
03-04-2020;Región de Antofagasta;FALSO;0
04-04-2020;Región de Antofagasta;FALSO;0
05-04-2020;Región de Antofagasta;FALSO;0
06-04-2020;Región de Antofagasta;FALSO;0
07-04-2020;Región de Antofagasta;FALSO;0
08-04-2020;Región de Antofagasta;FALSO;0
09-04-2020;Región de Antofagasta;FALSO;0
10-04-2020;Región de Antofagasta;FALSO;0
11-04-2020;Región de Antofagasta;FALSO;0
12-04-2020;Región de Antofagasta;FALSO;0
13-04-2020;Región de Antofagasta;FALSO;0
14-04-2020;Región de Antofagasta;FALSO;0
15-04-2020;Región de Antofagasta;FALSO;0
16-04-2020;Región de Antofagasta;FALSO;0
17-04-2020;Región de Antofagasta;FALSO;0
18-04-2020;Región de Antofagasta;FALSO;0
19-04-2020;Región de Antofagasta;FALSO;0
20-04-2020;Región de Antofagasta;FALSO;0
21-04-2020;Región de Antofagasta;FALSO;0
22-04-2020;Región de Antofagasta;FALSO;0
23-04-2020;Región de Antofagasta;FALSO;0
24-04-2020;Región de Antofagasta;FALSO;0
25-04-2020;Región de Antofagasta;FALSO;0
26-04-2020;Región de Antofagasta;FALSO;0
27-04-2020;Región de Antofagasta;FALSO;0
28-04-2020;Región de Antofagasta;FALSO;0
29-04-2020;Región de Antofagasta;FALSO;0
30-04-2020;Región de Antofagasta;FALSO;0
01-05-2020;Región de Antofagasta;FALSO;0
02-05-2020;Región de Antofagasta;FALSO;0
03-05-2020;Región de Antofagasta;FALSO;0
04-05-2020;Región de Antofagasta;FALSO;0
05-05-2020;Región de Antofagasta;FALSO;0
06-05-2020;Región de Antofagasta;FALSO;0
07-05-2020;Región de Antofagasta;FALSO;0
08-05-2020;Región de Antofagasta;FALSO;0
09-05-2020;Región de Antofagasta;FALSO;0
10-05-2020;Región de Antofagasta;FALSO;0
11-05-2020;Región de Antofagasta;FALSO;0
12-05-2020;Región de Antofagasta;FALSO;0
13-05-2020;Región de Antofagasta;FALSO;0
14-05-2020;Región de Antofagasta;FALSO;0
15-05-2020;Región de Antofagasta;FALSO;0
16-05-2020;Región de Antofagasta;FALSO;0
17-05-2020;Región de Antofagasta;FALSO;0
18-05-2020;Región de Antofagasta;FALSO;0
19-05-2020;Región de Antofagasta;FALSO;0
20-05-2020;Región de Antofagasta;FALSO;0
21-05-2020;Región de Antofagasta;FALSO;0
22-05-2020;Región de Antofagasta;FALSO;0
23-05-2020;Región de Antofagasta;FALSO;1
24-05-2020;Región de Antofagasta;FALSO;1
25-05-2020;Región de Antofagasta;FALSO;0
26-05-2020;Región de Antofagasta;FALSO;0
27-05-2020;Región de Antofagasta;FALSO;0
28-05-2020;Región de Antofagasta;FALSO;1
29-05-2020;Región de Antofagasta;FALSO;0
30-05-2020;Región de Antofagasta;FALSO;1
31-05-2020;Región de Antofagasta;FALSO;3
01-06-2020;Región de Antofagasta;FALSO;0
02-06-2020;Región de Antofagasta;FALSO;0
03-06-2020;Región de Antofagasta;FALSO;0
04-06-2020;Región de Antofagasta;FALSO;2
05-06-2020;Región de Antofagasta;FALSO;0
06-06-2020;Región de Antofagasta;FALSO;0
07-06-2020;Región de Antofagasta;FALSO;2
08-06-2020;Región de Antofagasta;FALSO;4
09-06-2020;Región de Antofagasta;FALSO;0
10-06-2020;Región de Antofagasta;FALSO;2
11-06-2020;Región de Antofagasta;FALSO;1
12-06-2020;Región de Antofagasta;FALSO;3
13-06-2020;Región de Antofagasta;FALSO;1
14-06-2020;Región de Antofagasta;FALSO;0
15-06-2020;Región de Antofagasta;FALSO;2
16-06-2020;Región de Antofagasta;FALSO;3
17-06-2020;Región de Antofagasta;FALSO;0
18-06-2020;Región de Antofagasta;FALSO;3
19-06-2020;Región de Antofagasta;FALSO;2
20-06-2020;Región de Antofagasta;FALSO;3
21-06-2020;Región de Antofagasta;FALSO;2
22-06-2020;Región de Antofagasta;FALSO;0
23-06-2020;Región de Antofagasta;FALSO;4
24-06-2020;Región de Antofagasta;FALSO;5
25-06-2020;Región de Antofagasta;FALSO;1
26-06-2020;Región de Antofagasta;FALSO;3
27-06-2020;Región de Antofagasta;FALSO;1
28-06-2020;Región de Antofagasta;FALSO;2
29-06-2020;Región de Antofagasta;FALSO;1
30-06-2020;Región de Antofagasta;FALSO;2
01-07-2020;Región de Antofagasta;FALSO;0
02-07-2020;Región de Antofagasta;FALSO;0
03-07-2020;Región de Antofagasta;FALSO;2
04-07-2020;Región de Antofagasta;FALSO;2
05-07-2020;Región de Antofagasta;FALSO;2
06-07-2020;Región de Antofagasta;FALSO;2
07-07-2020;Región de Antofagasta;FALSO;7
08-07-2020;Región de Antofagasta;FALSO;4
09-07-2020;Región de Antofagasta;FALSO;4
10-07-2020;Región de Antofagasta;FALSO;2
11-07-2020;Región de Antofagasta;FALSO;1
12-07-2020;Región de Antofagasta;FALSO;2
13-07-2020;Región de Antofagasta;FALSO;1
14-07-2020;Región de Antofagasta;FALSO;0
15-07-2020;Región de Antofagasta;FALSO;1
16-07-2020;Región de Antofagasta;FALSO;0
17-07-2020;Región de Antofagasta;FALSO;1
18-07-2020;Región de Antofagasta;FALSO;3
19-07-2020;Región de Antofagasta;FALSO;3
20-07-2020;Región de Antofagasta;FALSO;2
21-07-2020;Región de Antofagasta;FALSO;2
22-07-2020;Región de Antofagasta;FALSO;3
23-07-2020;Región de Antofagasta;FALSO;3
24-07-2020;Región de Antofagasta;FALSO;2
25-07-2020;Región de Antofagasta;FALSO;1
26-07-2020;Región de Antofagasta;FALSO;1
27-07-2020;Región de Antofagasta;FALSO;3
28-07-2020;Región de Antofagasta;FALSO;1
29-07-2020;Región de Antofagasta;FALSO;0
30-07-2020;Región de Antofagasta;FALSO;1
31-07-2020;Región de Antofagasta;FALSO;1
01-08-2020;Región de Antofagasta;FALSO;1
02-08-2020;Región de Antofagasta;FALSO;1
03-08-2020;Región de Antofagasta;FALSO;2
04-08-2020;Región de Antofagasta;FALSO;0
05-08-2020;Región de Antofagasta;FALSO;1
06-08-2020;Región de Antofagasta;FALSO;1
07-08-2020;Región de Antofagasta;FALSO;2
08-08-2020;Región de Antofagasta;FALSO;2
09-08-2020;Región de Antofagasta;FALSO;0
10-08-2020;Región de Antofagasta;FALSO;0
11-08-2020;Región de Antofagasta;FALSO;2
12-08-2020;Región de Antofagasta;FALSO;1
13-08-2020;Región de Antofagasta;FALSO;0
14-08-2020;Región de Antofagasta;FALSO;1
15-08-2020;Región de Antofagasta;FALSO;0
16-08-2020;Región de Antofagasta;FALSO;1
17-08-2020;Región de Antofagasta;FALSO;0
18-08-2020;Región de Antofagasta;FALSO;1
19-08-2020;Región de Antofagasta;FALSO;1
20-08-2020;Región de Antofagasta;FALSO;3
21-08-2020;Región de Antofagasta;FALSO;2
22-08-2020;Región de Antofagasta;FALSO;1
23-08-2020;Región de Antofagasta;FALSO;1
24-08-2020;Región de Antofagasta;FALSO;2
25-08-2020;Región de Antofagasta;FALSO;1
26-08-2020;Región de Antofagasta;FALSO;0
27-08-2020;Región de Antofagasta;FALSO;1
28-08-2020;Región de Antofagasta;FALSO;0
19-03-2020;Región de Arica y Parinacota;FALSO;0
20-03-2020;Región de Arica y Parinacota;FALSO;0
21-03-2020;Región de Arica y Parinacota;FALSO;0
23-03-2020;Región de Arica y Parinacota;FALSO;0
25-03-2020;Región de Arica y Parinacota;FALSO;0
26-03-2020;Región de Arica y Parinacota;FALSO;0
27-03-2020;Región de Arica y Parinacota;FALSO;0
28-03-2020;Región de Arica y Parinacota;FALSO;0
29-03-2020;Región de Arica y Parinacota;FALSO;0
30-03-2020;Región de Arica y Parinacota;FALSO;0
31-03-2020;Región de Arica y Parinacota;FALSO;0
01-04-2020;Región de Arica y Parinacota;FALSO;0
02-04-2020;Región de Arica y Parinacota;FALSO;0
03-04-2020;Región de Arica y Parinacota;FALSO;0
04-04-2020;Región de Arica y Parinacota;FALSO;0
05-04-2020;Región de Arica y Parinacota;FALSO;0
06-04-2020;Región de Arica y Parinacota;FALSO;0
07-04-2020;Región de Arica y Parinacota;FALSO;0
08-04-2020;Región de Arica y Parinacota;FALSO;0
09-04-2020;Región de Arica y Parinacota;FALSO;0
10-04-2020;Región de Arica y Parinacota;FALSO;0
11-04-2020;Región de Arica y Parinacota;FALSO;0
12-04-2020;Región de Arica y Parinacota;FALSO;0
13-04-2020;Región de Arica y Parinacota;FALSO;0
14-04-2020;Región de Arica y Parinacota;FALSO;0
15-04-2020;Región de Arica y Parinacota;FALSO;0
16-04-2020;Región de Arica y Parinacota;FALSO;0
17-04-2020;Región de Arica y Parinacota;FALSO;0
18-04-2020;Región de Arica y Parinacota;FALSO;0
19-04-2020;Región de Arica y Parinacota;FALSO;0
20-04-2020;Región de Arica y Parinacota;FALSO;0
21-04-2020;Región de Arica y Parinacota;FALSO;0
22-04-2020;Región de Arica y Parinacota;FALSO;0
23-04-2020;Región de Arica y Parinacota;FALSO;0
24-04-2020;Región de Arica y Parinacota;FALSO;0
25-04-2020;Región de Arica y Parinacota;FALSO;0
26-04-2020;Región de Arica y Parinacota;FALSO;0
27-04-2020;Región de Arica y Parinacota;FALSO;0
28-04-2020;Región de Arica y Parinacota;FALSO;0
29-04-2020;Región de Arica y Parinacota;FALSO;0
30-04-2020;Región de Arica y Parinacota;FALSO;0
01-05-2020;Región de Arica y Parinacota;FALSO;0
02-05-2020;Región de Arica y Parinacota;FALSO;0
03-05-2020;Región de Arica y Parinacota;FALSO;0
04-05-2020;Región de Arica y Parinacota;FALSO;0
05-05-2020;Región de Arica y Parinacota;FALSO;0
06-05-2020;Región de Arica y Parinacota;FALSO;0
07-05-2020;Región de Arica y Parinacota;FALSO;0
08-05-2020;Región de Arica y Parinacota;FALSO;0
09-05-2020;Región de Arica y Parinacota;FALSO;0
10-05-2020;Región de Arica y Parinacota;FALSO;0
11-05-2020;Región de Arica y Parinacota;FALSO;0
12-05-2020;Región de Arica y Parinacota;FALSO;0
13-05-2020;Región de Arica y Parinacota;FALSO;0
14-05-2020;Región de Arica y Parinacota;FALSO;0
15-05-2020;Región de Arica y Parinacota;FALSO;0
16-05-2020;Región de Arica y Parinacota;FALSO;0
17-05-2020;Región de Arica y Parinacota;FALSO;0
18-05-2020;Región de Arica y Parinacota;FALSO;0
19-05-2020;Región de Arica y Parinacota;FALSO;0
20-05-2020;Región de Arica y Parinacota;FALSO;0
21-05-2020;Región de Arica y Parinacota;FALSO;0
22-05-2020;Región de Arica y Parinacota;FALSO;0
23-05-2020;Región de Arica y Parinacota;FALSO;0
24-05-2020;Región de Arica y Parinacota;FALSO;0
25-05-2020;Región de Arica y Parinacota;FALSO;0
26-05-2020;Región de Arica y Parinacota;FALSO;0
27-05-2020;Región de Arica y Parinacota;FALSO;0
28-05-2020;Región de Arica y Parinacota;FALSO;0
29-05-2020;Región de Arica y Parinacota;FALSO;0
30-05-2020;Región de Arica y Parinacota;FALSO;0
31-05-2020;Región de Arica y Parinacota;FALSO;0
01-06-2020;Región de Arica y Parinacota;FALSO;0
02-06-2020;Región de Arica y Parinacota;FALSO;0
03-06-2020;Región de Arica y Parinacota;FALSO;0
04-06-2020;Región de Arica y Parinacota;FALSO;0
05-06-2020;Región de Arica y Parinacota;FALSO;0
06-06-2020;Región de Arica y Parinacota;FALSO;0
07-06-2020;Región de Arica y Parinacota;FALSO;0
08-06-2020;Región de Arica y Parinacota;FALSO;0
09-06-2020;Región de Arica y Parinacota;FALSO;0
10-06-2020;Región de Arica y Parinacota;FALSO;0
11-06-2020;Región de Arica y Parinacota;FALSO;0
12-06-2020;Región de Arica y Parinacota;FALSO;0
13-06-2020;Región de Arica y Parinacota;FALSO;0
14-06-2020;Región de Arica y Parinacota;FALSO;0
15-06-2020;Región de Arica y Parinacota;FALSO;0
16-06-2020;Región de Arica y Parinacota;FALSO;0
17-06-2020;Región de Arica y Parinacota;FALSO;0
18-06-2020;Región de Arica y Parinacota;FALSO;0
19-06-2020;Región de Arica y Parinacota;FALSO;1
20-06-2020;Región de Arica y Parinacota;FALSO;0
21-06-2020;Región de Arica y Parinacota;FALSO;0
22-06-2020;Región de Arica y Parinacota;FALSO;0
23-06-2020;Región de Arica y Parinacota;FALSO;0
24-06-2020;Región de Arica y Parinacota;FALSO;0
25-06-2020;Región de Arica y Parinacota;FALSO;0
26-06-2020;Región de Arica y Parinacota;FALSO;0
27-06-2020;Región de Arica y Parinacota;FALSO;0
28-06-2020;Región de Arica y Parinacota;FALSO;0
29-06-2020;Región de Arica y Parinacota;FALSO;0
30-06-2020;Región de Arica y Parinacota;FALSO;0
01-07-2020;Región de Arica y Parinacota;FALSO;0
02-07-2020;Región de Arica y Parinacota;FALSO;0
03-07-2020;Región de Arica y Parinacota;FALSO;1
04-07-2020;Región de Arica y Parinacota;FALSO;0
05-07-2020;Región de Arica y Parinacota;FALSO;0
06-07-2020;Región de Arica y Parinacota;FALSO;0
07-07-2020;Región de Arica y Parinacota;FALSO;0
08-07-2020;Región de Arica y Parinacota;FALSO;0
09-07-2020;Región de Arica y Parinacota;FALSO;0
10-07-2020;Región de Arica y Parinacota;FALSO;0
11-07-2020;Región de Arica y Parinacota;FALSO;0
12-07-2020;Región de Arica y Parinacota;FALSO;1
13-07-2020;Región de Arica y Parinacota;FALSO;0
14-07-2020;Región de Arica y Parinacota;FALSO;1
15-07-2020;Región de Arica y Parinacota;FALSO;1
16-07-2020;Región de Arica y Parinacota;FALSO;1
17-07-2020;Región de Arica y Parinacota;FALSO;0
18-07-2020;Región de Arica y Parinacota;FALSO;1
19-07-2020;Región de Arica y Parinacota;FALSO;0
20-07-2020;Región de Arica y Parinacota;FALSO;0
21-07-2020;Región de Arica y Parinacota;FALSO;1
22-07-2020;Región de Arica y Parinacota;FALSO;1
23-07-2020;Región de Arica y Parinacota;FALSO;1
24-07-2020;Región de Arica y Parinacota;FALSO;0
25-07-2020;Región de Arica y Parinacota;FALSO;1
26-07-2020;Región de Arica y Parinacota;FALSO;0
27-07-2020;Región de Arica y Parinacota;FALSO;0
28-07-2020;Región de Arica y Parinacota;FALSO;0
29-07-2020;Región de Arica y Parinacota;FALSO;1
30-07-2020;Región de Arica y Parinacota;FALSO;0
31-07-2020;Región de Arica y Parinacota;FALSO;1
01-08-2020;Región de Arica y Parinacota;FALSO;1
02-08-2020;Región de Arica y Parinacota;FALSO;0
03-08-2020;Región de Arica y Parinacota;FALSO;0
04-08-2020;Región de Arica y Parinacota;FALSO;1
05-08-2020;Región de Arica y Parinacota;FALSO;0
06-08-2020;Región de Arica y Parinacota;FALSO;2
07-08-2020;Región de Arica y Parinacota;FALSO;0
08-08-2020;Región de Arica y Parinacota;FALSO;0
09-08-2020;Región de Arica y Parinacota;FALSO;0
10-08-2020;Región de Arica y Parinacota;FALSO;0
11-08-2020;Región de Arica y Parinacota;FALSO;1
12-08-2020;Región de Arica y Parinacota;FALSO;1
13-08-2020;Región de Arica y Parinacota;FALSO;0
14-08-2020;Región de Arica y Parinacota;FALSO;1
15-08-2020;Región de Arica y Parinacota;FALSO;1
16-08-2020;Región de Arica y Parinacota;FALSO;0
17-08-2020;Región de Arica y Parinacota;FALSO;2
18-08-2020;Región de Arica y Parinacota;FALSO;0
19-08-2020;Región de Arica y Parinacota;FALSO;0
20-08-2020;Región de Arica y Parinacota;FALSO;1
21-08-2020;Región de Arica y Parinacota;FALSO;0
22-08-2020;Región de Arica y Parinacota;FALSO;0
23-08-2020;Región de Arica y Parinacota;FALSO;1
24-08-2020;Región de Arica y Parinacota;FALSO;0
25-08-2020;Región de Arica y Parinacota;FALSO;0
26-08-2020;Región de Arica y Parinacota;FALSO;0
27-08-2020;Región de Arica y Parinacota;FALSO;0
28-08-2020;Región de Arica y Parinacota;FALSO;0
19-03-2020;Región de Atacama;FALSO;0
20-03-2020;Región de Atacama;FALSO;0
21-03-2020;Región de Atacama;FALSO;0
23-03-2020;Región de Atacama;FALSO;0
25-03-2020;Región de Atacama;FALSO;0
26-03-2020;Región de Atacama;FALSO;0
27-03-2020;Región de Atacama;FALSO;0
28-03-2020;Región de Atacama;FALSO;0
29-03-2020;Región de Atacama;FALSO;0
30-03-2020;Región de Atacama;FALSO;0
31-03-2020;Región de Atacama;FALSO;0
01-04-2020;Región de Atacama;FALSO;0
02-04-2020;Región de Atacama;FALSO;0
03-04-2020;Región de Atacama;FALSO;0
04-04-2020;Región de Atacama;FALSO;0
05-04-2020;Región de Atacama;FALSO;0
06-04-2020;Región de Atacama;FALSO;0
07-04-2020;Región de Atacama;FALSO;0
08-04-2020;Región de Atacama;FALSO;0
09-04-2020;Región de Atacama;FALSO;0
10-04-2020;Región de Atacama;FALSO;0
11-04-2020;Región de Atacama;FALSO;0
12-04-2020;Región de Atacama;FALSO;0
13-04-2020;Región de Atacama;FALSO;0
14-04-2020;Región de Atacama;FALSO;0
15-04-2020;Región de Atacama;FALSO;0
16-04-2020;Región de Atacama;FALSO;0
17-04-2020;Región de Atacama;FALSO;0
18-04-2020;Región de Atacama;FALSO;0
19-04-2020;Región de Atacama;FALSO;0
20-04-2020;Región de Atacama;FALSO;0
21-04-2020;Región de Atacama;FALSO;0
22-04-2020;Región de Atacama;FALSO;0
23-04-2020;Región de Atacama;FALSO;0
24-04-2020;Región de Atacama;FALSO;0
25-04-2020;Región de Atacama;FALSO;0
26-04-2020;Región de Atacama;FALSO;0
27-04-2020;Región de Atacama;FALSO;0
28-04-2020;Región de Atacama;FALSO;0
29-04-2020;Región de Atacama;FALSO;0
30-04-2020;Región de Atacama;FALSO;0
01-05-2020;Región de Atacama;FALSO;0
02-05-2020;Región de Atacama;FALSO;0
03-05-2020;Región de Atacama;FALSO;0
04-05-2020;Región de Atacama;FALSO;0
05-05-2020;Región de Atacama;FALSO;0
06-05-2020;Región de Atacama;FALSO;0
07-05-2020;Región de Atacama;FALSO;0
08-05-2020;Región de Atacama;FALSO;0
09-05-2020;Región de Atacama;FALSO;0
10-05-2020;Región de Atacama;FALSO;0
11-05-2020;Región de Atacama;FALSO;0
12-05-2020;Región de Atacama;FALSO;0
13-05-2020;Región de Atacama;FALSO;0
14-05-2020;Región de Atacama;FALSO;0
15-05-2020;Región de Atacama;FALSO;0
16-05-2020;Región de Atacama;FALSO;0
17-05-2020;Región de Atacama;FALSO;0
18-05-2020;Región de Atacama;FALSO;0
19-05-2020;Región de Atacama;FALSO;0
20-05-2020;Región de Atacama;FALSO;0
21-05-2020;Región de Atacama;FALSO;0
22-05-2020;Región de Atacama;FALSO;0
23-05-2020;Región de Atacama;FALSO;0
24-05-2020;Región de Atacama;FALSO;0
25-05-2020;Región de Atacama;FALSO;0
26-05-2020;Región de Atacama;FALSO;0
27-05-2020;Región de Atacama;FALSO;0
28-05-2020;Región de Atacama;FALSO;0
29-05-2020;Región de Atacama;FALSO;0
30-05-2020;Región de Atacama;FALSO;0
31-05-2020;Región de Atacama;FALSO;0
01-06-2020;Región de Atacama;FALSO;0
02-06-2020;Región de Atacama;FALSO;0
03-06-2020;Región de Atacama;FALSO;0
04-06-2020;Región de Atacama;FALSO;0
05-06-2020;Región de Atacama;FALSO;0
06-06-2020;Región de Atacama;FALSO;0
07-06-2020;Región de Atacama;FALSO;0
08-06-2020;Región de Atacama;FALSO;0
09-06-2020;Región de Atacama;FALSO;0
10-06-2020;Región de Atacama;FALSO;0
11-06-2020;Región de Atacama;FALSO;0
12-06-2020;Región de Atacama;FALSO;0
13-06-2020;Región de Atacama;FALSO;0
14-06-2020;Región de Atacama;FALSO;0
15-06-2020;Región de Atacama;FALSO;0
16-06-2020;Región de Atacama;FALSO;0
17-06-2020;Región de Atacama;FALSO;0
18-06-2020;Región de Atacama;FALSO;0
19-06-2020;Región de Atacama;FALSO;0
20-06-2020;Región de Atacama;FALSO;0
21-06-2020;Región de Atacama;FALSO;0
22-06-2020;Región de Atacama;FALSO;0
23-06-2020;Región de Atacama;FALSO;0
24-06-2020;Región de Atacama;FALSO;0
25-06-2020;Región de Atacama;FALSO;0
26-06-2020;Región de Atacama;FALSO;0
27-06-2020;Región de Atacama;FALSO;0
28-06-2020;Región de Atacama;FALSO;0
29-06-2020;Región de Atacama;FALSO;0
30-06-2020;Región de Atacama;FALSO;0
01-07-2020;Región de Atacama;FALSO;0
02-07-2020;Región de Atacama;FALSO;0
03-07-2020;Región de Atacama;FALSO;0
04-07-2020;Región de Atacama;FALSO;0
05-07-2020;Región de Atacama;FALSO;0
06-07-2020;Región de Atacama;FALSO;0
07-07-2020;Región de Atacama;FALSO;0
08-07-2020;Región de Atacama;FALSO;0
09-07-2020;Región de Atacama;FALSO;0
10-07-2020;Región de Atacama;FALSO;0
11-07-2020;Región de Atacama;FALSO;0
12-07-2020;Región de Atacama;FALSO;0
13-07-2020;Región de Atacama;FALSO;0
14-07-2020;Región de Atacama;FALSO;0
15-07-2020;Región de Atacama;FALSO;0
16-07-2020;Región de Atacama;FALSO;0
17-07-2020;Región de Atacama;FALSO;0
18-07-2020;Región de Atacama;FALSO;0
19-07-2020;Región de Atacama;FALSO;0
20-07-2020;Región de Atacama;FALSO;0
21-07-2020;Región de Atacama;FALSO;0
22-07-2020;Región de Atacama;FALSO;0
23-07-2020;Región de Atacama;FALSO;0
24-07-2020;Región de Atacama;FALSO;0
25-07-2020;Región de Atacama;FALSO;0
26-07-2020;Región de Atacama;FALSO;0
27-07-2020;Región de Atacama;FALSO;0
28-07-2020;Región de Atacama;FALSO;0
29-07-2020;Región de Atacama;FALSO;1
30-07-2020;Región de Atacama;FALSO;0
31-07-2020;Región de Atacama;FALSO;0
01-08-2020;Región de Atacama;FALSO;0
02-08-2020;Región de Atacama;FALSO;0
03-08-2020;Región de Atacama;FALSO;1
04-08-2020;Región de Atacama;FALSO;0
05-08-2020;Región de Atacama;FALSO;0
06-08-2020;Región de Atacama;FALSO;0
07-08-2020;Región de Atacama;FALSO;0
08-08-2020;Región de Atacama;FALSO;0
09-08-2020;Región de Atacama;FALSO;0
10-08-2020;Región de Atacama;FALSO;1
11-08-2020;Región de Atacama;FALSO;0
12-08-2020;Región de Atacama;FALSO;0
13-08-2020;Región de Atacama;FALSO;0
14-08-2020;Región de Atacama;FALSO;0
15-08-2020;Región de Atacama;FALSO;1
16-08-2020;Región de Atacama;FALSO;0
17-08-2020;Región de Atacama;FALSO;0
18-08-2020;Región de Atacama;FALSO;3
19-08-2020;Región de Atacama;FALSO;0
20-08-2020;Región de Atacama;FALSO;0
21-08-2020;Región de Atacama;FALSO;1
22-08-2020;Región de Atacama;FALSO;0
23-08-2020;Región de Atacama;FALSO;1
24-08-2020;Región de Atacama;FALSO;0
25-08-2020;Región de Atacama;FALSO;0
26-08-2020;Región de Atacama;FALSO;0
27-08-2020;Región de Atacama;FALSO;1
28-08-2020;Región de Atacama;FALSO;0
19-03-2020;Región de Coquimbo;FALSO;0
20-03-2020;Región de Coquimbo;FALSO;0
21-03-2020;Región de Coquimbo;FALSO;0
23-03-2020;Región de Coquimbo;FALSO;0
25-03-2020;Región de Coquimbo;FALSO;0
26-03-2020;Región de Coquimbo;FALSO;0
27-03-2020;Región de Coquimbo;FALSO;0
28-03-2020;Región de Coquimbo;FALSO;0
29-03-2020;Región de Coquimbo;FALSO;0
30-03-2020;Región de Coquimbo;FALSO;0
31-03-2020;Región de Coquimbo;FALSO;0
01-04-2020;Región de Coquimbo;FALSO;0
02-04-2020;Región de Coquimbo;FALSO;0
03-04-2020;Región de Coquimbo;FALSO;0
04-04-2020;Región de Coquimbo;FALSO;0
05-04-2020;Región de Coquimbo;FALSO;0
06-04-2020;Región de Coquimbo;FALSO;0
07-04-2020;Región de Coquimbo;FALSO;0
08-04-2020;Región de Coquimbo;FALSO;0
09-04-2020;Región de Coquimbo;FALSO;0
10-04-2020;Región de Coquimbo;FALSO;0
11-04-2020;Región de Coquimbo;FALSO;0
12-04-2020;Región de Coquimbo;FALSO;0
13-04-2020;Región de Coquimbo;FALSO;0
14-04-2020;Región de Coquimbo;FALSO;0
15-04-2020;Región de Coquimbo;FALSO;0
16-04-2020;Región de Coquimbo;FALSO;0
17-04-2020;Región de Coquimbo;FALSO;0
18-04-2020;Región de Coquimbo;FALSO;0
19-04-2020;Región de Coquimbo;FALSO;0
20-04-2020;Región de Coquimbo;FALSO;0
21-04-2020;Región de Coquimbo;FALSO;0
22-04-2020;Región de Coquimbo;FALSO;0
23-04-2020;Región de Coquimbo;FALSO;0
24-04-2020;Región de Coquimbo;FALSO;0
25-04-2020;Región de Coquimbo;FALSO;0
26-04-2020;Región de Coquimbo;FALSO;0
27-04-2020;Región de Coquimbo;FALSO;0
28-04-2020;Región de Coquimbo;FALSO;0
29-04-2020;Región de Coquimbo;FALSO;0
30-04-2020;Región de Coquimbo;FALSO;0
01-05-2020;Región de Coquimbo;FALSO;0
02-05-2020;Región de Coquimbo;FALSO;0
03-05-2020;Región de Coquimbo;FALSO;0
04-05-2020;Región de Coquimbo;FALSO;0
05-05-2020;Región de Coquimbo;FALSO;0
06-05-2020;Región de Coquimbo;FALSO;0
07-05-2020;Región de Coquimbo;FALSO;0
08-05-2020;Región de Coquimbo;FALSO;0
09-05-2020;Región de Coquimbo;FALSO;0
10-05-2020;Región de Coquimbo;FALSO;0
11-05-2020;Región de Coquimbo;FALSO;0
12-05-2020;Región de Coquimbo;FALSO;0
13-05-2020;Región de Coquimbo;FALSO;0
14-05-2020;Región de Coquimbo;FALSO;0
15-05-2020;Región de Coquimbo;FALSO;0
16-05-2020;Región de Coquimbo;FALSO;1
17-05-2020;Región de Coquimbo;FALSO;0
18-05-2020;Región de Coquimbo;FALSO;0
19-05-2020;Región de Coquimbo;FALSO;0
20-05-2020;Región de Coquimbo;FALSO;0
21-05-2020;Región de Coquimbo;FALSO;0
22-05-2020;Región de Coquimbo;FALSO;0
23-05-2020;Región de Coquimbo;FALSO;1
24-05-2020;Región de Coquimbo;FALSO;0
25-05-2020;Región de Coquimbo;FALSO;0
26-05-2020;Región de Coquimbo;FALSO;0
27-05-2020;Región de Coquimbo;FALSO;0
28-05-2020;Región de Coquimbo;FALSO;0
29-05-2020;Región de Coquimbo;FALSO;2
30-05-2020;Región de Coquimbo;FALSO;1
31-05-2020;Región de Coquimbo;FALSO;0
01-06-2020;Región de Coquimbo;FALSO;0
02-06-2020;Región de Coquimbo;FALSO;1
03-06-2020;Región de Coquimbo;FALSO;0
04-06-2020;Región de Coquimbo;FALSO;1
05-06-2020;Región de Coquimbo;FALSO;1
06-06-2020;Región de Coquimbo;FALSO;0
07-06-2020;Región de Coquimbo;FALSO;0
08-06-2020;Región de Coquimbo;FALSO;0
09-06-2020;Región de Coquimbo;FALSO;0
10-06-2020;Región de Coquimbo;FALSO;0
11-06-2020;Región de Coquimbo;FALSO;1
12-06-2020;Región de Coquimbo;FALSO;0
13-06-2020;Región de Coquimbo;FALSO;1
14-06-2020;Región de Coquimbo;FALSO;1
15-06-2020;Región de Coquimbo;FALSO;1
16-06-2020;Región de Coquimbo;FALSO;0
17-06-2020;Región de Coquimbo;FALSO;0
18-06-2020;Región de Coquimbo;FALSO;0
19-06-2020;Región de Coquimbo;FALSO;0
20-06-2020;Región de Coquimbo;FALSO;1
