date,comuna,region,IM_interno,IM_externo,IM
20200831,Huara,R01,1.9667738478027867,2.536977491961415,4.503751339764202
20200901,Huara,R01,2.290460878885316,3.1672025723472674,5.457663451232584
20200902,Huara,R01,2.4994640943194,3.14898177920686,5.64844587352626
20200903,Huara,R01,1.9764201500535905,2.5605573419078245,4.536977491961414
20200904,Huara,R01,2.480171489817792,2.808145766345123,5.288317256162915
20200905,Huara,R01,1.7256162915326902,2.079314040728832,3.804930332261522
20200906,Huara,R01,1.2229367631296892,1.6645230439442658,2.887459807073955
20200907,Huara,R01,2.2111468381564845,2.8842443729903535,5.095391211146838
20200908,Huara,R01,2.454448017148982,3.2111468381564845,5.665594855305465
20200909,Huara,R01,2.573419078242229,3.0986066452304395,5.672025723472669
20200910,Huara,R01,2.084673097534834,2.564844587352626,4.64951768488746
20200911,Huara,R01,2.227224008574491,2.6055734190782416,4.832797427652733
20200912,Huara,R01,1.714898177920686,1.840300107181136,3.555198285101822
20200913,Huara,R01,1.4008574490889605,1.8906752411575565,3.2915326902465165
20200914,Huara,R01,2.2808145766345125,2.953912111468382,5.234726688102894
20200915,Huara,R01,2.5209003215434085,3.195069667738478,5.715969989281887
20200916,Huara,R01,2.5412647374062165,3.3965702036441585,5.937834941050374
20200917,Huara,R01,2.084673097534834,2.570203644158628,4.654876741693462
20200918,Huara,R01,1.1468381564844587,1.5584137191854237,2.7052518756698816
20200919,Huara,R01,0.7545551982851019,1.12540192926045,1.8799571275455516
20200920,Huara,R01,1.204715969989282,1.452304394426581,2.657020364415863
20200831,Alto Hospicio,R01,4.916358345458325,1.566285595510289,6.482643940968614
20200901,Alto Hospicio,R01,4.775472874662231,1.5234254832675118,6.298898357929745
20200902,Alto Hospicio,R01,4.9430056121388475,1.569195593431719,6.512201205570568
20200903,Alto Hospicio,R01,4.915028060694242,1.5566826023695697,6.471710663063813
20200904,Alto Hospicio,R01,5.068177094159219,1.608231136977759,6.6764082311369775
20200905,Alto Hospicio,R01,4.92088962793598,1.4147162752026603,6.3356059031386405
20200906,Alto Hospicio,R01,4.310746206609853,1.1805445853252965,5.491290791935148
20200907,Alto Hospicio,R01,5.0113074204947,1.6189565578881728,6.630263978382873
20200908,Alto Hospicio,R01,4.969902307212638,1.5979214300561213,6.567823737268759
20200909,Alto Hospicio,R01,4.967782165869881,1.6179172729162334,6.585699438786116
20200910,Alto Hospicio,R01,4.925545624610269,1.6123882768655164,6.5379339014757845
20200911,Alto Hospicio,R01,5.264768239451257,1.6722095198503428,6.936977759301599
20200912,Alto Hospicio,R01,4.99143629183122,1.5040116399916856,6.4954479318229055
20200913,Alto Hospicio,R01,4.6106422781126595,1.2782789440864684,5.888921222199127
20200914,Alto Hospicio,R01,5.354437746830182,1.8100602785283724,7.164498025358553
20200915,Alto Hospicio,R01,5.115568488879651,1.7055913531490337,6.821159842028685
20200916,Alto Hospicio,R01,5.260818956557888,1.7310330492621078,6.991852005819997
20200917,Alto Hospicio,R01,5.322136769902307,1.657659530243193,6.9797963001455
20200918,Alto Hospicio,R01,4.476699230929121,1.2436499688214506,5.720349199750572
20200919,Alto Hospicio,R01,4.177967158594886,1.2108085637081687,5.388775722303056
20200920,Alto Hospicio,R01,4.187985865724381,1.250924963625026,5.438910829349407
20200831,Iquique,R01,7.0049719918363795,0.8436536540883234,7.848625645924704
20200901,Iquique,R01,6.795627252594555,0.8241782100829389,7.619805462677494
20200902,Iquique,R01,6.8865126579530145,0.8491467280385601,7.735659385991576
20200903,Iquique,R01,6.90787702462113,0.8396586912154241,7.747535715836554
20200904,Iquique,R01,7.163619783750923,0.8668635199096791,8.030483303660601
20200905,Iquique,R01,6.2768031612314905,0.7586087107560033,7.0354118719874945
20200906,Iquique,R01,5.26853098267402,0.6277953884232923,5.896326371097312
20200907,Iquique,R01,7.023665812670981,0.8711190238395068,7.894784836510486
20200908,Iquique,R01,7.0475487428894015,0.8637370272265404,7.911285770115942
20200909,Iquique,R01,7.122606279039473,0.876091015675887,7.998697294715358
20200910,Iquique,R01,7.0824612445177815,0.867970819401624,7.950432063919406
20200911,Iquique,R01,7.536692865517391,0.9000390811585393,8.43673194667593
20200912,Iquique,R01,6.501259281775153,0.8046810543228105,7.3059403360979625
20200913,Iquique,R01,5.645794433106084,0.6821181987928264,6.327912631898911
20200914,Iquique,R01,7.442355291154631,0.9744235529115464,8.416778844066178
20200915,Iquique,R01,7.417582178991706,0.9196882192018758,8.337270398193581
20200916,Iquique,R01,7.5358026835728875,0.9347778887489686,8.470580572321856
20200917,Iquique,R01,7.434148247861392,0.8911589734682357,8.325307221329629
20200918,Iquique,R01,5.291219766381519,0.662751313561162,5.953971079942682
20200919,Iquique,R01,5.0939684745321125,0.6414303704025359,5.735398844934647
20200920,Iquique,R01,5.219028181857658,0.6666377176603413,5.885665899517999
20200831,Camiña,R01,0.6949367088607595,1.0569620253164556,1.7518987341772152
20200901,Camiña,R01,0.7962025316455696,1.288607594936709,2.084810126582279
20200902,Camiña,R01,0.6012658227848101,1.3417721518987342,1.9430379746835444
20200903,Camiña,R01,0.7455696202531645,1.1291139240506327,1.8746835443037968
20200904,Camiña,R01,0.7594936708860759,1.2215189873417722,1.981012658227848
20200905,Camiña,R01,0.5050632911392405,0.8050632911392406,1.3101265822784811
20200906,Camiña,R01,0.6012658227848101,0.7354430379746836,1.3367088607594937
20200907,Camiña,R01,0.7430379746835443,1.2164556962025317,1.9594936708860757
20200908,Camiña,R01,0.8240506329113924,1.320253164556962,2.1443037974683543
20200909,Camiña,R01,0.6481012658227848,1.2974683544303796,1.9455696202531645
20200910,Camiña,R01,0.7139240506329114,1.0582278481012657,1.7721518987341771
20200911,Camiña,R01,0.7088607594936709,1.1911392405063292,1.9
20200912,Camiña,R01,0.5860759493670886,0.7645569620253164,1.3506329113924052
20200913,Camiña,R01,0.7126582278481013,0.8531645569620253,1.5658227848101265
20200914,Camiña,R01,0.7227848101265822,1.1822784810126583,1.9050632911392404
20200915,Camiña,R01,0.7430379746835443,1.188607594936709,1.9316455696202528
20200916,Camiña,R01,0.7417721518987341,1.482278481012658,2.2240506329113923
20200917,Camiña,R01,0.7632911392405063,1.1443037974683543,1.9075949367088607
20200918,Camiña,R01,0.4367088607594937,0.6670886075949367,1.1037974683544305
20200919,Camiña,R01,0.4481012658227848,0.5569620253164557,1.0050632911392403
20200920,Camiña,R01,0.569620253164557,0.6797468354430379,1.249367088607595
20200831,Pozo Almonte,R01,0.8645186335403726,1.3847049689440991,2.249223602484472
20200901,Pozo Almonte,R01,0.8695652173913043,1.4918478260869563,2.3614130434782608
20200902,Pozo Almonte,R01,0.8930512422360248,1.6046195652173914,2.4976708074534164
20200903,Pozo Almonte,R01,0.7451475155279503,1.4130434782608696,2.1581909937888204
20200904,Pozo Almonte,R01,0.7682453416149069,1.47263198757764,2.240877329192547
20200905,Pozo Almonte,R01,0.640139751552795,1.1921583850931676,1.8322981366459627
20200906,Pozo Almonte,R01,0.5450310559006211,0.9437111801242236,1.4887422360248448
20200907,Pozo Almonte,R01,0.8256987577639752,1.5069875776397517,2.332686335403727
20200908,Pozo Almonte,R01,0.9081909937888198,1.7049689440993792,2.6131599378881987
20200909,Pozo Almonte,R01,0.8938276397515528,1.66013198757764,2.5539596273291933
20200910,Pozo Almonte,R01,0.7552406832298136,1.5687111801242235,2.3239518633540373
20200911,Pozo Almonte,R01,0.8027950310559007,1.4955357142857144,2.2983307453416155
20200912,Pozo Almonte,R01,0.6469332298136646,1.1383928571428572,1.785326086956522
20200913,Pozo Almonte,R01,0.5819099378881988,1.0417313664596273,1.6236413043478262
20200914,Pozo Almonte,R01,0.8466614906832298,1.5384316770186337,2.3850931677018634
20200915,Pozo Almonte,R01,0.9559394409937888,1.6746894409937891,2.6306288819875783
20200916,Pozo Almonte,R01,0.9774844720496896,1.6954580745341614,2.672942546583851
20200917,Pozo Almonte,R01,0.8159937888198758,1.4452639751552794,2.2612577639751548
20200918,Pozo Almonte,R01,0.5514363354037267,0.8515139751552795,1.4029503105590062
20200919,Pozo Almonte,R01,0.5052406832298136,0.6791537267080745,1.1843944099378882
20200920,Pozo Almonte,R01,0.5516304347826086,0.8458850931677019,1.3975155279503104
20200831,Colchane,R01,0.0,0.0859375,0.0859375
20200901,Colchane,R01,0.0234375,0.1015625,0.125
