date,comuna,region,IM_interno,IM_externo,IM
20200824,Huara,R01,2.1554126473740616,2.618435155412647,4.773847802786709
20200825,Huara,R01,2.3976420150053586,2.630225080385852,5.027867095391211
20200826,Huara,R01,2.457663451232583,2.97427652733119,5.431939978563774
20200827,Huara,R01,2.062165058949625,2.568060021436227,4.630225080385852
20200828,Huara,R01,2.192926045016077,2.654876741693462,4.847802786709539
20200829,Huara,R01,1.6591639871382635,1.7738478027867095,3.4330117899249735
20200830,Huara,R01,1.2604501607717042,1.557341907824223,2.8177920685959266
20200824,Alto Hospicio,R01,4.63957597173145,1.528954479318229,6.168530451049678
20200825,Alto Hospicio,R01,4.958761172313448,1.5199750571606734,6.478736229474121
20200826,Alto Hospicio,R01,4.989440864685097,1.5290376221159845,6.51847848680108
20200827,Alto Hospicio,R01,5.2496362502598215,1.6192059862814383,6.868842236541259
20200828,Alto Hospicio,R01,5.123009769278736,1.6960299314071918,6.819039700685929
20200829,Alto Hospicio,R01,4.668218665558097,1.3717314487632508,6.039950114321347
20200830,Alto Hospicio,R01,4.359093743504469,1.1445853252961962,5.5036790688006665
20200824,Iquique,R01,6.627426288592644,0.826544791350037,7.453971079942682
20200825,Iquique,R01,6.753723565938599,0.8215293760041686,7.575252941942768
20200826,Iquique,R01,6.844695818316037,0.8272829910113335,7.67197880932737
20200827,Iquique,R01,6.816492248903557,0.8724868643883799,7.688979113291936
20200828,Iquique,R01,6.923509488036824,0.912914151721742,7.836423639758567
20200829,Iquique,R01,6.079182769551434,0.735833080029528,6.815015849580964
20200830,Iquique,R01,5.4043162968431115,0.6112076077988623,6.015523904641973
20200824,Camiña,R01,0.6025316455696202,1.189873417721519,1.7924050632911397
20200825,Camiña,R01,0.6,1.040506329113924,1.6405063291139241
20200826,Camiña,R01,0.6949367088607595,1.1746835443037975,1.8696202531645567
20200827,Camiña,R01,0.640506329113924,1.1037974683544305,1.7443037974683544
20200828,Camiña,R01,0.6962025316455697,1.1050632911392406,1.8012658227848104
20200829,Camiña,R01,0.4278481012658228,0.6772151898734178,1.1050632911392406
20200830,Camiña,R01,0.5253164556962026,0.689873417721519,1.2151898734177216
20200824,Pozo Almonte,R01,0.8685947204968945,1.3371506211180124,2.205745341614907
20200825,Pozo Almonte,R01,0.8821816770186336,1.4869953416149069,2.369177018633541
20200826,Pozo Almonte,R01,0.9600155279503104,1.5749223602484468,2.534937888198757
20200827,Pozo Almonte,R01,0.8070652173913043,1.3466614906832295,2.1537267080745344
20200828,Pozo Almonte,R01,0.811917701863354,1.4039208074534162,2.2158385093167703
20200829,Pozo Almonte,R01,0.7177795031055899,1.1079192546583851,1.8256987577639752
20200830,Pozo Almonte,R01,0.5518245341614907,0.8458850931677019,1.3977096273291925
20200824,Colchane,R01,0.0,0.0703125,0.0703125
20200825,Colchane,R01,0.0078125,0.1015625,0.109375
20200826,Colchane,R01,0.015625,0.1015625,0.1171875
20200827,Colchane,R01,0.0,0.0546875,0.0546875
20200828,Colchane,R01,0.0,0.0546875,0.0546875
20200829,Colchane,R01,0.0078125,0.0625,0.0703125
20200830,Colchane,R01,0.0,0.125,0.125
20200824,Pica,R01,2.24067300658376,2.73811265544989,4.9787856620336495
20200825,Pica,R01,2.292611558156547,3.1375274323335773,5.430138990490126
20200826,Pica,R01,2.395025603511338,3.341623994147769,5.736649597659108
20200827,Pica,R01,2.1580102414045355,2.7871250914411116,4.945135332845648
20200828,Pica,R01,2.2970007315288954,2.9253840526700805,5.222384784198977
20200829,Pica,R01,1.8514996342355523,2.5442574981711776,4.39575713240673
20200830,Pica,R01,1.5910753474762254,1.93562545720556,3.526700804681785
20200824,Antofagasta,R02,7.486013579049468,0.13647914645974782,7.622492725509215
20200825,Antofagasta,R02,7.667943743937925,0.1479728419010669,7.815916585838993
20200826,Antofagasta,R02,7.871096023278371,0.15645974781765276,8.027555771096024
20200827,Antofagasta,R02,7.608137730358875,0.1239282250242483,7.732065955383122
20200828,Antofagasta,R02,7.782424830261881,0.12154219204655675,7.9039670223084375
20200829,Antofagasta,R02,7.109243452958293,0.08399612027158099,7.193239573229874
20200830,Antofagasta,R02,6.204064015518915,0.08624636275460718,6.290310378273522
20200824,Calama,R02,5.901622956603553,0.10669763612842527,6.008320592731978
20200825,Calama,R02,6.08332353287075,0.11575326355403975,6.199076796424791
20200826,Calama,R02,6.171586498882747,0.11548865106433025,6.287075149947077
