Region,Codigo region,Comuna,Codigo comuna,Nacimientos,Fecha
Tarapacá,1,Iquique,1101,28,2021-01-04
Tarapacá,1,Iquique,1101,13,2021-01-05
Tarapacá,1,Iquique,1101,17,2021-01-06
Tarapacá,1,Iquique,1101,14,2021-01-07
Tarapacá,1,Iquique,1101,16,2021-01-08
Tarapacá,1,Iquique,1101,22,2021-01-11
Tarapacá,1,Iquique,1101,22,2021-01-12
Tarapacá,1,Iquique,1101,21,2021-01-13
Tarapacá,1,Iquique,1101,19,2021-01-14
Tarapacá,1,Iquique,1101,10,2021-01-15
Tarapacá,1,Iquique,1101,20,2021-01-18
Tarapacá,1,Iquique,1101,13,2021-01-19
Tarapacá,1,Iquique,1101,19,2021-01-20
Tarapacá,1,Iquique,1101,13,2021-01-21
Tarapacá,1,Iquique,1101,12,2021-01-22
Tarapacá,1,Iquique,1101,27,2021-01-25
Tarapacá,1,Iquique,1101,16,2021-01-26
Tarapacá,1,Iquique,1101,11,2021-01-27
Tarapacá,1,Iquique,1101,17,2021-01-28
Tarapacá,1,Iquique,1101,11,2021-01-29
Tarapacá,1,Iquique,1101,16,2021-02-01
Tarapacá,1,Iquique,1101,24,2021-02-02
Tarapacá,1,Iquique,1101,12,2021-02-03
Tarapacá,1,Iquique,1101,16,2021-02-04
Tarapacá,1,Iquique,1101,13,2021-02-05
Tarapacá,1,Iquique,1101,27,2021-02-08
Tarapacá,1,Iquique,1101,17,2021-02-09
Tarapacá,1,Iquique,1101,14,2021-02-10
Tarapacá,1,Iquique,1101,10,2021-02-11
Tarapacá,1,Iquique,1101,14,2021-02-12
Tarapacá,1,Iquique,1101,24,2021-02-15
Tarapacá,1,Iquique,1101,6,2021-02-16
Tarapacá,1,Iquique,1101,10,2021-02-17
Tarapacá,1,Iquique,1101,9,2021-02-18
Tarapacá,1,Iquique,1101,19,2021-02-19
Tarapacá,1,Iquique,1101,20,2021-02-22
Tarapacá,1,Iquique,1101,19,2021-02-23
Tarapacá,1,Iquique,1101,16,2021-02-24
Tarapacá,1,Iquique,1101,12,2021-02-25
Tarapacá,1,Iquique,1101,15,2021-02-26
Tarapacá,1,Iquique,1101,21,2021-03-01
Tarapacá,1,Iquique,1101,21,2021-03-02
Tarapacá,1,Iquique,1101,8,2021-03-03
Tarapacá,1,Iquique,1101,7,2021-03-04
Tarapacá,1,Iquique,1101,9,2021-03-05
Tarapacá,1,Iquique,1101,28,2021-03-08
Tarapacá,1,Iquique,1101,16,2021-03-09
Tarapacá,1,Iquique,1101,10,2021-03-10
Tarapacá,1,Iquique,1101,9,2021-03-11
Tarapacá,1,Iquique,1101,20,2021-03-12
Tarapacá,1,Iquique,1101,23,2021-03-15
Tarapacá,1,Iquique,1101,15,2021-03-16
Tarapacá,1,Iquique,1101,20,2021-03-17
Tarapacá,1,Iquique,1101,10,2021-03-18
Tarapacá,1,Iquique,1101,15,2021-03-19
Tarapacá,1,Iquique,1101,21,2021-03-22
Tarapacá,1,Iquique,1101,19,2021-03-23
Tarapacá,1,Iquique,1101,9,2021-03-24
Tarapacá,1,Iquique,1101,6,2021-03-25
Tarapacá,1,Iquique,1101,15,2021-03-26
Tarapacá,1,Iquique,1101,16,2021-03-29
Tarapacá,1,Iquique,1101,6,2021-03-30
Tarapacá,1,Iquique,1101,18,2021-03-31
Tarapacá,1,Iquique,1101,17,2021-04-01
Tarapacá,1,Iquique,1101,5,2021-04-03
Tarapacá,1,Iquique,1101,3,2021-04-04
Tarapacá,1,Iquique,1101,29,2021-04-05
Tarapacá,1,Iquique,1101,16,2021-04-06
Tarapacá,1,Iquique,1101,11,2021-04-07
Tarapacá,1,Iquique,1101,13,2021-04-08
Tarapacá,1,Iquique,1101,18,2021-04-09
Tarapacá,1,Iquique,1101,18,2021-04-12
Tarapacá,1,Iquique,1101,18,2021-04-13
Tarapacá,1,Iquique,1101,17,2021-04-14
Tarapacá,1,Iquique,1101,16,2021-04-15
Tarapacá,1,Iquique,1101,12,2021-04-16
Tarapacá,1,Iquique,1101,28,2021-04-19
Tarapacá,1,Iquique,1101,12,2021-04-20
Tarapacá,1,Iquique,1101,16,2021-04-21
Tarapacá,1,Iquique,1101,9,2021-04-22
Tarapacá,1,Iquique,1101,10,2021-04-23
Tarapacá,1,Iquique,1101,20,2021-04-26
Tarapacá,1,Iquique,1101,13,2021-04-27
Tarapacá,1,Iquique,1101,23,2021-04-28
Tarapacá,1,Iquique,1101,9,2021-04-29
Tarapacá,1,Iquique,1101,16,2021-04-30
Tarapacá,1,Iquique,1101,16,2021-05-03
Tarapacá,1,Iquique,1101,9,2021-05-04
Tarapacá,1,Iquique,1101,15,2021-05-05
Tarapacá,1,Iquique,1101,9,2021-05-06
Tarapacá,1,Iquique,1101,16,2021-05-07
Tarapacá,1,Iquique,1101,19,2021-05-10
Tarapacá,1,Iquique,1101,17,2021-05-11
Tarapacá,1,Iquique,1101,13,2021-05-12
Tarapacá,1,Iquique,1101,13,2021-05-13
Tarapacá,1,Iquique,1101,7,2021-05-14
Tarapacá,1,Iquique,1101,14,2021-05-17
Tarapacá,1,Iquique,1101,12,2021-05-18
Tarapacá,1,Iquique,1101,17,2021-05-19
Tarapacá,1,Iquique,1101,15,2021-05-20
Tarapacá,1,Iquique,1101,32,2021-05-24
Tarapacá,1,Iquique,1101,13,2021-05-25
Tarapacá,1,Iquique,1101,14,2021-05-26
Tarapacá,1,Iquique,1101,22,2021-05-27
Tarapacá,1,Iquique,1101,12,2021-05-28
Tarapacá,1,Iquique,1101,17,2021-05-31
Tarapacá,1,Iquique,1101,19,2021-06-01
Tarapacá,1,Iquique,1101,13,2021-06-02
Tarapacá,1,Iquique,1101,11,2021-06-03
Tarapacá,1,Iquique,1101,12,2021-06-04
Tarapacá,1,Alto Hospicio,1107,1,2021-01-19
Tarapacá,1,Alto Hospicio,1107,1,2021-01-20
Tarapacá,1,Alto Hospicio,1107,1,2021-01-28
Tarapacá,1,Alto Hospicio,1107,1,2021-02-08
Tarapacá,1,Alto Hospicio,1107,1,2021-02-23
Tarapacá,1,Alto Hospicio,1107,1,2021-03-19
Tarapacá,1,Alto Hospicio,1107,1,2021-03-31
Tarapacá,1,Alto Hospicio,1107,2,2021-04-01
Tarapacá,1,Alto Hospicio,1107,1,2021-04-09
Tarapacá,1,Alto Hospicio,1107,1,2021-04-15
Tarapacá,1,Alto Hospicio,1107,1,2021-04-22
Tarapacá,1,Alto Hospicio,1107,1,2021-05-19
Tarapacá,1,Alto Hospicio,1107,1,2021-06-02
Tarapacá,1,Pozo Almonte,1401,1,2021-01-25
Tarapacá,1,Pozo Almonte,1401,2,2021-02-01
Tarapacá,1,Pozo Almonte,1401,1,2021-03-17
Tarapacá,1,Pozo Almonte,1401,1,2021-03-19
Tarapacá,1,Pozo Almonte,1401,1,2021-03-23
Tarapacá,1,Pozo Almonte,1401,1,2021-04-28
Tarapacá,1,Pozo Almonte,1401,1,2021-05-28
Tarapacá,1,Colchane,1403,1,2021-03-05
Tarapacá,1,Colchane,1403,1,2021-03-23
Tarapacá,1,Colchane,1403,1,2021-04-12
Tarapacá,1,Colchane,1403,1,2021-05-10
Tarapacá,1,Colchane,1403,1,2021-05-18
Tarapacá,1,Huara,1404,1,2021-01-07
Tarapacá,1,Huara,1404,1,2021-01-13
Tarapacá,1,Huara,1404,1,2021-01-26
Tarapacá,1,Huara,1404,1,2021-03-16
Tarapacá,1,Huara,1404,0,2021-03-19
Tarapacá,1,Huara,1404,1,2021-03-23
Tarapacá,1,Pica,1405,1,2021-01-04
Tarapacá,1,Pica,1405,1,2021-03-10
Los Lagos,10,Puerto Montt,10101,37,2021-01-04
Los Lagos,10,Puerto Montt,10101,11,2021-01-05
Los Lagos,10,Puerto Montt,10101,22,2021-01-06
Los Lagos,10,Puerto Montt,10101,6,2021-01-07
Los Lagos,10,Puerto Montt,10101,17,2021-01-08
Los Lagos,10,Puerto Montt,10101,28,2021-01-11
Los Lagos,10,Puerto Montt,10101,7,2021-01-12
Los Lagos,10,Puerto Montt,10101,24,2021-01-13
Los Lagos,10,Puerto Montt,10101,6,2021-01-14
Los Lagos,10,Puerto Montt,10101,16,2021-01-15
Los Lagos,10,Puerto Montt,10101,30,2021-01-18
Los Lagos,10,Puerto Montt,10101,10,2021-01-19
Los Lagos,10,Puerto Montt,10101,18,2021-01-20
Los Lagos,10,Puerto Montt,10101,11,2021-01-21
Los Lagos,10,Puerto Montt,10101,20,2021-01-22
Los Lagos,10,Puerto Montt,10101,22,2021-01-25
Los Lagos,10,Puerto Montt,10101,5,2021-01-26
Los Lagos,10,Puerto Montt,10101,24,2021-01-27
Los Lagos,10,Puerto Montt,10101,2,2021-01-28
Los Lagos,10,Puerto Montt,10101,16,2021-01-29
Los Lagos,10,Puerto Montt,10101,28,2021-02-01
Los Lagos,10,Puerto Montt,10101,8,2021-02-02
Los Lagos,10,Puerto Montt,10101,14,2021-02-03
Los Lagos,10,Puerto Montt,10101,5,2021-02-04
Los Lagos,10,Puerto Montt,10101,14,2021-02-05
Los Lagos,10,Puerto Montt,10101,24,2021-02-08
Los Lagos,10,Puerto Montt,10101,6,2021-02-09
Los Lagos,10,Puerto Montt,10101,20,2021-02-10
Los Lagos,10,Puerto Montt,10101,4,2021-02-11
Los Lagos,10,Puerto Montt,10101,14,2021-02-12
Los Lagos,10,Puerto Montt,10101,25,2021-02-15
Los Lagos,10,Puerto Montt,10101,12,2021-02-16
Los Lagos,10,Puerto Montt,10101,9,2021-02-17
Los Lagos,10,Puerto Montt,10101,10,2021-02-18
Los Lagos,10,Puerto Montt,10101,17,2021-02-19
Los Lagos,10,Puerto Montt,10101,23,2021-02-22
Los Lagos,10,Puerto Montt,10101,11,2021-02-23
Los Lagos,10,Puerto Montt,10101,18,2021-02-24
Los Lagos,10,Puerto Montt,10101,11,2021-02-25
Los Lagos,10,Puerto Montt,10101,18,2021-02-26
Los Lagos,10,Puerto Montt,10101,24,2021-03-01
Los Lagos,10,Puerto Montt,10101,3,2021-03-02
Los Lagos,10,Puerto Montt,10101,18,2021-03-03
Los Lagos,10,Puerto Montt,10101,8,2021-03-04
Los Lagos,10,Puerto Montt,10101,27,2021-03-05
Los Lagos,10,Puerto Montt,10101,25,2021-03-08
Los Lagos,10,Puerto Montt,10101,8,2021-03-09
Los Lagos,10,Puerto Montt,10101,18,2021-03-10
Los Lagos,10,Puerto Montt,10101,5,2021-03-11
Los Lagos,10,Puerto Montt,10101,21,2021-03-12
Los Lagos,10,Puerto Montt,10101,17,2021-03-15
Los Lagos,10,Puerto Montt,10101,6,2021-03-16
Los Lagos,10,Puerto Montt,10101,11,2021-03-17
Los Lagos,10,Puerto Montt,10101,6,2021-03-18
Los Lagos,10,Puerto Montt,10101,14,2021-03-19
Los Lagos,10,Puerto Montt,10101,24,2021-03-22
Los Lagos,10,Puerto Montt,10101,8,2021-03-23
Los Lagos,10,Puerto Montt,10101,15,2021-03-24
Los Lagos,10,Puerto Montt,10101,3,2021-03-25
Los Lagos,10,Puerto Montt,10101,16,2021-03-26
Los Lagos,10,Puerto Montt,10101,26,2021-03-29
Los Lagos,10,Puerto Montt,10101,8,2021-03-30
Los Lagos,10,Puerto Montt,10101,20,2021-03-31
Los Lagos,10,Puerto Montt,10101,5,2021-04-01
Los Lagos,10,Puerto Montt,10101,30,2021-04-05
Los Lagos,10,Puerto Montt,10101,5,2021-04-06
Los Lagos,10,Puerto Montt,10101,25,2021-04-07
Los Lagos,10,Puerto Montt,10101,10,2021-04-08
Los Lagos,10,Puerto Montt,10101,21,2021-04-09
Los Lagos,10,Puerto Montt,10101,25,2021-04-12
Los Lagos,10,Puerto Montt,10101,8,2021-04-13
Los Lagos,10,Puerto Montt,10101,15,2021-04-14
Los Lagos,10,Puerto Montt,10101,5,2021-04-15
Los Lagos,10,Puerto Montt,10101,21,2021-04-16
Los Lagos,10,Puerto Montt,10101,21,2021-04-19
Los Lagos,10,Puerto Montt,10101,10,2021-04-20
Los Lagos,10,Puerto Montt,10101,17,2021-04-21
Los Lagos,10,Puerto Montt,10101,4,2021-04-22
Los Lagos,10,Puerto Montt,10101,23,2021-04-23
Los Lagos,10,Puerto Montt,10101,22,2021-04-26
Los Lagos,10,Puerto Montt,10101,9,2021-04-27
Los Lagos,10,Puerto Montt,10101,16,2021-04-28
Los Lagos,10,Puerto Montt,10101,8,2021-04-29
Los Lagos,10,Puerto Montt,10101,16,2021-04-30
Los Lagos,10,Puerto Montt,10101,23,2021-05-03
Los Lagos,10,Puerto Montt,10101,5,2021-05-04
Los Lagos,10,Puerto Montt,10101,25,2021-05-05
Los Lagos,10,Puerto Montt,10101,5,2021-05-06
Los Lagos,10,Puerto Montt,10101,7,2021-05-07
Los Lagos,10,Puerto Montt,10101,31,2021-05-10
Los Lagos,10,Puerto Montt,10101,6,2021-05-11
Los Lagos,10,Puerto Montt,10101,27,2021-05-12
Los Lagos,10,Puerto Montt,10101,5,2021-05-13
Los Lagos,10,Puerto Montt,10101,18,2021-05-14
Los Lagos,10,Puerto Montt,10101,26,2021-05-17
Los Lagos,10,Puerto Montt,10101,9,2021-05-18
Los Lagos,10,Puerto Montt,10101,24,2021-05-19
Los Lagos,10,Puerto Montt,10101,9,2021-05-20
Los Lagos,10,Puerto Montt,10101,36,2021-05-24
Los Lagos,10,Puerto Montt,10101,10,2021-05-25
Los Lagos,10,Puerto Montt,10101,12,2021-05-26
Los Lagos,10,Puerto Montt,10101,6,2021-05-27
Los Lagos,10,Puerto Montt,10101,23,2021-05-28
Los Lagos,10,Puerto Montt,10101,26,2021-05-31
Los Lagos,10,Puerto Montt,10101,11,2021-06-01
Los Lagos,10,Puerto Montt,10101,22,2021-06-02
Los Lagos,10,Puerto Montt,10101,9,2021-06-03
Los Lagos,10,Puerto Montt,10101,20,2021-06-04
Los Lagos,10,Calbuco,10102,1,2021-02-09
Los Lagos,10,Calbuco,10102,1,2021-03-02
Los Lagos,10,Calbuco,10102,1,2021-04-01
Los Lagos,10,Calbuco,10102,1,2021-04-05
Los Lagos,10,Calbuco,10102,1,2021-04-19
Los Lagos,10,Frutillar,10105,1,2021-02-02
Los Lagos,10,Llanquihue,10107,1,2021-01-14
Los Lagos,10,Puerto Varas,10109,3,2021-01-04
Los Lagos,10,Puerto Varas,10109,5,2021-01-05
Los Lagos,10,Puerto Varas,10109,2,2021-01-06
Los Lagos,10,Puerto Varas,10109,1,2021-01-07
Los Lagos,10,Puerto Varas,10109,4,2021-01-08
Los Lagos,10,Puerto Varas,10109,6,2021-01-11
Los Lagos,10,Puerto Varas,10109,1,2021-01-13
Los Lagos,10,Puerto Varas,10109,3,2021-01-15
Los Lagos,10,Puerto Varas,10109,6,2021-01-18
Los Lagos,10,Puerto Varas,10109,3,2021-01-19
Los Lagos,10,Puerto Varas,10109,2,2021-01-20
Los Lagos,10,Puerto Varas,10109,5,2021-01-22
Los Lagos,10,Puerto Varas,10109,6,2021-01-25
Los Lagos,10,Puerto Varas,10109,1,2021-01-26
Los Lagos,10,Puerto Varas,10109,2,2021-01-27
Los Lagos,10,Puerto Varas,10109,1,2021-01-28
Los Lagos,10,Puerto Varas,10109,3,2021-01-29
Los Lagos,10,Puerto Varas,10109,5,2021-02-01
Los Lagos,10,Puerto Varas,10109,2,2021-02-02
Los Lagos,10,Puerto Varas,10109,1,2021-02-03
Los Lagos,10,Puerto Varas,10109,2,2021-02-04
Los Lagos,10,Puerto Varas,10109,3,2021-02-05
Los Lagos,10,Puerto Varas,10109,4,2021-02-08
Los Lagos,10,Puerto Varas,10109,1,2021-02-09
Los Lagos,10,Puerto Varas,10109,3,2021-02-10
Los Lagos,10,Puerto Varas,10109,2,2021-02-11
Los Lagos,10,Puerto Varas,10109,4,2021-02-12
Los Lagos,10,Puerto Varas,10109,4,2021-02-15
Los Lagos,10,Puerto Varas,10109,3,2021-02-17
Los Lagos,10,Puerto Varas,10109,6,2021-02-19
Los Lagos,10,Puerto Varas,10109,6,2021-02-22
Los Lagos,10,Puerto Varas,10109,4,2021-02-24
Los Lagos,10,Puerto Varas,10109,2,2021-02-25
Los Lagos,10,Puerto Varas,10109,3,2021-02-26
Los Lagos,10,Puerto Varas,10109,6,2021-03-01
Los Lagos,10,Puerto Varas,10109,3,2021-03-02
Los Lagos,10,Puerto Varas,10109,6,2021-03-03
Los Lagos,10,Puerto Varas,10109,3,2021-03-05
Los Lagos,10,Puerto Varas,10109,5,2021-03-08
Los Lagos,10,Puerto Varas,10109,1,2021-03-09
Los Lagos,10,Puerto Varas,10109,4,2021-03-10
Los Lagos,10,Puerto Varas,10109,1,2021-03-11
Los Lagos,10,Puerto Varas,10109,3,2021-03-12
Los Lagos,10,Puerto Varas,10109,4,2021-03-15
Los Lagos,10,Puerto Varas,10109,3,2021-03-16
Los Lagos,10,Puerto Varas,10109,3,2021-03-17
Los Lagos,10,Puerto Varas,10109,1,2021-03-18
Los Lagos,10,Puerto Varas,10109,2,2021-03-19
Los Lagos,10,Puerto Varas,10109,2,2021-03-22
Los Lagos,10,Puerto Varas,10109,2,2021-03-24
Los Lagos,10,Puerto Varas,10109,3,2021-03-26
Los Lagos,10,Puerto Varas,10109,3,2021-03-29
Los Lagos,10,Puerto Varas,10109,1,2021-03-30
Los Lagos,10,Puerto Varas,10109,4,2021-03-31
Los Lagos,10,Puerto Varas,10109,1,2021-04-01
Los Lagos,10,Puerto Varas,10109,6,2021-04-05
Los Lagos,10,Puerto Varas,10109,2,2021-04-06
Los Lagos,10,Puerto Varas,10109,3,2021-04-07
Los Lagos,10,Puerto Varas,10109,1,2021-04-08
Los Lagos,10,Puerto Varas,10109,3,2021-04-09
Los Lagos,10,Puerto Varas,10109,4,2021-04-12
Los Lagos,10,Puerto Varas,10109,3,2021-04-13
Los Lagos,10,Puerto Varas,10109,2,2021-04-14
Los Lagos,10,Puerto Varas,10109,5,2021-04-16
Los Lagos,10,Puerto Varas,10109,3,2021-04-19
Los Lagos,10,Puerto Varas,10109,1,2021-04-20
Los Lagos,10,Puerto Varas,10109,2,2021-04-21
Los Lagos,10,Puerto Varas,10109,2,2021-04-23
Los Lagos,10,Puerto Varas,10109,5,2021-04-26
Los Lagos,10,Puerto Varas,10109,2,2021-04-27
Los Lagos,10,Puerto Varas,10109,5,2021-04-28
Los Lagos,10,Puerto Varas,10109,2,2021-04-30
Los Lagos,10,Puerto Varas,10109,7,2021-05-03
Los Lagos,10,Puerto Varas,10109,4,2021-05-04
Los Lagos,10,Puerto Varas,10109,6,2021-05-05
Los Lagos,10,Puerto Varas,10109,2,2021-05-06
Los Lagos,10,Puerto Varas,10109,1,2021-05-07
Los Lagos,10,Puerto Varas,10109,1,2021-05-10
Los Lagos,10,Puerto Varas,10109,2,2021-05-11
Los Lagos,10,Puerto Varas,10109,3,2021-05-12
Los Lagos,10,Puerto Varas,10109,1,2021-05-13
Los Lagos,10,Puerto Varas,10109,3,2021-05-14
Los Lagos,10,Puerto Varas,10109,5,2021-05-17
Los Lagos,10,Puerto Varas,10109,2,2021-05-19
Los Lagos,10,Puerto Varas,10109,1,2021-05-20
Los Lagos,10,Puerto Varas,10109,10,2021-05-24
Los Lagos,10,Puerto Varas,10109,3,2021-05-26
Los Lagos,10,Puerto Varas,10109,2,2021-05-27
Los Lagos,10,Puerto Varas,10109,2,2021-05-28
Los Lagos,10,Puerto Varas,10109,5,2021-05-31
Los Lagos,10,Puerto Varas,10109,4,2021-06-02
Los Lagos,10,Puerto Varas,10109,1,2021-06-03
Los Lagos,10,Puerto Varas,10109,4,2021-06-04
Los Lagos,10,Castro,10201,16,2021-01-04
Los Lagos,10,Castro,10201,1,2021-01-05
Los Lagos,10,Castro,10201,5,2021-01-06
Los Lagos,10,Castro,10201,3,2021-01-07
Los Lagos,10,Castro,10201,10,2021-01-08
Los Lagos,10,Castro,10201,6,2021-01-11
Los Lagos,10,Castro,10201,4,2021-01-12
Los Lagos,10,Castro,10201,3,2021-01-13
Los Lagos,10,Castro,10201,1,2021-01-14
Los Lagos,10,Castro,10201,5,2021-01-15
Los Lagos,10,Castro,10201,2,2021-01-18
Los Lagos,10,Castro,10201,4,2021-01-19
Los Lagos,10,Castro,10201,2,2021-01-20
Los Lagos,10,Castro,10201,3,2021-01-21
Los Lagos,10,Castro,10201,7,2021-01-22
Los Lagos,10,Castro,10201,9,2021-01-25
Los Lagos,10,Castro,10201,6,2021-01-26
Los Lagos,10,Castro,10201,5,2021-01-27
Los Lagos,10,Castro,10201,3,2021-01-28
Los Lagos,10,Castro,10201,4,2021-01-29
Los Lagos,10,Castro,10201,4,2021-02-01
Los Lagos,10,Castro,10201,1,2021-02-02
Los Lagos,10,Castro,10201,8,2021-02-03
Los Lagos,10,Castro,10201,3,2021-02-04
Los Lagos,10,Castro,10201,2,2021-02-05
Los Lagos,10,Castro,10201,8,2021-02-08
Los Lagos,10,Castro,10201,2,2021-02-09
Los Lagos,10,Castro,10201,3,2021-02-10
Los Lagos,10,Castro,10201,4,2021-02-12
Los Lagos,10,Castro,10201,6,2021-02-15
Los Lagos,10,Castro,10201,2,2021-02-16
Los Lagos,10,Castro,10201,6,2021-02-17
Los Lagos,10,Castro,10201,1,2021-02-18
Los Lagos,10,Castro,10201,4,2021-02-19
Los Lagos,10,Castro,10201,5,2021-02-22
Los Lagos,10,Castro,10201,4,2021-02-23
Los Lagos,10,Castro,10201,4,2021-02-24
Los Lagos,10,Castro,10201,4,2021-02-25
Los Lagos,10,Castro,10201,7,2021-02-26
Los Lagos,10,Castro,10201,4,2021-03-01
Los Lagos,10,Castro,10201,4,2021-03-02
Los Lagos,10,Castro,10201,5,2021-03-03
Los Lagos,10,Castro,10201,3,2021-03-04
Los Lagos,10,Castro,10201,4,2021-03-05
Los Lagos,10,Castro,10201,4,2021-03-08
Los Lagos,10,Castro,10201,2,2021-03-10
Los Lagos,10,Castro,10201,3,2021-03-11
Los Lagos,10,Castro,10201,4,2021-03-12
Los Lagos,10,Castro,10201,4,2021-03-15
Los Lagos,10,Castro,10201,3,2021-03-16
Los Lagos,10,Castro,10201,1,2021-03-17
Los Lagos,10,Castro,10201,4,2021-03-18
Los Lagos,10,Castro,10201,5,2021-03-19
Los Lagos,10,Castro,10201,7,2021-03-22
Los Lagos,10,Castro,10201,3,2021-03-23
Los Lagos,10,Castro,10201,6,2021-03-24
Los Lagos,10,Castro,10201,1,2021-03-26
Los Lagos,10,Castro,10201,9,2021-03-29
Los Lagos,10,Castro,10201,4,2021-03-30
Los Lagos,10,Castro,10201,2,2021-03-31
Los Lagos,10,Castro,10201,3,2021-04-01
Los Lagos,10,Castro,10201,9,2021-04-05
Los Lagos,10,Castro,10201,1,2021-04-06
Los Lagos,10,Castro,10201,4,2021-04-07
Los Lagos,10,Castro,10201,1,2021-04-08
Los Lagos,10,Castro,10201,2,2021-04-09
Los Lagos,10,Castro,10201,4,2021-04-12
Los Lagos,10,Castro,10201,8,2021-04-13
Los Lagos,10,Castro,10201,1,2021-04-14
Los Lagos,10,Castro,10201,1,2021-04-15
Los Lagos,10,Castro,10201,5,2021-04-16
Los Lagos,10,Castro,10201,3,2021-04-19
Los Lagos,10,Castro,10201,6,2021-04-20
Los Lagos,10,Castro,10201,1,2021-04-21
Los Lagos,10,Castro,10201,4,2021-04-22
Los Lagos,10,Castro,10201,4,2021-04-23
Los Lagos,10,Castro,10201,3,2021-04-26
Los Lagos,10,Castro,10201,3,2021-04-27
Los Lagos,10,Castro,10201,4,2021-04-28
Los Lagos,10,Castro,10201,1,2021-04-29
Los Lagos,10,Castro,10201,2,2021-05-03
Los Lagos,10,Castro,10201,8,2021-05-04
Los Lagos,10,Castro,10201,2,2021-05-05
Los Lagos,10,Castro,10201,3,2021-05-06
Los Lagos,10,Castro,10201,1,2021-05-07
Los Lagos,10,Castro,10201,4,2021-05-10
Los Lagos,10,Castro,10201,4,2021-05-11
Los Lagos,10,Castro,10201,2,2021-05-12
Los Lagos,10,Castro,10201,1,2021-05-13
Los Lagos,10,Castro,10201,7,2021-05-14
Los Lagos,10,Castro,10201,10,2021-05-17
Los Lagos,10,Castro,10201,4,2021-05-18
Los Lagos,10,Castro,10201,4,2021-05-19
Los Lagos,10,Castro,10201,6,2021-05-24
Los Lagos,10,Castro,10201,4,2021-05-25
Los Lagos,10,Castro,10201,1,2021-05-26
Los Lagos,10,Castro,10201,2,2021-05-27
Los Lagos,10,Castro,10201,5,2021-05-28
Los Lagos,10,Castro,10201,4,2021-05-31
Los Lagos,10,Castro,10201,6,2021-06-01
Los Lagos,10,Castro,10201,2,2021-06-02
Los Lagos,10,Castro,10201,4,2021-06-03
Los Lagos,10,Castro,10201,4,2021-06-04
Los Lagos,10,Ancud,10202,3,2021-01-04
Los Lagos,10,Ancud,10202,3,2021-01-06
Los Lagos,10,Ancud,10202,2,2021-01-08
Los Lagos,10,Ancud,10202,2,2021-01-13
Los Lagos,10,Ancud,10202,1,2021-01-15
Los Lagos,10,Ancud,10202,1,2021-01-18
Los Lagos,10,Ancud,10202,2,2021-01-20
Los Lagos,10,Ancud,10202,4,2021-01-22
Los Lagos,10,Ancud,10202,6,2021-01-25
Los Lagos,10,Ancud,10202,1,2021-01-27
Los Lagos,10,Ancud,10202,2,2021-01-29
Los Lagos,10,Ancud,10202,3,2021-02-01
Los Lagos,10,Ancud,10202,3,2021-02-03
Los Lagos,10,Ancud,10202,1,2021-02-05
Los Lagos,10,Ancud,10202,1,2021-02-08
Los Lagos,10,Ancud,10202,1,2021-02-10
Los Lagos,10,Ancud,10202,3,2021-02-12
Los Lagos,10,Ancud,10202,3,2021-02-15
Los Lagos,10,Ancud,10202,2,2021-02-17
Los Lagos,10,Ancud,10202,1,2021-02-19
Los Lagos,10,Ancud,10202,2,2021-02-22
Los Lagos,10,Ancud,10202,1,2021-02-24
Los Lagos,10,Ancud,10202,3,2021-03-01
Los Lagos,10,Ancud,10202,1,2021-03-02
Los Lagos,10,Ancud,10202,1,2021-03-04
Los Lagos,10,Ancud,10202,5,2021-03-08
Los Lagos,10,Ancud,10202,4,2021-03-10
Los Lagos,10,Ancud,10202,2,2021-03-12
Los Lagos,10,Ancud,10202,2,2021-03-15
Los Lagos,10,Ancud,10202,2,2021-03-17
Los Lagos,10,Ancud,10202,1,2021-03-19
Los Lagos,10,Ancud,10202,2,2021-03-22
Los Lagos,10,Ancud,10202,2,2021-03-23
Los Lagos,10,Ancud,10202,2,2021-03-24
Los Lagos,10,Ancud,10202,1,2021-03-25
Los Lagos,10,Ancud,10202,1,2021-03-29
Los Lagos,10,Ancud,10202,1,2021-04-05
Los Lagos,10,Ancud,10202,3,2021-04-06
Los Lagos,10,Ancud,10202,1,2021-04-08
Los Lagos,10,Ancud,10202,2,2021-04-09
Los Lagos,10,Ancud,10202,2,2021-04-12
Los Lagos,10,Ancud,10202,1,2021-04-13
Los Lagos,10,Ancud,10202,1,2021-04-15
Los Lagos,10,Ancud,10202,4,2021-04-19
Los Lagos,10,Ancud,10202,3,2021-04-21
Los Lagos,10,Ancud,10202,2,2021-04-23
Los Lagos,10,Ancud,10202,3,2021-04-26
Los Lagos,10,Ancud,10202,2,2021-04-27
Los Lagos,10,Ancud,10202,1,2021-04-28
Los Lagos,10,Ancud,10202,2,2021-04-29
Los Lagos,10,Ancud,10202,1,2021-04-30
Los Lagos,10,Ancud,10202,1,2021-05-03
Los Lagos,10,Ancud,10202,1,2021-05-04
Los Lagos,10,Ancud,10202,1,2021-05-05
Los Lagos,10,Ancud,10202,2,2021-05-07
Los Lagos,10,Ancud,10202,1,2021-05-11
Los Lagos,10,Ancud,10202,2,2021-05-13
Los Lagos,10,Ancud,10202,4,2021-05-17
Los Lagos,10,Ancud,10202,1,2021-05-18
Los Lagos,10,Ancud,10202,1,2021-05-19
